Modified_enzyme,Core_enzyme,Modifications,Source
RNAP-CPLX_mod_zn2(1)_mod_mg2(2),RNAP-CPLX,zn2(1) AND mg2(2),RNA_Polymerase
G185E-6363-MONOMER_mod_k(1)_mod_mg2(1),G185E-6363-MONOMER,k(1) AND mg2(1),Homology
G185E-7013-MONOMER_mod_mg2(1),G185E-7013-MONOMER,mg2(1),Homology
G185E-6360-MONOMER_mod_mg2(1),G185E-6360-MONOMER,mg2(1),Homology
G185E-6330-MONOMER_mod_zn2(1)_mod_cbl1(1),G185E-6330-MONOMER,zn2(1) AND cbl1(1),Homology
G185E-5182-MONOMER_mod_mg2(4),G185E-5182-MONOMER,mg2(4),Homology
G185E-6981-MONOMER_mod_4fe4s(1),G185E-6981-MONOMER,4fe4s(1),Homology
G185E-8138-MONOMER_mod_ca2(1),G185E-8138-MONOMER,ca2(1),Homology
G185E-8109-MONOMER_mod_mg2(1),G185E-8109-MONOMER,mg2(1),Homology
G185E-4146-MONOMER_mod_pydx5p(1),G185E-4146-MONOMER,pydx5p(1),Homology
G185E-7741-MONOMER_mod_nad(1),G185E-7741-MONOMER,nad(1),Homology
G185E-6949-MONOMER_mod_mg2(1),G185E-6949-MONOMER,mg2(1),Homology
G185E-5165-MONOMER_mod_zn2(2),G185E-5165-MONOMER,zn2(2),Homology
G185E-6930-MONOMER_mod_thmpp(1),G185E-6930-MONOMER,thmpp(1),Homology
G185E-5886-MONOMER_mod_mg2(1),G185E-5886-MONOMER,mg2(1),Homology
G185E-7272-MONOMER_mod_mg2(1),G185E-7272-MONOMER,mg2(1),Homology
G185E-4688-MONOMER_mod_mg2(1)_mod_mn2(1)_mod_thmpp(1),G185E-4688-MONOMER,mg2(1) AND mn2(1) AND thmpp(1),Homology
G185E-4656-MONOMER_mod_pydx5p(1),G185E-4656-MONOMER,pydx5p(1),Homology
G185E-7219-MONOMER_mod_mg2(1),G185E-7219-MONOMER,mg2(1),Homology
G185E-6777-MONOMER_mod_cobalt2(1)_mod_nad(1),G185E-6777-MONOMER,cobalt2(1) AND nad(1),Homology
G185E-6423-MONOMER_mod_zn2(1),G185E-6423-MONOMER,zn2(1),Homology
G185E-4879-MONOMER_mod_fe2(2),G185E-4879-MONOMER,fe2(2),Homology
G185E-5179-MONOMER_mod_mg2(1),G185E-5179-MONOMER,mg2(1),Homology
G185E-6975-MONOMER_mod_mg2(2),G185E-6975-MONOMER,mg2(2),Homology
G185E-7658-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1),G185E-7658-MONOMER,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),Homology
G185E-7232-MONOMER_mod_mg2(1),G185E-7232-MONOMER,mg2(1),Homology
G185E-4958-MONOMER_mod_k(1)_mod_mg2(1),G185E-4958-MONOMER,k(1) AND mg2(1),Homology
G185E-7881-MONOMER_mod_mg2(1)_mod_k(1),G185E-7881-MONOMER,mg2(1) AND k(1),Homology
G185E-7881-MONOMER_mod_mg2(1)_mod_nh4(1),G185E-7881-MONOMER,mg2(1) AND nh4(1),Homology
G185E-7881-MONOMER_mod_mn2(1)_mod_k(1),G185E-7881-MONOMER,mn2(1) AND k(1),Homology
G185E-7881-MONOMER_mod_mn2(1)_mod_nh4(1),G185E-7881-MONOMER,mn2(1) AND nh4(1),Homology
G185E-6436-MONOMER_mod_mg2(1),G185E-6436-MONOMER,mg2(1),Homology
