,value
G185E-4119,TU185E-5160
G185E-4120,TU185E-5160
G185E-4134,TU185E-7720
G185E-4365,TU185E-5285
G185E-4441,TU185E-5322
G185E-4614,TU185E-5410
G185E-4700,TU185E-5455
G185E-4746,TU185E-5477
G185E-4774,TU185E-5493
G185E-4775,TU185E-5493
G185E-4780,TU185E-5495
G185E-4903,TU185E-5556
G185E-4974,TU185E-7612
G185E-4982,TU185E-5597
G185E-4983,TU185E-5598
G185E-4984,TU185E-5598
G185E-4985,TU185E-5598
G185E-5074,TU185E-5642
G185E-5154,TU185E-5685
G185E-5177,TU185E-5696
G185E-5212,TU185E-5715
G185E-5217,TU185E-5717
G185E-5257,TU185E-5747
G185E-5325,TU185E-7555
G185E-5366,TU185E-5801
G185E-5392,TU185E-5811
G185E-5436,TU185E-7536
G185E-5465,TU185E-5851
G185E-5490,TU185E-5861
G185E-5492,TU185E-5863
G185E-5493,TU185E-5864
G185E-5527,TU185E-5877
G185E-5544,TU185E-5887
G185E-5557,TU185E-5892
G185E-5814,TU185E-6002
G185E-5880,TU185E-7489
G185E-5912,TU185E-6041
G185E-5920,TU185E-7487
G185E-5928,TU185E-7484
G185E-6087,TU185E-6147
G185E-6252,TU185E-7442
G185E-6348,TU185E-7425
G185E-6385,TU185E-6282
G185E-6438,TU185E-7411
G185E-6452,TU185E-6315
G185E-6459,TU185E-7407
G185E-6531,TU185E-6362
G185E-6566,TU185E-6382
G185E-6622,TU185E-6413
G185E-6695,TU185E-6450
G185E-6696,TU185E-6451
G185E-6721,TU185E-6464
G185E-6748,TU185E-6476
G185E-6756,TU185E-6480
G185E-6801,TU185E-6500
G185E-6804,TU185E-6502
G185E-6889,TU185E-6545
G185E-6890,TU185E-6546
G185E-6891,TU185E-6546
G185E-6892,TU185E-6546
G185E-7247,TU185E-6716
G185E-7248,TU185E-6716
G185E-7329,TU185E-6756
G185E-7362,TU185E-6770
G185E-7458,TU185E-6808
G185E-7875,TU185E-7232
G185E-7923,TU185E-7037
G185E-7932,TU185E-7045
G185E-7942,TU185E-7049
G185E-7944,TU185E-7051
G185E-7969,TU185E-7063
G185E-8010,TU185E-7084
G185E-8011,TU185E-7085
G185E-8042,TU185E-7109
G185E-8065,TU185E-7120
G185E-8066,TU185E-7120
G185E-8072,TU185E-7205
G185E-8139,TU185E-7195
G185E-8141,TU185E-7150
Rv0001,TU185E-5156
Rv0002,TU185E-5157
Rv0003,TU185E-5157
Rv0004,TU185E-5157
Rv0005,TU185E-5158
Rv0006,TU185E-5158
Rv0007,TU185E-5159
Rv0008c,TU185E-7722
Rv0009,TU185E-7721
Rv0010c,TU185E-5161
Rv0011c,TU185E-5162
Rv0012,TU185E-5163
Rv0013,TU185E-5163
Rv0014c,TU185E-5164
Rv0015c,TU185E-5164
Rv0016c,TU185E-5164
Rv0017c,TU185E-5164
Rv0018c,TU185E-5164
Rv0019c,TU185E-5165
Rv0020c,TU185E-5166
Rv0021c,TU185E-5167
Rv0022c,TU185E-5168
Rv0023,TU185E-5169
Rv0024,TU185E-5169
Rv0025,TU185E-5169
Rv0026,TU185E-5170
Rv0027,TU185E-5171
Rv0028,TU185E-5171
Rv0029,TU185E-5172
Rv0030,TU185E-5173
Rv0031,TU185E-5173
Rv0032,TU185E-5174
Rv0033,TU185E-5174
Rv0034,TU185E-5174
Rv0035,TU185E-5174
Rv0036c,TU185E-5175
Rv0037c,TU185E-5176
Rv0038,TU185E-7719
Rv0039c,TU185E-5177
Rv0040c,TU185E-5178
Rv0041,TU185E-7718
Rv0042c,TU185E-5179
Rv0043c,TU185E-5180
Rv0044c,TU185E-5181
Rv0045c,TU185E-5181
Rv0046c,TU185E-5182
Rv0047c,TU185E-5183
Rv0048c,TU185E-5184
Rv0049,TU185E-5185
Rv0050,TU185E-5186
Rv0051,TU185E-5186
Rv0052,TU185E-5186
Rv0053,TU185E-5187
Rv0054,TU185E-5188
Rv0055,TU185E-5189
Rv0056,TU185E-5189
Rv0057,TU185E-5189
Rv0058,TU185E-5190
Rv0059,TU185E-5191
Rv0060,TU185E-5191
Rv0061c,TU185E-7717
Rv0062,TU185E-5192
Rv0063,TU185E-5193
Rv0064,TU185E-5194
Rv0064A,TU185E-5194
Rv0065,TU185E-5194
Rv0066c,TU185E-5195
Rv0067c,TU185E-5196
Rv0068,TU185E-7716
Rv0069c,TU185E-5197
Rv0070c,TU185E-5197
Rv0071,TU185E-5198
Rv0072,TU185E-5199
Rv0073,TU185E-5199
