Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
B488_02680-MONOMER	Plasma_Membrane	B488_02680()	Plasma_Membrane	s
B488_10960-MONOMER	Plasma_Membrane	B488_10960()	Plasma_Membrane	s
B488_11100-MONOMER	Plasma_Membrane	B488_11100()	Plasma_Membrane	s
B488_11840-MONOMER	Plasma_Membrane	B488_11840()	Plasma_Membrane	s
B488_12450-MONOMER	Plasma_Membrane	B488_12450()	Plasma_Membrane	s
B488_12660-MONOMER	Plasma_Membrane	B488_12660()	Plasma_Membrane	s
B488_RS00060-MONOMER	Plasma_Membrane	B488_RS00060()	Plasma_Membrane	s
B488_RS00225-MONOMER	Plasma_Membrane	B488_RS00225()	Plasma_Membrane	s
B488_RS00230-MONOMER	Plasma_Membrane	B488_RS00230()	Plasma_Membrane	s
B488_RS00300-MONOMER	Plasma_Membrane	B488_RS00300()	Plasma_Membrane	s
B488_RS00370-MONOMER	Cell_Wall	B488_RS00370()	Cell_Wall	s
B488_RS00395-MONOMER	Plasma_Membrane	B488_RS00395()	Plasma_Membrane	s
B488_RS00400-MONOMER	Plasma_Membrane	B488_RS00400()	Plasma_Membrane	s
B488_RS00405-MONOMER	Plasma_Membrane	B488_RS00405()	Plasma_Membrane	s
B488_RS00445-MONOMER	Plasma_Membrane	B488_RS00445()	Plasma_Membrane	s
B488_RS00705-MONOMER	Extracellular_Space	B488_RS00705()	Extracellular_Space	s
B488_RS00720-MONOMER	Plasma_Membrane	B488_RS00720()	Plasma_Membrane	s
B488_RS00725-MONOMER	Plasma_Membrane	B488_RS00725()	Plasma_Membrane	s
B488_RS00790-MONOMER	Plasma_Membrane	B488_RS00790()	Plasma_Membrane	s
B488_RS00890-MONOMER	Plasma_Membrane	B488_RS00890()	Plasma_Membrane	s
B488_RS00905-MONOMER	Plasma_Membrane	B488_RS00905()	Plasma_Membrane	s
B488_RS00910-MONOMER	Plasma_Membrane	B488_RS00910()	Plasma_Membrane	s
B488_RS00935-MONOMER	Plasma_Membrane	B488_RS00935()	Plasma_Membrane	s
