,value
B488_00330,MONOMER
B488_00340,MONOMER
B488_00660,MONOMER
B488_00670,MONOMER
B488_00750,MONOMER
B488_00760,MONOMER
B488_00770,MONOMER
B488_00880,MONOMER
B488_00960,MONOMER
B488_01530,MONOMER
B488_01840,MONOMER
B488_01930,MONOMER
B488_01950,MONOMER
B488_02040,MONOMER
B488_02100,MONOMER
B488_02210,MONOMER
B488_02220,MONOMER
B488_02270,MONOMER
B488_02310,MONOMER
B488_02480,MONOMER
B488_02610,MONOMER
B488_02680,MONOMER
B488_02840,MONOMER
B488_02870,MONOMER
B488_02880,MONOMER
B488_02890,MONOMER
B488_02920,MONOMER
B488_03010,MONOMER
B488_03020,MONOMER
B488_03030,MONOMER
B488_03040,MONOMER
B488_03070,MONOMER
B488_03080,MONOMER
B488_03330,MONOMER
B488_03350,MONOMER
B488_03420,MONOMER
B488_03600,MONOMER
B488_03650,MONOMER
B488_03710,MONOMER
B488_03750,MONOMER
B488_03800,MONOMER
B488_03870,MONOMER
B488_03880,MONOMER
B488_03890,MONOMER
B488_03900,MONOMER
B488_03960,MONOMER
B488_04030,MONOMER
B488_04430,MONOMER
B488_04440,MONOMER
B488_04560,MONOMER
B488_04650,MONOMER
B488_04670,MONOMER
B488_04680,MONOMER
B488_04700,MONOMER
B488_04710,MONOMER
B488_04750,MONOMER
B488_04760,MONOMER
B488_04770,MONOMER
B488_04800,MONOMER
B488_04840,MONOMER
B488_04870,MONOMER
B488_04880,MONOMER
B488_04930,MONOMER
B488_04980,MONOMER
B488_04990,MONOMER
B488_05000,MONOMER
B488_05010,MONOMER
B488_05020,MONOMER
B488_05040,MONOMER
B488_05400,MONOMER
B488_05560,MONOMER
B488_05580,MONOMER
B488_05810,MONOMER
B488_05930,MONOMER
B488_06030,MONOMER
B488_06050,MONOMER
B488_06240,MONOMER
B488_06250,MONOMER
B488_06270,MONOMER
B488_06310,MONOMER
B488_06320,MONOMER
B488_06330,MONOMER
B488_06420,MONOMER
B488_06450,MONOMER
B488_06520,MONOMER
B488_06630,MONOMER
B488_06690,MONOMER
B488_06720,MONOMER
B488_06730,MONOMER
B488_06760,MONOMER
B488_06770,MONOMER
B488_06800,MONOMER
B488_06850,MONOMER
B488_07000,MONOMER
B488_07010,MONOMER
B488_07180,MONOMER
B488_07210,MONOMER
B488_07240,MONOMER
B488_07570,MONOMER
B488_07610,MONOMER
B488_07640,MONOMER
B488_07650,MONOMER
B488_07660,MONOMER
B488_07680,MONOMER
B488_07820,MONOMER
B488_07860,MONOMER
B488_07870,MONOMER
B488_07880,MONOMER
B488_07920,MONOMER
B488_07940,MONOMER
B488_07970,MONOMER
