TU_id,replicon,genes,start,stop,tss,strand,rho_dependent,rnapol
TU271D-1804_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c30900,3417803,3418264,,-,True,CLJU_RS04050-MONOMER
TU271D-2035_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c34970,CLJU_RS21860",3815926,3816260,,-,True,CLJU_RS04050-MONOMER
TU271D-2661_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c26960,2978642,2979772,,+,True,CLJU_RS04050-MONOMER
TU271D-1489_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c25720,2848843,2849526,,-,False,CLJU_RS04050-MONOMER
TU271D-1265_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c21810,2382112,2383575,,-,False,CLJU_RS04050-MONOMER
TU271D-306_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c04990,538244,541576,,+,False,CLJU_RS04050-MONOMER
TU271D-2856_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c06820,752124,752516,,+,True,CLJU_RS04050-MONOMER
TU271D-2073_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c35650,3885548,3886840,,-,False,CLJU_RS04050-MONOMER
TU271D-1681_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c28780,3184318,3184665,,-,True,CLJU_RS04050-MONOMER
TU271D-866_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c15160,1644283,1644726,,+,True,CLJU_RS04050-MONOMER
TU271D-2440_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c41920,4532929,4533828,,+,False,CLJU_RS04050-MONOMER
TU271D-370_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c06250,CLJU_c06240",688495,688651,,+,True,CLJU_RS04050-MONOMER
TU271D-417_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c07100,790102,790377,,+,False,CLJU_RS04050-MONOMER
TU271D-81_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c01310,135511,135627,,+,True,CLJU_RS04050-MONOMER
TU271D-1971_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c33850,3696887,3697711,,-,False,CLJU_RS04050-MONOMER
TU271D-183_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c02930,297898,298326,,+,False,CLJU_RS04050-MONOMER
TU271D-329_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c05400,CLJU_c05390",584594,585320,,-,True,CLJU_RS04050-MONOMER
TU271D-1159_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c20070,2175884,2176666,,+,True,CLJU_RS04050-MONOMER
TU271D-1747_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c29940,CLJU_c29930",3299972,3302543,,-,True,CLJU_RS04050-MONOMER
TU271D-645_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c11200,CLJU_c11190,CLJU_c11180,CLJU_c11170,CLJU_c11160",1216426,1222144,,+,True,CLJU_RS04050-MONOMER
TU271D-2778_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c17500,1900864,1901685,,-,True,CLJU_RS04050-MONOMER
TU271D-1111_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c19320,CLJU_c19310",2098868,2101629,,+,True,CLJU_RS04050-MONOMER
TU271D-2660_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c26970,2979909,2980094,,-,True,CLJU_RS04050-MONOMER
TU271D-1092_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c19030,2068310,2069917,,+,True,CLJU_RS04050-MONOMER
TU271D-2268_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c38870,CLJU_c38860,CLJU_c38850",4225619,4229514,,+,True,CLJU_RS04050-MONOMER
TU271D-1470_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c25430,2819129,2820031,,+,True,CLJU_RS04050-MONOMER
TU271D-1908_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c32870,CLJU_c32860,CLJU_c32850",3591830,3594034,,-,True,CLJU_RS04050-MONOMER
TU271D-1304_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c22440,2459534,2459839,,-,True,CLJU_RS04050-MONOMER
TU271D-2727_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c21380,2328577,2329158,,+,True,CLJU_RS04050-MONOMER
TU271D-1779_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c30500,3372864,3374021,,-,True,CLJU_RS04050-MONOMER
TU271D-1523_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c26440,CLJU_c26430,CLJU_c26420",2924973,2927266,,+,True,CLJU_RS04050-MONOMER
TU271D-1241_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c21370,2326930,2328327,,-,False,CLJU_RS04050-MONOMER
TU271D-596_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c10110,1124505,1125068,,+,True,CLJU_RS04050-MONOMER
TU271D-2439_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c41910,4531801,4532850,,+,True,CLJU_RS04050-MONOMER
TU271D-865_from_CLJU_RS04050-MONOMER,"NC_014328.1,CLJU_RS22180","CLJU_c15150,CLJU_RS22180",1,1644139,,+,True,CLJU_RS04050-MONOMER
TU271D-1208_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c20870,2275332,2275964,,+,True,CLJU_RS04050-MONOMER
TU271D-104_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c01710,CLJU_c01700",167704,168823,,+,True,CLJU_RS04050-MONOMER
TU271D-994_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c17390,1890262,1891653,,+,False,CLJU_RS04050-MONOMER
TU271D-947_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c16650,CLJU_c16640",1805863,1807643,,+,True,CLJU_RS04050-MONOMER
TU271D-1302_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c22420,2455362,2458493,,-,True,CLJU_RS04050-MONOMER
TU271D-1594_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c27510,CLJU_c27500",3038116,3040021,,-,True,CLJU_RS04050-MONOMER
TU271D-276_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c04530,482491,483330,,+,True,CLJU_RS04050-MONOMER
TU271D-50_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c00850,80282,81943,,+,True,CLJU_RS04050-MONOMER
TU271D-236_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c03890,405019,405279,,+,True,CLJU_RS04050-MONOMER
TU271D-1525_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c26480,2930007,2930918,,+,True,CLJU_RS04050-MONOMER
TU271D-226_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c03720,383803,385155,,+,True,CLJU_RS04050-MONOMER
TU271D-644_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c11150,1215490,1216371,,+,True,CLJU_RS04050-MONOMER
TU271D-532_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c08990,CLJU_c08980",994729,996621,,+,True,CLJU_RS04050-MONOMER
TU271D-1137_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c19790,2146740,2147615,,+,True,CLJU_RS04050-MONOMER
TU271D-1862_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c32160,3522135,3522641,,+,True,CLJU_RS04050-MONOMER
TU271D-473_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_RS03970,CLJU_c08060",892441,893863,,+,True,CLJU_RS04050-MONOMER
TU271D-2777_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c17510,1902031,1903203,,+,True,CLJU_RS04050-MONOMER
TU271D-1632_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c28050,3102176,3103591,,-,True,CLJU_RS04050-MONOMER
TU271D-1803_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c30890,3417165,3417566,,-,True,CLJU_RS04050-MONOMER
TU271D-1487_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c25640,2840912,2841286,,-,True,CLJU_RS04050-MONOMER
TU271D-2659_from_CLJU_RS04050-MONOMER,CLJU_RS22300,CLJU_RS22300,1,69,,+,True,CLJU_RS04050-MONOMER
TU271D-1974_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c33890,3701221,3702642,,-,False,CLJU_RS04050-MONOMER
TU271D-864_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c15140,1641498,1641959,,+,True,CLJU_RS04050-MONOMER
TU271D-2438_from_CLJU_RS04050-MONOMER,CLJU_RS22090,CLJU_RS22090,1,132,,+,True,CLJU_RS04050-MONOMER
TU271D-1947_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c33470,3655087,3656403,,-,False,CLJU_RS04050-MONOMER
TU271D-399_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c06770,746058,747167,,+,False,CLJU_RS04050-MONOMER
TU271D-130_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c02070,211109,211345,,+,True,CLJU_RS04050-MONOMER
TU271D-1070_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c18650,2018453,2018689,,+,True,CLJU_RS04050-MONOMER
TU271D-2093_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c35990,3918654,3918806,,-,True,CLJU_RS04050-MONOMER
TU271D-1469_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c25420,2818472,2818972,,-,False,CLJU_RS04050-MONOMER
TU271D-643_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c11140,CLJU_c11130,CLJU_c11120",1213501,1215444,,+,True,CLJU_RS04050-MONOMER
TU271D-1315_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1,NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c22600,CLJU_c22590,CLJU_c22580,CLJU_c22570,CLJU_c22560,CLJU_c22550",2474452,2480313,,-,True,CLJU_RS04050-MONOMER
TU271D-2164_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c37230,4036163,4037071,,-,True,CLJU_RS04050-MONOMER
TU271D-298_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c04830,514072,515127,,+,True,CLJU_RS04050-MONOMER
TU271D-2839_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c08820,973811,974299,,-,True,CLJU_RS04050-MONOMER
TU271D-2776_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c17690,1915388,1916317,,-,True,CLJU_RS04050-MONOMER
TU271D-2211_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c38000,4119162,4120271,,-,True,CLJU_RS04050-MONOMER
TU271D-2658_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c27210,3006078,3006521,,-,False,CLJU_RS04050-MONOMER
TU271D-1429_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c24700,CLJU_c24690",2733918,2738337,,-,True,CLJU_RS04050-MONOMER
TU271D-1506_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c26040,2887014,2887991,,-,False,CLJU_RS04050-MONOMER
TU271D-2326_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c40020,4352459,4353610,,-,False,CLJU_RS04050-MONOMER
TU271D-2267_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c38840,4225402,4225548,,+,True,CLJU_RS04050-MONOMER
TU271D-149_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c02310,238560,239009,,+,True,CLJU_RS04050-MONOMER
TU271D-1984_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c34080,CLJU_c34070,CLJU_c34060",3720681,3723797,,-,True,CLJU_RS04050-MONOMER
TU271D-981_from_CLJU_RS04050-MONOMER,"CLJU_RS08440,NC_014328.1,NC_014328.1,NC_014328.1","CLJU_RS08440,CLJU_c17190,CLJU_c17180,CLJU_c17170",1,1864717,,+,True,CLJU_RS04050-MONOMER
TU271D-1352_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c23340,CLJU_c23330",2566518,2567363,,+,True,CLJU_RS04050-MONOMER
TU271D-863_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c15130,CLJU_c15120",1639086,1640996,,-,False,CLJU_RS04050-MONOMER
TU271D-2437_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c41900,4530282,4531385,,-,True,CLJU_RS04050-MONOMER
TU271D-1029_from_CLJU_RS04050-MONOMER,CLJU_RS22205,CLJU_RS22205,1,133,,-,True,CLJU_RS04050-MONOMER
TU271D-957_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c16810,1821230,1829566,,+,True,CLJU_RS04050-MONOMER
TU271D-2138_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1,NC_014328.1","CLJU_c36860,CLJU_c36850,CLJU_c36840",3993129,3994957,,-,True,CLJU_RS04050-MONOMER
TU271D-1593_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_RS22325,3037543,3037674,,-,True,CLJU_RS04050-MONOMER
TU271D-249_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_c04090,CLJU_c04080",424982,429327,,+,True,CLJU_RS04050-MONOMER
TU271D-49_from_CLJU_RS04050-MONOMER,"NC_014328.1,NC_014328.1","CLJU_RS21525,CLJU_c00840",79821,80187,,+,True,CLJU_RS04050-MONOMER
TU271D-642_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c11110,1212961,1213359,,+,False,CLJU_RS04050-MONOMER
TU271D-2334_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c40110,4362118,4362954,,+,True,CLJU_RS04050-MONOMER
TU271D-1024_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c17820,1928926,1929768,,-,False,CLJU_RS04050-MONOMER
TU271D-2775_from_CLJU_RS04050-MONOMER,NC_014328.1,CLJU_c17720,1919747,1920610,,-,True,CLJU_RS04050-MONOMER
