,value
ME-Model-ID,pputida
m-model-path,./pputida//building_data/m_model_modified.json
genbank-path,./pputida//building_data/genome_modified.gb
df_gene_cplxs_mods_rxns,./pputida/building_data/automated-org-with-refs.xlsx
df_TranscriptionalUnits,./pputida//building_data/TUs_from_biocyc.txt
df_matrix_stoichiometry,
df_matrix_subrxn_stoich,
df_metadata_orphan_rxns,
df_metadata_metabolites,
log_directory,./pputida/
out_directory,./pputida/
locus_tag,locus_tag
run_bbh_blast,True
blast_threads,23
dev_reference,iJT964
add_lipoproteins,True
estimate_keffs,True
defer_to_rxn_matrix,"['BIOMASS_KT2440_WT3', 'FMETTRS', 'ATPM']"
percent_dna_data,"[0.0592, 0.0512, 0.033, 0.0252, 0.0222, 0.0208]"
gr_data_doublings_per_hour,"[0, 0.6, 1.0, 1.5, 2.0, 2.5]"
complex_cofactors,"{'fes_transfers': ['G1G01-469-MONOMER'], 'biotin_subreactions': {'mod_btn_c': ['biotin_ligase']}, 'lipoate_subreactions': {'mod_lipoyl_c': ['lipoyl_denovo', 'lipoyl_scavenging']}, 'fes_chaperones': {}, 'bmocogdp_chaperones': {}, 'FeFe/NiFe': {'mod_FeFe_cofactor_c': '', 'mod_NiFe_cofactor_c': ''}}"
growth_key,mu1
lipoprotein_precursors,{'MetQ': 'PP_0112'}
lipid_modifications,"['pg120_p', 'pg140_p', 'pg141_p', 'pg160_p', 'pg161_p', 'pg180_p', 'pg181_p']"
unmodeled_protein_fraction,0.36
flux_of_biomass_constituents,{}
flux_of_lipid_constituents,{}
braun's_lipoprotein,[]
braun's_lpp_flux,-0.0
braun's_murein_flux,-0.0
biocyc.genes,./pputida/inputs/genes.txt
biocyc.prots,./pputida/inputs/proteins.txt
biocyc.TUs,./pputida/inputs/TUs.txt
biocyc.RNAs,./pputida/inputs/RNAs.txt
biocyc.seqs,./pputida/inputs/sequences.fasta
include_pseudo_genes,True
selenocysteine_enzymes,['CPLX_dummy']
pg_pe_160,"['G1G01-5487-MONOMER', 'G1G01-661-MONOMER']"
other_lipids,[]
default_sigma_factor,G1G01-424-MONOMER
