TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU12WB-508_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_08810,CD630_08800	1058187	1059697		+	True	G12WB-110-MONOMER
TU12WB-1666_from_G12WB-110-MONOMER	AM180355.1	CD630_28370	3315993	3317063		-	True	G12WB-110-MONOMER
TU12WB-84_from_G12WB-110-MONOMER	AM180355.1	CD630_01440	192087	193073		+	True	G12WB-110-MONOMER
TU12WB-1995_from_G12WB-110-MONOMER	AM180355.1	CD630_33960	3972006	3975575		-	True	G12WB-110-MONOMER
TU12WB-990_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_17440,CD630_17430	2018941	2021008		+	True	G12WB-110-MONOMER
TU12WB-2326_from_G12WB-110-MONOMER	AM180355.1	CD630_13010	1507083	1507751		-	True	G12WB-110-MONOMER
TU12WB-1317_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_22430,CD630_22420	2593329	2595206		-	True	G12WB-110-MONOMER
TU12WB-494_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_08570,CD630_08560	1032105	1034067		+	True	G12WB-110-MONOMER
TU12WB-1651_from_G12WB-110-MONOMER	AM180355.1	CD630_28160	3286531	3286839		+	True	G12WB-110-MONOMER
TU12WB-825_from_G12WB-110-MONOMER	AM180355.1	CD630_14590	1688532	1688999		-	True	G12WB-110-MONOMER
TU12WB-1980_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_33730,CD630_33722	3942394	3945339		-	True	G12WB-110-MONOMER
TU12WB-976_from_G12WB-110-MONOMER	AM180355.1	CD630_17230	1997181	1997945		-	True	G12WB-110-MONOMER
TU12WB-2311_from_G12WB-110-MONOMER	AM180355.1	CD630_14690	1699305	1702328		-	True	G12WB-110-MONOMER
TU12WB-1302_from_G12WB-110-MONOMER	AM180355.1	CD630_22180	2570006	2570845		-	True	G12WB-110-MONOMER
TU12WB-1078_from_G12WB-110-MONOMER	AM180355.1	CD630_18830	2189116	2189970		-	True	G12WB-110-MONOMER
TU12WB-48_from_G12WB-110-MONOMER	AM180355.1	CD630_00650	88901	89689		+	True	G12WB-110-MONOMER
TU12WB-1637_from_G12WB-110-MONOMER	AM180355.1	CD630_27990	3269001	3270896		-	True	G12WB-110-MONOMER
TU12WB-810_from_G12WB-110-MONOMER	AM180355.1	CD630_14280	1655797	1656162		-	True	G12WB-110-MONOMER
TU12WB-1966_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_33520,CD630_33510	3915756	3916819		-	True	G12WB-110-MONOMER
TU12WB-961_from_G12WB-110-MONOMER	AM180355.1,AM180355.1,AM180355.1,AM180355.1	CD630_17000,CD630_16990,CD630_16980,CD630_16970	1969506	1973099		-	True	G12WB-110-MONOMER
TU12WB-2298_from_G12WB-110-MONOMER	AM180355.1	CD630_15450	1793557	1794123		-	True	G12WB-110-MONOMER
TU12WB-1289_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_22030,CD630_22020	2551237	2553278		+	True	G12WB-110-MONOMER
TU12WB-1063_from_G12WB-110-MONOMER	AM180355.1,AM180355.1,AM180355.1,AM180355.1	CD630_18580,CD630_18571,CD630_18570,CD630_18560	2145240	2151642		+	True	G12WB-110-MONOMER
TU12WB-465_from_G12WB-110-MONOMER	AM180355.1	CD630_08090	981566	982576		+	True	G12WB-110-MONOMER
TU12WB-1620_from_G12WB-110-MONOMER	AM180355.1,AM180355.1,AM180355.1,AM180355.1,AM180355.1,AM180355.1,AM180355.1,AM180355.1	CD630_27800,CD630_27790,CD630_27780,CD630_27770,CD630_27760,CD630_27750,CD630_27740,CD630_27730	3224092	3232540		-	True	G12WB-110-MONOMER
TU12WB-797_from_G12WB-110-MONOMER	AM180355.1	CD630_14100	1634628	1635407		+	True	G12WB-110-MONOMER
TU12WB-1951_from_G12WB-110-MONOMER	AM180355.1	CD630_33240	3889224	3889502		-	True	G12WB-110-MONOMER
TU12WB-947_from_G12WB-110-MONOMER	AM180355.1	CD630_16640	1937730	1938281		-	True	G12WB-110-MONOMER
TU12WB-2283_from_G12WB-110-MONOMER	AM180355.1	CD630_17300	2004657	2005469		-	True	G12WB-110-MONOMER
TU12WB-1274_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_21770,CD630_21760	2517044	2518508		-	True	G12WB-110-MONOMER
TU12WB-1049_from_G12WB-110-MONOMER	AM180355.1	CD630_18210	2103561	2104646		+	True	G12WB-110-MONOMER
TU12WB-450_from_G12WB-110-MONOMER	AM180355.1	CD630_07840	956716	957600		+	True	G12WB-110-MONOMER
TU12WB-1606_from_G12WB-110-MONOMER	AM180355.1	CD630_27510	3194130	3195560		-	True	G12WB-110-MONOMER
TU12WB-782_from_G12WB-110-MONOMER	AM180355.1	CD630_13910	1610489	1612204		+	True	G12WB-110-MONOMER
TU12WB-1937_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_33050,CD630_33040	3867812	3869665		-	True	G12WB-110-MONOMER
TU12WB-932_from_G12WB-110-MONOMER	AM180355.1	CD630_16460	1908323	1909303		+	True	G12WB-110-MONOMER
TU12WB-2269_from_G12WB-110-MONOMER	AM180355.1	CD630_20170	2327638	2328009		+	True	G12WB-110-MONOMER
TU12WB-126_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_02140,CD630_02130	277986	278500		-	True	G12WB-110-MONOMER
TU12WB-1034_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_17970,CD630_17960	2076761	2079342		-	True	G12WB-110-MONOMER
TU12WB-436_from_G12WB-110-MONOMER	AM180355.1	CD630_07590	929058	931289		-	True	G12WB-110-MONOMER
TU12WB-1592_from_G12WB-110-MONOMER	AM180355.1	CD630_27200	3155757	3157130		-	True	G12WB-110-MONOMER
TU12WB-768_from_G12WB-110-MONOMER	AM180355.1	CD630_13600	1575181	1575501		-	True	G12WB-110-MONOMER
TU12WB-1922_from_G12WB-110-MONOMER	AM180355.1	CD630_32810	3841131	3841934		-	True	G12WB-110-MONOMER
TU12WB-918_from_G12WB-110-MONOMER	AM180355.1	CD630_16220	1878219	1878836		+	True	G12WB-110-MONOMER
TU12WB-2254_from_G12WB-110-MONOMER	AM180355.1	CD630_21220	2456409	2457344		+	True	G12WB-110-MONOMER
TU12WB-1245_from_G12WB-110-MONOMER	AM180355.1	CD630_21410	2477040	2478233		-	True	G12WB-110-MONOMER
TU12WB-102_from_G12WB-110-MONOMER	AM180355.1	CD630_01730	229435	230502		+	True	G12WB-110-MONOMER
TU12WB-421_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_07420,CD630_07410	903936	906618		+	True	G12WB-110-MONOMER
TU12WB-1577_from_G12WB-110-MONOMER	AM180355.1	CD630_27020	3123052	3124335		-	True	G12WB-110-MONOMER
TU12WB-753_from_G12WB-110-MONOMER	AM180355.1	CD630_13360	1550494	1552071		+	True	G12WB-110-MONOMER
TU12WB-1908_from_G12WB-110-MONOMER	AM180355.1	CD630_32580	3815434	3816870		-	True	G12WB-110-MONOMER
TU12WB-903_from_G12WB-110-MONOMER	AM180355.1	CD630_15951	1851337	1851525		+	True	G12WB-110-MONOMER
TU12WB-224_from_G12WB-110-MONOMER	AM180355.1	CD630_04400	521848	523008		+	True	G12WB-110-MONOMER
TU12WB-1230_from_G12WB-110-MONOMER	AM180355.1	CD630_21151	2446898	2447089		-	True	G12WB-110-MONOMER
TU12WB-1005_from_G12WB-110-MONOMER	AM180355.1	CD630_17590	2036847	2037677		+	True	G12WB-110-MONOMER
TU12WB-407_from_G12WB-110-MONOMER	AM180355.1	CD630_07090	865181	867559		+	True	G12WB-110-MONOMER
TU12WB-1562_from_G12WB-110-MONOMER	AM180355.1	CD630_26820	3098685	3102224		-	True	G12WB-110-MONOMER
TU12WB-739_from_G12WB-110-MONOMER	AM180355.1,AM180355.1,AM180355.1	CD630_13160,CD630_13151,CD630_13150	1524783	1526073		+	True	G12WB-110-MONOMER
TU12WB-1894_from_G12WB-110-MONOMER	AM180355.1	CD630_32360	3788847	3789728		-	True	G12WB-110-MONOMER
TU12WB-89_from_G12WB-110-MONOMER	AM180355.1,AM180355.1,AM180355.1,AM180355.1	CD630_01520,CD630_01510,CD630_01500,CD630_01490	199087	201743		+	True	G12WB-110-MONOMER
TU12WB-2225_from_G12WB-110-MONOMER	AM180355.1	CD630_25390	2934488	2935405		+	True	G12WB-110-MONOMER
TU12WB-1216_from_G12WB-110-MONOMER	AM180355.1	CD630_20960	2421694	2422680		-	True	G12WB-110-MONOMER
TU12WB-393_from_G12WB-110-MONOMER	AM180355.1	CD630_06900	836028	837932		+	True	G12WB-110-MONOMER
TU12WB-1548_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_26590,CD630_26580	3067500	3069211		-	True	G12WB-110-MONOMER
TU12WB-724_from_G12WB-110-MONOMER	AM180355.1	CD630_12890	1496690	1498366		+	True	G12WB-110-MONOMER
TU12WB-188_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_03640,CD630_03630	433806	436542		-	True	G12WB-110-MONOMER
TU12WB-875_from_G12WB-110-MONOMER	AM180355.1	CD630_15431	1793208	1793417		+	True	G12WB-110-MONOMER
TU12WB-2210_from_G12WB-110-MONOMER	AM180355.1	CD630_26750	3090807	3091709		-	True	G12WB-110-MONOMER
TU12WB-1201_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_20700,CD630_20690	2384900	2386494		-	True	G12WB-110-MONOMER
TU12WB-379_from_G12WB-110-MONOMER	AM180355.1	CD630_06690	810391	811797		+	True	G12WB-110-MONOMER
TU12WB-1533_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_26270,CD630_26260	3033504	3035154		-	True	G12WB-110-MONOMER
TU12WB-71_from_G12WB-110-MONOMER	AM180355.1	CD630_01240	169522	170586		+	True	G12WB-110-MONOMER
TU12WB-1865_from_G12WB-110-MONOMER	AM180355.1	CD630_31960	3741534	3742496		+	True	G12WB-110-MONOMER
TU12WB-2197_from_G12WB-110-MONOMER	AM180355.1	CD630_28190	3291318	3292430		+	True	G12WB-110-MONOMER
TU12WB-1188_from_G12WB-110-MONOMER	AM180355.1	CD630_20490	2362731	2363309		-	True	G12WB-110-MONOMER
TU12WB-364_from_G12WB-110-MONOMER	AM180355.1	CD630_06480	770505	771164		+	True	G12WB-110-MONOMER
TU12WB-1519_from_G12WB-110-MONOMER	AM180355.1	CD630_25930	3000142	3001794		-	True	G12WB-110-MONOMER
TU12WB-696_from_G12WB-110-MONOMER	AM180355.1	CD630_12460	1447651	1448208		+	True	G12WB-110-MONOMER
TU12WB-1850_from_G12WB-110-MONOMER	AM180355.1	CD630_31691	3702715	3702939		-	True	G12WB-110-MONOMER
TU12WB-2182_from_G12WB-110-MONOMER	AM180355.1	CD630_30730	3569188	3569754		+	True	G12WB-110-MONOMER
TU12WB-1173_from_G12WB-110-MONOMER	AM180355.1	CD630_20270	2338389	2339606		+	True	G12WB-110-MONOMER
TU12WB-35_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_00440,CD630_00430	67656	69513		+	True	G12WB-110-MONOMER
TU12WB-1504_from_G12WB-110-MONOMER	AM180355.1	CD630_25600	2959676	2961736		-	True	G12WB-110-MONOMER
TU12WB-681_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_12280,CD630_12270	1425671	1427579		+	True	G12WB-110-MONOMER
TU12WB-1836_from_G12WB-110-MONOMER	AM180355.1	CD630_31530	3682508	3683269		+	True	G12WB-110-MONOMER
TU12WB-2168_from_G12WB-110-MONOMER	AM180355.1	CD630_33120	3877134	3878417		+	True	G12WB-110-MONOMER
TU12WB-1159_from_G12WB-110-MONOMER	AM180355.1	CD630_20040	2314631	2315284		-	True	G12WB-110-MONOMER
TU12WB-335_from_G12WB-110-MONOMER	AM180355.1	CD630_06110	733927	734637		-	True	G12WB-110-MONOMER
TU12WB-1490_from_G12WB-110-MONOMER	AM180355.1	CD630_25300	2922963	2923781		-	True	G12WB-110-MONOMER
TU12WB-667_from_G12WB-110-MONOMER	AM180355.1,AM180355.1,AM180355.1	CD630_11990,CD630_11980,CD630_11970	1397736	1399635		+	True	G12WB-110-MONOMER
TU12WB-1821_from_G12WB-110-MONOMER	AM180355.1,AM180355.1,AM180355.1,AM180355.1	CD630_31300,CD630_31290,CD630_31280,CD630_31270	3641770	3647746		-	True	G12WB-110-MONOMER
TU12WB-2153_from_G12WB-110-MONOMER	AM180355.1	CD630_35180	4110891	4112243		+	True	G12WB-110-MONOMER
TU12WB-1144_from_G12WB-110-MONOMER	AM180355.1	CD630_19903	2297643	2297819		+	True	G12WB-110-MONOMER
TU12WB-320_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_05840,CD630_05830	698825	701234		-	True	G12WB-110-MONOMER
TU12WB-1476_from_G12WB-110-MONOMER	AM180355.1	CD630_25150	2903694	2905322		+	True	G12WB-110-MONOMER
TU12WB-652_from_G12WB-110-MONOMER	AM180355.1	CD630_11650	1363605	1363973		+	True	G12WB-110-MONOMER
TU12WB-1807_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_31070,CD630_31060	3614324	3616535		+	True	G12WB-110-MONOMER
TU12WB-2139_from_G12WB-110-MONOMER	AM180355.1	CD630_36730	4282275	4283060		-	True	G12WB-110-MONOMER
TU12WB-113_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_01940,CD630_01930	251943	253888		+	True	G12WB-110-MONOMER
TU12WB-306_from_G12WB-110-MONOMER	AM180355.1	CD630_05650	674755	675360		+	True	G12WB-110-MONOMER
TU12WB-1461_from_G12WB-110-MONOMER	AM180355.1	CD630_24930	2877341	2879224		-	True	G12WB-110-MONOMER
TU12WB-638_from_G12WB-110-MONOMER	AM180355.1	CD630_11330	1332581	1333180		+	True	G12WB-110-MONOMER
TU12WB-1793_from_G12WB-110-MONOMER	AM180355.1	CD630_30840	3581569	3582723		-	True	G12WB-110-MONOMER
TU12WB-2124_from_G12WB-110-MONOMER	AM180355.1	CD630_36480	4257465	4257776		-	True	G12WB-110-MONOMER
TU12WB-1115_from_G12WB-110-MONOMER	AM180355.1	CD630_19490	2246421	2247824		-	True	G12WB-110-MONOMER
TU12WB-292_from_G12WB-110-MONOMER	AM180355.1,AM180355.1	CD630_05480,CD630_05470	652155	653907		+	True	G12WB-110-MONOMER
TU12WB-1447_from_G12WB-110-MONOMER	AM180355.1	CD630_24670	2847944	2849749		-	True	G12WB-110-MONOMER
TU12WB-623_from_G12WB-110-MONOMER	AM180355.1	CD630_11040	1295107	1295526		+	True	G12WB-110-MONOMER
TU12WB-1779_from_G12WB-110-MONOMER	AM180355.1	CD630_30490	3543336	3543644		-	True	G12WB-110-MONOMER
