,value
RNAP_BSU00980MONOMER,"{'sigma_factor': 'BSU00980-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU01730MONOMER,"{'sigma_factor': 'BSU01730-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU04730MONOMER,"{'sigma_factor': 'BSU04730-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU09520MONOMER,"{'sigma_factor': 'BSU09520-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU12560MONOMER,"{'sigma_factor': 'BSU12560-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU13450MONOMER,"{'sigma_factor': 'BSU13450-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU14730MONOMER,"{'sigma_factor': 'BSU14730-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU15320MONOMER,"{'sigma_factor': 'BSU15320-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU15330MONOMER,"{'sigma_factor': 'BSU15330-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU16470MONOMER,"{'sigma_factor': 'BSU16470-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU23100MONOMER,"{'sigma_factor': 'BSU23100-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU23450MONOMER,"{'sigma_factor': 'BSU23450-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU25200MONOMER,"{'sigma_factor': 'BSU25200-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU26840MONOMER,"{'sigma_factor': 'BSU26840-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
RNAP_BSU27120MONOMER,"{'sigma_factor': 'BSU27120-MONOMER', 'polymerase': 'CPLX8J2-30_mod_zn2(1)_mod_mg2(2)'}"
