Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G8J2-175,BSU17845,1916954,1917302,G8J2-175-MONOMER,NC_000964.3
BSU33239,BSU33239,3410006,3410345,BSU33239-MONOMER,NC_000964.3
BSU09790,BSU09790,1053519,1054653,BSU09790-MONOMER,NC_000964.3
BSU32310,BSU32310,3319285,3319561,BSU32310-MONOMER,NC_000964.3
BSU08670,BSU08670,938242,938587,BSU08670-MONOMER,NC_000964.3
BSU31430,BSU31430,3228430,3228691,BSU31430-MONOMER,NC_000964.3
BSU07890,BSU07890,862491,862812,BSU07890-MONOMER,NC_000964.3
BSU30470,BSU30470,3119564,3119837,BSU30470-MONOMER,NC_000964.3
BSU07030,BSU07030,768827,769490,BSU07030-MONOMER,NC_000964.3
BSU28830,BSU28830,2951489,2951882,BSU28830-MONOMER,NC_000964.3
BSU06319,BSU06319,686601,686889,BSU06319-MONOMER,NC_000964.3
BSU05540,BSU05540,601018,601726,BSU05540-MONOMER,NC_000964.3
BSU26920,BSU26920,2750882,2751239,BSU26920-MONOMER,NC_000964.3
BSU04600,BSU04600,513282,514764,BSU04600-MONOMER,NC_000964.3
BSU25620,BSU25620,2642840,2643197,BSU25620-MONOMER,NC_000964.3
BSU03870,BSU03870,439281,439569,BSU03870-MONOMER,NC_000964.3
BSU24940,BSU24940,2576716,2577181,BSU24940-MONOMER,NC_000964.3
BSU02190,BSU02190,238643,239555,BSU02190-MONOMER,NC_000964.3
BSU23990,BSU23990,2493063,2493501,BSU23990-MONOMER,NC_000964.3
BSU00290,BSU00290,39870,40200,BSU00290-MONOMER,NC_000964.3
BSU23328,BSU23328,2433315,2433522,BSU23328-MONOMER,NC_000964.3
BSU22390,BSU22390,2349357,2349528,BSU22390-MONOMER,NC_000964.3
BSU21840,BSU21840,2298534,2299146,BSU21840-MONOMER,NC_000964.3
BSU19510,BSU19510,2124528,2124765,BSU19510-MONOMER,NC_000964.3
G8J2-176,BSU19745,2145670,2145826,G8J2-176-MONOMER,NC_000964.3
BSU18890,BSU18890,2058714,2059638,BSU18890-MONOMER,NC_000964.3
BSU31289,BSU31289,3214211,3214346,BSU31289-MONOMER,NC_000964.3
BSU18050,BSU18050,1931214,1931514,BSU18050-MONOMER,NC_000964.3
BSU25565,BSU25565,2637178,2637328,BSU25565-MONOMER,NC_000964.3
BSU17510,BSU17510,1882039,1882831,BSU17510-MONOMER,NC_000964.3
BSU17099,BSU17099,1783499,1783766,BSU17099-MONOMER,NC_000964.3
BSU15440,BSU15440,1616266,1616641,BSU15440-MONOMER,NC_000964.3
BSU40650,BSU40650,4178290,4179130,BSU40650-MONOMER,NC_000964.3
BSU14780,BSU14780,1548015,1548333,BSU14780-MONOMER,NC_000964.3
BSU39910,BSU39910,4098422,4098905,BSU39910-MONOMER,NC_000964.3
BSU14130,BSU14130,1485452,1485896,BSU14130-MONOMER,NC_000964.3
BSU39180,BSU39180,4020976,4021306,BSU39180-MONOMER,NC_000964.3
BSU13360,BSU13360,1400187,1400739,BSU13360-MONOMER,NC_000964.3
BSU37930,BSU37930,3894029,3894401,BSU37930-MONOMER,NC_000964.3
BSU12150,BSU12150,1284869,1285445,BSU12150-MONOMER,NC_000964.3
BSU36330,BSU36330,3741181,3741592,BSU36330-MONOMER,NC_000964.3
BSU11910,BSU11910,1263701,1264931,BSU11910-MONOMER,NC_000964.3
BSU35390,BSU35390,3636715,3637291,BSU35390-MONOMER,NC_000964.3
BSU10890,BSU10890,1168198,1168837,BSU10890-MONOMER,NC_000964.3
BSU10470,BSU10470,1121035,1121398,BSU10470-MONOMER,NC_000964.3
BSU33029,BSU33029,3387780,3387945,BSU33029-MONOMER,NC_000964.3
BSU09350,BSU09350,1010983,1011226,BSU09350-MONOMER,NC_000964.3
BSU32120,BSU32120,3302622,3302763,BSU32120-MONOMER,NC_000964.3
BSU08570,BSU08570,928802,929321,BSU08570-MONOMER,NC_000964.3
BSU31319,BSU31319,3218214,3218478,BSU31319-MONOMER,NC_000964.3
BSU07735,BSU07735,844252,844645,BSU07735-MONOMER,NC_000964.3
BSU29910,BSU29910,3060394,3060673,BSU29910-MONOMER,NC_000964.3
BSU06840,BSU06840,752411,753131,BSU06840-MONOMER,NC_000964.3
BSU28460,BSU28460,2909029,2909476,BSU28460-MONOMER,NC_000964.3
BSU06269,BSU06269,680906,681065,BSU06269-MONOMER,NC_000964.3
BSU27469,BSU27469,2805500,2805692,BSU27469-MONOMER,NC_000964.3
BSU05520,BSU05520,599106,599343,BSU05520-MONOMER,NC_000964.3
BSU26680,BSU26680,2726884,2727202,BSU26680-MONOMER,NC_000964.3
BSU04510,BSU04510,504688,505024,BSU04510-MONOMER,NC_000964.3
BSU25520,BSU25520,2632881,2633220,BSU25520-MONOMER,NC_000964.3
BSU03690,BSU03690,419762,419984,BSU03690-MONOMER,NC_000964.3
BSU24880,BSU24880,2573519,2573693,BSU24880-MONOMER,NC_000964.3
BSU02150,BSU02150,235624,235873,BSU02150-MONOMER,NC_000964.3
BSU23900,BSU23900,2484910,2485639,BSU23900-MONOMER,NC_000964.3
BSU00080,BSU00080,14846,15794,BSU00080-MONOMER,NC_000964.3
BSU23230,BSU23230,2426866,2427391,BSU23230-MONOMER,NC_000964.3
BSU22300,BSU22300,2339798,2340761,BSU22300-MONOMER,NC_000964.3
BSU21720,BSU21720,2290077,2290272,BSU21720-MONOMER,NC_000964.3
BSU19430,BSU19430,2118503,2119127,BSU19430-MONOMER,NC_000964.3
G8J2-170,BSU26826,2740768,2740846,G8J2-170-MONOMER,NC_000964.3
BSU18810,BSU18810,2049949,2050312,BSU18810-MONOMER,NC_000964.3
BSU28709,BSU28709,2936268,2936439,BSU28709-MONOMER,NC_000964.3
BSU17910,BSU17910,1922548,1922767,BSU17910-MONOMER,NC_000964.3
BSU21925,BSU21925,2307742,2307889,BSU21925-MONOMER,NC_000964.3
BSU17320,BSU17320,1865875,1866289,BSU17320-MONOMER,NC_000964.3
BSU11525,BSU11525,1229718,1229841,BSU11525-MONOMER,NC_000964.3
BSU15360,BSU15360,1608918,1609164,BSU15360-MONOMER,NC_000964.3
BSU40529,BSU40529,4166814,4166964,BSU40529-MONOMER,NC_000964.3
BSU14710,BSU14710,1541885,1543826,BSU14710-MONOMER,NC_000964.3
BSU39800,BSU39800,4087455,4087764,BSU39800-MONOMER,NC_000964.3
BSU14090,BSU14090,1482247,1483471,BSU14090-MONOMER,NC_000964.3
BSU39139,BSU39139,4019004,4019136,BSU39139-MONOMER,NC_000964.3
BSU13290,BSU13290,1395370,1395508,BSU13290-MONOMER,NC_000964.3
BSU37520,BSU37520,3852185,3852704,BSU37520-MONOMER,NC_000964.3
BSU12120,BSU12120,1283168,1283336,BSU12120-MONOMER,NC_000964.3
BSU36220,BSU36220,3728510,3729296,BSU36220-MONOMER,NC_000964.3
BSU11549,BSU11549,1233132,1233300,BSU11549-MONOMER,NC_000964.3
BSU35130,BSU35130,3608446,3608773,BSU35130-MONOMER,NC_000964.3
BSU10280,BSU10280,1102559,1102955,BSU10280-MONOMER,NC_000964.3
BSU32859,BSU32859,3373742,3373988,BSU32859-MONOMER,NC_000964.3
BSU09140,BSU09140,988416,988872,BSU09140-MONOMER,NC_000964.3
BSU32070,BSU32070,3298583,3299240,BSU32070-MONOMER,NC_000964.3
BSU08500,BSU08500,924467,924578,BSU08500-MONOMER,NC_000964.3
BSU31110,BSU31110,3190461,3190725,BSU31110-MONOMER,NC_000964.3
BSU07670,BSU07670,839076,839232,BSU07670-MONOMER,NC_000964.3
BSU29780,BSU29780,3047592,3048015,BSU29780-MONOMER,NC_000964.3
BSU06790,BSU06790,746260,746566,BSU06790-MONOMER,NC_000964.3
BSU28099,BSU28099,2869753,2869945,BSU28099-MONOMER,NC_000964.3
BSU06130,BSU06130,664318,664669,BSU06130-MONOMER,NC_000964.3
BSU27370,BSU27370,2795886,2796969,BSU27370-MONOMER,NC_000964.3
BSU05400,BSU05400,586627,587071,BSU05400-MONOMER,NC_000964.3
BSU26550,BSU26550,2713948,2714140,BSU26550-MONOMER,NC_000964.3
BSU04380,BSU04380,492988,493441,BSU04380-MONOMER,NC_000964.3
BSU25370,BSU25370,2617004,2617424,BSU25370-MONOMER,NC_000964.3
BSU03240,BSU03240,349995,350853,BSU03240-MONOMER,NC_000964.3
BSU24800,BSU24800,2565714,2565888,BSU24800-MONOMER,NC_000964.3
BSU02019,BSU02019,222970,223234,BSU02019-MONOMER,NC_000964.3
BSU23720,BSU23720,2465965,2466172,BSU23720-MONOMER,NC_000964.3
BSU23000,BSU23000,2405619,2406342,BSU23000-MONOMER,NC_000964.3
BSU22240,BSU22240,2337576,2337996,BSU22240-MONOMER,NC_000964.3
BSU19999,BSU19999,2158119,2158287,BSU19999-MONOMER,NC_000964.3
BSU19280,BSU19280,2099126,2099360,BSU19280-MONOMER,NC_000964.3
BSU38495,BSU38495,3951823,3951958,BSU38495-MONOMER,NC_000964.3
BSU18690,BSU18690,2039609,2040365,BSU18690-MONOMER,NC_000964.3
BSU27786,BSU27786,2840802,2840925,BSU27786-MONOMER,NC_000964.3
BSU17780,BSU17780,1911527,1912334,BSU17780-MONOMER,NC_000964.3
BSU21409,BSU21409,2263250,2263469,BSU21409-MONOMER,NC_000964.3
BSU16910,BSU16910,1761706,1762573,BSU16910-MONOMER,NC_000964.3
BSU04345,BSU04345,490545,490749,BSU04345-MONOMER,NC_000964.3
BSU15070,BSU15070,1575263,1575782,BSU15070-MONOMER,NC_000964.3
BSU40450,BSU40450,4159004,4159205,BSU40450-MONOMER,NC_000964.3
BSU14660,BSU14660,1537112,1537301,BSU14660-MONOMER,NC_000964.3
BSU39590,BSU39590,4066209,4066563,BSU39590-MONOMER,NC_000964.3
BSU14071,BSU14071,1479136,1480867,BSU14071-MONOMER,NC_000964.3
BSU38930,BSU38930,3996828,3997092,BSU38930-MONOMER,NC_000964.3
BSU13060,BSU13060,1374436,1375168,BSU13060-MONOMER,NC_000964.3
BSU37210,BSU37210,3818905,3819178,BSU37210-MONOMER,NC_000964.3
BSU12069,BSU12069,1278204,1278399,BSU12069-MONOMER,NC_000964.3
BSU36180,BSU36180,3725145,3725610,BSU36180-MONOMER,NC_000964.3
BSU11280,BSU11280,1205164,1205899,BSU11280-MONOMER,NC_000964.3
BSU34830,BSU34830,3579678,3580038,BSU34830-MONOMER,NC_000964.3
BSU10100,BSU10100,1083228,1083729,BSU10100-MONOMER,NC_000964.3
BSU32760,BSU32760,3364617,3364962,BSU32760-MONOMER,NC_000964.3
BSU08960,BSU08960,972098,972806,BSU08960-MONOMER,NC_000964.3
BSU31910,BSU31910,3276140,3276434,BSU31910-MONOMER,NC_000964.3
BSU08160,BSU08160,888142,889366,BSU08160-MONOMER,NC_000964.3
BSU30840,BSU30840,3154006,3154726,BSU30840-MONOMER,NC_000964.3
BSU07530,BSU07530,826842,827211,BSU07530-MONOMER,NC_000964.3
BSU29510,BSU29510,3018777,3019458,BSU29510-MONOMER,NC_000964.3
BSU06559,BSU06559,713307,713535,BSU06559-MONOMER,NC_000964.3
BSU27800,BSU27800,2841009,2841300,BSU27800-MONOMER,NC_000964.3
BSU06040,BSU06040,653431,653812,BSU06040-MONOMER,NC_000964.3
BSU27240,BSU27240,2784687,2784918,BSU27240-MONOMER,NC_000964.3
BSU05109,BSU05109,557872,558058,BSU05109-MONOMER,NC_000964.3
BSU26400,BSU26400,2701978,2702143,BSU26400-MONOMER,NC_000964.3
BSU04240,BSU04240,475583,475874,BSU04240-MONOMER,NC_000964.3
BSU25230,BSU25230,2603372,2603867,BSU25230-MONOMER,NC_000964.3
BSU02940,BSU02940,316511,317603,BSU02940-MONOMER,NC_000964.3
BSU24590,BSU24590,2551468,2552263,BSU24590-MONOMER,NC_000964.3
BSU01845,BSU01845,206940,209556,BSU01845-MONOMER,NC_000964.3
BSU23660,BSU23660,2461872,2462196,BSU23660-MONOMER,NC_000964.3
BSU22869,BSU22869,2393427,2393559,BSU22869-MONOMER,NC_000964.3
BSU22160,BSU22160,2329514,2329706,BSU22160-MONOMER,NC_000964.3
BSU19680,BSU19680,2138867,2139092,BSU19680-MONOMER,NC_000964.3
BSU19250,BSU19250,2097691,2098024,BSU19250-MONOMER,NC_000964.3
BSU36739,BSU36739,3775381,3775522,BSU36739-MONOMER,NC_000964.3
BSU18580,BSU18580,2027508,2027802,BSU18580-MONOMER,NC_000964.3
BSU27035,BSU27035,2759984,2760152,BSU27035-MONOMER,NC_000964.3
BSU17720,BSU17720,1905808,1906207,BSU17720-MONOMER,NC_000964.3
BSU18689,BSU18689,2039414,2039570,BSU18689-MONOMER,NC_000964.3
BSU16720,BSU16720,1743923,1744181,BSU16720-MONOMER,NC_000964.3
BSU02585,BSU02585,281674,281809,BSU02585-MONOMER,NC_000964.3
BSU14980,BSU14980,1568064,1568304,BSU14980-MONOMER,NC_000964.3
BSU40270,BSU40270,4137625,4138789,BSU40270-MONOMER,NC_000964.3
BSU14569,BSU14569,1526858,1527017,BSU14569-MONOMER,NC_000964.3
BSU39339,BSU39339,4041008,4041173,BSU39339-MONOMER,NC_000964.3
BSU13970,BSU13970,1466637,1467411,BSU13970-MONOMER,NC_000964.3
BSU38499,BSU38499,3952107,3952257,BSU38499-MONOMER,NC_000964.3
BSU12619,BSU12619,1330511,1330895,BSU12619-MONOMER,NC_000964.3
BSU36910,BSU36910,3790643,3791186,BSU36910-MONOMER,NC_000964.3
