TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU185E-6065_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv1762c,Rv1761c	1994671	1995842		-	True	G185E-7691-MONOMER
TU185E-6433_from_G185E-7691-MONOMER	NC_000962.3	Rv2430c	2727336	2727920		-	True	G185E-7691-MONOMER
TU185E-5317_from_G185E-7691-MONOMER	NC_000962.3	Rv0312	380556	382418		+	True	G185E-7691-MONOMER
TU185E-6798_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv3175,Rv3174	3542138	3544347		+	True	G185E-7691-MONOMER
TU185E-5685_from_G185E-7691-MONOMER	G185E-5154	G185E-5154	1	73		+	True	G185E-7691-MONOMER
TU185E-7166_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv3875,Rv3874	4352274	4352896		+	True	G185E-7691-MONOMER
TU185E-7428_from_G185E-7691-MONOMER	NC_000962.3	Rv2125	2386293	2387171		+	True	G185E-7691-MONOMER
TU185E-6049_from_G185E-7691-MONOMER	NC_000962.3	Rv1734c	1960774	1961016		-	True	G185E-7691-MONOMER
TU185E-6417_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,NC_000962.3,NC_000962.3	Rv2400c,Rv2399c,Rv2398c,Rv2397c	2693909	2697714		-	True	G185E-7691-MONOMER
TU185E-5301_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv0278c,Rv0277c	332708	336310		-	True	G185E-7691-MONOMER
TU185E-6782_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,NC_000962.3	Rv3134c,Rv3133c,Rv3132c	3497529	3500749		-	True	G185E-7691-MONOMER
TU185E-5669_from_G185E-7691-MONOMER	NC_000962.3	Rv0968	1078391	1078687		+	True	G185E-7691-MONOMER
TU185E-7150_from_G185E-7691-MONOMER	G185E-8141	G185E-8141	1	93		+	True	G185E-7691-MONOMER
TU185E-6033_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,NC_000962.3	Rv1701,Rv1700,Rv1699	1923829	1927137		+	True	G185E-7691-MONOMER
TU185E-6401_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv2373c,Rv2372c	2652037	2653987		-	True	G185E-7691-MONOMER
TU185E-5285_from_G185E-7691-MONOMER	G185E-4365	G185E-4365	1	102		+	True	G185E-7691-MONOMER
TU185E-6766_from_G185E-7691-MONOMER	NC_000962.3	Rv3095	3463973	3464449		+	True	G185E-7691-MONOMER
TU185E-5653_from_G185E-7691-MONOMER	NC_000962.3	Rv0941c	1051544	1052317		-	True	G185E-7691-MONOMER
TU185E-7134_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,NC_000962.3,NC_000962.3,NC_000962.3,NC_000962.3	Rv3809c,Rv3808c,Rv3807c,Rv3806c,Rv3805c,Rv3804c	4265642	4273475		-	True	G185E-7691-MONOMER
TU185E-6017_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,NC_000962.3,NC_000962.3	Rv1664,Rv1663,Rv1662,Rv1661	1875304	1891079		+	True	G185E-7691-MONOMER
TU185E-6385_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv2344c,Rv2343c	2620533	2623752		-	True	G185E-7691-MONOMER
TU185E-5269_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv0213c,Rv0212c	253669	255950		-	True	G185E-7691-MONOMER
TU185E-6750_from_G185E-7691-MONOMER	NC_000962.3	Rv3060c	3421741	3423213		-	True	G185E-7691-MONOMER
TU185E-5637_from_G185E-7691-MONOMER	NC_000962.3	Rv0912	1016236	1016685		+	True	G185E-7691-MONOMER
TU185E-7118_from_G185E-7691-MONOMER	Rv3770B,Rv3770A	Rv3770B,Rv3770A	1	192		-	True	G185E-7691-MONOMER
TU185E-6001_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv1625c,Rv1624c	1825998	1827945		-	True	G185E-7691-MONOMER
TU185E-6369_from_G185E-7691-MONOMER	NC_000962.3,Rv2322c,Rv2321c,NC_000962.3,NC_000962.3	Rv2323c,Rv2322c,Rv2321c,Rv2320c,Rv2319c	1	2596269		-	True	G185E-7691-MONOMER
TU185E-6734_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,NC_000962.3,NC_000962.3	Rv3032A,Rv3032,Rv3031,Rv3030	3389101	3393201		+	True	G185E-7691-MONOMER
TU185E-5621_from_G185E-7691-MONOMER	NC_000962.3	Rv0883c	980506	981267		-	True	G185E-7691-MONOMER
TU185E-7102_from_G185E-7691-MONOMER	NC_000962.3	Rv3743c	4193391	4195373		-	True	G185E-7691-MONOMER
TU185E-5985_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,NC_000962.3	Rv1584c,Rv1583c,Rv1582c	1784497	1786528		-	True	G185E-7691-MONOMER
TU185E-6353_from_G185E-7691-MONOMER	NC_000962.3	Rv2301	2573015	2573707		+	True	G185E-7691-MONOMER
TU185E-6718_from_G185E-7691-MONOMER	NC_000962.3	Rv2997	3355099	3356541		+	True	G185E-7691-MONOMER
TU185E-5605_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv0843,Rv0842	938112	940392		+	True	G185E-7691-MONOMER
TU185E-7086_from_G185E-7691-MONOMER	NC_000962.3	Rv3723	4168536	4169300		+	True	G185E-7691-MONOMER
TU185E-5972_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3,Rv1549	Rv1551,Rv1550,Rv1549	1	1757310		+	True	G185E-7691-MONOMER
TU185E-7716_from_G185E-7691-MONOMER	NC_000962.3	Rv0068	75301	76212		+	True	G185E-7691-MONOMER
TU185E-6337_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv2274A,Rv2274c	2546488	2547087		-	True	G185E-7691-MONOMER
TU185E-6702_from_G185E-7691-MONOMER	NC_000962.3	Rv2965c	3318330	3318815		-	True	G185E-7691-MONOMER
TU185E-5589_from_G185E-7691-MONOMER	NC_000962.3	Rv0822c	914257	916311		-	True	G185E-7691-MONOMER
TU185E-7070_from_G185E-7691-MONOMER	NC_000962.3	Rv3696c	4138202	4139755		-	True	G185E-7691-MONOMER
TU185E-5956_from_G185E-7691-MONOMER	NC_000962.3,NC_000962.3	Rv1524,Rv1523	1717653	1719970		+	True	G185E-7691-MONOMER
TU185E-7700_from_G185E-7691-MONOMER	NC_000962.3	Rv0142	167711	168637		+	True	G185E-7691-MONOMER
TU185E-6321_from_G185E-7691-MONOMER	NC_000962.3	Rv2248	2522360	2523175		+	True	G185E-7691-MONOMER
