,query,evalue
b0002,b0002,0.0
b0003,b0003,0.0
b0004,b0004,0.0
b0005,b0005,9.42e-69
b0006,b0006,0.0
b0007,b0007,0.0
b0008,b0008,0.0
b0009,b0009,1.2500000000000001e-144
b0010,b0010,3.5800000000000006e-132
b0011,b0011,1.83e-177
b0013,b0013,2.2e-98
b0014,b0014,0.0
b0015,b0015,0.0
b0018,b0018,2.2099999999999998e-46
b0019,b0019,0.0
b0020,b0020,0.0
b0023,b0023,4.03e-58
b0024,b0024,2.92e-49
b0025,b0025,0.0
b0026,b0026,0.0
b0027,b0027,1.98e-119
b0028,b0028,3.26e-108
b0029,b0029,0.0
b0030,b0030,0.0
b0031,b0031,0.0
b0032,b0032,0.0
b0033,b0033,0.0
b0034,b0034,4.07e-96
b0035,b0035,5.7e-147
b0036,b0036,0.0
b0037,b0037,0.0
b0038,b0038,0.0
b0039,b0039,0.0
b0040,b0040,0.0
b0041,b0041,0.0
b0042,b0042,0.0
b0043,b0043,0.0
b0044,b0044,2.19e-69
b0045,b0045,0.0
b0046,b0046,1.0400000000000001e-132
b0047,b0047,0.0
b0048,b0048,2.02e-120
b0049,b0049,0.0
b0050,b0050,1.3399999999999999e-90
b0051,b0051,0.0
b0052,b0052,0.0
b0053,b0053,0.0
b0054,b0054,0.0
b0055,b0055,0.0
b0058,b0058,4.010000000000001e-167
b0059,b0059,0.0
b0060,b0060,0.0
b0061,b0061,1.03e-177
b0062,b0062,0.0
b0063,b0063,0.0
b0064,b0064,0.0
b0065,b0065,0.0
b0066,b0066,5.21e-172
b0067,b0067,0.0
b0068,b0068,0.0
b0069,b0069,0.0
b0070,b0070,0.0
b0071,b0071,9.239999999999999e-153
b0072,b0072,0.0
b0073,b0073,0.0
b0074,b0074,0.0
b0075,b0075,1.69e-14
b0076,b0076,0.0
b0077,b0077,0.0
b0078,b0078,1.55e-116
b0080,b0080,0.0
b0081,b0081,6.999999999999999e-113
b0082,b0082,0.0
b0083,b0083,3.58e-87
b0084,b0084,0.0
b0085,b0085,0.0
b0086,b0086,0.0
b0087,b0087,0.0
b0088,b0088,0.0
b0089,b0089,0.0
b0090,b0090,0.0
b0091,b0091,0.0
b0092,b0092,0.0
b0093,b0093,0.0
b0094,b0094,0.0
b0095,b0095,0.0
b0096,b0096,0.0
b0097,b0097,3.3199999999999997e-126
b0098,b0098,0.0
b0099,b0099,1.35e-93
b0101,b0101,1.58e-44
b0102,b0102,0.0
