Reaction	Complexes
12PPDRDH	CPLX_12PPDRDH-0
12PPDRtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
12PPDRtpp	STM2037-MONOMER
12PPDStex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
12PPDStpp	STM2037-MONOMER
14GLUCANabcpp	CPLX1R65-155
14GLUCANtexi	STM4231-MONOMER
23CAMPtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
23CCMPtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
23CGMPtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
23CUMPtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
23DAPPAtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
23PDE2pp	STM4403-MONOMER
23PDE4pp	STM4403-MONOMER
23PDE7pp	STM4403-MONOMER
23PDE9pp	STM4403-MONOMER
26DAHtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
2AGPA120tipp	STM3009-MONOMER
2AGPA140tipp	STM3009-MONOMER
2AGPA141tipp	STM3009-MONOMER
2AGPA160tipp	STM3009-MONOMER
2AGPA161tipp	STM3009-MONOMER
2AGPA180tipp	STM3009-MONOMER
2AGPA181tipp	STM3009-MONOMER
2AGPE120tipp	STM3009-MONOMER
2AGPE140tipp	STM3009-MONOMER
2AGPE141tipp	STM3009-MONOMER
2AGPE160tipp	STM3009-MONOMER
2AGPE161tipp	STM3009-MONOMER
2AGPE180tipp	STM3009-MONOMER
2AGPE181tipp	STM3009-MONOMER
2AGPEAT120	STM3010-MONOMER_mod_mg2(1)
2AGPEAT140	STM3010-MONOMER_mod_mg2(1)
2AGPEAT141	STM3010-MONOMER_mod_mg2(1)
2AGPEAT160	STM3010-MONOMER_mod_mg2(1)
2AGPEAT161	STM3010-MONOMER_mod_mg2(1)
2AGPEAT180	STM3010-MONOMER_mod_mg2(1)
2AGPEAT181	STM3010-MONOMER_mod_mg2(1)
2AGPG120tipp	STM3009-MONOMER
2AGPG140tipp	STM3009-MONOMER
2AGPG141tipp	STM3009-MONOMER
2AGPG160tipp	STM3009-MONOMER
2AGPG161tipp	STM3009-MONOMER
2AGPG180tipp	STM3009-MONOMER
2AGPG181tipp	STM3009-MONOMER
2AGPGAT120	STM3010-MONOMER_mod_mg2(1)
2AGPGAT140	STM3010-MONOMER_mod_mg2(1)
2AGPGAT141	STM3010-MONOMER_mod_mg2(1)
2AGPGAT160	STM3010-MONOMER_mod_mg2(1)
2AGPGAT161	STM3010-MONOMER_mod_mg2(1)
2AGPGAT180	STM3010-MONOMER_mod_mg2(1)
2AGPGAT181	STM3010-MONOMER_mod_mg2(1)
2DGLCNRx	STM3646-MONOMER
2DGLCNRy	STM3646-MONOMER
2DGULRx	STM3646-MONOMER
2DGULRy	STM3646-MONOMER
2HH24DDH	STM1105-MONOMER
2HH24DDH1	STM1105-MONOMER
2MAHMP	STM0457-MONOMER_mod_mg2(1) OR STM1235-MONOMER
2PGt6pp	STM2399-MONOMER
2PGtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
34DHPACDO	STM1103-MONOMER
34dhpactex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
3AMPtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
3CMPtex	STM0320-MONOMER OR STM0999-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER
3GMPtex	STM0320-MONOMER OR STM1473-MONOMER OR STM2267-MONOMER OR STM0999-MONOMER
3HAD100	STM1067-MONOMER OR STM0227-MONOMER
3HAD120	STM1067-MONOMER OR STM0227-MONOMER
3HAD121	STM0227-MONOMER OR STM1067-MONOMER
3HAD140	STM1067-MONOMER OR STM0227-MONOMER
3HAD141	STM1067-MONOMER OR STM0227-MONOMER
3HAD160	STM1067-MONOMER OR STM0227-MONOMER
3HAD161	STM0227-MONOMER OR STM1067-MONOMER
3HAD180	STM1067-MONOMER OR STM0227-MONOMER
3HAD181	STM0227-MONOMER OR STM1067-MONOMER
3HAD40	STM1067-MONOMER OR STM0227-MONOMER
3HAD60	STM1067-MONOMER OR STM0227-MONOMER
3HAD80	STM1067-MONOMER OR STM0227-MONOMER
3KGK	STM3674-MONOMER_mod_mg2(1)
3NTD2pp	STM4403-MONOMER
3NTD4pp	STM4403-MONOMER OR STM2927-MONOMER_mod_cobalt2(1)
3NTD7pp	STM4403-MONOMER OR STM2927-MONOMER_mod_cobalt2(1)
3NTD9pp	STM4403-MONOMER
3OAR100	STM1195-MONOMER
3OAR120	STM1195-MONOMER
3OAR121	STM1195-MONOMER
3OAR140	STM1195-MONOMER
3OAR141	STM1195-MONOMER
3OAR160	STM1195-MONOMER
3OAR161	STM1195-MONOMER
3OAR180	STM1195-MONOMER
3OAR181	STM1195-MONOMER
3OAR40	STM1195-MONOMER
3OAR60	STM1195-MONOMER
3OAR80	STM1195-MONOMER
3OAS100	STM2378-MONOMER OR STM1197-MONOMER
3OAS120	STM2378-MONOMER OR STM1197-MONOMER
3OAS121	STM2378-MONOMER
