reaction	keff
2H3MBDH	65
2H3MPDH	65
2HXICDH	65
2S6HCCi	65
AALDH	65
AB6PGH	65
ACACT1r	65
ACALD	65
ACCOAC	65
ACGALpts	65
ACGAMT	65
ACGApts	65
ACGK	65
ACHBS	65
ACKILE	65
ACKLEU	65
ACKVAL	65
ACKr	65
ACLDC	65
ACLS	65
ACOATA	65
ACODA_1	65
ACONT	65
ACOTA	65
ACPS2	65
ACPSc	65
ACTD	65
ADA	65
ADADir	65
ADCL	65
ADCS	65
ADK1	65
ADK2	65
ADPDS	65
ADPRDP	65
ADPT	65
ADSL1r	65
ADSL2r	65
ADSS	65
AEPabc	65
AGAT_LLA	65
AGDC	65
AGPR	65
AHCYSNS	65
AHMMPS_1	65
AHSERL2	65
AICART	65
AIRCr	65
ALAALAr	65
ALAR	65
ALATA_L	65
ALATRS_1	65
ALAt2r_copy1	65
ALCD19	65
ALCD2x	65
ALKP	65
AMANAPEr	65
AMMQT8_2	65
ANPRT	65
ANS	65
APATi	65
APRAUR	65
ARAT	65
ARGDI_1	65
ARGORNt3	65
ARGSL	65
ARGSS	65
ARGTRS_1	65
ARGabc	65
ASAD	65
ASNN	65
ASNS1	65
ASNTRS_1	65
ASPCT	65
ASPK	65
ASPR	65
ASPTA	65
ASPTA2	65
ASPTA4	65
ASPTRS_1	65
ATPPRT	65
ATPS3r	65
BGLA1	65
BG_CELLB	65
BTDD_RR	65
BTMAT1	65
CARORSr	65
CBMKr_copy2	65
CBPS	65
CELBpts	65
CFAS180	65
CGPT	65
CHITN1	65
CHLabc	65
CHORM	65
CHORS	65
CLPNS_LLA	65
CMLDC	65
CPPPGO	65
CRPT_25	65
CS	65
CSND	65
CTPS1	65
CTPS2	65
CYSDS	65
CYSS	65
CYSTGL	65
CYSTL	65
CYSTRS_1	65
CYTB_B2	65
CYTD	65
CYTDK1	65
CYTDK2	65
CYTK1	65
CYTK2	65
DADA	65
DADK	65
DADNK	65
DAGGT_LLA	65
DAGK_LLA	65
DALAt2r	65
DALTAL_LLA	65
DAPDC	65
DASYN_LLA	65
DB4PS	65
DCMPDA_1	65
DCYTD	65
DDMAT5	65
DDPA	65
DEMAT4	65
DGNSK	65
DHAD1	65
DHAD2	65
DHAPT	65
DHDPRy	65
DHDPS	65
DHFR	65
DHFS	65
DHNAOT_1	65
DHNPA_1	65
DHORD6	65
DHORDi	65
DHORTS	65
DHPPDA	65
DHQS	65
DHQTi	65
DINSK	65
DMATT	65
DPCOAK	65
DPMVD	65
DPR_copy1	65
DPR_copy2	65
DRBK	65
DRPA	65
DSERt2	65
DTMPK	65
DURIK1	65
DURIPP	65
DUTPDP	65
DXPS	65
EDA	65
ENO	65
FBA	65
FBP	65
FE2abc	65
FE3abc	65
FLVR_1	65
FMETDF	65
FMETTRS_1	65
FMNAT	65
FOLD3	65
FOLR2	65
FRDx	65
FRUK	65
FRUpts	65
FTHFCL_1	65
FTHFLi	65
G1PACT	65
G1PTMT	65
G3PCT	65
G3PD	65
G3PD1ir	65
G3PD2	65
G3PD4	65
G5SD	65
G6PDA	65
G6PDH2r	65
G6PI	65
GALK2	65
GALM	65
GALT	65
GALTpts	65
GALUi	65
GALt2	65
GAPD	65
GARFT	65
GF6PTA	65
GHMT2r	65
GK1	65
GK2	65
GLCNt2ir	65
GLCP	65
GLCS1	65
GLCpts	65
GLGC	65
GLNS	65
GLNTRS2	65
GLNabc	65
GLU5K	65
GLUABUTt7	65
GLUDC	65
