TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU2K2B-2726_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS09980	2069882	2070307		+	True	ALW85_RS01185-MONOMER
TU2K2B-1693_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS00205	49394	50050		-	True	ALW85_RS01185-MONOMER
TU2K2B-2842_from_ALW85_RS01185-MONOMER	NC_004757.1,NC_004757.1	ALW85_RS10950,ALW85_RS10945	2287493	2288435		-	True	ALW85_RS01185-MONOMER
TU2K2B-2528_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS08030	1672634	1673875		-	True	ALW85_RS01185-MONOMER
TU2K2B-1942_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS02620	535662	535853		+	True	ALW85_RS01185-MONOMER
TU2K2B-2437_from_ALW85_RS01185-MONOMER	NC_004757.1,NC_004757.1,NC_004757.1	ALW85_RS07230,ALW85_RS07225,ALW85_RS07220	1500454	1502232		-	True	ALW85_RS01185-MONOMER
TU2K2B-2338_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS06325	1325996	1326508		+	True	ALW85_RS01185-MONOMER
TU2K2B-2725_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS09975	2069234	2069310		+	True	ALW85_RS01185-MONOMER
TU2K2B-2931_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS11695	2427598	2428041		-	True	ALW85_RS01185-MONOMER
TU2K2B-1692_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS00200	48009	49331		-	True	ALW85_RS01185-MONOMER
TU2K2B-3050_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS12735	2666243	2667286		-	True	ALW85_RS01185-MONOMER
TU2K2B-1941_from_ALW85_RS01185-MONOMER	NC_004757.1,NC_004757.1,NC_004757.1	ALW85_RS02600,ALW85_RS02595,ALW85_RS02590	532909	534614		-	True	ALW85_RS01185-MONOMER
TU2K2B-2180_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS04915	1024553	1025596		-	True	ALW85_RS01185-MONOMER
TU2K2B-2590_from_ALW85_RS01185-MONOMER	NC_004757.1,NC_004757.1	ALW85_RS08580,ALW85_RS08575	1776161	1776890		+	True	ALW85_RS01185-MONOMER
TU2K2B-2724_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS09970	2068170	2069138		+	True	ALW85_RS01185-MONOMER
TU2K2B-1691_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS00195	45481	47934		+	True	ALW85_RS01185-MONOMER
TU2K2B-2436_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS07215	1499301	1500344		-	True	ALW85_RS01185-MONOMER
TU2K2B-2179_from_ALW85_RS01185-MONOMER	NC_004757.1,NC_004757.1	ALW85_RS04910,ALW85_RS04905	1023190	1024496		+	True	ALW85_RS01185-MONOMER
TU2K2B-1940_from_ALW85_RS01185-MONOMER	NC_004757.1,NC_004757.1	ALW85_RS02585,ALW85_RS02580	531968	532621		-	True	ALW85_RS01185-MONOMER
TU2K2B-2833_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS10885	2272055	2274154		+	True	ALW85_RS01185-MONOMER
TU2K2B-1690_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS00190	43971	45188		+	True	ALW85_RS01185-MONOMER
TU2K2B-2337_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS06315	1322727	1323566		+	True	ALW85_RS01185-MONOMER
TU2K2B-3173_from_ALW85_RS01185-MONOMER	NC_004757.1	ALW85_RS09630	1996345	1996893		-	True	ALW85_RS01185-MONOMER
