,query,evalue
BSU00010,JCVISYN3A_0001,7.730000000000001e-71
BSU00020,JCVISYN3A_0002,2.29e-42
BSU00060,JCVISYN3A_0006,0.0
BSU00070,JCVISYN3A_0007,0.0
BSU00130,JCVISYN3A_0061,5.91e-144
BSU00140,JCVISYN3A_0330,5.97e-30
BSU00190,JCVISYN3A_0047,1.03e-75
BSU00210,JCVISYN3A_0046,1.26e-41
BSU00280,JCVISYN3A_0045,7.15e-65
BSU00340,JCVISYN3A_0043,2.3999999999999998e-54
BSU00360,JCVISYN3A_0504,1.82e-55
BSU00380,JCVISYN3A_0012,3.29e-148
BSU00410,JCVISYN3A_0003,8.84e-16
BSU00420,JCVISYN3A_0004,1.79e-49
BSU00510,JCVISYN3A_0831,8.4e-96
BSU00530,JCVISYN3A_0832,1.4499999999999999e-52
BSU00670,JCVISYN3A_0040,3.37e-30
BSU00680,JCVISYN3A_0216,2.1800000000000003e-56
BSU00690,JCVISYN3A_0039,0.0
BSU00810,JCVISYN3A_0063,1.85e-101
BSU00820,JCVISYN3A_0064,0.0
BSU00860,JCVISYN3A_0545,0.0
BSU00920,JCVISYN3A_0126,7.99e-159
BSU00940,JCVISYN3A_0837,5.29e-99
BSU00960,JCVISYN3A_0838,4.46e-39
BSU00990,JCVISYN3A_0932,1.43e-14
BSU01010,JCVISYN3A_0840,3.66e-33
BSU01020,JCVISYN3A_0810,1.66e-42
BSU01030,JCVISYN3A_0809,4.1e-99
BSU01040,JCVISYN3A_0807,1.68e-37
BSU01050,JCVISYN3A_0806,7.12e-25
BSU01070,JCVISYN3A_0804,0.0
BSU01080,JCVISYN3A_0803,0.0
BSU01100,JCVISYN3A_0148,5.69e-75
BSU01110,JCVISYN3A_0149,7.73e-79
BSU01120,JCVISYN3A_0150,0.0
BSU01130,JCVISYN3A_0151,0.0
BSU01150,JCVISYN3A_0672,9.629999999999999e-52
BSU01160,JCVISYN3A_0671,3.6e-83
BSU01170,JCVISYN3A_0670,6.04e-72
BSU01180,JCVISYN3A_0669,2.72e-19
BSU01190,JCVISYN3A_0668,8.59e-140
BSU01200,JCVISYN3A_0667,1.94e-37
BSU01210,JCVISYN3A_0666,1.93e-37
BSU01220,JCVISYN3A_0665,9.300000000000001e-73
BSU01230,JCVISYN3A_0664,1.19e-65
BSU01250,JCVISYN3A_0662,1.15e-40
BSU01260,JCVISYN3A_0661,4.05e-56
BSU01270,JCVISYN3A_0660,8.55e-22
BSU01280,JCVISYN3A_0659,7.64e-90
BSU01290,JCVISYN3A_0658,1.2399999999999999e-28
BSU01300,JCVISYN3A_0657,4.65e-51
BSU01310,JCVISYN3A_0656,2.64e-64
BSU01320,JCVISYN3A_0655,2.25e-47
BSU01330,JCVISYN3A_0654,6.91e-60
BSU01350,JCVISYN3A_0653,4.79e-50
BSU01360,JCVISYN3A_0652,1.26e-88
BSU01370,JCVISYN3A_0651,5.44e-51
BSU01380,JCVISYN3A_0650,2.9600000000000003e-80
BSU01390,JCVISYN3A_0649,1.83e-36
BSU01400,JCVISYN3A_0648,9.65e-17
BSU01410,JCVISYN3A_0647,2.94e-61
BSU01420,JCVISYN3A_0646,2.0999999999999998e-55
BSU01430,JCVISYN3A_0645,1.67e-88
BSU01440,JCVISYN3A_0644,2.1699999999999998e-45
BSU01450,JCVISYN3A_0643,2.3599999999999997e-67
BSU01460,JCVISYN3A_0642,3.9199999999999998e-81
BSU01470,JCVISYN3A_0641,4.86e-44
BSU01480,JCVISYN3A_0640,8.15e-23
BSU01490,JCVISYN3A_0638,9.08e-53
BSU01500,JCVISYN3A_0637,8.05e-53
BSU02360,JCVISYN3A_0726,5.25e-80
BSU03020,JCVISYN3A_0870,1.58e-18
BSU03050,JCVISYN3A_0475,1.33e-92
BSU03130,JCVISYN3A_0378,1.15e-37
BSU03320,JCVISYN3A_0887,7.7e-26
BSU03910,JCVISYN3A_0451,1.32e-76
BSU04040,JCVISYN3A_0710,2.9100000000000004e-26
BSU04300,JCVISYN3A_0113,1.81e-14
BSU04620,JCVISYN3A_0513,5.17e-15
BSU05910,JCVISYN3A_0270,1.26e-17
BSU05920,JCVISYN3A_0271,5.45e-14
