Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
USA300HOU_RS05410-MONOMER	Plasma_Membrane	USA300HOU_RS05410()	Plasma_Membrane	s
USA300HOU_RS14370-MONOMER	Extracellular_Space	USA300HOU_RS14370()	Extracellular_Space	s
USA300HOU_RS04035-MONOMER	Plasma_Membrane	USA300HOU_RS04035()	Plasma_Membrane	s
USA300HOU_RS02600-MONOMER	Cell_Wall	USA300HOU_RS02600()	Cell_Wall	s
USA300HOU_RS05215-MONOMER	Extracellular_Space	USA300HOU_RS05215()	Extracellular_Space	s
USA300HOU_RS05415-MONOMER	Plasma_Membrane	USA300HOU_RS05415()	Plasma_Membrane	s
USA300HOU_RS06130-MONOMER	Plasma_Membrane	USA300HOU_RS06130()	Plasma_Membrane	s
USA300HOU_RS11790-MONOMER	Plasma_Membrane	USA300HOU_RS11790()	Plasma_Membrane	s
USA300HOU_RS08465-MONOMER	Plasma_Membrane	USA300HOU_RS08465()	Plasma_Membrane	s
USA300HOU_RS04340-MONOMER	Plasma_Membrane	USA300HOU_RS04340()	Plasma_Membrane	s
USA300HOU_RS03055-MONOMER	Plasma_Membrane	USA300HOU_RS03055()	Plasma_Membrane	s
USA300HOU_RS13355-MONOMER	Plasma_Membrane	USA300HOU_RS13355()	Plasma_Membrane	s
USA300HOU_RS04715-MONOMER	Plasma_Membrane	USA300HOU_RS04715()	Plasma_Membrane	s
USA300HOU_RS06275-MONOMER	Plasma_Membrane	USA300HOU_RS06275()	Plasma_Membrane	s
USA300HOU_RS03505-MONOMER	Plasma_Membrane	USA300HOU_RS03505()	Plasma_Membrane	s
USA300HOU_RS03415-MONOMER	Plasma_Membrane	USA300HOU_RS03415()	Plasma_Membrane	s
USA300HOU_RS14380-MONOMER	Cell_Wall	USA300HOU_RS14380()	Cell_Wall	s
USA300HOU_RS04040-MONOMER	Plasma_Membrane	USA300HOU_RS04040()	Plasma_Membrane	s
USA300HOU_RS05125-MONOMER	Plasma_Membrane	USA300HOU_RS05125()	Plasma_Membrane	s
USA300HOU_RS06780-MONOMER	Plasma_Membrane	USA300HOU_RS06780()	Plasma_Membrane	s
USA300HOU_RS00105-MONOMER	Plasma_Membrane	USA300HOU_RS00105()	Plasma_Membrane	s
USA300HOU_RS03060-MONOMER	Plasma_Membrane	USA300HOU_RS03060()	Plasma_Membrane	s
USA300HOU_RS10295-MONOMER	Plasma_Membrane	USA300HOU_RS10295()	Plasma_Membrane	s
USA300HOU_RS02620-MONOMER	Plasma_Membrane	USA300HOU_RS02620()	Plasma_Membrane	s
USA300HOU_RS00655-MONOMER	Plasma_Membrane	USA300HOU_RS00655()	Plasma_Membrane	s
USA300HOU_RS01855-MONOMER	Plasma_Membrane	USA300HOU_RS01855()	Plasma_Membrane	s
USA300HOU_RS03510-MONOMER	Plasma_Membrane	USA300HOU_RS03510()	Plasma_Membrane	s
USA300HOU_RS05000-MONOMER	Plasma_Membrane	USA300HOU_RS05000()	Plasma_Membrane	s
USA300HOU_RS08530-MONOMER	Plasma_Membrane	USA300HOU_RS08530()	Plasma_Membrane	s
USA300HOU_RS11735-MONOMER	Plasma_Membrane	USA300HOU_RS11735()	Plasma_Membrane	s
USA300HOU_RS09110-MONOMER	Plasma_Membrane	USA300HOU_RS09110()	Plasma_Membrane	s
USA300HOU_RS11740-MONOMER	Plasma_Membrane	USA300HOU_RS11740()	Plasma_Membrane	s
USA300HOU_RS08305-MONOMER	Plasma_Membrane	USA300HOU_RS08305()	Plasma_Membrane	s
USA300HOU_RS13360-MONOMER	Plasma_Membrane	USA300HOU_RS13360()	Plasma_Membrane	s
USA300HOU_RS08780-MONOMER	Plasma_Membrane	USA300HOU_RS08780()	Plasma_Membrane	s
USA300HOU_RS04130-MONOMER	Plasma_Membrane	USA300HOU_RS04130()	Plasma_Membrane	s
USA300HOU_RS12505-MONOMER	Plasma_Membrane	USA300HOU_RS12505()	Plasma_Membrane	s
