id	me_id	name	formula	compartment	type
12mtt2eACP_c					CURATE
10m3ouACP_c					CURATE
10m3uACP_c					CURATE
10mdACP_c					CURATE
10mtd2eACP_c					CURATE
2mbutACP_c					CURATE
10mtu2eACP_c					CURATE
10muACP_c					CURATE
11m3hdACP_c					CURATE
11m3odACP_c					CURATE
11mdACP_c					CURATE
11mtdeACP_c					CURATE
123oxtACP_c					CURATE
12m3htdACP_c					CURATE
12m3otACP_c					CURATE
12mdhtACP_c					CURATE
13m3htdACP_c					CURATE
13m3otdACP_c					CURATE
13mtdACP_c					CURATE
13mtdACP_e					CURATE
13mttd2eACP_c					CURATE
12mtACP_c					CURATE
12mtACP_e					CURATE
14m3hdACP_c					CURATE
14m3hpACP_c					CURATE
14m3ohdACP_c					CURATE
14m3opACP_c					CURATE
14mhdACP_c					CURATE
14mhdACP_e					CURATE
14mpACP_c					CURATE
14mpACP_e					CURATE
14mthdeACP_c					CURATE
14mtp2eACP_c					CURATE
15m3hdACP_c					CURATE
15m3ohdACP_c					CURATE
15methexeACP_c					CURATE
15mhdACP_c					CURATE
15mhdACP_e					CURATE
16m3hdACP_c					CURATE
16m3hpACP_c					CURATE
16m3ohdACP_c					CURATE
16m3opACP_c					CURATE
16mhdACP_c					CURATE
16mhdACP_e					CURATE
16mpACP_c					CURATE
16mpACP_e					CURATE
16mthdeACP_c					CURATE
16mtp2eACP_c					CURATE
17m3hdACP_c					CURATE
17m3ohdACP_c					CURATE
17mhdACP_c					CURATE
17mhdACP_e					CURATE
17mthdeACP_c					CURATE
3hgmeACP_c					CURATE
3hocACP_c					CURATE
3hodACP_c					CURATE
4m3hhexACP_c					CURATE
3hoddecACP_c					CURATE
4m3ohexACP_c					CURATE
3hpaACP_c					CURATE
4m3opACP_c					CURATE
3hpmeACP_c					CURATE
3hvegACP_c					CURATE
4methex2eACP_c					CURATE
4methexACP_c					CURATE
4mpACP_c					CURATE
4mtpACP_c					CURATE
3oodACP_c					CURATE
3ovegACP_c					CURATE
3oxddACP_c					CURATE
3oxhdACP_c					CURATE
3oxocACP_c					CURATE
5m3hACP_c					CURATE
5m3hhACP_c					CURATE
5mhACP_c					CURATE
6m3hhACP_c					CURATE
6m3hoACP_c					CURATE
6m3oACP_c					CURATE
6m3ohACP_c					CURATE
6mhACP_c					CURATE
6moACP_c					CURATE
6mth2eACP_c					CURATE
6mto2eACP_c					CURATE
7am7dgtrna_c					CURATE
7m3hoACP_c					CURATE
7moACP_c					CURATE
7mto2eACP_c					CURATE
8m3hdACP_c					CURATE
8m3hnACP_c					CURATE
8m3odACP_c					CURATE
8m3oxACP_c					CURATE
8mcACP_c					CURATE
8mdACP_c					CURATE
8mtd2eACP_c					CURATE
acACP_MRSA_c					CURATE
8mtn2eACP_c					CURATE
9m3hdACP_c					CURATE
acACP_MRSA_e					CURATE
9m3odACP_c					CURATE
9mdACP_c					CURATE
9mtd2eACP_c					CURATE
asptrnaasn_c					CURATE
alaACP_c					CURATE
epquetrna_c					CURATE
guatrna_c					CURATE
hedACP_c					CURATE
hedACP_e					CURATE
glmeACP_c					CURATE
isobutACP_c					CURATE
isovACP_c					CURATE
malmeACP_c					CURATE
octACP_c					CURATE
octACP_e					CURATE
quetrna_c					CURATE
r3hbACP_c					CURATE
myrsACP_e					CURATE
pmlmeACP_c					CURATE
tvegeACP_c					CURATE
skgmeACP_c					CURATE
skpmeACP_c					CURATE
dcaACP_e					CURATE
vegACP_c					CURATE
vegACP_e					CURATE
to2eACP_c					CURATE
trnagua_c					CURATE
butACP_e					CURATE
alatrna_c					REMOVE
argtrna_c					REMOVE
asntrna_c					REMOVE
asptrna_c					REMOVE
bwco1gdp_c					REMOVE
bwco_c					REMOVE
bwcogdp_c					REMOVE
cystrna_c					REMOVE
fmettrna_c					REMOVE
glntrna_c					REMOVE
glutrna_c					REMOVE
glytrna_c					REMOVE
histrna_c					REMOVE
iletrna_c					REMOVE
leutrna_c					REMOVE
lipopb_c					REMOVE
lystrna_c					REMOVE
mettrna_c					REMOVE
octapb_c					REMOVE
phetrna_c					REMOVE
protrna_c					REMOVE
sectrna_c					REMOVE
sertrna[sec]_c					REMOVE
sertrna_c					REMOVE
thrtrna_c					REMOVE
trnaala_c					REMOVE
trnaarg_c					REMOVE
trnaasn_c					REMOVE
trnaasp_c					REMOVE
trnacys_c					REMOVE
trnagln_c					REMOVE
trnaglu_c					REMOVE
trnagly_c					REMOVE
trnahis_c					REMOVE
trnaile_c					REMOVE
trnaleu_c					REMOVE
trnalys_c					REMOVE
trnamet_c					REMOVE
trnaphe_c					REMOVE
trnapro_c					REMOVE
trnasecys_c					REMOVE
trnaser_c					REMOVE
trnathr_c					REMOVE
trnatrp_c					REMOVE
trnatyr_c					REMOVE
trnaval_c					REMOVE
trptrna_c					REMOVE
tyrtrna_c					REMOVE
valtrna_c					REMOVE
wco_c					REMOVE
2fe1s_c					REMOVE
apoACP_c	USA300HOU_RS06195-MONOMER				REPLACE
ACP_c	USA300HOU_RS06195-MONOMER_mod_pan4p(1)				REPLACE
3haACP_c	USA300HOU_RS06195-MONOMER_mod_pan4p(1)_mod_3ha(1)				REPLACE
