Modified_enzyme,Core_enzyme,Modifications,Source
CPLX12WB-1_mod_zn2(1)_mod_mg2(2),CPLX12WB-1,zn2(1) AND mg2(2),RNA_Polymerase
G12WB-1962-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1),G12WB-1962-MONOMER,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),Homology
G12WB-993-MONOMER_mod_pydx5p(1),G12WB-993-MONOMER,pydx5p(1),Homology
G12WB-3476-MONOMER_mod_mg2(1),G12WB-3476-MONOMER,mg2(1),Homology
G12WB-2615-MONOMER_mod_zn2(4),G12WB-2615-MONOMER,zn2(4),Homology
G12WB-905-MONOMER_mod_mg2(1),G12WB-905-MONOMER,mg2(1),Homology
G12WB-905-MONOMER_mod_mn2(1),G12WB-905-MONOMER,mn2(1),Homology
G12WB-1488-MONOMER_mod_zn2(1),G12WB-1488-MONOMER,zn2(1),Homology
G12WB-1488-MONOMER_mod_mg2(1),G12WB-1488-MONOMER,mg2(1),Homology
G12WB-3389-MONOMER_mod_4fe4s(1),G12WB-3389-MONOMER,4fe4s(1),Homology
CPLX12WB-67_mod_mn2(1),CPLX12WB-67,mn2(1),Homology
G12WB-2527-MONOMER_mod_mg2(1)_mod_zn2(1),G12WB-2527-MONOMER,mg2(1) AND zn2(1),Homology
G12WB-2527-MONOMER_mod_mn2(1)_mod_zn2(1),G12WB-2527-MONOMER,mn2(1) AND zn2(1),Homology
CPLX12WB-21_mod_adocbl(1),CPLX12WB-21,adocbl(1),Homology
CPLX12WB-8_mod_mg2(1),CPLX12WB-8,mg2(1),Homology
CPLX12WB-16_mod_mg2(1),CPLX12WB-16,mg2(1),Homology
G12WB-3682-MONOMER_mod_mg2(1),G12WB-3682-MONOMER,mg2(1),Homology
G12WB-3668-MONOMER_mod_mg2(3),G12WB-3668-MONOMER,mg2(3),Homology
G12WB-1414-MONOMER_mod_fe2(1),G12WB-1414-MONOMER,fe2(1),Homology
G12WB-1414-MONOMER_mod_fe2(2),G12WB-1414-MONOMER,fe2(2),Homology
CPLX-9456_mod_ca2(1),CPLX-9456,ca2(1),Homology
CPLX12WB-18_mod_btn(1),CPLX12WB-18,btn(1),Homology
G12WB-3846-MONOMER_mod_mg2(1),G12WB-3846-MONOMER,mg2(1),Homology
G12WB-1587-MONOMER_mod_mg2(1),G12WB-1587-MONOMER,mg2(1),Homology
G12WB-990-MONOMER_mod_mg2(1),G12WB-990-MONOMER,mg2(1),Homology
G12WB-2203-MONOMER_mod_pydx5p(1),G12WB-2203-MONOMER,pydx5p(1),Homology
G12WB-3195-MONOMER_mod_Oxidized(1),G12WB-3195-MONOMER,Oxidized(1),Homology
G12WB-2175-MONOMER_mod_mn2(1),G12WB-2175-MONOMER,mn2(1),Homology
G12WB-2175-MONOMER_mod_2fe2s(1)_mod_mn2(1),G12WB-2175-MONOMER,2fe2s(1) AND mn2(1),Homology
G12WB-2175-MONOMER_mod_4fe4s(1)_mod_mn2(1),G12WB-2175-MONOMER,4fe4s(1) AND mn2(1),Homology
G12WB-2160-MONOMER_mod_4fe4s(1),G12WB-2160-MONOMER,4fe4s(1),Homology
G12WB-283-MONOMER_mod_hco3(1),G12WB-283-MONOMER,hco3(1),Homology
G12WB-1771-MONOMER_mod_mg2(1),G12WB-1771-MONOMER,mg2(1),Homology
G12WB-1397-MONOMER_mod_fmn(1),G12WB-1397-MONOMER,fmn(1),Homology
G12WB-2741-MONOMER_mod_fe2(1),G12WB-2741-MONOMER,fe2(1),Homology
G12WB-1584-MONOMER_mod_pydx5p(1),G12WB-1584-MONOMER,pydx5p(1),Homology
G12WB-2273-MONOMER_mod_pydx5p(1),G12WB-2273-MONOMER,pydx5p(1),Homology
G12WB-328-MONOMER_mod_mg2(1),G12WB-328-MONOMER,mg2(1),Homology
G12WB-2902-MONOMER_mod_mn2(1),G12WB-2902-MONOMER,mn2(1),Homology
G12WB-3752-MONOMER_mod_mg2(1),G12WB-3752-MONOMER,mg2(1),Homology
G12WB-2521-MONOMER_mod_fad(1),G12WB-2521-MONOMER,fad(1),Homology
G12WB-2753-MONOMER_mod_mg2(1),G12WB-2753-MONOMER,mg2(1),Homology
G12WB-1689-MONOMER_mod_mg2(1),G12WB-1689-MONOMER,mg2(1),Homology
G12WB-1689-MONOMER_mod_mn2(1),G12WB-1689-MONOMER,mn2(1),Homology
G12WB-405-MONOMER_mod_k(1)_mod_mg2(1),G12WB-405-MONOMER,k(1) AND mg2(1),Homology
G12WB-675-MONOMER_mod_adocbl(1),G12WB-675-MONOMER,adocbl(1),Homology
G12WB-675-MONOMER_mod_4fe4s(2),G12WB-675-MONOMER,4fe4s(2),Homology
G12WB-2650-MONOMER_mod_mg2(1),G12WB-2650-MONOMER,mg2(1),Homology
G12WB-2285-MONOMER_mod_mn2(1),G12WB-2285-MONOMER,mn2(1),Homology
G12WB-1338-MONOMER_mod_thmpp(1),G12WB-1338-MONOMER,thmpp(1),Homology
G12WB-1264-MONOMER_mod_ni2(1),G12WB-1264-MONOMER,ni2(1),Homology
G12WB-148-MONOMER_mod_mg2(1),G12WB-148-MONOMER,mg2(1),Homology
G12WB-2475-MONOMER_mod_zn2(1),G12WB-2475-MONOMER,zn2(1),Homology
G12WB-3131-MONOMER_mod_fe2(1),G12WB-3131-MONOMER,fe2(1),Homology
G12WB-2736-MONOMER_mod_4fe4s(1),G12WB-2736-MONOMER,4fe4s(1),Homology
G12WB-3567-MONOMER_mod_4fe4s(1),G12WB-3567-MONOMER,4fe4s(1),Homology
G12WB-2692-MONOMER_mod_zn2(1),G12WB-2692-MONOMER,zn2(1),Homology
G12WB-2692-MONOMER_mod_cobalt2(1),G12WB-2692-MONOMER,cobalt2(1),Homology
G12WB-1983-MONOMER_mod_mg2(1),G12WB-1983-MONOMER,mg2(1),Homology
G12WB-1983-MONOMER_mod_mn2(1),G12WB-1983-MONOMER,mn2(1),Homology
G12WB-1983-MONOMER_mod_cobalt2(1),G12WB-1983-MONOMER,cobalt2(1),Homology
G12WB-1983-MONOMER_mod_fe2(1),G12WB-1983-MONOMER,fe2(1),Homology
G12WB-1983-MONOMER_mod_ca2(1),G12WB-1983-MONOMER,ca2(1),Homology
G12WB-1983-MONOMER_mod_k(1),G12WB-1983-MONOMER,k(1),Homology
G12WB-1520-MONOMER_mod_mg2(1),G12WB-1520-MONOMER,mg2(1),Homology
G12WB-1520-MONOMER_mod_mn2(1),G12WB-1520-MONOMER,mn2(1),Homology
G12WB-1462-MONOMER_mod_mg2(1),G12WB-1462-MONOMER,mg2(1),Homology
G12WB-512-MONOMER_mod_4fe4s(1),G12WB-512-MONOMER,4fe4s(1),Homology
G12WB-2748-MONOMER_mod_pydx5p(1),G12WB-2748-MONOMER,pydx5p(1),Homology
G12WB-301-MONOMER_mod_mg2(1),G12WB-301-MONOMER,mg2(1),Homology
G12WB-1980-MONOMER_mod_fmnh2(1),G12WB-1980-MONOMER,fmnh2(1),Homology
G12WB-1980-MONOMER_mod_fadh2(1),G12WB-1980-MONOMER,fadh2(1),Homology
G12WB-685-MONOMER_mod_zn2(1),G12WB-685-MONOMER,zn2(1),Homology
G12WB-2923-MONOMER_mod_mg2(1),G12WB-2923-MONOMER,mg2(1),Homology
G12WB-3213-MONOMER_mod_mg2(1),G12WB-3213-MONOMER,mg2(1),Homology
G12WB-2179-MONOMER_mod_pydx5p(1),G12WB-2179-MONOMER,pydx5p(1),Homology
G12WB-2848-MONOMER_mod_mg2(1),G12WB-2848-MONOMER,mg2(1),Homology
G12WB-1807-MONOMER_mod_mg2(1),G12WB-1807-MONOMER,mg2(1),Homology
G12WB-2745-MONOMER_mod_mg2(1),G12WB-2745-MONOMER,mg2(1),Homology
G12WB-3596-MONOMER_mod_zn2(1),G12WB-3596-MONOMER,zn2(1),Homology
G12WB-3576-MONOMER_mod_fad(1),G12WB-3576-MONOMER,fad(1),Homology
G12WB-2713-MONOMER_mod_mg2(1),G12WB-2713-MONOMER,mg2(1),Homology
G12WB-1960-MONOMER_mod_mg2(1),G12WB-1960-MONOMER,mg2(1),Homology
G12WB-2291-MONOMER_mod_mg2(1)_mod_k(1),G12WB-2291-MONOMER,mg2(1) AND k(1),Homology
G12WB-19-MONOMER_mod_zn2(2),G12WB-19-MONOMER,zn2(2),Homology
G12WB-324-MONOMER_mod_k(1)_mod_mg2(1),G12WB-324-MONOMER,k(1) AND mg2(1),Homology
G12WB-2554-MONOMER_mod_zn2(1),G12WB-2554-MONOMER,zn2(1),Homology
G12WB-3225-MONOMER_mod_mn2(1),G12WB-3225-MONOMER,mn2(1),Homology
G12WB-1852-MONOMER_mod_mg2(1),G12WB-1852-MONOMER,mg2(1),Homology
G12WB-1852-MONOMER_mod_mn2(1),G12WB-1852-MONOMER,mn2(1),Homology
G12WB-1804-MONOMER_mod_zn2(1),G12WB-1804-MONOMER,zn2(1),Homology
G12WB-3695-MONOMER_mod_mg2(1)_mod_pi(1),G12WB-3695-MONOMER,mg2(1) AND pi(1),Homology
G12WB-3695-MONOMER_mod_mn2(1)_mod_pi(1),G12WB-3695-MONOMER,mn2(1) AND pi(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1),G12WB-1182-MONOMER,pan4p(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_ac(1),G12WB-1182-MONOMER,pan4p(1) AND ac(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_mal(1),G12WB-1182-MONOMER,pan4p(1) AND mal(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_but2e(1),G12WB-1182-MONOMER,pan4p(1) AND but2e(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_act(1),G12WB-1182-MONOMER,pan4p(1) AND act(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_but(1),G12WB-1182-MONOMER,pan4p(1) AND but(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ha(1),G12WB-1182-MONOMER,pan4p(1) AND 3ha(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_egme(1),G12WB-1182-MONOMER,pan4p(1) AND egme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_ogme(1),G12WB-1182-MONOMER,pan4p(1) AND ogme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_gme(1),G12WB-1182-MONOMER,pan4p(1) AND gme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_hgme(1),G12WB-1182-MONOMER,pan4p(1) AND hgme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_thex2e(1),G12WB-1182-MONOMER,pan4p(1) AND thex2e(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ohex(1),G12WB-1182-MONOMER,pan4p(1) AND 3ohex(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_hex(1),G12WB-1182-MONOMER,pan4p(1) AND hex(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hhex(1),G12WB-1182-MONOMER,pan4p(1) AND 3hhex(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_pim(1),G12WB-1182-MONOMER,pan4p(1) AND pim(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_epme(1),G12WB-1182-MONOMER,pan4p(1) AND epme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_opme(1),G12WB-1182-MONOMER,pan4p(1) AND opme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_pme(1),G12WB-1182-MONOMER,pan4p(1) AND pme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_hpme(1),G12WB-1182-MONOMER,pan4p(1) AND hpme(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_toct2e(1),G12WB-1182-MONOMER,pan4p(1) AND toct2e(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_3ooct(1),G12WB-1182-MONOMER,pan4p(1) AND 3ooct(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_oc(1),G12WB-1182-MONOMER,pan4p(1) AND oc(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hoct(1),G12WB-1182-MONOMER,pan4p(1) AND 3hoct(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_tdec2e(1),G12WB-1182-MONOMER,pan4p(1) AND tdec2e(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_cdec3e(1),G12WB-1182-MONOMER,pan4p(1) AND cdec3e(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_3odec(1),G12WB-1182-MONOMER,pan4p(1) AND 3odec(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_dca(1),G12WB-1182-MONOMER,pan4p(1) AND dca(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_3hdec(1),G12WB-1182-MONOMER,pan4p(1) AND 3hdec(1),Homology
G12WB-1182-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),G12WB-1182-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
