,value
G490-2,MONOMER
G490-3,MONOMER
G490-4,MONOMER
G490-5,RNA
G490-52,tRNA
G490-53,tRNA
G490-54,tRNA
G490-55,tRNA
G490-56,tRNA
G490-57,tRNA
G490-58,tRNA
G490-59,tRNA
G490-6,RNA
G490-60,tRNA
G490-61,tRNA
G490-62,tRNA
G490-63,tRNA
G490-64,tRNA
G490-65,tRNA
G490-66,tRNA
G490-67,tRNA
G490-68,tRNA
G490-69,tRNA
G490-7,RNA
G490-70,tRNA
G490-71,tRNA
G490-72,tRNA
G490-73,tRNA
G490-74,tRNA
G490-75,tRNA
G490-76,tRNA
G490-77,tRNA
G490-78,tRNA
G490-79,tRNA
G490-80,tRNA
G490-81,tRNA
G490-82,tRNA
G490-83,tRNA
G490-84,tRNA
G490-85,tRNA
G490-86,tRNA
G490-87,tRNA
G490-88,tRNA
G490-89,tRNA
G490-90,tRNA
G490-91,tRNA
G490-92,tRNA
G490-93,tRNA
G490-94,tRNA
G490-95,tRNA
GCEQ-2175,MONOMER
HTX97_RS00035,MONOMER
HTX97_RS00040,MONOMER
ST32046_p1,MONOMER
ST32046_p3,MONOMER
ST32046_p4,MONOMER
ST32046_p6,MONOMER
ST32046_p7,MONOMER
ST32046_p8,MONOMER
SYNPCC7942_0025,MONOMER
SYNPCC7942_0033,MONOMER
SYNPCC7942_0034,MONOMER
SYNPCC7942_0036,MONOMER
SYNPCC7942_0048,MONOMER
SYNPCC7942_0049,MONOMER
SYNPCC7942_0064,MONOMER
SYNPCC7942_0115,MONOMER
SYNPCC7942_0117,MONOMER
SYNPCC7942_0123,MONOMER
SYNPCC7942_0139,MONOMER
SYNPCC7942_0170,MONOMER
SYNPCC7942_0176,MONOMER
SYNPCC7942_0207,MONOMER
SYNPCC7942_0306,MONOMER
SYNPCC7942_0347,MONOMER
SYNPCC7942_0372,MONOMER
SYNPCC7942_0389,MONOMER
SYNPCC7942_0413,MONOMER
SYNPCC7942_0438,MONOMER
SYNPCC7942_0452,MONOMER
SYNPCC7942_0456,MONOMER
SYNPCC7942_0474,MONOMER
