TU_id,replicon,genes,start,stop,tss,strand,rho_dependent,rnapol
TU00178_from_RpoD_mono,NC_000913.2,"b0001,b0002,b0003,b0004",148,5020,148,+,True,RpoD_mono
TU0_12787_from_RpoD_mono,NC_000913.2,b0005,5234,5530,None,+,True,RpoD_mono
TU0_12788_from_RpoD_mono,NC_000913.2,b0006,5683,6459,None,-,True,RpoD_mono
TU0_12789_from_RpoD_mono,NC_000913.2,b0007,6529,7959,None,-,True,RpoD_mono
TU0_8121_with_TERM0941_from_RpoD_mono,NC_000913.2,b0008,8191,9226,8191,+,False,RpoD_mono
TU0_12790_from_RpoD_mono,NC_000913.2,b0009,9306,9893,None,+,True,RpoD_mono
TU0_12791_from_RpoD_mono,NC_000913.2,b0010,9928,10494,None,-,True,RpoD_mono
TU0_12792_from_RpoD_mono,NC_000913.2,b0011,10643,11356,None,-,True,RpoD_mono
TU0_8538_from_RpoD_mono,NC_000913.2,b0013,11382,11786,None,-,True,RpoD_mono
TU00260_from_RPOH_MONOMER,NC_000913.2,"b0014,b0015",12048,15298,12048,+,True,RpoH_mono
TU00417_from_RPOH_MONOMER,NC_000913.2,"b0014,b0015",12123,15298,12123,+,True,RpoH_mono
TU00418_from_RPOH_MONOMER,NC_000913.2,"b0014,b0015",12144,15298,12144,+,True,RpoH_mono
TU0_12793_from_RpoD_mono,NC_000913.2,b0016,15445,16557,None,+,True,RpoD_mono
TU0_12794_from_RpoD_mono,NC_000913.2,"b0018,b4412",16751,16960,None,-,True,RpoD_mono
TU0_12795_from_RpoD_mono,NC_000913.2,b4413,16952,17006,None,+,True,RpoD_mono
TU0_3862_from_RPOS_MONOMER,NC_000913.2,"b0019,b0020",17317,19620,17317,+,True,RpoS_mono
TU00200_from_RpoD_mono,NC_000913.2,"b0019,b0020",17458,19620,17458,+,True,RpoD_mono
TU0_14299_from_RpoD_mono,NC_000913.2,b0020,18715,19620,None,+,True,RpoD_mono
TU0_12796_from_RpoD_mono,NC_000913.2,"b0021,b0022",19810,20508,None,-,True,RpoD_mono
TU0_7842_with_TERM_RPST_from_RpoD_mono,NC_000913.2,b0023,20771,21210,21210,-,False,RpoD_mono
TU0_7844_with_TERM_RPST_from_RpoD_mono,NC_000913.2,b0023,20771,21120,21120,-,False,RpoD_mono
TU00291_with_TERM0_1039_from_RpoD_mono,NC_000913.2,"b0025,b0026,b0027,b0028,b0029",21383,27279,21383,+,False,RpoD_mono
TU0_14394_with_TERM0_1039_from_RpoD_mono,NC_000913.2,"b0026,b0027,b0028,b0029",21833,27279,21833,+,False,RpoD_mono
TU0_14395_with_TERM0_1039_from_RpoD_mono,NC_000913.2,"b0026,b0027,b0028,b0029",22034,27279,22034,+,False,RpoD_mono
TU0_14465_with_TERM0_1039_from_RPOH_MONOMER,NC_000913.2,"b0026,b0027,b0028,b0029",22229,27279,22229,+,False,RpoH_mono
TU0_14253_with_TERM0_1039_from_RpoD_mono,NC_000913.2,"b0027,b0028,b0029",25014,27279,25014,+,False,RpoD_mono
TU0_12797_from_RpoD_mono,NC_000913.2,b0030,27293,28207,None,+,True,RpoD_mono
TU0_14399_with_TERM0_1041_from_RpoD_mono,NC_000913.2,b0031,28288,29272,28288,+,False,RpoD_mono
TU0_6403_with_TERM0_1041_from_RpoD_mono,NC_000913.2,b0031,28343,29272,28343,+,False,RpoD_mono
TU00110_from_RpoD_mono,NC_000913.2,"b0032,b0033",29551,34038,29551,+,True,RpoD_mono
TU00109_from_RpoD_mono,NC_000913.2,"b0032,b0033",29619,34038,29619,+,True,RpoD_mono
TU0_6884_from_RpoD_mono,NC_000913.2,b0033,30775,34038,30775,+,True,RpoD_mono
TU141_from_RpoD_mono,NC_000913.2,b0034,34218,34695,34218,+,True,RpoD_mono
TU00247_from_RpoD_mono,NC_000913.2,"b0035,b0036,b0037,b0038,b0039,b0040",34781,42037,42037,-,True,RpoD_mono
TU0_14529_from_RpoD_mono,NC_000913.2,"b0035,b0036,b0037",34781,37824,None,-,True,RpoD_mono
TU142_from_RpoD_mono,NC_000913.2,"b0041,b0042,b0043,b0044",42325,45750,42325,+,True,RpoD_mono
TU0_12799_from_RPON_MONOMER,NC_000913.2,b0045,45592,47138,45592,+,True,RpoN_mono
TU0_12800_from_RpoD_mono,NC_000913.2,"b0046,b0047",47246,49631,None,+,True,RpoD_mono
TU0_6401_from_RpoD_mono,NC_000913.2,b0048,49799,50302,49799,+,True,RpoD_mono
TU00362_from_RPOE_MONOMER,NC_000913.2,"b0049,b0050,b0051,b0052,b0053",50380,54702,None,-,True,RpoE_mono
TU0_5186_from_RpoD_mono,NC_000913.2,"b0049,b0050,b0051",50380,52588,52588,-,True,RpoD_mono
TU0_5201_from_RpoD_mono,NC_000913.2,"b0049,b0050,b0051,b0052",50380,53416,None,-,True,RpoD_mono
TU0_5202_from_RpoD_mono,NC_000913.2,"b0049,b0050",50380,52034,52034,-,True,RpoD_mono
TU0_5221_from_RpoD_mono,NC_000913.2,"b0051,b0052",51609,53416,None,-,True,RpoD_mono
TU0_4287_from_RPOE_MONOMER,NC_000913.2,"b0052,b0053,b0054",52427,57336,57336,-,True,RpoE_mono
TU0_4284_from_RpoD_mono,NC_000913.2,b0054,54755,57156,57156,-,True,RpoD_mono
TU0_4285_from_RpoD_mono,NC_000913.2,b0054,54755,57241,57241,-,True,RpoD_mono
TU0_12801_from_RpoD_mono,NC_000913.2,b0055,57364,58179,None,+,True,RpoD_mono
TU0_12802_from_RpoD_mono,NC_000913.2,b4659,58474,59279,None,+,True,RpoD_mono
TU0_3841_from_RpoD_mono,NC_000913.2,"b0058,b0059",59687,63358,63358,-,True,RpoD_mono
TU0_14488_from_RPOH_MONOMER,NC_000913.2,b0059,60358,63588,63588,-,True,RpoH_mono
TU0_14488_from_RpoD_mono,NC_000913.2,b0059,60358,63588,63588,-,True,RpoD_mono
TU0_7581_from_RpoD_mono,NC_000913.2,b0060,63429,65803,65803,-,True,RpoD_mono
TU00214_with_TERM68_from_RpoD_mono,NC_000913.2,"b0061,b0062,b0063",65800,70075,70075,-,False,RpoD_mono
TU00003_from_RpoD_mono,NC_000913.2,b0064,70241,71265,70241,+,True,RpoD_mono
TU0_12804_from_RpoD_mono,NC_000913.2,b0065,71271,72115,71271,+,True,RpoD_mono
TU0_12805_from_RpoD_mono,NC_000913.2,"b0066,b0067,b0068,b0069",72229,77338,77338,-,True,RpoD_mono
TU0_12806_from_RpoD_mono,NC_000913.2,"b0070,b4577,b4662",77367,78799,77367,+,True,RpoD_mono
TU00179_from_RpoD_mono,NC_000913.2,"b0071,b0072,b0073,b0074,b0075",78848,83735,83735,-,True,RpoD_mono
TU0_12807_from_RpoD_mono,NC_000913.2,b0076,84188,85312,84188,+,True,RpoD_mono
TU0_6881_from_RpoD_mono,NC_000913.2,"b0077,b0078",85394,87848,85394,+,True,RpoD_mono
TU0_6861_from_RpoD_mono,NC_000913.2,"b0077,b0078",85420,87848,85420,+,True,RpoD_mono
TU0_6882_from_RpoD_mono,NC_000913.2,"b0077,b0078",85534,87848,85534,+,True,RpoD_mono
TU00081_from_RpoD_mono,NC_000913.2,"b0077,b0078",85597,87848,85597,+,True,RpoD_mono
TU0_12808_from_RpoD_mono,NC_000913.2,b0080,88028,89032,None,+,True,RpoD_mono
TU0_941_from_RpoD_mono,NC_000913.2,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096",89596,107474,89596,+,True,RpoD_mono
TU0_14439_from_RpoD_mono,NC_000913.2,"b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096",90010,107474,90010,+,True,RpoD_mono
TU0_14443_from_RpoD_mono,NC_000913.2,"b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096",90688,107474,90688,+,True,RpoD_mono
TU0_14445_from_RpoD_mono,NC_000913.2,"b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096",91012,107474,91012,+,True,RpoD_mono
TU0_3941_from_RPOS_MONOMER,NC_000913.2,b0093,102742,103985,102742,+,True,RpoS_mono
TU00210_from_RPOS_MONOMER,NC_000913.2,"b0093,b0094,b0095",102867,106456,102867,+,True,RpoS_mono
TU00210_from_RpoD_mono,NC_000913.2,"b0093,b0094,b0095",102867,106456,102867,+,True,RpoD_mono
TU0_1422_from_RpoD_mono,NC_000913.2,"b0094,b0095",103561,106456,103561,+,True,RpoD_mono
TU0_1425_from_RpoD_mono,NC_000913.2,b0095,104636,106456,104636,+,True,RpoD_mono
TU0_1424_from_RpoD_mono,NC_000913.2,b0095,104693,106456,104693,+,True,RpoD_mono
TU0_1423_from_RpoD_mono,NC_000913.2,b0095,105045,106456,105045,+,True,RpoD_mono
TU0_12809_with_TERM0_1064_from_RpoD_mono,NC_000913.2,b0096,106508,107544,106508,+,False,RpoD_mono
TU0_14606_from_RpoD_mono,NC_000913.2,b0096,106530,107474,106530,+,True,RpoD_mono
TU0_4343_from_RpoD_mono,NC_000913.2,"b0097,b0098,b0099",107705,111433,None,+,True,RpoD_mono
TU0_12810_from_RpoD_mono,NC_000913.2,"b0101,b0102,b0103",111649,113219,None,-,True,RpoD_mono
TU0_14495_from_RpoD_mono,NC_000913.2,b0101,111649,111846,None,-,True,RpoD_mono
TU0_8807_from_RpoD_mono,NC_000913.2,b0104,113444,114487,None,+,True,RpoD_mono
TU0_12811_from_RpoD_mono,NC_000913.2,"b0106,b0107,b0108",114522,117705,117705,-,True,RpoD_mono
TU0_12812_from_RpoD_mono,NC_000913.2,b0109,117752,118645,None,-,True,RpoD_mono
TU00237_from_RpoD_mono,NC_000913.2,"b0110,b0111",118733,120135,None,+,True,RpoD_mono
TU00012_with_AROPT1_from_RpoD_mono,NC_000913.2,b0112,120144,121671,121671,-,False,RpoD_mono
TU641_with_AROPT1_from_RpoD_mono,NC_000913.2,b0112,120144,121650,121650,-,False,RpoD_mono
TU00522_with_TERM01021_from_RPOS_MONOMER,NC_000913.2,"b0113,b0114,b0115,b0116",122034,129394,122034,+,False,RpoS_mono
TU00522_with_TERM01021_from_RpoD_mono,NC_000913.2,"b0113,b0114,b0115,b0116",122034,129394,122034,+,False,RpoD_mono
TU0_6634_with_TERM101_from_RPOS_MONOMER,NC_000913.2,"b0114,b0115",122969,127619,122969,+,False,RpoS_mono
TU0_6634_with_TERM101_from_RpoD_mono,NC_000913.2,"b0114,b0115",122969,127619,122969,+,False,RpoD_mono
TU00523_with_TERM01021_from_RpoD_mono,NC_000913.2,b0116,127717,129394,127717,+,False,RpoD_mono
TU0_8539_from_RpoD_mono,NC_000913.2,b0117,129407,131260,None,-,True,RpoD_mono
TU796_from_RpoD_mono,NC_000913.2,b0118,131519,134212,131519,+,True,RpoD_mono
