,value
G0-8861,TU0-8514
b0001,TU00178
b0002,TU00178
b0003,TU00178
b0004,TU00178
b0005,TU0-12787
b0006,TU0-12788
b0007,TU0-12789
b0008,TU0-8121
b0009,TU0-12790
b0010,TU0-12791
b0011,TU0-12792
b0012,TU00406
b0013,TU0-8538
b0014,TU00418
b0015,TU00418
b0016,TU0-12793
b0018,TU0-12794
b0019,TU0-3862
b0020,TU0-3862
b0021,TU0-12796
b0022,TU0-12796
b0023,TU0-7844
b0025,TU00291
b0026,TU0-14465
b0027,TU0-14465
b0028,TU0-14465
b0029,TU0-14465
b0030,TU0-12797
b0031,TU0-14399
b0032,TU00109
b0033,TU00109
b0034,TU141
b0035,TU00247
b0036,TU00247
b0037,TU00247
b0038,TU00247
b0039,TU00247
b0040,TU00247
b0041,TU142
b0042,TU142
b0043,TU142
b0044,TU142
b0045,TU0-12799
b0046,TU0-12800
b0047,TU0-12800
b0048,TU0-6401
b0049,TU00362
b0050,TU00362
b0051,TU00362
b0052,TU00362
b0053,TU00362
b0054,TU0-4287
b0055,TU0-12801
b0056,TU0-12802
b0057,TU0-12802
b0058,TU0-3841
b0059,TU0-14488
b0060,TU0-7581
b0061,TU00214
b0062,TU00214
b0063,TU00214
b0064,TU00003
b0065,TU0-12804
b0066,TU0-12805
b0067,TU0-12805
b0068,TU0-12805
b0069,TU0-12805
b0070,TU0-12806
b0071,TU0-42478
b0072,TU0-42478
b0073,TU0-42478
b0074,TU0-42478
b0075,TU0-42508
b0076,TU0-12807
b0077,TU0-6861
b0078,TU0-6861
b0080,TU0-12808
b0081,TU0-941
b0082,TU0-941
b0083,TU0-14445
b0084,TU0-14445
b0085,TU0-14445
b0086,TU0-14445
b0087,TU0-14445
b0088,TU0-14445
b0089,TU0-14445
b0090,TU0-14445
b0091,TU0-14445
b0092,TU0-14445
b0093,TU00210
b0094,TU00210
b0095,TU00210
b0096,TU0-14445
b0097,TU0-4343
b0098,TU0-4343
b0099,TU0-4343
b0101,TU0-12810
b0102,TU0-12810
b0103,TU0-12810
b0104,TU0-8807
b0106,TU0-12811
b0107,TU0-12811
b0108,TU0-12811
b0109,TU0-12812
b0110,TU00237
b0111,TU00237
b0112,TU00012
b0113,TU0-45222
b0114,TU0-6634
b0115,TU0-6634
b0116,TU0-45222
b0117,TU0-8539
b0118,TU0-14608
b0119,TU0-12813
b0120,TU0-44215
b0121,TU0-44217
b0122,TU00359
b0123,TU0-3124
b0124,TU0-2042
b0125,TU0-2041
b0126,TU0-8774
b0127,TU0-12815
b0128,TU0-12815
b0129,TU0-12816
b0130,TU0-12817
b0131,TU0-8486
b0132,TU0-8540
b0133,TU00313
b0134,TU00313
b0135,TU0-14300
b0136,TU0-14300
b0137,TU0-14300
b0138,TU0-14300
b0139,TU00403
b0140,TU00403
b0141,TU0-14301
b0142,TU0-36412
b0143,TU0-36412
b0144,TU0-14681
b0145,TU0-14681
b0146,TU00358
b0147,TU0-14344
b0148,TU0-12819
b0149,TU0-12820
b0150,TU00020
b0151,TU00020
b0152,TU00020
b0153,TU00020
b0154,TU0-7806
b0155,TU0-12821
b0156,TU0-8480
b0157,TU0-12822
b0158,TU0-12822
b0159,TU0-12822
b0160,TU0-12823
b0161,TU584
b0162,TU0-4501
b0163,TU0-12825
b0164,TU0-12826
b0166,TU0-12827
b0167,TU0-12827
b0168,TU0-12827
b0169,TU00345
b0170,TU00345
b0171,TU0-1021
b0172,TU0-42525
b0173,TU0-12831
b0174,TU0-14339
b0175,TU0-14339
b0176,TU0-4222
b0177,TU0-8373
b0178,TU0-8373
b0179,TU0-8373
b0180,TU00267
b0181,TU0-8373
b0182,TU0-8373
b0183,TU0-8373
b0184,TU0-8373
b0185,TU00230
b0186,TU0-1161
b0187,TU0-12832
b0188,TU0-12833
b0189,TU0-12834
b0190,TU0-12835
b0191,TU0-12835
b0192,TU0-12835
b0193,TU0-12836
b0194,TU0-6562
b0195,TU0-12837
b0196,TU0-12837
b0197,TU0-2302
b0198,TU0-2302
b0199,TU0-2302
b0200,TU0-12838
b0201,TU0-45269
b0202,TU0-45269
b0203,TU0-45269
b0204,TU0-45269
b0205,TU0-45269
b0206,TU0-14372
b0207,TU0-12839
b0208,TU0-8541
b0209,TU0-12840
b0210,TU0-12840
b0211,TU0-12841
b0212,TU0-12842
b0213,TU0-8543
b0214,TU0-6685
b0215,TU0-6647
b0216,TU00489
b0217,TU0-12844
b0218,TU0-8544
b0219,TU0-8545
b0220,TU0-8840
b0221,TU0-8793
b0222,TU0-12846
b0223,TU0-12847
b0224,TU0-12848
b0225,TU0-12849
b0226,TU0-12849
b0227,TU0-12850
b0228,TU0-12851
b0229,TU0-14247
b0230,TU0-12852
b0231,TU0-12853
b0232,TU0-12853
b0233,TU0-12853
b0234,TU0-12853
b0235,TU0-12855
b0236,TU0-12855
b0237,TU0-8874
b0238,TU0-14680
b0239,TU0-12857
b0241,TU00086
b0242,TU00325
b0243,TU00325
b0244,TU00490
b0245,TU0-12859
b0246,TU0-12859
b0247,TU0-12859
b0248,TU0-12859
b0249,TU0-12859
b0250,TU0-12859
b0251,TU0-12859
b0252,TU0-12860
b0253,TU0-12860
b0254,TU0-12861
b0256,TU0-12862
b0258,TU0-12863
b0259,TU0-8831
b0260,TU0-12864
b0261,TU0-12864
b0262,TU0-12865
b0263,TU0-12865
b0264,TU0-12865
b0265,TU0-12865
b0266,TU0-12866
b0267,TU0-12866
b0268,TU0-12867
b0269,TU0-12867
b0270,TU0-12868
b0271,TU0-12868
b0272,TU0-12869
b0273,TU00005
b0274,TU0-12870
b0275,TU0-12870
b0276,TU0-8546
b0277,TU0-12871
b0278,TU0-12872
b0279,TU0-12872
b0280,TU0-12873
b0281,TU0-12874
b0282,TU0-12875
b0283,TU0-12876
b0284,TU0-12876
b0285,TU0-12876
b0286,TU0-12876
b0287,TU0-8547
b0288,TU0-12877
b0289,TU0-14611
b0290,TU0-14611
b0291,TU0-14611
b0292,TU0-14611
b0293,TU0-12879
b0294,TU0-12880
b0295,TU0-8631
b0296,TU0-12881
b0297,TU0-12882
b0298,TU0-12882
