,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.15623690873214935,0.3377464103939476,0.5028202180376623,0.6545214326355207,0.7917104359124224,0.8385037920594561,0.8740376392521477,0.8999942711346935,0.9175273753436144,0.9291339285463405,0.9291339285463405,0.9291339285463405,0.9291339285463405,0.9291339285463405
protein_biomass_to_biomass,0.08395096914630248,0.17602849190026382,0.2568615237993457,0.3286853441543523,0.39057847431443604,0.41086319896749124,0.42604280768047603,0.4369992007141366,0.4443578866199902,0.4492161263827486,0.4492161263827486,0.4492161263827486,0.4492161263827486,0.4492161263827486
mRNA_biomass_to_biomass,0.0003128532272759295,0.0008728945341495757,0.0015611677783035442,0.0023352245848059405,0.0031369721103868395,0.0034325680572847525,0.0036631295422165813,0.003835074595318547,0.003952214612642592,0.004030123200503096,0.004030123200503096,0.004030123200503096,0.004030123200503096,0.004030123200503096
tRNA_biomass_to_biomass,0.0019005241204588298,0.005298361946098481,0.00946824177104862,0.014151475303585017,0.018995979464872425,0.020784008069221264,0.022177776537618918,0.0232176931844125,0.023927615741258065,0.024399914688867087,0.024399914688867087,0.024399914688867087,0.024399914688867087,0.024399914688867087
rRNA_biomass_to_biomass,0.013520835437568407,0.037717403230825855,0.0674462277388025,0.10087178547619086,0.1354545551151467,0.1482203343143512,0.15817530400778307,0.1656010000656233,0.17065576279011865,0.17401404836866316,0.17401404836866316,0.17401404836866316,0.17401404836866316,0.17401404836866316
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.009230652667746688,0.018604564459744816,0.022694218653264597,0.023206579083214055,0.023381568839072348,0.0235801975951263,0.023788112896605054,0.02397054230041321,0.024107866506723898,0.024204828709021586,0.024204828709021586,0.024204828709021586,0.024204828709021586,0.024204828709021586
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,9.865398800186475e-05,0.00020866762896664664,0.0003042311597653875,0.00038551794654926886,0.00046249426663776025,0.0005129356367675491,0.0005414292671803017,0.0005587098730874951,0.0005747178491365304,0.0005848161062408971,0.0005848161062408971,0.0005848161062408971,0.0005848161062408971,0.0005848161062408971
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_4CRSOL,1.143992563904451e-13,1.1483198612878161e-12,3.8016617127368644e-12,8.432153904661778e-12,2.20983728622469e-11,2.480493218739369e-11,2.7031642390076628e-11,2.9134717735154136e-11,3.0669562965273215e-11,3.1027297102900556e-11,3.1027297102900556e-11,3.1027297102900556e-11,3.1027297102900556e-11,3.1027297102900556e-11
DM_5DRIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_AACALD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_AMOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_MTHTHF,0.00017775021558361973,0.0004958564887085427,0.0008866897271475248,0.0013261183495972817,0.00178119506723252,0.0019490659304770628,0.0020799737198245044,0.002177621603525654,0.0022440914048828405,0.0022882525443705492,0.0022882525443705492,0.0022882525443705492,0.0022882525443705492,0.0022882525443705492
DM_OXAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_12ppd-R(e),0.0,0.0,0.0,0.0,0.0,2.576535187910786e-49,7.724011843015591e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_12ppd-S(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_14glucan(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_15dap(e),0.0,0.0,0.0,0.0,0.0,-1.0709125525767404e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_23camp(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_23ccmp(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_23cgmp(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_23cump(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_23dappa(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_26dap-M(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_2ddglcn(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_34dhpac(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3amp(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3cmp(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3gmp(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3hcinnm(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3hpp(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3hpppn(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3ump(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4abut(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4hoxpacd(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_5dglcn(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_5mtr(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_LalaDglu(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_LalaDgluMdap(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_LalaDgluMdapDala(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_LalaLglu(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ac(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acac(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acald(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acgal(e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
