,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.07999905900934715,0.16065468821834056,0.2453837325435066,0.34710655555645553,0.8630400884080731,1.2582035627610852,1.5296390628691277,1.7782352996037605,2.0176489331176266,2.25248533438253,2.2524860043521215,2.2524860043521215,2.2524860043521215,2.2524860043521215
protein_biomass_to_biomass,0.04378101694916399,0.08658516725444262,0.13028754346741803,0.18147805562995176,0.4237279451185618,0.5817738714975385,0.6784954347338524,0.7600059758980661,0.8328525103442236,0.8994588639819519,0.8994590476114275,0.8994590476114275,0.8994590476114275,0.8994590476114275
mRNA_biomass_to_biomass,0.00013510072106925214,0.0003133459819923045,0.0005442726520589249,0.0008795608738099219,0.003495640520175874,0.006322340970856604,0.008597626221700903,0.010889885160466815,0.01326649152692186,0.01574336663156563,0.01574337389057926,0.01574337389057926,0.01574337389057926,0.01574337389057926
tRNA_biomass_to_biomass,0.0008233180461678131,0.0019088155088468513,0.0033150130421261454,0.005357028121359454,0.021292253335490036,0.03850696556337783,0.05236244622593296,0.06632050512731123,0.08079157296918552,0.09587279544662895,0.09587283964418135,0.09587283964418135,0.09587283964418135,0.09587283964418135
rRNA_biomass_to_biomass,0.00587152690303973,0.013614888146972348,0.023647839837689037,0.03822027291065047,0.15199598147544685,0.27504971563208463,0.3741777619517224,0.47411102813358086,0.5777895168696588,0.6859159567029852,0.6859162736898702,0.6859162736898702,0.6859162736898702,0.6859162736898702
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.004743698775318299,0.009487384942761341,0.014231118581729738,0.01897482087034397,0.02371853312400167,0.02846223261473231,0.033205944315847405,0.03794964772812317,0.04269335474012224,0.04743705719376205,0.04743707081450275,0.04743707081450275,0.04743707081450275,0.04743707081450275
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,1.757558068332175e-05,4.092980270111943e-05,7.120176206206858e-05,0.00011541085849209727,0.0004627657052058093,0.0008406337651300483,0.0011461673822795583,0.001454896113550188,0.0017759495988887788,0.0021116834357886656,0.0021116844201325576,0.0021116844201325576,0.0021116844201325576,0.0021116844201325576
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lac__L_e,3.66889668075233,6.285942836599547,7.628781672103237,10.410175582331892,23.907344126110903,33.008199966149874,39.682114784253045,45.520911648440105,51.40444334510131,58.05365397986061,58.05366907516262,58.05366907516262,58.05366907516262,58.05366907516262
EX_pyr_e,2.5917926273688736,3.995013346094453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ac_e,0.0,0.0,4.098058432795334,5.43069680212225,12.543074122363379,18.42090431287526,22.01773951139928,25.360985930062814,28.28359808503546,30.435571390179547,30.435580124864924,30.435580124864924,30.435580124864924,30.435580124864924
EX_ade_e,0.0,0.0,0.0,0.0,0.0,-0.03352965897295053,-0.044897454925136554,-0.05559331600861203,-0.06623141400310213,-0.07699045365820364,-0.07699048479445919,-0.07699048479445919,-0.07699048479445919,-0.07699048479445919
EX_co2_e,0.0,0.0,4.098058432795334,5.43069680212225,12.543074122363379,18.42090431287526,22.01773951139928,25.360985930062814,28.28359808503546,30.435571390179547,30.435580124864924,30.435580124864924,30.435580124864924,30.435580124864924
EX_arg4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asp4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glu4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gly4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ile4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asn4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gln4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_his4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lys4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pro4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_phe4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gly_e,-0.016961152624452556,-0.04114088004665067,-0.0662952185690393,-0.09668792809133481,-0.23481170900386475,-0.3003291533929309,-0.38025075481054676,-0.44888826826877243,-0.534032969890368,-0.6648287503484033,-0.6648289499954282,-0.6648289499954282,-0.6648289499954282,-0.6648289499954282
EX_ala__L_e,-0.02163553908555586,-0.052132149120425283,-0.08387804464193448,-0.12163515922770406,-0.29438049192591176,-0.3804167737931578,-0.47664328082947016,-0.5591351284516017,-0.6588217918924473,-0.8076918736471923,-0.8076921082888349,-0.8076921082888349,-0.8076921082888349,-0.8076921082888349
EX_arg__L_e,-0.011894668759295615,-0.02860315526169726,-0.04600130065813771,-0.06662162710485414,-0.161149565580942,-0.20843896955767324,-0.2595612349973705,-0.30287718642116196,-0.3545911969461848,-0.43138165097116216,-0.4313817701350055,-0.4313817701350055,-0.4313817701350055,-0.4313817701350055
EX_asn__L_e,-0.038629986108684775,-0.08463596048591406,-0.13107769189141563,-0.18496015625934828,-0.4042696647026899,-0.48295344024767345,-0.5647334985501253,-0.6228900519108098,-0.6939344736311722,-0.8154210092950062,-0.81542112366132,-0.81542112366132,-0.81542112366132,-0.81542112366132
EX_asp__L_e,-0.027628638156556872,-0.06065598430655628,-0.09413145216498821,-0.13389477137279787,-0.29846814103128033,-0.3591515577806001,-0.42946310529311815,-0.48281174528997134,-0.5497950635126316,-0.6622648831333844,-0.6622650091716468,-0.6622650091716468,-0.6622650091716468,-0.6622650091716468
EX_cys__L_e,-0.0015899944447205722,-0.003501187560243843,-0.005528488857396633,-0.008159982928317605,-0.02049707395715268,-0.026755407508426858,-0.034686612414117426,-0.041725483174016156,-0.05049454592766933,-0.0637505969189537,-0.06375061850453576,-0.06375061850453576,-0.06375061850453576,-0.06375061850453576
EX_glu__L_e,-0.007201546893738952,-0.041399243498150946,-0.07549290234127719,-0.11383623286272547,-0.263575858474073,-0.30251559485278606,-0.3514695829773483,-0.38185121574128594,-0.4281213190478453,-0.5271516640922539,-0.5271517169481452,-0.5271517169481452,-0.5271517169481452,-0.5271517169481452
EX_gln__L_e,-0.03735108974630496,-0.06281543155796096,-0.08977289262267397,-0.12224197200754541,-0.2712168531378288,-0.3489367937906726,-0.43512441652098466,-0.5099982655221624,-0.5948023186684479,-0.7105942791031731,-0.7105944852819948,-0.7105944852819948,-0.7105944852819948,-0.7105944852819948
EX_his__L_e,-0.0051402658818382315,-0.01084514966301956,-0.016765436531567843,-0.02442109940041188,-0.05957565952576743,-0.0769672016127731,-0.09721981404250225,-0.11468760451912755,-0.13603642233602295,-0.16820588870516684,-0.16820593925765678,-0.16820593925765678,-0.16820593925765678,-0.16820593925765678
EX_hcys__L_e,3.6471335253296224e-05,8.456967978589837e-05,0.0001468899502598047,0.00023740731540795035,0.0009441313514228451,0.0017084863508061762,0.002324225631721207,0.002944966579846984,0.003588971182690277,0.004260604477027535,0.004260606446008907,0.004260606446008907,0.004260606446008907,0.004260606446008907
EX_ile__L_e,-0.05227447311547967,-0.11548496404370587,-0.17954656888681408,-0.25363841473801996,-0.5600526944301563,-0.6780142199306951,-0.7972467460272266,-0.8849356731738566,-0.990228080276581,-1.1634485754840829,-1.163448760449493,-1.163448760449493,-1.163448760449493,-1.163448760449493
EX_leu__L_e,-0.04794764461410984,-0.10779702031954926,-0.16843773544230217,-0.23834016501457256,-0.5264258242359825,-0.6341197188666216,-0.7480030638365855,-0.8318113970955116,-0.9342464939456372,-1.1055236995699966,-1.1055238795818472,-1.1055238795818472,-1.1055238795818472,-1.1055238795818472
EX_lys__L_e,-0.05114745827535219,-0.11474378626458658,-0.17980767778514561,-0.25612690635748997,-0.5850862757238243,-0.7284462079779221,-0.8758339493864652,-0.992267011393443,-1.1308347494757105,-1.3458074771117121,-1.3458077604098742,-1.3458077604098742,-1.3458077604098742,-1.3458077604098742
EX_met__L_e,-0.008937757449905452,-0.020765558691509277,-0.03293304610310895,-0.04703743269056993,-0.10934968172316915,-0.13883526299863905,-0.16851999531351816,-0.1928067909670938,-0.2213521115081582,-0.2639793141575738,-0.26397937681296973,-0.26397937681296973,-0.26397937681296973,-0.26397937681296973
EX_phe__L_e,-0.022494408895636493,-0.050291883222069705,-0.07838474673969137,-0.11054070170900078,-0.2410938268642382,-0.28751612343827904,-0.3356635586458228,-0.3696877090319261,-0.4113142417434075,-0.4829315624753087,-0.48293162848226456,-0.48293162848226456,-0.48293162848226456,-0.48293162848226456
EX_pro__L_e,-0.010445090472846766,-0.024000145090680457,-0.038067476612470466,-0.0549733817917227,-0.12909271173965245,-0.16123068504433324,-0.19981189467929894,-0.23166791824908414,-0.271260077539366,-0.33365601855619087,-0.3336561055342415,-0.3336561055342415,-0.3336561055342415,-0.3336561055342415
