,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0,0,0,0.002058146585013562,0.004116293170027124,0.0054877209237780234,0.0054877209237780234,0.005488390893369499,0.008232586340054249,0.0054877209237780234,0.00942178236492374,0.00942178236492374,0.00942178236492374,0.00942178236492374
protein_biomass_to_biomass,0,0,0,0.0011421465483074991,0.002283362177508685,0.0030432835109590064,0.003043284665533779,0.0030436569553172928,0.0045629994583257505,0.003043287216199241,0.00522089271640515,0.00522089271640515,0.00522089271640515,0.00522089271640515
mRNA_biomass_to_biomass,0,0,0,3.0559758174388214e-06,6.14166659209814e-06,8.214110707709157e-06,8.214073016797672e-06,8.215050953576074e-06,1.2401149533853934e-05,8.213992488996958e-06,1.4231375870702872e-05,1.4231375870702872e-05,1.4231375870702872e-05,1.4231375870702872e-05
tRNA_biomass_to_biomass,0,0,0,1.7676917811600414e-05,3.552529744530504e-05,4.751276212815216e-05,4.751254377391965e-05,4.751820001984027e-05,7.173137543612004e-05,4.751208648432163e-05,8.2317689818302e-05,8.2317689818302e-05,8.2317689818302e-05,8.2317689818302e-05
rRNA_biomass_to_biomass,0,0,0,0.00013032375425049366,0.00026190874363483935,0.0003502850834904894,0.00035028345182763857,0.0003503251300946276,0.0005288348130685523,0.00035027999083460463,0.0006068818099666085,0.0006068818099666085,0.0006068818099666085,0.0006068818099666085
ncRNA_biomass_to_biomass,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0,0,0,0.0001220771344856088,0.0002441542683553232,0.0003254992839996505,0.0003254992839996505,0.0003255390226485875,0.0004883085182753818,0.0003254992839996505,0.0005588446044830709,0.0005588446044830709,0.0005588446044830709,0.0005588446044830709
lipid_biomass_to_biomass,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,0,0,0,4.088209179530986e-07,8.097916422386552e-07,1.079197578574933e-06,1.079281263487557e-06,1.0794969695977767e-06,1.6238301063550076e-06,1.0792946591358238e-06,1.862015402009017e-06,1.862015402009017e-06,1.862015402009017e-06,1.862015402009017e-06
peptidoglycan_biomass_to_biomass,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ca2_e,0,0,0,0.0,0.0,0.0,0.0,-1.9713212744723883e-30,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co2_e,0,0,0,0.98808260265715,0.9924828776921634,0.9903277792984121,0.9370695296802312,0.8838362405861663,0.9327791945789309,0.7975047408940137,0.937712397310215,0.937712397310215,0.937712397310215,0.937712397310215
EX_cobalt2_e,0,0,0,-2.6049770515969575e-11,-1.0442603948871665e-10,-1.8566684030238771e-10,-1.8567415726294723e-10,-1.8572682843510785e-10,-4.178874001146409e-10,-1.8568831099041765e-10,-5.472807202021155e-10,-5.472807202021155e-10,-5.472807202021155e-10,-5.472807202021155e-10
EX_cu2_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe2_e,0,0,0,-1.0560792336616954e-12,-4.236299086776996e-12,-7.535188604539235e-12,-7.535165418704368e-12,-7.53698445270289e-12,-1.6973254650270886e-11,-7.535075558201757e-12,-2.2236920643085465e-11,-2.2236920643085465e-11,-2.2236920643085465e-11,-2.2236920643085465e-11
EX_fe3_e,0,0,0,0.0,0.0,0.0,0.0,2.239298370912039e-30,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,0,0,0,0.0,0.0,0.0,0.0,-4.863324102952392e-34,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e,0,0,0,1.12920926075866e-34,-6.532477312181675e-35,-2.089773353228514e-35,2.279752748976561e-35,-2.2796831732589337e-34,2.746568377269895e-35,-3.0396703319687475e-35,0.0,0.0,0.0,0.0
EX_k_e,0,0,0,-1.0194635713399555e-10,-2.1753621928866941e-10,-3.0218102460905997e-10,-3.021760235107452e-10,-3.022138651137353e-10,-4.899207713985837e-10,-3.02164644459595e-10,-5.788593058315454e-10,-5.788593058315454e-10,-5.788593058315454e-10,-5.788593058315454e-10
EX_mg2_e,0,0,0,-1.5727535769053916e-05,-3.139783914987066e-05,-4.1922084132213216e-05,-4.192115282216383e-05,-4.19253791726853e-05,-6.318275404054388e-05,-4.191882809260796e-05,-7.2476843299661e-05,-7.2476843299661e-05,-7.2476843299661e-05,-7.2476843299661e-05
EX_mn2_e,0,0,0,-2.794687643416005e-09,-5.457753596043729e-09,-7.068944928032824e-09,-6.386410026449666e-09,-5.704803684435235e-09,-8.959196541996902e-09,-4.878118055021454e-09,-1.0256786181607715e-08,-1.0256786181607715e-08,-1.0256786181607715e-08,-1.0256786181607715e-08
EX_mobd_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_na1_e,0,0,0,0.0,0.0,0.0,0.0,1.1575983510042357e-42,0.0,0.0,0.0,0.0,0.0,0.0
EX_no3_e,0,0,0,-4.70197740328915e-36,-4.082798320113547e-36,1.8997939574804672e-36,0.0,0.0,3.681650179269371e-23,-1.1398763744882805e-35,0.0,0.0,0.0,0.0
EX_o2_e,0,0,0,-0.4101887445281595,-0.396496778726457,-0.3801793847951805,-0.33960438237135243,-0.299041228466522,-0.30698295160203337,-0.24913770435592228,-0.2938187854714461,-0.2938187854714461,-0.2938187854714461,-0.2938187854714461
EX_photon680_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon700_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pi_e,0,0,0,8.462407689726466e-23,7.555406645674764e-23,7.011198371253279e-23,7.011198371254038e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,0,0,0,5.266214691683848e-34,-6.634669336611504e-34,3.4302466449380764e-34,-1.3720986579752306e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_zn2_e,0,0,0,-1.0563674644225612e-07,-1.0768511631008779e-07,-1.0903222883927317e-07,-1.0898367445156519e-07,-1.089357879311985e-07,-1.1162425569584259e-07,-1.0886040129658629e-07,-1.1280406687350702e-07,-1.1280406687350702e-07,-1.1280406687350702e-07,-1.1280406687350702e-07
EX_ac_e,0,0,0,0.23959028758141504,0.2527441519839125,0.22504938589196208,0.17294046029461146,0.1208434596716096,0.11756380539445922,0.08799339327631546,0.08908538348777113,0.08908538348777113,0.08908538348777113,0.08908538348777113
EX_akg_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala__L_e,0,0,0,0.0,8.646185835166602e-24,0.0,0.0,2.4117741904594837e-37,0.0,0.0,0.0,0.0,0.0,0.0
EX_arg__L_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cit_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co_e,0,0,0,1.2666355513759426e-23,1.4771486776437456e-23,1.158460779971162e-30,0.0,-9.217816713220942e-46,1.5942901939478625e-23,9.787230189425647e-24,0.0,0.0,0.0,0.0
EX_cynt_e,0,0,0,0.0,4.793762589696541e-22,0.0,0.0,0.0,0.0,1.6680806607699456e-23,0.0,0.0,0.0,0.0
EX_fru_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fum_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glc__D_e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
