,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.1787606164279732,0.3686454079528101,0.561236876627209,0.7562388958917379,0.9574528732084299,1.1649920334382444,1.3793099459946112,1.5992348340620388,1.8245094293174002,2.019664871618377,2.019664871618377,2.019664871618377,2.019664871618377,2.019664871618377
protein_biomass_to_biomass,0.09595736548918804,0.19217912841742055,0.28642040243838873,0.3771043563751716,0.46393062906054033,0.5468909162376627,0.6265583705337233,0.7026616575191605,0.7752254048888261,0.8345386817769925,0.8345386817769928,0.8345386817769928,0.8345386817769928,0.8345386817769928
mRNA_biomass_to_biomass,0.00036078120360618764,0.0009582366628100139,0.0017869012770938431,0.002835501173085849,0.004105933930567791,0.005596123335112829,0.00730347655169243,0.009222051783727576,0.011349985127780118,0.013309508096794851,0.013309508096794855,0.013309508096794855,0.013309508096794855,0.013309508096794855
tRNA_biomass_to_biomass,0.0021289164779162797,0.005654661586783602,0.010548532689760956,0.016741175335877417,0.024247337663885742,0.03304193678154749,0.04312363366388367,0.05445514577542897,0.06702521412654332,0.07830633898486808,0.07830633898486752,0.07830633898486752,0.07830633898486752,0.07830633898486752
rRNA_biomass_to_biomass,0.01571892044782568,0.04176570817964441,0.07790343345936719,0.12359723382200952,0.17901272848375602,0.24388538851397062,0.3182479172041741,0.40177431832796373,0.4943833751399926,0.5795193559651224,0.5795193559651225,0.5795193559651225,0.5795193559651225,0.5795193559651225
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.010532865727644086,0.01976556070106204,0.02308369461155304,0.023286191831156922,0.024460882117477725,0.027024705198033495,0.030497954073500075,0.034507433152730714,0.038856427854262576,0.0427337666702792,0.0427337666702792,0.0427337666702792,0.0427337666702792,0.0427337666702792
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
