,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.1840372969304363,0.3690279605895427,0.5535523254129818,0.7376130712791199,0.9211271219586138,1.1040683486373954,1.2863925333224286,1.4680567979598576,1.6490162545870544,1.8185989575814008,1.8185989575814008,1.8185989575814008,1.8185989575814008,1.8185989575814008
protein_biomass_to_biomass,0.07626977708542308,0.15372615081470825,0.23156952116840357,0.30980830875518006,0.3883884852808596,0.46729445579435425,0.5465014266001811,0.6259735832983371,0.705682707819133,0.7823661739546789,0.7823661739546796,0.7823661739546796,0.7823661739546796,0.7823661739546796
mRNA_biomass_to_biomass,0.0003078234829051516,0.0008173626929201115,0.0015251352066817745,0.002430109268713844,0.003529908064209969,0.004822511729552109,0.006305401149826063,0.0079755160779771,0.009829579634747117,0.01179720391232223,0.011797203912322205,0.011797203912322205,0.011797203912322205,0.011797203912322205
tRNA_biomass_to_biomass,0.0016025593595744324,0.004252902366958495,0.007930919761230485,0.012628645219267839,0.018330926081771427,0.025024167356180623,0.03269182240776548,0.04131413473298842,0.050869919632956416,0.06098091955872675,0.060980919558726525,0.060980919558726525,0.060980919558726525,0.060980919558726525
rRNA_biomass_to_biomass,0.013920583946554202,0.036967641214096035,0.06897265052100647,0.10989006791371622,0.15960995752414564,0.2180389680590669,0.2850612069902503,0.3605363150316797,0.4443142958935365,0.5217387261049047,0.5217387261049038,0.5217387261049038,0.5217387261049038,0.5217387261049038
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.048992971868993034,0.0866810254583431,0.11308645107043151,0.1282534402395211,0.13231111520818256,0.12536694624008107,0.10755127811921837,0.07903989024826244,0.04000726261836677,0.0,0.0,0.0,0.0,0.0
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,4.183157643591809e-05,0.00011191820924330989,0.00020979202800102724,0.00033532620793204706,0.0004882068289610689,0.0006681680738362632,0.0008743455925854849,0.0011072179652982842,0.0013659658400523157,0.0016349612012614202,0.001634961201261418,0.001634961201261418,0.001634961201261418,0.001634961201261418
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_4hba_c,4.8178964756484125e-08,2.6110222365506436e-07,5.857318602770804e-07,1.0372520607620454e-06,1.6143270597171588e-06,2.315457948537217e-06,3.1393299053619784e-06,4.0848345019816645e-06,5.150955929464434e-06,2.141061169942128e-10,2.141061169942124e-10,2.141061169942124e-10,2.141061169942124e-10,2.141061169942124e-10
DM_5drib_c,0.0,0.0,0.0,0.0,0.0,6.499356311900037e-57,0.0,-5.818401208248454e-57,0.0,0.0,0.0,0.0,0.0,0.0
DM_hmfurn_c,0.00018381237197782045,0.00048803563870166545,0.0009105561091934348,0.0014507355005596155,0.0021071224726596847,0.0028784846299033952,0.003763291994121252,0.004759691584394026,0.00586570319498772,0.007039344526928042,0.007039344526928033,0.007039344526928033,0.007039344526928033,0.007039344526928033
DM_oxam_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alaala_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_all__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alltn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_amp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_anhgm_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arab__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arbtn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arbtn_fe3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_chitob_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydxn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pydx_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arg__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ascb__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asn__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_12ppd__R_e,0.0,4.4501310024490825e-23,0.0,0.0,6.193820333668987e-40,0.0,3.251327063933246e-40,1.1566519701647023e-31,6.057843016957831e-23,0.0,0.0,0.0,0.0,0.0
EX_aso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_12ppd__S_e,0.0,0.0,1.7506571559036297e-55,6.597762013935191e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_but_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_14glucan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_15dap_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_butso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ca2_e,3.0171688753951478e-30,5.516790803124268e-29,5.361590519261873e-54,-2.703922671275196e-29,2.7990555191046857e-28,1.2244521740075437e-29,2.313251840924011e-28,1.9994758273331204e-28,2.0442126419868305e-28,-1.9557920812584926e-25,0.0,0.0,0.0,0.0
