,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.1363301022606298,0.29611449997964334,0.45653804868892467,0.6172516942313151,0.7782266279143811,0.9354061838617368,1.0754847659866733,1.2021585965253632,1.2972688196704458,1.3090542547540962,1.3090542547540962,1.3090542547540962,1.3090542547540962,1.3090542547540962
protein_biomass_to_biomass,0.07346585640440204,0.15506325586855144,0.23399012676427688,0.3108516805590188,0.384215173077553,0.4516265943873325,0.5081536983028608,0.556678320425591,0.5920562649788771,0.5963416278023421,0.5963416278023421,0.5963416278023421,0.5963416278023421,0.5963416278023421
mRNA_biomass_to_biomass,0.0002659986421049532,0.0007318707452019498,0.0013611325931042382,0.0021418656314629967,0.003056163810454888,0.004064559700453409,0.00505880733163276,0.006032044164871135,0.006802797291456865,0.006899920489425687,0.006899920489425687,0.006899920489425687,0.006899920489425687,0.006899920489425687
tRNA_biomass_to_biomass,0.0016166997309746188,0.004443721089168172,0.008258160612901756,0.012992009381886367,0.018517887002934632,0.02461800152832073,0.03058519230876943,0.03644844271644089,0.040886320607410494,0.041469446293720076,0.041469446293720076,0.041469446293720076,0.041469446293720076,0.041469446293720076
rRNA_biomass_to_biomass,0.011552374536337678,0.03176844450154714,0.05905521105384232,0.09290357128661306,0.13252373218107652,0.1761928381477355,0.21931908513644807,0.2614170276335749,0.29442701538325095,0.2986252827528069,0.2986252827528069,0.2986252827528069,0.2986252827528069,0.2986252827528069
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.00806759451996471,0.016779657909487433,0.022056548440718284,0.023194181984656725,0.023339929018930512,0.0242591896849083,0.025790225410528934,0.027581737601226237,0.029100991196133384,0.029297292317570826,0.029297292317570826,0.029297292317570826,0.029297292317570826,0.029297292317570826
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
