,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.299468367754571,0.6337108371851004,0.9735354932518058,1.3193315882873344,1.6697236747203872,2.0227453917999823,2.128337289203704,2.1900495282137205,2.2522394555424583,2.31483471447404,2.31483471447404,2.31483471447404,2.31483471447404,2.31483471447404
protein_biomass_to_biomass,0.1570455125461918,0.31905853531394224,0.46740285133258547,0.6000987236671923,0.7195378734488012,0.8276895324913398,0.8583912139034048,0.8754450127671107,0.8923114352314746,0.9089804808595278,0.9089804808595278,0.9089804808595278,0.9089804808595278,0.9089804808595278
mRNA_biomass_to_biomass,0.0007222596687815148,0.0021814765373634683,0.004264159793299028,0.006877882747905319,0.009961374774254442,0.0134323880071527,0.014538089106313245,0.015200499936580828,0.015877730155060447,0.0165687125811875,0.0165687125811875,0.0165687125811875,0.0165687125811875,0.0165687125811875
tRNA_biomass_to_biomass,0.004375401545589262,0.013211728799676362,0.025817591574077602,0.04162891722948132,0.06027025491588153,0.08125315392592858,0.08734507388603108,0.0913199985580841,0.09538346877228333,0.09952960278793908,0.09952960278793908,0.09952960278793908,0.09952960278793908,0.09952960278793908
rRNA_biomass_to_biomass,0.03182031379255044,0.09606084858031035,0.1876680755180512,0.3025118776642509,0.4378330221964667,0.5900961802696875,0.6382568738665346,0.6673495885521012,0.6970938630071367,0.7274425442985127,0.7274425442985127,0.7274425442985127,0.7274425442985127,0.7274425442985127
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.016936624379930893,0.023202383833811548,0.024618091314202378,0.02946974886745314,0.0358487270785935,0.04279553170744635,0.04492091759927285,0.04616960573610508,0.04743205841006241,0.048706370929037096,0.048706370929037096,0.048706370929037096,0.048706370929037096,0.048706370929037096
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,0.00023015501429414693,0.0005254380059039099,0.0008506198450107425,0.0011889060482557312,0.0015323684914392757,0.0019032433720487007,0.0020400630214820457,0.002127002982238556,0.002215717648736372,0.0023054825343515255,0.002305482534351525,0.002305482534351525,0.002305482534351525,0.002305482534351525
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_2ddglcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_2hxmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.962646463136589e-22,0.0,0.0,0.0,0.0
EX_2pg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_2pglyc_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_3amba_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
