,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.02261817340822196,0.050766945794076396,0.07864170061701722,0.10562405594411237,0.13184666575447396,0.15725325260241807,0.1818310870657066,0.20556408987414432,0.22843886163590144,0.24822373364177236,0.24822373364177236,0.24822373364177236,0.24822373364177236,0.24822373364177236
protein_biomass_to_biomass,0.012470150682643184,0.027821195114543725,0.042848537911010225,0.057224378503376305,0.07104026051386007,0.08428402070251696,0.09696512767497341,0.1090956435860493,0.12068478490163038,0.130689128355574,0.130689128355574,0.130689128355574,0.130689128355574,0.130689128355574
mRNA_biomass_to_biomass,3.512463529039877e-05,8.399064331400415e-05,0.00013773626185786784,0.00019503142171068303,0.0002555883323589887,0.0003188349482571492,0.00038442711877250616,0.0004517125694763886,0.0005203376856427744,0.0005811534995138677,0.0005811534995138677,0.0005811534995138677,0.0005811534995138677,0.0005811534995138677
tRNA_biomass_to_biomass,0.00021332321713682945,0.0005099579019250358,0.0008362048078114218,0.001183806104009762,0.0015510565234835402,0.0019344737544597567,0.0023313570477190852,0.0027387279385105564,0.003153794215775501,0.0035113010667757205,0.0035113010667757205,0.0035113010667757205,0.0035113010667757205,0.0035113010667757205
rRNA_biomass_to_biomass,0.0015387354661064543,0.0036795814427703333,0.006034052427535212,0.008544223986413814,0.011197396674366962,0.013968526157351913,0.016839746599397236,0.01978713710026402,0.022793228827912418,0.025462372003149953,0.025462372003149956,0.025462372003149956,0.025462372003149956,0.025462372003149956
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.0013415740373747215,0.003011048421589645,0.0046632988485973866,0.006259633381820861,0.007804485314650611,0.009289766061231048,0.010708930538026856,0.012054677973814631,0.013319890716166835,0.014381324623998144,0.014381324623998144,0.014381324623998144,0.014381324623998144,0.014381324623998144
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,4.805610683581768e-06,1.1750018002805043e-05,1.956778526185948e-05,2.8269638631770944e-05,3.7731856707483575e-05,4.786933343544593e-05,5.861376964497718e-05,6.989118887669361e-05,8.163378160644109e-05,8.581939275028942e-05,8.581939275028839e-05,8.581939275028839e-05,8.581939275028839e-05,8.581939275028839e-05
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gm1lipb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gm2lipa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gua_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,28.758753531974893,56.73285914075837,84.76766443974054,112.97092414382557,141.31451795152861,169.80511852269152,198.42499690663706,227.20813150404342,256.1389379942131,284.70205245529525,284.7020524552955,284.7020524552955,284.7020524552955,284.7020524552955
EX_h2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e,-7.542395170632212,-14.766859086992376,-22.013051698057133,-29.33462218878761,-36.71746412180893,-44.164932945319485,-51.66095741756002,-59.236127017497246,-66.8771618210157,-74.22160729321543,-74.22160729321548,-74.22160729321548,-74.22160729321548,-74.22160729321548
EX_hdca_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hdcea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hxan_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ibt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ile__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_isetac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
