,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.24908129471886137,0.4818220311016288,0.6966142821287602,0.9005376164733804,1.096467543622103,1.2845936649693162,1.4653440910839723,1.6393586429259313,1.8058032083538054,1.9647112858471683,1.9647112858471683,1.9647112858471683,1.9647112858471683,1.9647112858471683
protein_biomass_to_biomass,0.13188061122799552,0.2474073606014331,0.34908707392269644,0.4386509546599706,0.518316980592547,0.5896461809867933,0.6539644045306552,0.7123532726968659,0.7652920162030843,0.8135983985083121,0.8135983985083121,0.8135983985083121,0.8135983985083121,0.8135983985083121
mRNA_biomass_to_biomass,0.0005552818430740032,0.0014204148637779917,0.0025001652412280097,0.0037372677153125274,0.005095095123867357,0.006541169136266353,0.008051741938461391,0.009610080143634089,0.011187846272931802,0.0127733696805446,0.0127733696805446,0.0127733696805446,0.0127733696805446,0.0127733696805446
tRNA_biomass_to_biomass,0.0033522026753005927,0.00856263797756498,0.015065316504524697,0.022511444302663122,0.030679237080036816,0.03937265380929936,0.04844850503306134,0.05780564755976836,0.06727438067157082,0.07632409105969959,0.07632409105969959,0.07632409105969959,0.07632409105969959,0.07632409105969959
rRNA_biomass_to_biomass,0.02441030159553617,0.062426537638495455,0.1098672789175915,0.1642207156436892,0.2238729567112166,0.28739717014992017,0.3537440423573493,0.42218909584359193,0.49147754989460546,0.5609607947049413,0.5609607947049412,0.5609607947049412,0.5609607947049412,0.5609607947049412
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.014426528431081291,0.022447612809574163,0.023215791790498666,0.02397462970444209,0.026064479586710054,0.028891679089485433,0.03202811337223852,0.0352683642453061,0.03848917295427466,0.041634538371180974,0.041634538371180974,0.041634538371180974,0.041634538371180974,0.041634538371180974
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,0.00027352513012629683,0.0003908268724770234,0.0005171766707041214,0.0007014424510693422,0.0008854929444173258,0.0010688349924802192,0.0012523063037130897,0.0014334665447778335,0.0016054832431033398,0.0017709943615641824,0.0017709943615641822,0.0017709943615641822,0.0017709943615641822,0.0017709943615641822
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_4ahmmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.784308670415751e-52,0.0,0.0,0.0,0.0
EX_4hoxpacd_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_4hba_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_5drib_c,-4.279325953438849e-23,-3.4835520568188295e-23,0.0,0.0,0.0,0.0,0.0,0.0,-5.514550679327219e-25,1.7427948842895154e-22,0.0,0.0,0.0,0.0
EX_5mtr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_Cit_Mg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_amob_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7572697141140436e-25,4.6510582919512007e-23,0.0,0.0,0.0,0.0
EX_hemoglobin_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_istfrnA_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_istfrnB_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_stfrnA_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_stfrnB_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
