,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,1.2219756270716249,1.2588929614707143,1.2889116189863774,1.3141560731931845,1.3394527850281264,1.364076847393227,1.3886928701232295,1.4128948516457005,1.432096180137396,1.4398678273985148,1.4398678273985148,1.4398678273985148,1.4398678273985148,1.4398678273985148
protein_biomass_to_biomass,0.5540538124928489,0.5673497936289893,0.5780192624372997,0.5869150400662914,0.5957509964079435,0.604279796848636,0.6127341776072275,0.6209725905536503,0.6274674630327188,0.6301208022511257,0.6301208022511257,0.6301208022511257,0.6301208022511257,0.6301208022511257
mRNA_biomass_to_biomass,0.006283503879066407,0.006581173903100728,0.006827222908279367,0.007036223520820421,0.00724785759566227,0.007455902182174775,0.0076659082965199925,0.007874492256944636,0.008041150036740448,0.008107959709512016,0.008107959709512016,0.008107959709512016,0.008107959709512016,0.008107959709512016
tRNA_biomass_to_biomass,0.035900080530902115,0.03760040923613053,0.03900564943753309,0.04019958058532211,0.041408550693215744,0.04259702914571915,0.043796711122150736,0.04498824309332397,0.04594010214623513,0.04632085837646204,0.04632085837646204,0.04632085837646204,0.04632085837646204,0.04632085837646204
rRNA_biomass_to_biomass,0.28536361212319744,0.29888232728486486,0.31005539633971674,0.3195488875989234,0.32916212384584975,0.33861228016291467,0.3481516405481241,0.3576258003571702,0.36519437797027504,0.3682224026368775,0.3682224026368775,0.3682224026368775,0.3682224026368775,0.3682224026368775
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.027887839711795554,0.028473337567876903,0.028962768933850403,0.029382756463881377,0.029810677334839147,0.03023349416464073,0.03066189559726863,0.031088259765072554,0.031429926407535114,0.031569025384498524,0.031569025384498524,0.031569025384498524,0.031569025384498524,0.031569025384498524
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,0.0008315088065869494,0.0008716609334455611,0.000905483808717001,0.0009338749206569964,0.0009626436711478321,0.000990959161783932,0.0010195620478731333,0.0010483834331106267,0.0010727125879870566,0.001083827773780998,0.001083827773780998,0.001083827773780998,0.001083827773780998,0.001083827773780998
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lac__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lcts_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lys__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mal__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malthp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_meoh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0237140551261177e-23,0.0,0.0,0.0,0.0
EX_met__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mg2_e,-0.032147141139373024,-0.033699919659911516,-0.0349891235025367,-0.036101171021088986,-0.03722832744781849,-0.03833862295028131,-0.03946054016855623,-0.04057659627724206,-0.041478220000363365,-0.041866193144881894,-0.041866193144881894,-0.041866193144881894,-0.041866193144881894,-0.041866193144881894
EX_na1_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nh4_e,-13.467836619282618,-12.12793868470136,-10.70090808732314,-9.21734374245282,-7.734681938355279,-6.244468207835071,-4.754467420831669,-3.259868156296758,-1.7021561067551254,-1.1956817479600084e-14,0.0,0.0,0.0,0.0
EX_no2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.720670133939484e-23,0.0,0.0,0.0,0.0,0.0
EX_no3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
