,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.049591819130627886,0.09968008572853931,0.1497837616270547,0.1998814077992468,0.24987118886721132,0.2997216162601488,0.34943469988683384,0.39898230102442434,0.4483490103723164,0.4936449844824017,0.4936449844824017,0.4936449844824017,0.4936449844824017,0.4936449844824017
protein_biomass_to_biomass,0.027198150039690304,0.05414795602120684,0.08060950605701446,0.10661215811850756,0.1321272367647993,0.1572237643323536,0.18198424949625072,0.20645347023235272,0.23065121869255437,0.252521895682993,0.252521895682993,0.252521895682993,0.252521895682993,0.252521895682993
mRNA_biomass_to_biomass,8.136487435026161e-05,0.00018025957315699086,0.00029551780900114957,0.0004267262896839987,0.0005735191928753668,0.0007355719262569982,0.0009126800397527903,0.0011046704242817927,0.0013112556087551232,0.0015202514127860911,0.0015202514127860911,0.0015202514127860911,0.0015202514127860911,0.0015202514127860911
tRNA_biomass_to_biomass,0.000498699049813862,0.001104369261869385,0.0018097144863541833,0.002611957780391645,0.003508421994696507,0.0044960991386693485,0.005574378509409913,0.006741776496799026,0.007996254162994928,0.009204000222521746,0.009204000222521746,0.009204000222521746,0.009204000222521746,0.009204000222521746
rRNA_biomass_to_biomass,0.0035096025319949404,0.007774758163173424,0.012745003358903991,0.01840247306072619,0.024732582310143733,0.03172043746935878,0.039356874386091666,0.04763462862521519,0.05654125680743555,0.06555074751130373,0.06555074751130373,0.06555074751130373,0.06555074751130373,0.06555074751130373
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.002941362865445154,0.005908397129307819,0.00885466418623594,0.011735142594515423,0.014468102042930642,0.0169484110369887,0.019064458556682817,0.020727478043482073,0.021905885440231372,0.022594605968424504,0.022594605968424504,0.022594605968424504,0.022594605968424504,0.022594605968424504
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,6.36803720075664e-05,0.00010612031789600463,0.00012650857247434278,0.00012361101376147198,0.0001397558815661807,0.00015896491957250342,0.00017591855700491897,0.00019020019659513664,0.00020182914578321346,0.0002099173626890378,0.0002099173626890378,0.0002099173626890378,0.0002099173626890378,0.0002099173626890378
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hco3_e,-2.11888909191836,-4.23777818383671,-6.35666727575507,-8.47555636767342,-10.5944454595918,-12.7133345515101,-14.8322236434285,-16.9511127353468,-19.0700018272652,-21.188890919183557,-21.188890919183557,-21.188890919183557,-21.188890919183557,-21.188890919183557
EX_o2_e,-16.993603554193047,-33.44168618671939,-49.86541520555633,-66.26776288460628,-82.63239422835919,-99.00017530575099,-115.34728068465263,-131.67886807113268,-147.9951123797363,-163.00375827602434,-163.00375827602434,-163.00375827602434,-163.00375827602434,-163.00375827602434
DM_succ_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alaala_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alltn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arab__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arg__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asn__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_btd_RR_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_btn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_btoh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_but_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ca2_e,0.0,0.0,0.0,0.0,0.0,1.3871425465003112e-63,0.0,4.174818973338785e-32,0.0,0.0,0.0,0.0,0.0,0.0
EX_citr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,0.0,0.0,0.0,0.0,-1.3101190937111036e-41,0.0,7.655167299418415e-42,8.705298095711382e-41,0.0,0.0,0.0,0.0,0.0
