,0,1,2,3,4,5,6,7,8,9,10,11,12,13
biomass_dilution,0.04963201730611644,0.09974239290054658,0.14984941864701934,0.19993165551860748,0.24993282606962708,0.29980603242867476,0.3495452448694274,0.3991216546994514,0.4485211925573257,0.49385267505575914,0.49385267505575914,0.49385267505575914,0.49385267505575914,0.49385267505575914
protein_biomass_to_biomass,0.02722257638232865,0.05418566275087191,0.08064929890878535,0.10664291694268534,0.1321650877442763,0.15727533844600572,0.1820516258605657,0.2065384446932251,0.23075615640022934,0.2526477475183614,0.2526477475183614,0.2526477475183614,0.2526477475183614,0.2526477475183614
mRNA_biomass_to_biomass,8.135946529760342e-05,0.00018025520754719545,0.00029551177181649443,0.00042671025427184675,0.0005735047695402269,0.0007355705776962394,0.0009127013061964675,0.001104722890721439,0.0013113545737092292,0.0015204244449846043,0.0015204244449846043,0.0015204244449846043,0.0015204244449846043,0.0015204244449846043
tRNA_biomass_to_biomass,0.000498664526834209,0.0011043404427872631,0.0018096744195185105,0.002611858635770227,0.003508337981804523,0.004496097168221302,0.005574517414216336,0.006742105774567056,0.007996872328318768,0.009205049971015343,0.009205049971015343,0.009205049971015343,0.009205049971015343,0.009205049971015343
rRNA_biomass_to_biomass,0.003509366193533825,0.007774565758628461,0.012744737136454555,0.018401780620103298,0.024731952839386433,0.03172036747677547,0.0393577749377303,0.04763686565983424,0.05654549341897627,0.06555817469562804,0.06555817469562804,0.06555817469562804,0.06555817469562804,0.06555817469562804
ncRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA_biomass_to_biomass,0.0029437466598500484,0.005912080440563358,0.008858495099352125,0.011737976060816915,0.01447134355624564,0.016952337853973903,0.019068690080612287,0.020731477375828398,0.021909179301086434,0.022596997140795314,0.022596997140795314,0.022596997140795314,0.022596997140795314,0.022596997140795314
lipid_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constituent_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosthetic_group_biomass_to_biomass,6.360486321223834e-05,0.00010605300278294915,0.00012647067490054731,0.0001237722246993601,0.00013973732221856769,0.0001589430301239099,0.00017589572353812546,0.00019016316533599522,0.00020179855987666778,0.00020992330589620527,0.00020992330589620527,0.00020992330589620527,0.00020992330589620527,0.00020992330589620527
peptidoglycan_biomass_to_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hco3_e,-2.11866099889503,-4.23732199779006,-6.35598299668509,-8.47464399558012,-10.5933049944751,-12.7119659933702,-14.8306269922652,-16.9492879911602,-19.0679489900553,-21.186609988950295,-21.186609988950295,-21.186609988950295,-21.186609988950295,-21.186609988950295
EX_o2_e,-16.99381309710361,-33.441389273290945,-49.863775961702984,-66.26395258487658,-82.62754226508967,-98.99481785384513,-115.34157124108562,-131.67294746225795,-147.98913814689075,-162.9983170208249,-162.9983170208249,-162.9983170208249,-162.9983170208249,-162.9983170208249
DM_succ_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alaala_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_alltn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arab__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arg__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asn__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asp__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_btd_RR_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_btn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_btoh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_but_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ca2_e,0.0,0.0,0.0,0.0,1.1720003391282142e-29,0.0,6.294422095193758e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_citr__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cl_e,0.0,1.9152437443772952e-34,0.0,0.0,0.0,0.0,-3.2562786383394556e-41,1.945952587237792e-62,0.0,0.0,0.0,0.0,0.0,0.0
EX_co_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cobalt2_e,-1.3507601959929104e-08,-5.587488408159543e-08,-1.2914447199911183e-07,-2.3497272280896056e-07,-3.71327377184862e-07,-5.420431020579495e-07,-7.494946611929775e-07,-9.943845982096989e-07,-1.278142018243196e-06,-1.5236362451881027e-06,-1.5236362451881027e-06,-1.5236362451881027e-06,-1.5236362451881027e-06,-1.5236362451881027e-06
EX_csn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cys__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_etoh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe2_e,-2.438924256831963e-09,-9.896672772017735e-09,-2.2446014963218477e-08,-4.009261441144122e-08,-6.291951055908334e-08,-9.137983960894957e-08,-1.2561373645724702e-07,-1.6563784413054105e-07,-2.115718653429196e-07,-2.554580878204968e-07,-2.554580878204968e-07,-2.554580878204968e-07,-2.554580878204968e-07,-2.554580878204968e-07
EX_fol_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_for_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fru_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gal_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galctn__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glc__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glcur_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gln__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glu__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gly_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,23.935862739753357,47.192877661728076,70.40478674125715,93.57637311745239,116.69066348947956,139.80839516906497,162.89282013352343,185.95225373792613,208.98729187713258,230.1822349607794,230.1822349607794,230.1822349607794,230.1822349607794,230.1822349607794
EX_h2_e,0.0,0.0,0.0,0.0,2.992638393681974e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e,14.286122519431514,28.158076363987863,42.023452028199245,55.883946201873044,69.7264378966819,83.57479381212207,97.4131140667703,111.24417801768946,125.06769117765693,138.09740796185338,138.09740796185338,138.09740796185338,138.09740796185338,138.09740796185338
EX_his__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ile__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_k_e,-1.3087523383419719e-08,-5.212526235042504e-08,-1.163542537295214e-07,-2.0500091269118097e-07,-3.186966944409193e-07,-4.5728274305402866e-07,-6.198977039309132e-07,-8.061939220567349e-07,-1.0157779150631653e-06,-1.789039402177811e-06,-1.789039402177811e-06,-1.789039402177811e-06,-1.789039402177811e-06,-1.789039402177811e-06
EX_lac__D_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lac__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lys__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malthx_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_malttr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_man_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mg2_e,-0.0009534363112308045,-0.002004179983555692,-0.003141202666802364,-0.004362114611383028,-0.00529538007448065,-0.005912593589390187,-0.006409917289700066,-0.006769691782098182,-0.006994250125031862,-0.007836023849500282,-0.007836023849500282,-0.007836023849500282,-0.007836023849500282,-0.007836023849500282
