,value
USA300HOU_RS00005,MONOMER
USA300HOU_RS00010,MONOMER
USA300HOU_RS00015,MONOMER
USA300HOU_RS00020,MONOMER
USA300HOU_RS00025,MONOMER
USA300HOU_RS00030,MONOMER
USA300HOU_RS00035,MONOMER
USA300HOU_RS00040,MONOMER
USA300HOU_RS00045,MONOMER
USA300HOU_RS00050,MONOMER
USA300HOU_RS00055,MONOMER
USA300HOU_RS00060,MONOMER
USA300HOU_RS00065,MONOMER
USA300HOU_RS00070,MONOMER
USA300HOU_RS00075,MONOMER
USA300HOU_RS00080,MONOMER
USA300HOU_RS00085,MONOMER
USA300HOU_RS00090,tRNA
USA300HOU_RS00095,tRNA
USA300HOU_RS00100,MONOMER
USA300HOU_RS00105,MONOMER
USA300HOU_RS00110,MONOMER
USA300HOU_RS00115,MONOMER
USA300HOU_RS00120,MONOMER
USA300HOU_RS00125,MONOMER
USA300HOU_RS00130,MONOMER
USA300HOU_RS00135,MONOMER
USA300HOU_RS00140,MONOMER
USA300HOU_RS00150,MONOMER
USA300HOU_RS00155,MONOMER
USA300HOU_RS00160,MONOMER
USA300HOU_RS00165,MONOMER
USA300HOU_RS00170,MONOMER
USA300HOU_RS00175,MONOMER
USA300HOU_RS00180,MONOMER
USA300HOU_RS00185,MONOMER
USA300HOU_RS00190,MONOMER
USA300HOU_RS00195,MONOMER
USA300HOU_RS00200,MONOMER
USA300HOU_RS00205,MONOMER
USA300HOU_RS00210,MONOMER
USA300HOU_RS00215,MONOMER
USA300HOU_RS00220,MONOMER
USA300HOU_RS00230,MONOMER
USA300HOU_RS00235,MONOMER
USA300HOU_RS00240,MONOMER
USA300HOU_RS00245,MONOMER
USA300HOU_RS00250,MONOMER
USA300HOU_RS00255,MONOMER
USA300HOU_RS00260,MONOMER
USA300HOU_RS00265,MONOMER
USA300HOU_RS00270,MONOMER
USA300HOU_RS00275,MONOMER
USA300HOU_RS00280,MONOMER
USA300HOU_RS00285,MONOMER
USA300HOU_RS00290,MONOMER
USA300HOU_RS00295,MONOMER
USA300HOU_RS00300,MONOMER
USA300HOU_RS00305,MONOMER
USA300HOU_RS00310,MONOMER
USA300HOU_RS00315,MONOMER
USA300HOU_RS00320,MONOMER
USA300HOU_RS00325,MONOMER
USA300HOU_RS00330,MONOMER
USA300HOU_RS00335,MONOMER
USA300HOU_RS00350,MONOMER
USA300HOU_RS00355,MONOMER
USA300HOU_RS00360,MONOMER
USA300HOU_RS00365,MONOMER
USA300HOU_RS00370,MONOMER
USA300HOU_RS00375,MONOMER
USA300HOU_RS00380,MONOMER
USA300HOU_RS00385,MONOMER
USA300HOU_RS00390,MONOMER
USA300HOU_RS00395,MONOMER
USA300HOU_RS00400,MONOMER
USA300HOU_RS00405,MONOMER
USA300HOU_RS00410,MONOMER
USA300HOU_RS00415,MONOMER
USA300HOU_RS00420,MONOMER
USA300HOU_RS00425,MONOMER
USA300HOU_RS00430,MONOMER
USA300HOU_RS00435,MONOMER
USA300HOU_RS00440,MONOMER
