,value
BSU00010,MONOMER
BSU00020,MONOMER
BSU00030,MONOMER
BSU00040,MONOMER
BSU00050,MONOMER
BSU00060,MONOMER
BSU00070,MONOMER
BSU00080,MONOMER
BSU00090,MONOMER
BSU00100,MONOMER
BSU00110,MONOMER
BSU00120,MONOMER
BSU00130,MONOMER
BSU00140,MONOMER
BSU00150,MONOMER
BSU00160,MONOMER
BSU00170,MONOMER
BSU00180,MONOMER
BSU00190,MONOMER
BSU00200,MONOMER
BSU00210,MONOMER
BSU00220,MONOMER
BSU00230,MONOMER
BSU00240,MONOMER
BSU00250,MONOMER
BSU00260,MONOMER
BSU00270,MONOMER
BSU00280,MONOMER
BSU00290,MONOMER
BSU00300,MONOMER
BSU00310,MONOMER
BSU00320,MONOMER
BSU00330,MONOMER
BSU00340,MONOMER
BSU00350,MONOMER
BSU00360,MONOMER
BSU00370,MONOMER
BSU00380,MONOMER
BSU00390,MONOMER
BSU00400,MONOMER
BSU00410,MONOMER
BSU00420,MONOMER
BSU00430,MONOMER
BSU00440,MONOMER
BSU00450,MONOMER
BSU00460,MONOMER
BSU00470,MONOMER
BSU00480,MONOMER
BSU00490,MONOMER
BSU00500,MONOMER
BSU00510,MONOMER
BSU00520,MONOMER
BSU00530,MONOMER
BSU00540,MONOMER
BSU00550,MONOMER
BSU00560,MONOMER
BSU00570,MONOMER
BSU00580,MONOMER
BSU00590,MONOMER
BSU00600,MONOMER
BSU00610,MONOMER
BSU00620,MONOMER
BSU00630,MONOMER
BSU00640,MONOMER
BSU00650,MONOMER
BSU00660,MONOMER
BSU00670,MONOMER
BSU00680,MONOMER
BSU00690,MONOMER
BSU00700,MONOMER
BSU00710,MONOMER
BSU00720,MONOMER
BSU00730,MONOMER
BSU00740,MONOMER
BSU00750,MONOMER
BSU00760,MONOMER
BSU00770,MONOMER
BSU00780,MONOMER
BSU00790,MONOMER
BSU00800,MONOMER
BSU00810,MONOMER
BSU00820,MONOMER
BSU00830,MONOMER
BSU00840,MONOMER
BSU00850,MONOMER
BSU00860,MONOMER
BSU00870,MONOMER
BSU00880,MONOMER
BSU00890,MONOMER
BSU00900,MONOMER
BSU00910,MONOMER
BSU00920,MONOMER
BSU00930,MONOMER
BSU00940,MONOMER
BSU00950,MONOMER
BSU00960,MONOMER
BSU00970,MONOMER
BSU00980,MONOMER
BSU00990,MONOMER
BSU01000,MONOMER
BSU01010,MONOMER
BSU01020,MONOMER
BSU01030,MONOMER
BSU01040,MONOMER
BSU01050,MONOMER
BSU01060,MONOMER
BSU01070,MONOMER
BSU01080,MONOMER
BSU01090,MONOMER
BSU01100,MONOMER
BSU01110,MONOMER
BSU01120,MONOMER
BSU01130,MONOMER
BSU01140,MONOMER
BSU01150,MONOMER
BSU01160,MONOMER
BSU01170,MONOMER
BSU01180,MONOMER
BSU01190,MONOMER
BSU01200,MONOMER
BSU01210,MONOMER
BSU01220,MONOMER
BSU01230,MONOMER
BSU01240,MONOMER
BSU01250,MONOMER
BSU01260,MONOMER
BSU01270,MONOMER
BSU01280,MONOMER
BSU01290,MONOMER
BSU01300,MONOMER
BSU01310,MONOMER
BSU01320,MONOMER
BSU01330,MONOMER
BSU01340,MONOMER
BSU01350,MONOMER
BSU01360,MONOMER
BSU01370,MONOMER
BSU01380,MONOMER
BSU01389,MONOMER
BSU01390,MONOMER
BSU01400,MONOMER
BSU01410,MONOMER
BSU01420,MONOMER
BSU01430,MONOMER
BSU01440,MONOMER
BSU01450,MONOMER
BSU01460,MONOMER
BSU01470,MONOMER
BSU01480,MONOMER
BSU01490,MONOMER
BSU01500,MONOMER
BSU01510,MONOMER
BSU01520,MONOMER
BSU01530,MONOMER
BSU01540,MONOMER
BSU01550,MONOMER
BSU01560,MONOMER
BSU01570,MONOMER
BSU01580,MONOMER
BSU01590,MONOMER
BSU01600,MONOMER
BSU01610,MONOMER
BSU01620,MONOMER
BSU01630,MONOMER
BSU01640,MONOMER
BSU01650,MONOMER
BSU01660,MONOMER
BSU01670,MONOMER
