TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU1SOZ-2128_from_ABAYE_RS04385-MONOMER	NC_010410.1,NC_010410.1,NC_010410.1,NC_010410.1	ABAYE_RS18700,ABAYE_RS18695,ABAYE_RS18690,ABAYE_RS18685	3797335	3801956		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-907_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS07835	1555187	1555570		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-2246_from_ABAYE_RS04385-MONOMER	ABAYE_RS19980	ABAYE_RS19980	1	138		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-1318_from_ABAYE_RS04385-MONOMER	NC_010410.1,NC_010410.1,NC_010410.1	ABAYE_RS11720,ABAYE_RS11715,ABAYE_RS11710	2364638	2367849		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-179_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS01410	192524	193099		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-1241_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS10955	2200291	2201040		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-1917_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS16880	3438790	3439794		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-2497_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS07900	1569118	1570290		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-2024_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS17770	3623865	3624329		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-506_from_ABAYE_RS04385-MONOMER	NC_010410.1,NC_010410.1	ABAYE_RS04320,ABAYE_RS04315	775290	775877		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-372_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS03210	548277	548363		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-2370_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS12935	2613582	2615786		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-2643_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS01690	251401	251490		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-2066_from_ABAYE_RS04385-MONOMER	NC_010410.1,NC_010410.1	ABAYE_RS18220,ABAYE_RS18215	3698495	3700165		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-872_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS07565	1500208	1501191		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-1630_from_ABAYE_RS04385-MONOMER	ABAYE_RS14410	ABAYE_RS14410	1	117		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-369_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS03195	545220	545789		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-1892_from_ABAYE_RS04385-MONOMER	NC_010410.1,NC_010410.1	ABAYE_RS16690,ABAYE_RS16685	3398284	3399985		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-544_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS04605	858682	859350		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-148_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS01150	135488	136213		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-1179_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS10310	2072246	2074111		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-286_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS02330	384595	385461		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-1135_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS09840	1974290	1974511		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-397_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS03505	600022	601485		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-1387_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS19770	2510294	2510488		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-512_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS04360	782257	783642		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-2263_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS17005	3473025	3473531		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-2169_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS20085	3886532	3887622		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-1788_from_ABAYE_RS04385-MONOMER	NC_010410.1,NC_010410.1,NC_010410.1,NC_010410.1,NC_010410.1	ABAYE_RS15835,ABAYE_RS15830,ABAYE_RS15825,ABAYE_RS15820,ABAYE_RS15815	3213899	3217239		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-292_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS02380	395582	396682		+	True	ABAYE_RS04385-MONOMER
TU1SOZ-772_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS06520	1301379	1301561		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-38_from_ABAYE_RS04385-MONOMER	ABAYE_RS00345	ABAYE_RS00345	1	1164		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-744_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS06290	1251302	1251988		-	True	ABAYE_RS04385-MONOMER
TU1SOZ-1177_from_ABAYE_RS04385-MONOMER	NC_010410.1	ABAYE_RS10285	2065618	2066991		+	True	ABAYE_RS04385-MONOMER
