,query,evalue
SYNPCC7942_RS00005,b3701,7.58e-40
SYNPCC7942_RS00015,b2557,1.06e-23
SYNPCC7942_RS00020,b2312,4.25e-102
SYNPCC7942_RS00045,b3172,2.96e-36
SYNPCC7942_RS00050,b2317,4.7e-16
SYNPCC7942_RS00075,b0804,2.9e-57
SYNPCC7942_RS00090,b1850,3.33e-22
SYNPCC7942_RS00095,b3559,4.28e-124
SYNPCC7942_RS00100,b2763,2.63e-117
SYNPCC7942_RS00135,b1771,2.6e-38
SYNPCC7942_RS00140,b0776,4.5399999999999995e-67
SYNPCC7942_RS00155,b0778,1.7699999999999998e-24
SYNPCC7942_RS00160,b0774,3.6099999999999994e-89
SYNPCC7942_RS00195,b2029,0.0
SYNPCC7942_RS00210,b3637,7.15e-13
SYNPCC7942_RS00320,b1718,1.88e-44
SYNPCC7942_RS00350,b2253,1.58e-63
SYNPCC7942_RS00360,b0029,9.589999999999999e-24
SYNPCC7942_RS00370,b2908,2.18e-113
SYNPCC7942_RS00375,b0811,2.92e-22
SYNPCC7942_RS00385,b4056,7.16e-32
SYNPCC7942_RS00395,b0879,4.13e-67
SYNPCC7942_RS00405,b0914,5.4600000000000004e-105
SYNPCC7942_RS00420,b3715,4.67e-29
SYNPCC7942_RS00425,b3431,8.799999999999999e-147
SYNPCC7942_RS00470,b1098,2.89e-36
SYNPCC7942_RS00500,b1676,3.45e-126
SYNPCC7942_RS00515,b1109,3.3200000000000004e-43
SYNPCC7942_RS00570,b0708,2.9e-96
SYNPCC7942_RS00585,b3883,5.64e-18
SYNPCC7942_RS00620,b4061,3.0999999999999998e-74
SYNPCC7942_RS00635,b2022,4.4e-58
SYNPCC7942_RS00640,b1288,2.68e-88
SYNPCC7942_RS00645,b3357,9.3e-15
SYNPCC7942_RS00695,b0475,7.39e-39
SYNPCC7942_RS00705,b0077,0.0
SYNPCC7942_RS00715,b0409,3.13e-41
SYNPCC7942_RS00720,b0408,1.55e-64
SYNPCC7942_RS00755,b2213,1.74e-33
SYNPCC7942_RS00760,b2351,7.38e-13
SYNPCC7942_RS00770,b0087,2.9000000000000004e-56
SYNPCC7942_RS00790,b0688,9.14e-18
SYNPCC7942_RS00800,b0826,3.21e-58
SYNPCC7942_RS00810,b2566,6.91e-61
SYNPCC7942_RS00830,b0637,1.12e-14
SYNPCC7942_RS00880,b4214,1.53e-23
SYNPCC7942_RS00885,b3146,6.989999999999999e-82
SYNPCC7942_RS00935,b2987,9.55e-39
SYNPCC7942_RS00940,b3447,1.2800000000000002e-43
SYNPCC7942_RS00960,b2507,0.0
SYNPCC7942_RS00985,b3863,0.0
SYNPCC7942_RS01030,b0414,2.53e-79
SYNPCC7942_RS01060,b3248,1.04e-25
SYNPCC7942_RS01075,b2329,1.03e-111
SYNPCC7942_RS01095,b4051,7.04e-31
SYNPCC7942_RS01125,b2388,2.23e-47
SYNPCC7942_RS01155,b1204,4.95e-39
SYNPCC7942_RS01180,b0908,1.36e-33
SYNPCC7942_RS01225,b2785,2.94e-54
SYNPCC7942_RS01235,b3196,8.089999999999999e-42
SYNPCC7942_RS01245,b3428,0.0
SYNPCC7942_RS01250,b1779,2.39e-135
SYNPCC7942_RS01255,b0655,5.16e-12
SYNPCC7942_RS01260,b3269,7.55e-80
SYNPCC7942_RS01265,b3270,3.08e-65
SYNPCC7942_RS01270,b3271,2.48e-111
SYNPCC7942_RS01295,b2231,0.0
SYNPCC7942_RS01305,b1338,3.74e-33
SYNPCC7942_RS01335,b2838,6.59e-33
SYNPCC7942_RS01345,b0174,1.71e-78
SYNPCC7942_RS01360,b3740,4.47e-19
SYNPCC7942_RS01390,b0103,1.14e-32
SYNPCC7942_RS01405,b2979,3.3e-165
SYNPCC7942_RS01410,b2411,0.0
SYNPCC7942_RS01415,b2285,1.03e-18
SYNPCC7942_RS01420,b2284,1.12e-99
SYNPCC7942_RS01425,b2700,1.14e-31
SYNPCC7942_RS01430,b3784,1.0100000000000001e-27
SYNPCC7942_RS01435,b2551,2.74e-172
SYNPCC7942_RS01440,b3260,2.41e-62
SYNPCC7942_RS01465,b3730,2.12e-107
SYNPCC7942_RS01470,b0098,0.0
SYNPCC7942_RS01475,b0945,4.28e-78
SYNPCC7942_RS01490,b3639,7.1400000000000005e-65
SYNPCC7942_RS01515,b3178,0.0
SYNPCC7942_RS01530,b3251,1.08e-123
SYNPCC7942_RS01535,b4059,9.62e-19
SYNPCC7942_RS01545,b0478,5.39e-14
SYNPCC7942_RS01580,b1208,3.13e-19
SYNPCC7942_RS01585,b0051,1.53e-46
SYNPCC7942_RS01605,b1131,2.11e-21
SYNPCC7942_RS01630,b0759,1.1099999999999999e-82
SYNPCC7942_RS01635,b2553,4.07e-47
SYNPCC7942_RS01650,b0089,5.11e-53
SYNPCC7942_RS01710,b3734,0.0
SYNPCC7942_RS01715,b3733,4.07e-62
SYNPCC7942_RS01760,b3973,2.26e-17
SYNPCC7942_RS01765,b2593,4.1200000000000005e-21
SYNPCC7942_RS01770,b2699,4.05e-148
SYNPCC7942_RS01780,b3195,9.82e-40
SYNPCC7942_RS01800,b1107,1.62e-35
SYNPCC7942_RS01805,b3167,1.3e-14
SYNPCC7942_RS01825,b2960,7.17e-19
SYNPCC7942_RS01865,b1206,1.38e-13
SYNPCC7942_RS01875,b2509,4.25e-63
SYNPCC7942_RS01885,b3939,1.5299999999999998e-60
SYNPCC7942_RS01890,b4013,2.75e-96
SYNPCC7942_RS01925,b3194,2.08e-35
SYNPCC7942_RS01970,b0780,6.45e-38
SYNPCC7942_RS01975,b4168,1.91e-18
SYNPCC7942_RS02000,b2813,3.34e-32
SYNPCC7942_RS02010,b1409,1.05e-24
SYNPCC7942_RS02020,b4006,6.230000000000001e-161
SYNPCC7942_RS02040,b3360,2.89e-79
SYNPCC7942_RS02050,b0659,3.51e-18
SYNPCC7942_RS02060,b2891,2.64e-99
SYNPCC7942_RS02095,b1260,5.57e-41
SYNPCC7942_RS02140,b0775,8.800000000000001e-125
SYNPCC7942_RS02180,b0127,2.59e-55
SYNPCC7942_RS02195,b0420,0.0
SYNPCC7942_RS02205,b1488,1.67e-16
SYNPCC7942_RS02250,b0677,7.96e-58
SYNPCC7942_RS02255,b0523,4.8200000000000006e-43
SYNPCC7942_RS02275,b0832,3.72e-52
SYNPCC7942_RS02280,b3307,4e-25
SYNPCC7942_RS02285,b1633,1.72e-40
SYNPCC7942_RS02290,b0176,1.2e-24
SYNPCC7942_RS02295,b0893,3.74e-135
SYNPCC7942_RS02320,b1992,1.08e-22
SYNPCC7942_RS02325,b0406,8.38e-121
SYNPCC7942_RS02335,b2154,9.39e-115
SYNPCC7942_RS02340,b0356,0.0
SYNPCC7942_RS02360,b2061,3.73e-15
SYNPCC7942_RS02365,b0471,4.44e-19
SYNPCC7942_RS02390,b3612,2.77e-174
SYNPCC7942_RS02415,b1650,2.35e-115
SYNPCC7942_RS02440,b2569,0.0
SYNPCC7942_RS02455,b0084,8.71e-48
SYNPCC7942_RS02470,b4395,2.07e-24
SYNPCC7942_RS02480,b2568,2.34e-12
SYNPCC7942_RS02485,b0512,4.250000000000001e-56
SYNPCC7942_RS02490,b3588,9.070000000000001e-43
SYNPCC7942_RS02505,b0025,1.38e-56
SYNPCC7942_RS02560,b1210,3.5500000000000003e-66
SYNPCC7942_RS02565,b3925,7.88e-83
SYNPCC7942_RS02570,b0171,8.770000000000001e-79
SYNPCC7942_RS02575,b0172,5.68e-60
SYNPCC7942_RS02605,b3201,7.13e-81
SYNPCC7942_RS02670,b3389,2.23e-93
SYNPCC7942_RS02675,b3452,8.07e-30
SYNPCC7942_RS02695,b4166,7.29e-80
SYNPCC7942_RS02715,b3729,1.17e-160
SYNPCC7942_RS02725,b1094,2.06e-25
SYNPCC7942_RS02730,b1095,5.99e-139
SYNPCC7942_RS02735,b2935,0.0
SYNPCC7942_RS02760,b0628,9.940000000000001e-103
SYNPCC7942_RS02765,b3713,3.57e-18
SYNPCC7942_RS02780,b3350,1.21e-12
SYNPCC7942_RS02810,b3786,2.63e-119
SYNPCC7942_RS02820,b1203,1.6e-146
SYNPCC7942_RS02845,b3401,3.66e-17
SYNPCC7942_RS02865,b0779,0.0
SYNPCC7942_RS02890,b0337,2.23e-21
SYNPCC7942_RS02905,b0270,2.45e-53
SYNPCC7942_RS02935,b3991,5.97e-86
SYNPCC7942_RS02950,b0635,5.16e-87
SYNPCC7942_RS02960,b3353,6.49e-17
SYNPCC7942_RS02970,b2914,7.57e-49
SYNPCC7942_RS02980,b3032,1.65e-25
SYNPCC7942_RS03010,b4258,0.0
SYNPCC7942_RS03015,b1849,3.01e-139
SYNPCC7942_RS03035,b3916,4.8600000000000005e-56
SYNPCC7942_RS03060,b2262,3.24e-137
SYNPCC7942_RS03065,b2742,2.9199999999999998e-24
SYNPCC7942_RS03095,b3430,7.709999999999999e-69
SYNPCC7942_RS03100,b3386,1.44e-79
SYNPCC7942_RS03105,b1520,3.6e-36
SYNPCC7942_RS03110,b0885,6.79e-22
SYNPCC7942_RS03130,b0808,6.17e-20
SYNPCC7942_RS03140,b0720,2.25e-89
SYNPCC7942_RS03175,b3095,1.76e-14
SYNPCC7942_RS03190,b1496,2.29e-64
SYNPCC7942_RS03195,b0888,1.04e-93
SYNPCC7942_RS03210,b3771,0.0
SYNPCC7942_RS03225,b0121,9.43e-50
SYNPCC7942_RS03240,b3986,9.98e-33
SYNPCC7942_RS03245,b3985,5.14e-17
SYNPCC7942_RS03250,b3984,6.3999999999999996e-62
SYNPCC7942_RS03255,b3983,6.509999999999999e-61
SYNPCC7942_RS03260,b3982,1.72e-43
SYNPCC7942_RS03275,b1651,1.4600000000000002e-59
SYNPCC7942_RS03280,b2779,1.58e-176
SYNPCC7942_RS03305,b2786,1.2900000000000001e-47
SYNPCC7942_RS03310,b0154,4.3900000000000005e-173
SYNPCC7942_RS03320,b1678,1.19e-18
SYNPCC7942_RS03325,b3067,1.0399999999999999e-95
SYNPCC7942_RS03335,b3935,2.77e-103
SYNPCC7942_RS03345,b3363,4.92e-20
SYNPCC7942_RS03375,b1808,2.6e-13
SYNPCC7942_RS03400,b0465,1.22e-41
SYNPCC7942_RS03430,b4245,1.6999999999999998e-38
SYNPCC7942_RS03445,b2961,4.99e-77
SYNPCC7942_RS03450,b2436,6.7e-116
SYNPCC7942_RS03470,b1804,8.96e-17
SYNPCC7942_RS03490,b2747,1.27e-31
SYNPCC7942_RS03500,b1250,4.1e-25
SYNPCC7942_RS03505,b1093,1.1300000000000001e-77
SYNPCC7942_RS03510,b4143,0.0
SYNPCC7942_RS03530,b3501,1.15e-16
SYNPCC7942_RS03560,b0911,7.1899999999999995e-34
SYNPCC7942_RS03565,b0413,9.510000000000001e-43
SYNPCC7942_RS03605,b4473,2.98e-41
SYNPCC7942_RS03610,b0459,5.17e-11
SYNPCC7942_RS03625,b4117,9.320000000000001e-29
SYNPCC7942_RS03645,b0033,0.0
SYNPCC7942_RS03650,b1830,8.499999999999999e-38
SYNPCC7942_RS03655,b2515,9.65e-71
SYNPCC7942_RS03670,b3189,5.359999999999999e-140
SYNPCC7942_RS03750,b2184,2.61e-36
SYNPCC7942_RS03970,b3645,7.28e-20
SYNPCC7942_RS03995,b0480,5.31e-20
SYNPCC7942_RS04025,b0421,3.4100000000000004e-56
SYNPCC7942_RS04030,b0529,7.7e-98
SYNPCC7942_RS04050,b1702,0.0
SYNPCC7942_RS04055,b0449,1.41e-86
SYNPCC7942_RS04060,b2019,1.16e-22
SYNPCC7942_RS04095,b0143,6.409999999999999e-23
SYNPCC7942_RS04110,b1304,1.37e-31
SYNPCC7942_RS04130,b1863,1.26e-17
SYNPCC7942_RS04145,b1656,1.81e-75
SYNPCC7942_RS04160,b0052,1.25e-63
SYNPCC7942_RS04170,b2946,4.63e-15
SYNPCC7942_RS04195,b4065,2.4300000000000002e-29
SYNPCC7942_RS04245,b0830,3.0999999999999997e-40
SYNPCC7942_RS04265,b2175,1e-11
SYNPCC7942_RS04275,b4352,1.13e-39
SYNPCC7942_RS04290,b0930,0.0
SYNPCC7942_RS04320,b1860,1.3699999999999999e-135
SYNPCC7942_RS04355,b3500,7.1e-109
SYNPCC7942_RS04370,b1780,3.4999999999999996e-30
SYNPCC7942_RS04380,b4058,0.0
SYNPCC7942_RS04395,b2499,9.83e-139
SYNPCC7942_RS04425,b1885,6.94e-28
SYNPCC7942_RS04430,b1888,1.39e-60
SYNPCC7942_RS04460,b0426,2.5599999999999998e-30
SYNPCC7942_RS04475,b3835,1.94e-55
SYNPCC7942_RS04515,b2697,0.0
SYNPCC7942_RS04525,b3247,1.41e-71
SYNPCC7942_RS04530,b0183,5.13e-45
SYNPCC7942_RS04540,b2599,3.35e-33
SYNPCC7942_RS04550,b3321,9.81e-43
SYNPCC7942_RS04555,b3980,0.0
SYNPCC7942_RS04560,b3340,0.0
SYNPCC7942_RS04565,b3341,7.750000000000001e-58
SYNPCC7942_RS04570,b3342,2.8299999999999998e-67
SYNPCC7942_RS04585,b3212,0.0
SYNPCC7942_RS04605,b3390,7.99e-28
SYNPCC7942_RS04615,b1175,2.17e-75
SYNPCC7942_RS04655,b0118,0.0
SYNPCC7942_RS04675,b2528,3.03e-26
SYNPCC7942_RS04690,b0470,2.72e-81
SYNPCC7942_RS04695,b4256,4.25e-22
