Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
ALW85_RS00005-MONOMER	Plasma_Membrane	ALW85_RS00005()	Plasma_Membrane	s
ALW85_RS00125-MONOMER	Plasma_Membrane	ALW85_RS00125()	Plasma_Membrane	r
ALW85_RS00215-MONOMER	Plasma_Membrane	ALW85_RS00215()	Plasma_Membrane	s
ALW85_RS00245-MONOMER	Plasma_Membrane	ALW85_RS00245()	Plasma_Membrane	s
ALW85_RS00250-MONOMER	Plasma_Membrane	ALW85_RS00250()	Plasma_Membrane	s
ALW85_RS00285-MONOMER	Extracellular_Space	ALW85_RS00285()	Extracellular_Space	s
ALW85_RS00350-MONOMER	Plasma_Membrane	ALW85_RS00350()	Plasma_Membrane	s
ALW85_RS00390-MONOMER	Plasma_Membrane	ALW85_RS00390()	Plasma_Membrane	s
ALW85_RS00495-MONOMER	Plasma_Membrane	ALW85_RS00495()	Plasma_Membrane	s
ALW85_RS00575-MONOMER	Plasma_Membrane	ALW85_RS00575()	Plasma_Membrane	s
ALW85_RS01040-MONOMER	Plasma_Membrane	ALW85_RS01040()	Plasma_Membrane	s
ALW85_RS01055-MONOMER	Plasma_Membrane	ALW85_RS01055()	Plasma_Membrane	s
ALW85_RS01060-MONOMER	Plasma_Membrane	ALW85_RS01060()	Plasma_Membrane	s
ALW85_RS01065-MONOMER	Plasma_Membrane	ALW85_RS01065()	Plasma_Membrane	s
ALW85_RS01070-MONOMER	Plasma_Membrane	ALW85_RS01070()	Plasma_Membrane	s
ALW85_RS01075-MONOMER	Plasma_Membrane	ALW85_RS01075()	Plasma_Membrane	s
ALW85_RS01160-MONOMER	Plasma_Membrane	ALW85_RS01160()	Plasma_Membrane	s
ALW85_RS01555-MONOMER	Plasma_Membrane	ALW85_RS01555()	Plasma_Membrane	s
ALW85_RS01640-MONOMER	Cell_Wall	ALW85_RS01640()	Cell_Wall	s
ALW85_RS01645-MONOMER	Extracellular_Space	ALW85_RS01645()	Extracellular_Space	s
ALW85_RS01650-MONOMER	Extracellular_Space	ALW85_RS01650()	Extracellular_Space	s
ALW85_RS02000-MONOMER	Plasma_Membrane	ALW85_RS02000()	Plasma_Membrane	s
ALW85_RS02020-MONOMER	Plasma_Membrane	ALW85_RS02020()	Plasma_Membrane	s
ALW85_RS02050-MONOMER	Plasma_Membrane	ALW85_RS02050()	Plasma_Membrane	s
ALW85_RS02055-MONOMER	Plasma_Membrane	ALW85_RS02055()	Plasma_Membrane	s
ALW85_RS02075-MONOMER	Plasma_Membrane	ALW85_RS02075()	Plasma_Membrane	s
ALW85_RS02220-MONOMER	Plasma_Membrane	ALW85_RS02220()	Plasma_Membrane	s
ALW85_RS02325-MONOMER	Plasma_Membrane	ALW85_RS02325()	Plasma_Membrane	s
ALW85_RS02425-MONOMER	Plasma_Membrane	ALW85_RS02425()	Plasma_Membrane	s
ALW85_RS02430-MONOMER	Plasma_Membrane	ALW85_RS02430()	Plasma_Membrane	s
ALW85_RS02435-MONOMER	Plasma_Membrane	ALW85_RS02435()	Plasma_Membrane	s
ALW85_RS02445-MONOMER	Plasma_Membrane	ALW85_RS02445()	Plasma_Membrane	s
ALW85_RS02450-MONOMER	Plasma_Membrane	ALW85_RS02450()	Plasma_Membrane	s
ALW85_RS02470-MONOMER	Plasma_Membrane	ALW85_RS02470()	Plasma_Membrane	s
ALW85_RS02495-MONOMER	Plasma_Membrane	ALW85_RS02495()	Plasma_Membrane	s
ALW85_RS02550-MONOMER	Plasma_Membrane	ALW85_RS02550()	Plasma_Membrane	s
ALW85_RS02655-MONOMER	Plasma_Membrane	ALW85_RS02655()	Plasma_Membrane	s
ALW85_RS02715-MONOMER	Plasma_Membrane	ALW85_RS02715()	Plasma_Membrane	s
ALW85_RS02765-MONOMER	Plasma_Membrane	ALW85_RS02765()	Plasma_Membrane	s
ALW85_RS02790-MONOMER	Plasma_Membrane	ALW85_RS02790()	Plasma_Membrane	s
ALW85_RS03045-MONOMER	Plasma_Membrane	ALW85_RS03045()	Plasma_Membrane	s
ALW85_RS03140-MONOMER	Plasma_Membrane	ALW85_RS03140()	Plasma_Membrane	s
ALW85_RS03160-MONOMER	Plasma_Membrane	ALW85_RS03160()	Plasma_Membrane	s
ALW85_RS03245-MONOMER	Plasma_Membrane	ALW85_RS03245()	Plasma_Membrane	s
ALW85_RS03340-MONOMER	Plasma_Membrane	ALW85_RS03340()	Plasma_Membrane	s
ALW85_RS03530-MONOMER	Plasma_Membrane	ALW85_RS03530()	Plasma_Membrane	s
ALW85_RS03555-MONOMER	Plasma_Membrane	ALW85_RS03555()	Plasma_Membrane	s
ALW85_RS03565-MONOMER	Plasma_Membrane	ALW85_RS03565()	Plasma_Membrane	s
ALW85_RS03760-MONOMER	Plasma_Membrane	ALW85_RS03760()	Plasma_Membrane	s
ALW85_RS04085-MONOMER	Plasma_Membrane	ALW85_RS04085()	Plasma_Membrane	t
ALW85_RS04220-MONOMER	Plasma_Membrane	ALW85_RS04220()	Plasma_Membrane	s
ALW85_RS04230-MONOMER	Plasma_Membrane	ALW85_RS04230()	Plasma_Membrane	s
ALW85_RS04330-MONOMER	Plasma_Membrane	ALW85_RS04330()	Plasma_Membrane	s
ALW85_RS04810-MONOMER	Plasma_Membrane	ALW85_RS04810()	Plasma_Membrane	s
ALW85_RS04920-MONOMER	Plasma_Membrane	ALW85_RS04920()	Plasma_Membrane	s
ALW85_RS05140-MONOMER	Plasma_Membrane	ALW85_RS05140()	Plasma_Membrane	s
ALW85_RS05155-MONOMER	Plasma_Membrane	ALW85_RS05155()	Plasma_Membrane	s
ALW85_RS05165-MONOMER	Plasma_Membrane	ALW85_RS05165()	Plasma_Membrane	s
