reaction	keff
14GLUCANabcpp	65
14GLUCANtexi	65
23PDE2pp	65
23PDE4pp	65
23PDE7pp	65
23PDE9pp	65
34HPPOR	65
3HAD100	65
3HAD120	65
3HAD121	65
3HAD140	65
3HAD141	65
3HAD160	65
3HAD161	65
3HAD180	65
3HAD181	65
3HAD40	65
3HAD60	65
3HAD80	65
3NTD2pp	65
3NTD4pp	65
3NTD7pp	65
3NTD9pp	65
3OAR100	65
3OAR120	65
3OAR121	65
3OAR140	65
3OAR141	65
3OAR160	65
3OAR161	65
3OAR180	65
3OAR181	65
3OAR40	65
3OAR60	65
3OAR80	65
3OAS100	65
3OAS120	65
3OAS121	65
3OAS140	65
3OAS141	65
3OAS160	65
3OAS161	65
3OAS180	65
3OAS181	65
3OAS60	65
3OAS80	65
3PEPTabcpp	65
3PGt	65
4HTHRS	65
4PEPTabcpp	65
4hbzt	65
5DOAN	65
A5PISO	65
AACOAR	65
AACPS1	65
AACPS2	65
AACPS3	65
AACPS4	65
AACPS5	65
AACPS6	65
AACPS7	65
AACPS8	65
AACPS9	65
AAMYL	65
AAMYLpp	65
AB6PGH	65
ABTA	65
ABUTD	65
ACAC	65
ACACT1r	65
ACACT2r	65
ACACT3r	65
ACACT4r	65
ACACT5r	65
ACACT6r	65
ACACT7r	65
ACACT8r	65
ACALD	65
ACBIPGT	65
ACCOAC	65
ACCOAL	65
ACGALabcpp	65
ACGAMK	65
ACGAptspp	65
ACGAtex	65
ACGK	65
ACGS	65
ACHBS	65
ACKr	65
ACLDC	65
ACLS	65
ACM6PH	65
ACMANAptspp	65
ACMUMptspp	65
ACMUMtex	65
ACNML	65
ACOAD1f	65
ACOAD2f	65
ACOAD3f	65
ACOAD4f	65
ACOAD5f	65
ACOAD6f	65
ACOAD7f	65
ACOAD8f	65
ACOATA	65
ACODA	65
ACOLIPAabctex	65
ACONTa	65
ACONTb	65
ACOTA	65
ACPPAT120	65
ACPPAT140	65
ACPPAT141	65
ACPPAT160	65
ACPPAT161	65
ACPPAT180	65
ACPPAT181	65
ACPS1	65
ACS	65
ACt4pp	65
ADA	65
ADCL	65
ADCOBNSYN	65
ADCS	65
ADEt2rpp	65
ADK3	65
ADK4	65
ADNCYC	65
ADNK1	65
ADNtex	65
ADOCBIK	65
ADOCBIPS	65
ADOCBLPP	65
ADOCBLPS	65
ADOCBLS	65
ADOCBLabcpp	65
ADOCBLtonex	65
ADPRDP	65
ADPT	65
ADSK	65
ADSL1r	65
ADSL2r	65
ADSS	65
AEPPYRTA	65
AGDC	65
AGM3PA	65
AGM3PApp	65
AGM3PH	65
AGM3Pt2pp	65
AGM4PA	65
AGM4PApp	65
AGM4PH	65
AGM4Pt2pp	65
AGMH	65
AGMHE	65
AGMT	65
AGMt2pp	65
AGPAT120	65
AGPAT140	65
AGPAT141	65
AGPAT160	65
AGPAT161	65
AGPAT180	65
AGPAT181	65
AGPR	65
AHCYSNS	65
AICART	65
AIRC2	65
AIRC3	65
AKGDH	65
ALAALAabcpp	65
ALAALAr	65
ALAR	65
ALATA_D2	65
ALATA_L	65
ALATA_L2	65
ALAt4pp	65
ALCD2x	65
ALDD2y	65
ALDD3y	65
ALPATE160pp	65
ALPATG160pp	65
ALPHNH	65
AM3PA	65
AM4PA	65
AMALT1	65
AMALT2	65
AMALT3	65
AMALT4	65
AMANAPEr	65
AMANK	65
AMAOTr	65
AMMQLT8	65
AMMQT8_2	65
AMPMS2	65
AMPTASECG	65
AMPTASEPG	65
ANHMK	65
ANPRT	65
ANS	65
AOXSr2	65
AP4AH	65
AP4AS	65
AP5AH	65
APG3PAT120	65
APG3PAT140	65
APG3PAT141	65
APG3PAT160	65
APG3PAT161	65
APG3PAT180	65
APG3PAT181	65
APH120	65
APH140	65
APH141	65
APH160	65
APH161	65
APH180	65
APH181	65
APRAUR	65
ARBTNabcpp	65
ARGDCpp	65
ARGDr	65
ARGORNt7pp	65
ARGSL	65
ARGSS	65
ARGabcpp	65
ARGt3pp	65
ASAD	65
ASCBPL	65
ASCBptspp	65
ASNN	65
ASNNpp	65
ASNS1	65
ASP1DC	65
ASPCT	65
ASPK	65
ASPO3	65
ASPO4	65
ASPO5	65
ASPO6	65
ASPT	65
ASPTA	65
ASPt2_3pp	65
ASR	65
AST	65
ATPPRT	65
ATPS4rpp	65
BACCL	65
BMOCOS	65
BMOGDS1	65
BMOGDS2	65
BPNT	65
BTS5	65
BWCOGDS1	65
BWCOGDS2	65
BWCOS	65
CADVtpp	65
CAT	65
CAt6pp	65
CBIAT	65
CBItonex	65
CBIuabcpp	65
CBL1abcpp	65
CBL1tonex	65
CBLAT	65
CBPS	65
CCGS	65
CD2abcpp	65
CD2t3pp	65
CDGR	65
CDGS1	65
CDPMEK	65
CFAS160E	65
CFAS160G	65
CFAS180E	65
CFAS180G	65
CHITOBpts	65
CHITPH	65
CHLt2pp	65
CHORM	65
CHORS	65
CHRPL	65
CHTBSptspp	65
CITL	65
CLIPAabctex	65
CLPNS120pp	65
CLPNS140pp	65
CLPNS141pp	65
CLPNS160pp	65
CLPNS161pp	65
CLPNS180pp	65
CLPNS181pp	65
CLt3_2pp	65
CMHMI	65
CMtpp	65
COALDDH	65
COBALT2abcpp	65
COBALT2t3pp	65
COBALT2tpp	65
COLIPAPabctex	65
COLIPAabcpp	65
COLIPAabctex	65
CPGNabcpp	65
CPH4S	65
CPMPS	65
CPPPGO	65
CPPPGO2	65
CS	65
CSPMDDC	65
CSPMDDH	65
CTECOAI6	65
CTECOAI7	65
CTECOAI8	65
CTPS2	65
CU1abcpp	65
CU2abcpp	65
CU2tex	65
CUtex	65
CYANST	65
CYO1a	65
CYSDS	65
CYSS	65
CYSSADS	65
CYSTL	65
CYSabc2pp	65
