TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU2G6Z-1681_from_FY484_RS02755-MONOMER	FY484_RS16265	FY484_RS16265	1	171		+	True	FY484_RS02755-MONOMER
TU2G6Z-3467_from_FY484_RS02755-MONOMER	AE003852.1	VC_1963	2113726	2114223		-	True	FY484_RS02755-MONOMER
TU2G6Z-2055_from_FY484_RS02755-MONOMER	nhaD	nhaD	1	1434		+	True	FY484_RS02755-MONOMER
TU2G6Z-4032_from_FY484_RS02755-MONOMER	AE003852.1	VC_1212	1287836	1290199		-	True	FY484_RS02755-MONOMER
TU2G6Z-2714_from_FY484_RS02755-MONOMER	AE003852.1	VC_0471	499560	500048		-	True	FY484_RS02755-MONOMER
TU2G6Z-3081_from_FY484_RS02755-MONOMER	AE003852.1	VC_1197	1269433	1270128		-	True	FY484_RS02755-MONOMER
TU2G6Z-1665_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0436	394041	394556		+	True	FY484_RS02755-MONOMER
TU2G6Z-3451_from_FY484_RS02755-MONOMER	AE003852.1	VC_1934	2084780	2086747		+	True	FY484_RS02755-MONOMER
TU2G6Z-2039_from_FY484_RS02755-MONOMER	AE003853.1,AE003853.1	VC_A1111,VC_A1110	1064363	1066499		-	True	FY484_RS02755-MONOMER
TU2G6Z-4016_from_FY484_RS02755-MONOMER	AE003852.1	VC_1350	1440716	1441189		-	True	FY484_RS02755-MONOMER
TU2G6Z-2698_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1,AE003852.1,AE003852.1	VC_t037,VC_t036,VC_t035,VC_t034	481175	481573		-	True	FY484_RS02755-MONOMER
TU2G6Z-3065_from_FY484_RS02755-MONOMER	FY484_RS05970	FY484_RS05970	1	138		-	True	FY484_RS02755-MONOMER
TU2G6Z-1649_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0416	383328	383651		+	True	FY484_RS02755-MONOMER
TU2G6Z-3435_from_FY484_RS02755-MONOMER	AE003852.1,lapB	VC_1913,lapB	1	2063108		-	True	FY484_RS02755-MONOMER
TU2G6Z-2023_from_FY484_RS02755-MONOMER	AE003853.1	VC_A1070	1020875	1021096		-	True	FY484_RS02755-MONOMER
TU2G6Z-4000_from_FY484_RS02755-MONOMER	FY484_RS07570	FY484_RS07570	1	1350		+	True	FY484_RS02755-MONOMER
TU2G6Z-2682_from_FY484_RS02755-MONOMER	AE003852.1	VC_0425	455459	456256		+	True	FY484_RS02755-MONOMER
TU2G6Z-3049_from_FY484_RS02755-MONOMER	AE003852.1	VC_1146	1217246	1217524		-	True	FY484_RS02755-MONOMER
TU2G6Z-1633_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0397	372560	373042		+	True	FY484_RS02755-MONOMER
TU2G6Z-3419_from_FY484_RS02755-MONOMER	AE003852.1	VC_1889	2037545	2038081		+	True	FY484_RS02755-MONOMER
TU2G6Z-2005_from_FY484_RS02755-MONOMER	mtlR,mtlD,mtlA	mtlR,mtlD,mtlA	1	1950		+	True	FY484_RS02755-MONOMER
TU2G6Z-3984_from_FY484_RS02755-MONOMER	AE003852.1	VC_1610	1725155	1725604		-	True	FY484_RS02755-MONOMER
TU2G6Z-2665_from_FY484_RS02755-MONOMER	pspG	pspG	1	213		+	True	FY484_RS02755-MONOMER
TU2G6Z-3033_from_FY484_RS02755-MONOMER	ackA1,pta	ackA1,pta	1	2145		-	True	FY484_RS02755-MONOMER
TU2G6Z-1617_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0380	362068	362673		+	True	FY484_RS02755-MONOMER
TU2G6Z-3403_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1	VC_1862,VC_1861	2001131	2002593		-	True	FY484_RS02755-MONOMER
TU2G6Z-1992_from_FY484_RS02755-MONOMER	FY484_RS19000	FY484_RS19000	1	1992		+	True	FY484_RS02755-MONOMER
TU2G6Z-3968_from_FY484_RS02755-MONOMER	AE003852.1	VC_1709	1839907	1842675		+	True	FY484_RS02755-MONOMER
TU2G6Z-2649_from_FY484_RS02755-MONOMER	hflC,hflK,hflX,hfq	hflC,hflK,hflX,hfq	1	1290		+	True	FY484_RS02755-MONOMER
TU2G6Z-3020_from_FY484_RS02755-MONOMER	ffs	ffs	1	97		+	True	FY484_RS02755-MONOMER
TU2G6Z-1601_from_FY484_RS02755-MONOMER	FY484_RS15645,AE003853.1	FY484_RS15645,VC_A0356	1	348015		+	True	FY484_RS02755-MONOMER
TU2G6Z-3387_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1	VC_1824,VC_1823	1965110	1966197		+	True	FY484_RS02755-MONOMER
TU2G6Z-1974_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0988	940679	942235		+	True	FY484_RS02755-MONOMER
TU2G6Z-3952_from_FY484_RS02755-MONOMER	AE003852.1	VC_1810	1953461	1953664		+	True	FY484_RS02755-MONOMER
TU2G6Z-2633_from_FY484_RS02755-MONOMER	nusG,secE	nusG,secE	1	549		+	True	FY484_RS02755-MONOMER
TU2G6Z-3004_from_FY484_RS02755-MONOMER	AE003852.1	VC_1035	1101242	1102135		-	True	FY484_RS02755-MONOMER
TU2G6Z-1585_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0339	337820	338053		+	True	FY484_RS02755-MONOMER
TU2G6Z-3371_from_FY484_RS02755-MONOMER	AE003852.1	VC_1792	1939914	1940273		-	True	FY484_RS02755-MONOMER
TU2G6Z-1958_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0961	910197	910805		+	True	FY484_RS02755-MONOMER
TU2G6Z-3742_from_FY484_RS02755-MONOMER	AE003852.1	VC_2551	2734173	2734478		+	True	FY484_RS02755-MONOMER
TU2G6Z-3936_from_FY484_RS02755-MONOMER	rssP	rssP	1	552		+	True	FY484_RS02755-MONOMER
TU2G6Z-2617_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1	VC_0300,VC_0299	307273	309734		-	True	FY484_RS02755-MONOMER
TU2G6Z-2988_from_FY484_RS02755-MONOMER	hubP	hubP	1	4803		+	True	FY484_RS02755-MONOMER
TU2G6Z-3355_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1,AE003852.1	VC_1750,VC_1749,VC_1748	1882572	1885654		+	True	FY484_RS02755-MONOMER
TU2G6Z-1942_from_FY484_RS02755-MONOMER	rlmC	rlmC	1	1128		-	True	FY484_RS02755-MONOMER
TU2G6Z-3726_from_FY484_RS02755-MONOMER	argF	argF	1	1005		+	True	FY484_RS02755-MONOMER
TU2G6Z-3920_from_FY484_RS02755-MONOMER	AE003852.1	VC_2093	2254508	2255278		-	True	FY484_RS02755-MONOMER
TU2G6Z-2600_from_FY484_RS02755-MONOMER	hupA	hupA	1	273		+	True	FY484_RS02755-MONOMER
TU2G6Z-2972_from_FY484_RS02755-MONOMER	chiP	chiP	1	1050		+	True	FY484_RS02755-MONOMER
TU2G6Z-1553_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0304	318210	318392		+	True	FY484_RS02755-MONOMER
TU2G6Z-3339_from_FY484_RS02755-MONOMER	torD	torD	1	663		+	True	FY484_RS02755-MONOMER
TU2G6Z-1926_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0894	846018	846764		-	True	FY484_RS02755-MONOMER
TU2G6Z-3710_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1	VC_2488,VC_2487	2667410	2669031		-	True	FY484_RS02755-MONOMER
TU2G6Z-3904_from_FY484_RS02755-MONOMER	AE003852.1	VC_2220	2374553	2375449		+	True	FY484_RS02755-MONOMER
TU2G6Z-2583_from_FY484_RS02755-MONOMER	rfaD	rfaD	1	945		-	True	FY484_RS02755-MONOMER
TU2G6Z-2956_from_FY484_RS02755-MONOMER	AE003852.1	VC_0942	1008294	1008647		-	True	FY484_RS02755-MONOMER
TU2G6Z-1537_from_FY484_RS02755-MONOMER	tseH,AE003853.1	tseH,VC_A0284	1	305200		+	True	FY484_RS02755-MONOMER
TU2G6Z-3323_from_FY484_RS02755-MONOMER	pspF	pspF	1	1017		+	True	FY484_RS02755-MONOMER
TU2G6Z-1909_from_FY484_RS02755-MONOMER	pbpG	pbpG	1	951		+	True	FY484_RS02755-MONOMER
TU2G6Z-3693_from_FY484_RS02755-MONOMER	rlmD	rlmD	1	1323		-	True	FY484_RS02755-MONOMER
TU2G6Z-3888_from_FY484_RS02755-MONOMER	AE003852.1	VC_2384	2548395	2549180		-	True	FY484_RS02755-MONOMER
TU2G6Z-2567_from_FY484_RS02755-MONOMER	fhuA	fhuA	1	2100		+	True	FY484_RS02755-MONOMER
TU2G6Z-2939_from_FY484_RS02755-MONOMER	AE003852.1	VC_0899	957262	958635		-	True	FY484_RS02755-MONOMER
TU2G6Z-1521_from_FY484_RS02755-MONOMER	AE003853.1,AE003853.1,AE003853.1	VC_A0257,VC_A0256,VC_A0255	275510	278438		-	True	FY484_RS02755-MONOMER
TU2G6Z-3307_from_FY484_RS02755-MONOMER	AE003852.1	VC_1644	1770467	1771711		+	True	FY484_RS02755-MONOMER
TU2G6Z-1893_from_FY484_RS02755-MONOMER	yddG	yddG	1	948		-	True	FY484_RS02755-MONOMER
TU2G6Z-3677_from_FY484_RS02755-MONOMER	pilC	pilC	1	1227		+	True	FY484_RS02755-MONOMER
TU2G6Z-3872_from_FY484_RS02755-MONOMER	rimO	rimO	1	1353		+	True	FY484_RS02755-MONOMER
TU2G6Z-2551_from_FY484_RS02755-MONOMER	AE003852.1	VC_0176	177450	177758		-	True	FY484_RS02755-MONOMER
TU2G6Z-2923_from_FY484_RS02755-MONOMER	tnpA;FY484_RS15110	tnpA	1	438		+	True	FY484_RS02755-MONOMER
TU2G6Z-1505_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0225	247686	248450		+	True	FY484_RS02755-MONOMER
TU2G6Z-3291_from_FY484_RS02755-MONOMER	AE003852.1	VC_1618	1730964	1732181		+	True	FY484_RS02755-MONOMER
TU2G6Z-1877_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0802	743300	745273		-	True	FY484_RS02755-MONOMER
TU2G6Z-3661_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1,AE003852.1	VC_2387,VC_2386,VC_2385	2549642	2552866		+	True	FY484_RS02755-MONOMER
TU2G6Z-3856_from_FY484_RS02755-MONOMER	fadA,fadB	fadA,fadB	1	2172		+	True	FY484_RS02755-MONOMER
TU2G6Z-2534_from_FY484_RS02755-MONOMER	rsmD,AE003852.1	rsmD,VC_0145	1	136154		-	True	FY484_RS02755-MONOMER
TU2G6Z-2906_from_FY484_RS02755-MONOMER	AE003852.1,FY484_RS19440	VC_0823,FY484_RS19440	1	885663		+	True	FY484_RS02755-MONOMER
TU2G6Z-1489_from_FY484_RS02755-MONOMER	tnpA;FY484_RS15110	tnpA	1	438		-	True	FY484_RS02755-MONOMER
TU2G6Z-3273_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1	VC_1582,VC_1581	1691206	1695269		+	True	FY484_RS02755-MONOMER
TU2G6Z-1861_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0779	720674	722107		-	True	FY484_RS02755-MONOMER
TU2G6Z-3645_from_FY484_RS02755-MONOMER	AE003852.1	VC_2353	2509895	2510746		-	True	FY484_RS02755-MONOMER
TU2G6Z-3840_from_FY484_RS02755-MONOMER	AE003852.1	VC_2740	2913758	2914690		-	True	FY484_RS02755-MONOMER
TU2G6Z-2518_from_FY484_RS02755-MONOMER	polA	polA	1	2805		+	True	FY484_RS02755-MONOMER
TU2G6Z-2890_from_FY484_RS02755-MONOMER	ygiD	ygiD	1	330		+	True	FY484_RS02755-MONOMER
TU2G6Z-1473_from_FY484_RS02755-MONOMER	AE003853.1,AE003853.1,AE003853.1,AE003853.1,AE003853.1,FY484_RS14625	VC_A0175,VC_A0174,VC_A0173,VC_A0172,VC_A0171,FY484_RS14625	1	192549		-	True	FY484_RS02755-MONOMER
TU2G6Z-3257_from_FY484_RS02755-MONOMER	AE003852.1	VC_1541	1653917	1654900		+	True	FY484_RS02755-MONOMER
TU2G6Z-1844_from_FY484_RS02755-MONOMER	glpC,glpB,glpA	glpC,glpB,glpA	1	1644		+	True	FY484_RS02755-MONOMER
TU2G6Z-3629_from_FY484_RS02755-MONOMER	recC,recB,recD	recC,recB,recD	1	3627		-	True	FY484_RS02755-MONOMER
TU2G6Z-3824_from_FY484_RS02755-MONOMER	gmk	gmk	1	624		+	True	FY484_RS02755-MONOMER
TU2G6Z-2502_from_FY484_RS02755-MONOMER	ftnA	ftnA	1	528		+	True	FY484_RS02755-MONOMER
TU2G6Z-2874_from_FY484_RS02755-MONOMER	bamB,AE003852.1,hisS,ispG,rodZ	bamB,VC_0761,hisS,ispG,rodZ	1	814163		+	True	FY484_RS02755-MONOMER
TU2G6Z-1457_from_FY484_RS02755-MONOMER	glpT,glpQ	glpT,glpQ	1	1359		-	True	FY484_RS02755-MONOMER
TU2G6Z-3241_from_FY484_RS02755-MONOMER	AE003852.1,AE003852.1	VC_1501,VC_1500	1611642	1615550		+	True	FY484_RS02755-MONOMER
TU2G6Z-1828_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0722	666208	666498		+	True	FY484_RS02755-MONOMER
TU2G6Z-3613_from_FY484_RS02755-MONOMER	dinB	dinB	1	1083		-	True	FY484_RS02755-MONOMER
TU2G6Z-3808_from_FY484_RS02755-MONOMER	AE003852.1,metB	VC_2684,metB	1	2853899		+	True	FY484_RS02755-MONOMER
TU2G6Z-2486_from_FY484_RS02755-MONOMER	AE003852.1,aroE	VC_0057,aroE	1	52776		+	True	FY484_RS02755-MONOMER
TU2G6Z-2858_from_FY484_RS02755-MONOMER	ppk1,ppx	ppk1,ppx	1	2106		-	True	FY484_RS02755-MONOMER
TU2G6Z-1441_from_FY484_RS02755-MONOMER	AE003853.1	VC_A0094	101796	102152		+	True	FY484_RS02755-MONOMER
TU2G6Z-3225_from_FY484_RS02755-MONOMER	AE003852.1	VC_1479	1585291	1585650		-	True	FY484_RS02755-MONOMER
TU2G6Z-1812_from_FY484_RS02755-MONOMER	vemP	vemP	1	456		-	True	FY484_RS02755-MONOMER
TU2G6Z-3595_from_FY484_RS02755-MONOMER	frr	frr	1	558		-	True	FY484_RS02755-MONOMER
TU2G6Z-3792_from_FY484_RS02755-MONOMER	AE003852.1	VC_2662	2831849	2832424		-	True	FY484_RS02755-MONOMER
TU2G6Z-2470_from_FY484_RS02755-MONOMER	VC__0023	VC__0023	1	258		+	True	FY484_RS02755-MONOMER
TU2G6Z-4174_from_FY484_RS02755-MONOMER	trpA	trpA	1	807		-	True	FY484_RS02755-MONOMER
