,value
LLMG_RS00005,MONOMER
LLMG_RS00010,MONOMER
LLMG_RS00015,MONOMER
LLMG_RS00020,MONOMER
LLMG_RS00025,MONOMER
LLMG_RS00030,MONOMER
LLMG_RS00035,MONOMER
LLMG_RS00040,MONOMER
LLMG_RS00045,MONOMER
LLMG_RS00050,MONOMER
LLMG_RS00055,MONOMER
LLMG_RS00060,MONOMER
LLMG_RS00065,MONOMER
LLMG_RS00070,MONOMER
LLMG_RS00075,MONOMER
LLMG_RS00080,MONOMER
LLMG_RS00085,MONOMER
LLMG_RS00090,MONOMER
LLMG_RS00095,MONOMER
LLMG_RS00100,tRNA
LLMG_RS00105,tRNA
LLMG_RS00110,tRNA
LLMG_RS00115,tRNA
LLMG_RS00120,tRNA
LLMG_RS00125,tRNA
LLMG_RS00130,rRNA
LLMG_RS00135,tRNA
LLMG_RS00140,MONOMER
LLMG_RS00145,MONOMER
LLMG_RS00150,MONOMER
LLMG_RS00155,MONOMER
LLMG_RS00160,MONOMER
LLMG_RS00165,MONOMER
LLMG_RS00170,MONOMER
LLMG_RS00175,MONOMER
LLMG_RS00180,MONOMER
LLMG_RS00185,MONOMER
LLMG_RS00190,MONOMER
LLMG_RS00200,MONOMER
LLMG_RS00205,MONOMER
LLMG_RS00210,MONOMER
LLMG_RS00215,MONOMER
LLMG_RS00220,MONOMER
LLMG_RS00225,MONOMER
LLMG_RS00230,MONOMER
LLMG_RS00235,MONOMER
LLMG_RS00240,MONOMER
LLMG_RS00245,MONOMER
LLMG_RS00250,MONOMER
LLMG_RS00255,MONOMER
LLMG_RS00260,MONOMER
LLMG_RS00265,MONOMER
LLMG_RS00270,MONOMER
LLMG_RS00275,MONOMER
LLMG_RS00280,MONOMER
LLMG_RS00285,MONOMER
LLMG_RS00290,MONOMER
LLMG_RS00295,MONOMER
LLMG_RS00300,MONOMER
LLMG_RS00305,MONOMER
LLMG_RS00310,MONOMER
LLMG_RS00315,MONOMER
LLMG_RS00320,MONOMER
LLMG_RS00325,MONOMER
LLMG_RS00330,MONOMER
LLMG_RS00335,MONOMER
LLMG_RS00340,MONOMER
LLMG_RS00345,MONOMER
LLMG_RS00350,MONOMER
LLMG_RS00355,MONOMER
LLMG_RS00360,MONOMER
LLMG_RS00365,tRNA
LLMG_RS00370,MONOMER
LLMG_RS00375,MONOMER
LLMG_RS00380,MONOMER
LLMG_RS00385,MONOMER
LLMG_RS00390,MONOMER
LLMG_RS00395,MONOMER
LLMG_RS00400,MONOMER
LLMG_RS00405,MONOMER
LLMG_RS00410,MONOMER
LLMG_RS00415,MONOMER
LLMG_RS00420,MONOMER
LLMG_RS00425,MONOMER
LLMG_RS00430,MONOMER
LLMG_RS00435,MONOMER
LLMG_RS00440,MONOMER
LLMG_RS00445,MONOMER
LLMG_RS00450,MONOMER
LLMG_RS00455,MONOMER
LLMG_RS00460,MONOMER
LLMG_RS00465,MONOMER
LLMG_RS00470,MONOMER
LLMG_RS00480,MONOMER
LLMG_RS00485,MONOMER
LLMG_RS00490,MONOMER
LLMG_RS00495,MONOMER
LLMG_RS00500,MONOMER
LLMG_RS00505,MONOMER
LLMG_RS00510,MONOMER
LLMG_RS00515,MONOMER
LLMG_RS00520,MONOMER
LLMG_RS00525,MONOMER
LLMG_RS00530,MONOMER
LLMG_RS00535,MONOMER
LLMG_RS00540,MONOMER
LLMG_RS00545,MONOMER
LLMG_RS00550,MONOMER
LLMG_RS00555,MONOMER
LLMG_RS00560,MONOMER
LLMG_RS00565,MONOMER
LLMG_RS00570,MONOMER
LLMG_RS00575,MONOMER
LLMG_RS00580,MONOMER
LLMG_RS00585,MONOMER
LLMG_RS00590,MONOMER
LLMG_RS00595,MONOMER
LLMG_RS00600,MONOMER
LLMG_RS00605,MONOMER
LLMG_RS00610,MONOMER
LLMG_RS00615,MONOMER
LLMG_RS00620,MONOMER
LLMG_RS00625,MONOMER
LLMG_RS00630,MONOMER
LLMG_RS00635,MONOMER
LLMG_RS00640,MONOMER
LLMG_RS00650,MONOMER
LLMG_RS00655,MONOMER
LLMG_RS00660,MONOMER
LLMG_RS00665,MONOMER
LLMG_RS00670,MONOMER
LLMG_RS00675,MONOMER
LLMG_RS00685,MONOMER
LLMG_RS00690,MONOMER
LLMG_RS00695,tRNA
LLMG_RS00700,MONOMER
LLMG_RS00710,MONOMER
LLMG_RS00715,MONOMER
LLMG_RS00720,MONOMER
LLMG_RS00725,MONOMER
LLMG_RS00735,MONOMER
LLMG_RS00740,MONOMER
LLMG_RS00745,tRNA
LLMG_RS00750,MONOMER
LLMG_RS00755,MONOMER
LLMG_RS00760,MONOMER
LLMG_RS00765,MONOMER
LLMG_RS00770,MONOMER
LLMG_RS00775,MONOMER
LLMG_RS00780,MONOMER
LLMG_RS00785,MONOMER
LLMG_RS00790,MONOMER
LLMG_RS00795,MONOMER
LLMG_RS00800,MONOMER
LLMG_RS00805,MONOMER
LLMG_RS00810,MONOMER
LLMG_RS00815,MONOMER
LLMG_RS00820,MONOMER
