Modified_enzyme,Core_enzyme,Modifications,Source
RNAP-CPLX_mod_zn2(1)_mod_mg2(2),RNAP-CPLX,zn2(1) AND mg2(2),RNA_Polymerase
LLMG_RS00060-MONOMER_mod_mg2(1),LLMG_RS00060-MONOMER,mg2(1),Homology
LLMG_RS00415-MONOMER_mod_mg2(1),LLMG_RS00415-MONOMER,mg2(1),Homology
LLMG_RS00430-MONOMER_mod_mg2(1),LLMG_RS00430-MONOMER,mg2(1),Homology
LLMG_RS00455-MONOMER_mod_mg2(1),LLMG_RS00455-MONOMER,mg2(1),Homology
LLMG_RS00605-MONOMER_mod_mn2(1),LLMG_RS00605-MONOMER,mn2(1),Homology
LLMG_RS00665-MONOMER_mod_fe2(2),LLMG_RS00665-MONOMER,fe2(2),Homology
LLMG_RS00750-MONOMER_mod_mg2(1),LLMG_RS00750-MONOMER,mg2(1),Homology
LLMG_RS00880-MONOMER_mod_zn2(6),LLMG_RS00880-MONOMER,zn2(6),Homology
LLMG_RS01010-MONOMER_mod_zn2(1),LLMG_RS01010-MONOMER,zn2(1),Homology
LLMG_RS01025-MONOMER_mod_4fe4s(1),LLMG_RS01025-MONOMER,4fe4s(1),Homology
LLMG_RS01035-MONOMER_mod_mg2(1),LLMG_RS01035-MONOMER,mg2(1),Homology
LLMG_RS01090-MONOMER_mod_mg2(1),LLMG_RS01090-MONOMER,mg2(1),Homology
LLMG_RS01105-MONOMER_mod_nad(1),LLMG_RS01105-MONOMER,nad(1),Homology
LLMG_RS01180-MONOMER_mod_fad(1),LLMG_RS01180-MONOMER,fad(1),Homology
LLMG_RS01415-MONOMER_mod_mg2(1),LLMG_RS01415-MONOMER,mg2(1),Homology
LLMG_RS01830-MONOMER_mod_23bpg(1),LLMG_RS01830-MONOMER,23bpg(1),Homology
LLMG_RS01910-MONOMER_mod_mg2(1),LLMG_RS01910-MONOMER,mg2(1),Homology
LLMG_RS01965-MONOMER_mod_mg2(1),LLMG_RS01965-MONOMER,mg2(1),Homology
LLMG_RS02125-MONOMER_mod_mg2(1),LLMG_RS02125-MONOMER,mg2(1),Homology
LLMG_RS02190-MONOMER_mod_mn2(1),LLMG_RS02190-MONOMER,mn2(1),Homology
LLMG_RS02260-MONOMER_mod_mg2(1),LLMG_RS02260-MONOMER,mg2(1),Homology
LLMG_RS02275-MONOMER_mod_thmpp(1),LLMG_RS02275-MONOMER,thmpp(1),Homology
LLMG_RS02375-MONOMER_mod_mg2(1),LLMG_RS02375-MONOMER,mg2(1),Homology
LLMG_RS02585-MONOMER_mod_pydx5p(2),LLMG_RS02585-MONOMER,pydx5p(2),Homology
LLMG_RS02625-MONOMER_mod_mg2(1),LLMG_RS02625-MONOMER,mg2(1),Homology
LLMG_RS02810-MONOMER_mod_zn2(1),LLMG_RS02810-MONOMER,zn2(1),Homology
LLMG_RS02840-MONOMER_mod_fmn(1),LLMG_RS02840-MONOMER,fmn(1),Homology
LLMG_RS02840-MONOMER_mod_mg2(1),LLMG_RS02840-MONOMER,mg2(1),Homology
LLMG_RS02890-MONOMER_mod_mg2(1),LLMG_RS02890-MONOMER,mg2(1),Homology
LLMG_RS02940-MONOMER_mod_pydx5p(1),LLMG_RS02940-MONOMER,pydx5p(1),Homology
LLMG_RS02950-MONOMER_mod_mg2(1),LLMG_RS02950-MONOMER,mg2(1),Homology
LLMG_RS03000-MONOMER_mod_fe2(2),LLMG_RS03000-MONOMER,fe2(2),Homology
LLMG_RS03065-MONOMER_mod_mg2(2),LLMG_RS03065-MONOMER,mg2(2),Homology
LLMG_RS03145-MONOMER_mod_zn2(2),LLMG_RS03145-MONOMER,zn2(2),Homology
LLMG_RS03160-MONOMER_mod_mg2(1),LLMG_RS03160-MONOMER,mg2(1),Homology
LLMG_RS03160-MONOMER_mod_mn2(1),LLMG_RS03160-MONOMER,mn2(1),Homology
LLMG_RS03215-MONOMER_mod_mg2(4),LLMG_RS03215-MONOMER,mg2(4),Homology
LLMG_RS03285-MONOMER_mod_glycyl(1),LLMG_RS03285-MONOMER,glycyl(1),Homology
LLMG_RS03320-MONOMER_mod_4fe4s(1),LLMG_RS03320-MONOMER,4fe4s(1),Homology
