Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
LLMG_RS09135-MONOMER,Periplasm,LLMG_RS09135(),Periplasm,s
LLMG_RS03055-MONOMER,Inner_Membrane,LLMG_RS03055(),Inner_Membrane,r
LLMG_RS08440-MONOMER,Inner_Membrane,LLMG_RS08440(),Inner_Membrane,r
LLMG_RS05570-MONOMER,Inner_Membrane,LLMG_RS05570(),Inner_Membrane,r
LLMG_RS03390-MONOMER,Inner_Membrane,LLMG_RS03390(),Inner_Membrane,r
LLMG_RS02600-MONOMER,Inner_Membrane,LLMG_RS02600(),Inner_Membrane,s
CPLX_PGGT2-0,Inner_Membrane,LLMG_RS02600(),Inner_Membrane,s
CPLX_PGGT2-1,Inner_Membrane,LLMG_RS02600(),Inner_Membrane,s
LLMG_RS11220-MONOMER,Inner_Membrane,LLMG_RS11220(),Inner_Membrane,r
LLMG_RS07495-MONOMER,Inner_Membrane,LLMG_RS07495(),Inner_Membrane,r
LLMG_RS04435-MONOMER,Inner_Membrane,LLMG_RS04435(),Inner_Membrane,r
LLMG_RS12440-MONOMER,Inner_Membrane,LLMG_RS12440(),Inner_Membrane,r
LLMG_RS08690-MONOMER,Inner_Membrane,LLMG_RS08690(),Inner_Membrane,r
LLMG_RS06180-MONOMER,Inner_Membrane,LLMG_RS06180(),Inner_Membrane,r
LLMG_RS09340-MONOMER,Inner_Membrane,LLMG_RS09340(),Inner_Membrane,r
LLMG_RS07515-MONOMER,Inner_Membrane,LLMG_RS07515(),Inner_Membrane,r
LLMG_RS09335-MONOMER,Inner_Membrane,LLMG_RS09335(),Inner_Membrane,r
CPLX_CYTB_B2-0,Inner_Membrane,LLMG_RS09335(),Inner_Membrane,r
LLMG_RS09330-MONOMER,Inner_Membrane,LLMG_RS09330(),Inner_Membrane,r
CPLX_CYTB_B2-0,Inner_Membrane,LLMG_RS09330(),Inner_Membrane,r
LLMG_RS07350-MONOMER,Periplasm,LLMG_RS07350(),Periplasm,s
LLMG_RS04535-MONOMER,Inner_Membrane,LLMG_RS04535(),Inner_Membrane,r
LLMG_RS04070-MONOMER,Inner_Membrane,LLMG_RS04070(),Periplasm,s
CPLX_RIBabc-0,Inner_Membrane,LLMG_RS04070(),Periplasm,s
LLMG_RS04065-MONOMER,Inner_Membrane,LLMG_RS04065(),Inner_Membrane,r
CPLX_RIBabc-0,Inner_Membrane,LLMG_RS04065(),Inner_Membrane,r
LLMG_RS09755-MONOMER,Inner_Membrane,LLMG_RS09755(),Inner_Membrane,r
CPLX_ATPS3r-0,Inner_Membrane,LLMG_RS09755(),Inner_Membrane,r
LLMG_RS09730-MONOMER,Inner_Membrane,LLMG_RS09730(),Inner_Membrane,y
CPLX_ATPS3r-0,Inner_Membrane,LLMG_RS09730(),Inner_Membrane,y
LLMG_RS09760-MONOMER,Inner_Membrane,LLMG_RS09760(),Inner_Membrane,p
CPLX_ATPS3r-0,Inner_Membrane,LLMG_RS09760(),Inner_Membrane,p
LLMG_RS07635-MONOMER,Inner_Membrane,LLMG_RS07635(),Inner_Membrane,r
LLMG_RS10135-MONOMER,Inner_Membrane,LLMG_RS10135(),Inner_Membrane,r
LLMG_RS11155-MONOMER,Inner_Membrane,LLMG_RS11155(),Inner_Membrane,r
LLMG_RS06720-MONOMER,Inner_Membrane,LLMG_RS06720(),Inner_Membrane,r
CPLX_PTRCabc-0,Inner_Membrane,LLMG_RS06720(),Inner_Membrane,r
LLMG_RS06725-MONOMER,Inner_Membrane,LLMG_RS06725(),Inner_Membrane,r
CPLX_PTRCabc-0,Inner_Membrane,LLMG_RS06725(),Inner_Membrane,r
LLMG_RS06715-MONOMER,Inner_Membrane,LLMG_RS06715(),Periplasm,s
