Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
LLMG_RS00005,LLMG_RS00005,0,1365,LLMG_RS00005-MONOMER,NC_009004.1
LLMG_RS00010,LLMG_RS00010,1521,2664,LLMG_RS00010-MONOMER,NC_009004.1
LLMG_RS00015,LLMG_RS00015,2769,6069,LLMG_RS00015-MONOMER,NC_009004.1
LLMG_RS00020,LLMG_RS00020,6061,9673,LLMG_RS00020-MONOMER,NC_009004.1
LLMG_RS00025,LLMG_RS00025,9707,9908,LLMG_RS00025-MONOMER,NC_009004.1
LLMG_RS00030,LLMG_RS00030,9915,10473,LLMG_RS00030-MONOMER,NC_009004.1
LLMG_RS00035,LLMG_RS00035,10756,11872,LLMG_RS00035-MONOMER,NC_009004.1
LLMG_RS00040,LLMG_RS00040,11983,12307,LLMG_RS00040-MONOMER,NC_009004.1
LLMG_RS13715,LLMG_RS13715,<12601,12751,LLMG_RS13715-MONOMER,NC_009004.1
LLMG_RS00045,LLMG_RS00045,12719,13421,LLMG_RS00045-MONOMER,NC_009004.1
LLMG_RS13725,LLMG_RS13725,13427,13712,LLMG_RS13725-MONOMER,NC_009004.1
LLMG_RS00050,LLMG_RS00050,13946,14432,LLMG_RS00050-MONOMER,NC_009004.1
LLMG_RS00055,LLMG_RS00055,14435,15002,LLMG_RS00055-MONOMER,NC_009004.1
LLMG_RS00060,LLMG_RS00060,15002,18545,LLMG_RS00060-MONOMER,NC_009004.1
LLMG_RS00065,LLMG_RS00065,18861,19131,LLMG_RS00065-MONOMER,NC_009004.1
LLMG_RS00070,LLMG_RS00070,19161,19536,LLMG_RS00070-MONOMER,NC_009004.1
LLMG_RS00075,LLMG_RS00075,19535,19859,LLMG_RS00075-MONOMER,NC_009004.1
LLMG_RS00080,LLMG_RS00080,20020,21337,LLMG_RS00080-MONOMER,NC_009004.1
LLMG_RS00085,LLMG_RS00085,21333,22602,LLMG_RS00085-MONOMER,NC_009004.1
LLMG_RS00090,LLMG_RS00090,22582,23134,LLMG_RS00090-MONOMER,NC_009004.1
LLMG_RS00095,LLMG_RS00095,23339,25427,LLMG_RS00095-MONOMER,NC_009004.1
LLMG_RS00100,LLMG_RS00100,25647,25719,LLMG_RS00100-tRNA,NC_009004.1
LLMG_RS00105,LLMG_RS00105,25724,25814,LLMG_RS00105-tRNA,NC_009004.1
LLMG_RS00110,LLMG_RS00110,25824,25898,LLMG_RS00110-tRNA,NC_009004.1
LLMG_RS00115,LLMG_RS00115,25903,25976,LLMG_RS00115-tRNA,NC_009004.1
LLMG_RS00120,LLMG_RS00120,25987,26058,LLMG_RS00120-tRNA,NC_009004.1
LLMG_RS00125,LLMG_RS00125,26072,26146,LLMG_RS00125-tRNA,NC_009004.1
LLMG_RS00130,LLMG_RS00130,26148,26264,LLMG_RS00130-rRNA,NC_009004.1
LLMG_RS00135,LLMG_RS00135,26270,26344,LLMG_RS00135-tRNA,NC_009004.1
LLMG_RS00140,LLMG_RS00140,26493,28317,LLMG_RS00140-MONOMER,NC_009004.1
LLMG_RS00145,LLMG_RS00145,28376,30311,LLMG_RS00145-MONOMER,NC_009004.1
LLMG_RS00150,LLMG_RS00150,30357,30789,LLMG_RS00150-MONOMER,NC_009004.1
LLMG_RS00155,LLMG_RS00155,30937,32104,LLMG_RS00155-MONOMER,NC_009004.1
LLMG_RS00160,LLMG_RS00160,32973,33297,LLMG_RS00160-MONOMER,NC_009004.1
LLMG_RS00165,LLMG_RS00165,33397,33778,LLMG_RS00165-MONOMER,NC_009004.1
LLMG_RS00170,LLMG_RS00170,33805,34108,LLMG_RS00170-MONOMER,NC_009004.1
