,query,evalue
BSU00010,TM0926,2.91e-101
BSU00020,TM0262,2.65e-37
BSU00060,TM0833,0.0
BSU00070,TM1084,0.0
BSU00090,TM1347,0.0
BSU00110,TM0473,1.22e-142
BSU00120,TM0472,5.2400000000000004e-65
BSU00130,TM1379,2.6899999999999997e-159
BSU00190,TM0686,2.75e-86
BSU00200,TM0687,1.49e-12
BSU00280,TM1099,3.2599999999999995e-42
BSU00300,TM1646,1.5e-12
BSU00320,TM0772,7.37e-78
BSU00340,TM0691,1.33e-20
BSU00360,TM0709,2.9699999999999998e-61
BSU00380,TM1085,0.0
BSU00390,TM0667,7.61e-67
BSU00420,TM1437,6.3200000000000006e-58
BSU00460,TM1383,5.03e-31
BSU00480,TM0215,3.15e-45
BSU00500,TM1629,1.6899999999999999e-136
BSU00510,TM1628,1.23e-118
BSU00520,TM1627,1.7e-16
BSU00530,TM1626,4.76e-50
BSU00550,TM1450,4.69e-171
BSU00580,TM0913,2.95e-73
BSU00630,TM1685,6.97e-25
BSU00670,TM0579,1.31e-51
BSU00680,TM0206,1.59e-36
BSU00690,TM0580,0.0
BSU00700,TM0883,4.07e-45
BSU00710,TM1394,1.42e-68
BSU00730,TM0665,3.85e-106
BSU00740,TM0142,2.68e-114
BSU00750,TM0141,1.03e-75
BSU00760,TM0831,1.37e-16
BSU00770,TM0040,2.79e-76
BSU00790,TM0041,1.5000000000000001e-31
BSU00810,TM0096,4.97e-58
BSU00820,TM1705,3.9000000000000006e-173
BSU00860,TM0198,0.0
BSU00870,TM0199,1.1699999999999999e-119
BSU00880,TM0200,5.87e-85
BSU00900,TM1393,1.17e-28
BSU00910,TM0647,1.4e-39
BSU00920,TM1351,6.57e-131
BSU00930,TM0666,7.51e-45
BSU00940,TM0719,1.61e-150
BSU00950,TM1740,1.24e-14
BSU00960,TM1741,7.2e-50
BSU00980,TM0534,1.52e-21
BSU00990,TM0451,4.25e-13
BSU01010,TM0453,5.58e-28
BSU01020,TM0454,8.07e-71
BSU01030,TM0455,1.18e-95
BSU01040,TM0456,6.56e-30
BSU01050,TM0457,8.55e-22
BSU01060,TM1664,4.75e-29
BSU01070,TM0458,0.0
BSU01080,TM0459,0.0
BSU01100,TM1505,1.3199999999999998e-61
BSU01110,TM1504,1.23e-65
BSU01120,TM1503,0.0
BSU01130,TM1502,0.0
BSU01150,TM1501,2.7e-50
BSU01160,TM1500,2.25e-70
BSU01170,TM1499,4.33e-47
BSU01180,TM1498,7.81e-23
BSU01190,TM1497,7.36e-119
BSU01200,TM1496,8.69e-41
BSU01210,TM1495,4.21e-38
BSU01220,TM1494,1.35e-72
BSU01230,TM1493,1.3599999999999998e-68
BSU01240,TM1492,9.34e-16
BSU01250,TM1491,1.09e-26
BSU01260,TM1490,7.229999999999999e-54
BSU01270,TM1489,2.8600000000000003e-35
BSU01280,TM1488,3.2800000000000002e-80
BSU01290,TM1487,6.59e-25
BSU01300,TM1486,2.95e-53
BSU01310,TM1485,2.34e-57
BSU01320,TM1484,4.4199999999999995e-46
BSU01330,TM1483,3.64e-56
BSU01340,TM1482,5.6e-14
BSU01350,TM1481,7.059999999999999e-54
BSU01360,TM1480,5.02e-109
BSU01370,TM1479,6.57e-67
BSU01380,TM1478,3.52e-87
BSU01390,TM1477,4.54e-17
BSU01400,TM1476,2.42e-11
BSU01410,TM1475,3.47e-46
BSU01420,TM1474,9.519999999999999e-54
BSU01430,TM1472,8.41e-80
BSU01440,TM1471,2.21e-19
BSU01460,TM0222,1.54e-42
BSU01470,TM1868,1.72e-50
BSU01480,TM1574,1.2e-62
BSU01490,TM1454,1.84e-60
BSU01500,TM1453,3.3499999999999997e-46
BSU01540,TM1593,3.68e-53
BSU01660,TM0809,8.859999999999999e-42
BSU01690,TM0326,3.82e-39
BSU01720,TM0410,8.07e-38
BSU01730,TM1598,5.7e-16
BSU01770,TM0184,1.03e-117
BSU01780,TM0148,5.29e-133
BSU02210,TM0586,1.78e-25
BSU02220,TM1005,1.87e-13
BSU02560,TM0400,8.51e-28
BSU02770,TM1006,4.95e-58
BSU02950,TM1603,4.48e-68
BSU03050,TM1867,4.7e-86
BSU03130,TM0645,2.08e-15
BSU03180,TM0077,2.98e-83
BSU03300,TM0395,2.88e-53
BSU03320,TM0754,2.9599999999999998e-53
BSU03340,TM0039,1.2e-49
BSU03550,TM1017,8.57e-39
BSU03860,TM0383,1.37e-15
BSU04100,TM0065,1.05e-48
BSU04210,TM0968,4.23e-20
BSU04300,TM1282,8.34e-15
BSU04440,TM0322,3.29e-25
BSU04560,TM0259,4.18e-42
BSU04570,TM0236,1.3499999999999999e-62
BSU04610,TM0584,2.17e-21
BSU04620,TM0692,2.41e-22
BSU04700,TM0467,1.79e-28
BSU04710,TM1442,1.13e-11
BSU05120,TM1874,3.24e-26
BSU05330,TM0998,1.21e-15
BSU05340,TM0934,7.69e-19
BSU05450,TM0226,1.9600000000000002e-29
BSU05700,TM0439,2.36e-21
BSU05910,TM1632,1.49e-24
BSU05940,TM0145,1.41e-106
BSU05970,TM0169,4.14e-41
BSU06020,TM0505,6.33e-19
BSU06030,TM0506,0.0
BSU06170,TM0296,1.3299999999999997e-54
BSU06320,TM0876,8.82e-50
BSU06330,TM1132,5.12e-123
BSU06360,TM1820,0.0
BSU06370,TM0594,7.16e-108
BSU06420,TM0446,1.5600000000000002e-66
BSU06430,TM0447,7.54e-85
BSU06440,TM1095,6.240000000000001e-161
BSU06450,TM1243,7.45e-49
BSU06470,TM1245,6.68e-70
BSU06480,TM1246,4.94e-125
BSU06490,TM1247,5.93e-126
BSU06500,TM1251,8.81e-44
BSU06510,TM1248,2.39e-51
BSU06520,TM1249,1.89e-95
BSU06530,TM1250,3.01e-72
BSU06610,TM1238,1.64e-92
BSU06620,TM0100,0.0
BSU06680,TM1272,6.8300000000000005e-161
BSU06690,TM1273,2.1000000000000002e-166
BSU06710,TM0372,5.98e-102
BSU07080,TM1195,4.79e-85
BSU07330,TM1177,1.6399999999999999e-34
BSU07560,TM0433,3.23e-32
BSU07640,TM1564,3.2e-21
BSU07810,TM1840,4.11e-53
BSU07840,TM1878,1.15e-64
BSU08000,TM0561,3.59e-62
BSU08020,TM1094,1.43e-83
BSU08210,TM0287,1.71e-174
BSU08220,TM0288,0.0
BSU08310,TM1403,1.15e-68
BSU08380,TM1336,6.3e-18
BSU08720,TM0386,6.85e-27
BSU08790,TM0788,1.75e-128
BSU08830,TM0483,3.66e-48
BSU09100,TM1683,3.6499999999999998e-25
BSU09270,TM1431,6.25e-36
BSU09280,TM1429,4.35e-99
BSU09290,TM1430,0.0
BSU09310,TM0769,2.04e-91
BSU09410,TM0156,4.09e-78
BSU09440,TM0290,4.96e-91
BSU09540,TM1693,2.58e-13
BSU09610,TM0020,2.97e-13
BSU09650,TM0490,1.32e-43
BSU09710,TM1256,1.52e-126
BSU09930,TM0257,1.26e-16
BSU10110,TM0886,1.95e-62
BSU10150,TM0823,8.79e-12
BSU10340,TM1374,1.16e-21
BSU10640,TM1635,4.65e-15
BSU10650,TM1636,2.46e-18
BSU10820,TM0815,5.85e-42
BSU10840,TM1200,2.8799999999999997e-67
BSU10880,TM1131,5.49e-38
BSU11010,TM0268,5.78e-53
BSU11160,TM0487,9.69e-24
BSU11190,TM1782,3.8600000000000003e-100
BSU11200,TM1783,5.51e-119
BSU11210,TM1784,6.98e-61
BSU11220,TM1785,1.49e-101
BSU11250,TM1097,6.64e-93
BSU11340,TM0802,4.7399999999999996e-119
BSU11360,TM0501,5.3600000000000005e-129
BSU11370,TM0500,8.33e-131
BSU11382,TM0531,1.55e-25
BSU11390,TM0532,4.16e-78
BSU11420,TM0492,1.8800000000000001e-47
BSU11430,TM1746,9.36e-38
BSU11450,TM1748,6.09e-75
BSU11460,TM0498,8.08e-116
BSU11570,TM0921,6.5e-16
BSU11610,TM1733,8.01e-17
BSU11630,TM0742,8.2e-18
BSU12020,TM0736,4.22e-41
BSU12100,TM0113,4.44e-27
BSU12160,TM0201,3.7400000000000006e-27
BSU12240,TM0193,1.67e-40
BSU12300,TM0064,9.819999999999999e-90
BSU12330,TM0412,7.440000000000001e-35
BSU12340,TM0069,1.9399999999999998e-138
