Reaction,Complexes
3HAD100,ALW85_RS08890-MONOMER
3HAD120,ALW85_RS08890-MONOMER
3HAD121,ALW85_RS08890-MONOMER
3HAD140,ALW85_RS08890-MONOMER
3HAD141,ALW85_RS08890-MONOMER
3HAD160,ALW85_RS08890-MONOMER
3HAD161,ALW85_RS08890-MONOMER
3HAD180,ALW85_RS08890-MONOMER
3HAD181,ALW85_RS08890-MONOMER
3HAD40,ALW85_RS08890-MONOMER
3HAD60,ALW85_RS08890-MONOMER
3HAD80,ALW85_RS08890-MONOMER
3OAR100,ALW85_RS08600-MONOMER
3OAR120,ALW85_RS08600-MONOMER
3OAR121,ALW85_RS08600-MONOMER
3OAR140,ALW85_RS08600-MONOMER
3OAR141,ALW85_RS08600-MONOMER
3OAR160,ALW85_RS08600-MONOMER
3OAR161,ALW85_RS08600-MONOMER
3OAR180,ALW85_RS08600-MONOMER
3OAR181,ALW85_RS08600-MONOMER
3OAR40,ALW85_RS08600-MONOMER
3OAR60,ALW85_RS08600-MONOMER
3OAR80,ALW85_RS08600-MONOMER
3OAS100,ALW85_RS08610-MONOMER
3OAS120,ALW85_RS08610-MONOMER
3OAS121,ALW85_RS08610-MONOMER
3OAS140,ALW85_RS08610-MONOMER
3OAS141,ALW85_RS08610-MONOMER
3OAS160,ALW85_RS08610-MONOMER
3OAS161,ALW85_RS08610-MONOMER
3OAS180,ALW85_RS08610-MONOMER
3OAS181,ALW85_RS08610-MONOMER
3OAS60,ALW85_RS08610-MONOMER
3OAS80,ALW85_RS08610-MONOMER
4HTHRS,ALW85_RS12355-MONOMER
ABTA,ALW85_RS07530-MONOMER_mod_pydx5p(1) OR ALW85_RS07450-MONOMER_mod_pydx5p(1)
ACCOAC,CPLX_ACCOAC-0
ACGK,ALW85_RS05240-MONOMER_mod_mg2(1)
ACGS,ALW85_RS04065-MONOMER
ACHBS,CPLX_ACHBS-0
ACKr,ALW85_RS11140-MONOMER
ACLS,CPLX_ACHBS-0
ACOATA,ALW85_RS08590-MONOMER OR ALW85_RS08610-MONOMER
ACONT,ALW85_RS05225-MONOMER_mod_4fe4s(1)
ACOTA,ALW85_RS07530-MONOMER_mod_pydx5p(1)
ADCS,CPLX_ADCS-0
ADK1,ALW85_RS10065-MONOMER_mod_mg2(1)
ADK2,ALW85_RS10065-MONOMER_mod_mg2(1)
ADPT,ALW85_RS00940-MONOMER_mod_mg2(1) OR ALW85_RS00940-MONOMER_mod_mn2(1)
ADSL1r,ALW85_RS10150-MONOMER
ADSL2r,ALW85_RS10150-MONOMER
ADSS,ALW85_RS06670-MONOMER_mod_mg2(1)
AGPAT140,ALW85_RS03215-MONOMER OR ALW85_RS06145-MONOMER
AGPAT160,ALW85_RS03215-MONOMER OR ALW85_RS06145-MONOMER
AGPAT161,ALW85_RS03215-MONOMER OR ALW85_RS06145-MONOMER
AGPAT181,ALW85_RS03215-MONOMER OR ALW85_RS06145-MONOMER
AGPR,ALW85_RS07750-MONOMER
AHCYSNS,ALW85_RS10320-MONOMER
AHSERL2,ALW85_RS03655-MONOMER_mod_pydx5p(1) OR ALW85_RS08835-MONOMER
AICART,ALW85_RS04580-MONOMER
AIRCr,ALW85_RS04540-MONOMER
ALAALAr,ALW85_RS05185-MONOMER
ALAR,ALW85_RS07420-MONOMER
ALATA_L,ALW85_RS12345-MONOMER
ALLTN,ALW85_RS08680-MONOMER
