,value
RNAP_ALW85RS00360MONOMER,"{'sigma_factor': 'ALW85_RS00360-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS00685MONOMER,"{'sigma_factor': 'ALW85_RS00685-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS01185MONOMER,"{'sigma_factor': 'ALW85_RS01185-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS02815MONOMER,"{'sigma_factor': 'ALW85_RS02815-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS02855MONOMER,"{'sigma_factor': 'ALW85_RS02855-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS02890MONOMER,"{'sigma_factor': 'ALW85_RS02890-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS02925MONOMER,"{'sigma_factor': 'ALW85_RS02925-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS02940MONOMER,"{'sigma_factor': 'ALW85_RS02940-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS03075MONOMER,"{'sigma_factor': 'ALW85_RS03075-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS04285MONOMER,"{'sigma_factor': 'ALW85_RS04285-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS04800MONOMER,"{'sigma_factor': 'ALW85_RS04800-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05115MONOMER,"{'sigma_factor': 'ALW85_RS05115-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05425MONOMER,"{'sigma_factor': 'ALW85_RS05425-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05575MONOMER,"{'sigma_factor': 'ALW85_RS05575-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05610MONOMER,"{'sigma_factor': 'ALW85_RS05610-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05645MONOMER,"{'sigma_factor': 'ALW85_RS05645-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05700MONOMER,"{'sigma_factor': 'ALW85_RS05700-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05715MONOMER,"{'sigma_factor': 'ALW85_RS05715-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS05720MONOMER,"{'sigma_factor': 'ALW85_RS05720-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS06185MONOMER,"{'sigma_factor': 'ALW85_RS06185-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS06325MONOMER,"{'sigma_factor': 'ALW85_RS06325-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS08440MONOMER,"{'sigma_factor': 'ALW85_RS08440-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS10370MONOMER,"{'sigma_factor': 'ALW85_RS10370-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS11165MONOMER,"{'sigma_factor': 'ALW85_RS11165-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS12155MONOMER,"{'sigma_factor': 'ALW85_RS12155-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS12695MONOMER,"{'sigma_factor': 'ALW85_RS12695-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS12965MONOMER,"{'sigma_factor': 'ALW85_RS12965-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
RNAP_ALW85RS12990MONOMER,"{'sigma_factor': 'ALW85_RS12990-MONOMER', 'polymerase': 'RNAP-CPLX_mod_zn2(1)_mod_mg2(2)'}"
