Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
ALW85_RS04595,ALW85_RS04595,958129,959398,ALW85_RS04595-MONOMER,NC_004757.1
ALW85_RS06015,ALW85_RS06015,1258685,1258761,ALW85_RS06015-tRNA,NC_004757.1
ALW85_RS04600,ALW85_RS04600,959531,961472,ALW85_RS04600-MONOMER,NC_004757.1
ALW85_RS04605,ALW85_RS04605,961683,963855,ALW85_RS04605-MONOMER,NC_004757.1
ALW85_RS08390,ALW85_RS08390,1733057,1733903,ALW85_RS08390-MONOMER,NC_004757.1
ALW85_RS00310,ALW85_RS00310,71082,73968,ALW85_RS00310-rRNA,NC_004757.1
ALW85_RS10655,ALW85_RS10655,2220093,2224167,ALW85_RS10655-MONOMER,NC_004757.1
ALW85_RS04610,ALW85_RS04610,963854,965201,ALW85_RS04610-MONOMER,NC_004757.1
ALW85_RS04615,ALW85_RS04615,965253,966264,ALW85_RS04615-MONOMER,NC_004757.1
ALW85_RS10660,ALW85_RS10660,2224502,2224877,ALW85_RS10660-MONOMER,NC_004757.1
ALW85_RS04620,ALW85_RS04620,966330,967104,ALW85_RS04620-MONOMER,NC_004757.1
ALW85_RS04625,ALW85_RS04625,967126,967618,ALW85_RS04625-MONOMER,NC_004757.1
ALW85_RS08395,ALW85_RS08395,1733883,1735575,ALW85_RS08395-MONOMER,NC_004757.1
ALW85_RS10665,ALW85_RS10665,2224947,2225463,ALW85_RS10665-MONOMER,NC_004757.1
ALW85_RS04630,ALW85_RS04630,967813,968191,ALW85_RS04630-MONOMER,NC_004757.1
ALW85_RS04635,ALW85_RS04635,968319,968658,ALW85_RS04635-MONOMER,NC_004757.1
ALW85_RS10670,ALW85_RS10670,2225767,2226460,ALW85_RS10670-MONOMER,NC_004757.1
ALW85_RS04640,ALW85_RS04640,968645,969668,ALW85_RS04640-MONOMER,NC_004757.1
ALW85_RS04645,ALW85_RS04645,969732,970038,ALW85_RS04645-MONOMER,NC_004757.1
ALW85_RS08400,ALW85_RS08400,1735574,1736759,ALW85_RS08400-MONOMER,NC_004757.1
ALW85_RS10675,ALW85_RS10675,2226461,2226893,ALW85_RS10675-MONOMER,NC_004757.1
ALW85_RS04650,ALW85_RS04650,970117,970321,ALW85_RS04650-MONOMER,NC_004757.1
ALW85_RS04660,ALW85_RS04660,970703,972029,ALW85_RS04660-MONOMER,NC_004757.1
ALW85_RS04665,ALW85_RS04665,972086,972377,ALW85_RS04665-MONOMER,NC_004757.1
ALW85_RS04670,ALW85_RS04670,972373,973360,ALW85_RS04670-MONOMER,NC_004757.1
ALW85_RS08405,ALW85_RS08405,1736777,1737215,ALW85_RS08405-MONOMER,NC_004757.1
ALW85_RS04675,ALW85_RS04675,973598,974033,ALW85_RS04675-MONOMER,NC_004757.1
ALW85_RS10680,ALW85_RS10680,2227017,2227551,ALW85_RS10680-MONOMER,NC_004757.1
ALW85_RS04680,ALW85_RS04680,974277,974487,ALW85_RS04680-MONOMER,NC_004757.1
ALW85_RS04690,ALW85_RS04690,974696,975419,ALW85_RS04690-MONOMER,NC_004757.1
ALW85_RS04695,ALW85_RS04695,976037,976595,ALW85_RS04695-MONOMER,NC_004757.1
ALW85_RS04700,ALW85_RS04700,976668,977811,ALW85_RS04700-MONOMER,NC_004757.1
ALW85_RS10685,ALW85_RS10685,2227569,2227914,ALW85_RS10685-MONOMER,NC_004757.1
ALW85_RS04705,ALW85_RS04705,977893,978886,ALW85_RS04705-MONOMER,NC_004757.1
ALW85_RS04710,ALW85_RS04710,978888,979326,ALW85_RS04710-MONOMER,NC_004757.1
ALW85_RS04715,ALW85_RS04715,979353,982770,ALW85_RS04715-MONOMER,NC_004757.1
ALW85_RS08415,ALW85_RS08415,1737612,1738440,ALW85_RS08415-MONOMER,NC_004757.1
ALW85_RS04720,ALW85_RS04720,982939,984049,ALW85_RS04720-MONOMER,NC_004757.1
ALW85_RS10695,ALW85_RS10695,2228136,2229327,ALW85_RS10695-MONOMER,NC_004757.1
ALW85_RS04725,ALW85_RS04725,984209,985487,ALW85_RS04725-MONOMER,NC_004757.1
ALW85_RS04730,ALW85_RS04730,985483,986191,ALW85_RS04730-MONOMER,NC_004757.1
ALW85_RS04735,ALW85_RS04735,986282,986708,ALW85_RS04735-MONOMER,NC_004757.1
ALW85_RS04740,ALW85_RS04740,986690,988532,ALW85_RS04740-MONOMER,NC_004757.1
ALW85_RS10700,ALW85_RS10700,2229357,2231448,ALW85_RS10700-MONOMER,NC_004757.1
ALW85_RS04745,ALW85_RS04745,988709,989816,ALW85_RS04745-MONOMER,NC_004757.1
ALW85_RS04750,ALW85_RS04750,989840,990695,ALW85_RS04750-MONOMER,NC_004757.1
ALW85_RS04755,ALW85_RS04755,990844,992020,ALW85_RS04755-MONOMER,NC_004757.1
ALW85_RS08420,ALW85_RS08420,1738566,1740297,ALW85_RS08420-MONOMER,NC_004757.1
ALW85_RS04760,ALW85_RS04760,992285,992489,ALW85_RS04760-MONOMER,NC_004757.1
ALW85_RS10705,ALW85_RS10705,2231520,2231991,ALW85_RS10705-MONOMER,NC_004757.1
ALW85_RS04765,ALW85_RS04765,992514,992781,ALW85_RS04765-MONOMER,NC_004757.1
ALW85_RS04770,ALW85_RS04770,993052,994396,ALW85_RS04770-MONOMER,NC_004757.1
ALW85_RS04775,ALW85_RS04775,994521,995295,ALW85_RS04775-MONOMER,NC_004757.1
ALW85_RS04780,ALW85_RS04780,995547,995889,ALW85_RS04780-MONOMER,NC_004757.1
ALW85_RS10710,ALW85_RS10710,2232067,2232445,ALW85_RS10710-MONOMER,NC_004757.1
ALW85_RS04785,ALW85_RS04785,995941,996571,ALW85_RS04785-MONOMER,NC_004757.1
ALW85_RS04790,ALW85_RS04790,996614,997457,ALW85_RS04790-MONOMER,NC_004757.1
ALW85_RS04795,ALW85_RS04795,997468,997969,ALW85_RS04795-MONOMER,NC_004757.1
ALW85_RS08425,ALW85_RS08425,1740271,1741510,ALW85_RS08425-MONOMER,NC_004757.1
ALW85_RS04800,ALW85_RS04800,998203,998779,ALW85_RS04800-MONOMER,NC_004757.1
ALW85_RS10715,ALW85_RS10715,2232830,2233265,ALW85_RS10715-MONOMER,NC_004757.1
ALW85_RS04805,ALW85_RS04805,998775,999465,ALW85_RS04805-MONOMER,NC_004757.1
ALW85_RS04810,ALW85_RS04810,999578,1001864,ALW85_RS04810-MONOMER,NC_004757.1
ALW85_RS04815,ALW85_RS04815,1001860,1002328,ALW85_RS04815-MONOMER,NC_004757.1
ALW85_RS04820,ALW85_RS04820,1002359,1002710,ALW85_RS04820-MONOMER,NC_004757.1
ALW85_RS10720,ALW85_RS10720,2233803,2234361,ALW85_RS10720-MONOMER,NC_004757.1
ALW85_RS04825,ALW85_RS04825,1002699,1002930,ALW85_RS04825-MONOMER,NC_004757.1
ALW85_RS04830,ALW85_RS04830,1003118,1005425,ALW85_RS04830-MONOMER,NC_004757.1
ALW85_RS04835,ALW85_RS04835,1005451,1008022,ALW85_RS04835-MONOMER,NC_004757.1
ALW85_RS08430,ALW85_RS08430,1741518,1743426,ALW85_RS08430-MONOMER,NC_004757.1
ALW85_RS04840,ALW85_RS04840,1008209,1009139,ALW85_RS04840-MONOMER,NC_004757.1
ALW85_RS10725,ALW85_RS10725,2234476,2236624,ALW85_RS10725-MONOMER,NC_004757.1
ALW85_RS04845,ALW85_RS04845,1009157,1009553,ALW85_RS04845-MONOMER,NC_004757.1
ALW85_RS04850,ALW85_RS04850,1009549,1010248,ALW85_RS04850-MONOMER,NC_004757.1
ALW85_RS04855,ALW85_RS04855,1010276,1011335,ALW85_RS04855-MONOMER,NC_004757.1
ALW85_RS04860,ALW85_RS04860,1011568,1012024,ALW85_RS04860-MONOMER,NC_004757.1
ALW85_RS10730,ALW85_RS10730,2236642,2237065,ALW85_RS10730-MONOMER,NC_004757.1
