reaction	keff
12MGDG160	65
12MGDG161	65
12MGDG180	65
12MGDG181	65
12MGDG181_9	65
12MGDG182_9_12	65
12MGDG183_6_9_12	65
12MGDG183_9_12_15	65
12MGDG184_6_9_12_15	65
34DHOXPEGOX	65
34HPPOR	65
3HAD100	65
3HAD120	65
3HAD121	65
3HAD140	65
3HAD141	65
3HAD160	65
3HAD161	65
3HAD180	65
3HAD181	65
3HAD40_2	65
3HAD60	65
3HAD80	65
3OAR100	65
3OAR120	65
3OAR121	65
3OAR140	65
3OAR141	65
3OAR160	65
3OAR161	65
3OAR180	65
3OAR181	65
3OAR40_2	65
3OAR60	65
3OAR80	65
3OAS100	65
3OAS120	65
3OAS121	65
3OAS140	65
3OAS141	65
3OAS160	65
3OAS161	65
3OAS180	65
3OAS181	65
3OAS60	65
3OAS80	65
4HTHBPNDH	65
AACOAR_syn	65
AALACPTD	65
ABTA	65
ABUTD	65
ACACT1r	65
ACBIPGT	65
ACCOAC	65
ACGK	65
ACGS	65
ACHBS2	65
ACKr	65
ACLSa_1	65
ACLSb_1	65
ACOATA	65
ACODA	65
ACONTa_1	65
ACONTb_1	65
ACOTA	65
ACP1_FMN	65
ACS	65
ADCL	65
ADCPS1	65
ADCPS2	65
ADCS	65
ADCYRS	65
ADK1	65
ADNCYC	65
ADOCBIK	65
ADOCBLS	65
ADOCBLS(2)	65
ADPRDP	65
ADPT	65
ADPT2	65
ADSK	65
ADSL1r	65
ADSL2r	65
ADSS	65
AGMT	65
AGPAT160	65
AGPAT161	65
AGPAT180	65
AGPAT181	65
AGPAT181_9	65
AGPAT182_9_12	65
AGPAT183_6_9_12	65
AGPAT183_9_12_16	65
AGPAT184_6_9_12_15	65
AGPR	65
AGTi	65
AHCi	65
AHMMPS2	65
AICART	65
AIRCra	65
AIRCrb	65
ALAALAr	65
ALAD_L2	65
ALAR	65
ALATRS	65
ALAabcpp	65
ALCD19	65
ALCD19y	65
ALCD2ir	65
ALCD2y	65
ALDD20x	65
ALDD2x	65
AMID2_1	65
AMID3_1	65
AMID_2	65
AMPD2	65
AMPTASECG	65
AMYLS	65
ANPRT	65
ANS	65
ANSN	65
AOXSr2	65
APRAUR	65
ARGDC	65
ARGDI_1	65
ARGN	65
ARGOXp	65
ARGOXu	65
ARGSL	65
ARGSS	65
ARGTRS	65
ARGabcpp	65
ARSNR	65
ASAD	65
ASNN_1	65
ASNTRAT	65
ASNTRS	65
ASP1DC	65
ASPCT	65
ASPK	65
ASPO5_2	65
ASPO6	65
ASPTA	65
ASPTRS	65
ATPADT	65
ATPPRT	65
ATPS4rpp_1	65
ATPSu_1	65
BAMPPALDOX	65
BCAROHX11	65
BCAROHX21	65
BCAROKE	65
BCAROKE2	65
BCT1_syn	65
BILIRED	65
BPNT	65
BPNT2	65
BioU	65
CA2abcpp	65
CA2t3pp	65
CA2tex	65
CAT	65
CBFC2pb	65
CBFC2ub	65
CBFCpa	65
CBFCpb	65
CBFCpc	65
CBFCpd	65
CBFCpe	65
CBFCpf	65
CBFCua	65
CBFCub	65
CBFCuc	65
CBFCud	65
CBFCue	65
CBFCuf	65
CBIAT	65
CBMK4	65
CBPS	65
CDPMEK	65
CHORM	65
CHORS	65
CHPHYS	65
CHRPL	65
CLt3_2pp	65
COBALT2abcpp	65
COCHL	65
CPPPGO	65
CPPPGO2	65
CS	65
CSND_1	65
CSPMDDC	65
CTPS1_2	65
CTPS2	65
CU2abcu_syn	65
CUabcpp	65
CYNTAH_1	65
