,value
FY484_RS19160,MONOMER
VC_0025,MONOMER
VC_1553,MONOMER
FY484_RS19510,MONOMER
ansA,MONOMER
VC_A1050,MONOMER
aceF,MONOMER
VC_A0892,MONOMER
VC_0173,MONOMER
VC_A0799,MONOMER
ldtB,MONOMER
fruT,MONOMER
mrcB,MONOMER
VC_A0490,MONOMER
VC_A0571,MONOMER
VC_A0440,MONOMER
pta,MONOMER
VC_A0368,MONOMER
metG,MONOMER
FY484_RS15400,MONOMER
VC_A1037,MONOMER
VC_A0257,MONOMER
nlpC,MONOMER
VC_A0095,MONOMER
menD,MONOMER
VC_2717,MONOMER
VC_2395,MONOMER
VC__2298,MONOMER
VC_0153,MONOMER
VC_1797,MONOMER
VC_A0034,MONOMER
vieB,MONOMER
lpoA,MONOMER
VC_1472,MONOMER
VC_A0550,MONOMER
VC_1380,MONOMER
FY484_RS05490,MONOMER
VC_1085,MONOMER
rsxD,MONOMER
VC_0860,MONOMER
VC_A1019,MONOMER
mshQ,MONOMER
VC_1518,MONOMER
VC_0183,MONOMER
mltB,MONOMER
FY484_RS19480,MONOMER
gltD2,MONOMER
VC_A0997,MONOMER
VC_0134,MONOMER
makC,MONOMER
malT,MONOMER
VC_A0753,MONOMER
trmD,MONOMER
FY484_RS17065,MONOMER
ylqF,MONOMER
higA2,MONOMER
nagE,MONOMER
VC_A0419,MONOMER
VC_A0999,MONOMER
VC_A0363,MONOMER
VC_1499,MONOMER
VC_A0303,MONOMER
VC_1939,MONOMER
VC_A0236,MONOMER
ung,MONOMER
lpp,MONOMER
VC_0115,MONOMER
VC_2662,MONOMER
atpA,MONOMER
VC_2046,MONOMER
alaS,MONOMER
VC_1794,MONOMER
VC_A0508,MONOMER
VC_1618,MONOMER
VC_0976,MONOMER
VC_A0981,MONOMER
matP,MONOMER
ppiD,MONOMER
VC_2341,MONOMER
VC_t044,tRNA
lexA,MONOMER
VC_r021,rRNA
ispD,MONOMER
VC_t028,tRNA
VC_2750,MONOMER
ssrS,RNA
VC_A0482,MONOMER
VC_t015,tRNA
lnt,MONOMER
VC_t068,tRNA
VC_A0957,MONOMER
VC_t004,tRNA
ctxB,MONOMER
VC_t055,tRNA
fadR,MONOMER
recD,MONOMER
VC_0075,MONOMER
VC_t041,tRNA
radC,MONOMER
VC_t089,tRNA
gspE,MONOMER
VC_t027,tRNA
FY484_RS16300,MONOMER
VC_t081,tRNA
vpsQ,MONOMER
rrf,RNA
malG,MONOMER
VC_t065,tRNA
ccoS,MONOMER
VC_t002,tRNA
lolE,MONOMER
VC_t052,tRNA
nqrB,MONOMER
aroE,MONOMER
VC_At4,tRNA
glmS,MONOMER
VC_t038,tRNA
ompR,MONOMER
VC_A0431,MONOMER
VC_t025,tRNA
vpsC,MONOMER
VC_t078,tRNA
plsC1,MONOMER
VC_t011,tRNA
tseL,MONOMER
VC_t063,tRNA
VC_1865,MONOMER
VC_t001,tRNA
gpt,MONOMER
VC_t050,tRNA
VC_0039,MONOMER
rsmE,MONOMER
VC_r014,rRNA
fxsA,MONOMER
VC_At1,tRNA
VC_A0405,MONOMER
VC_t035,tRNA
VC_0901,MONOMER
VC_r018,rRNA
VC_A0901,MONOMER
VC_t022,tRNA
VC_1400,MONOMER
VC_t075,tRNA
VC_1849,MONOMER
VC_t009,tRNA
rpsB,MONOMER
VC_t061,tRNA
VC_0018,MONOMER
trmB,MONOMER
VC_t048,tRNA
cytR,MONOMER
VC_t093,tRNA
VC_A0381,MONOMER
VC_t032,tRNA
VC_0884,MONOMER
VC_r017,rRNA
dsdC,MONOMER
VC_t019,tRNA
VC_1374,MONOMER
VC_t072,tRNA
nadA,MONOMER
VC_t006,tRNA
accA,MONOMER
VC_t058,tRNA
rpmA,MONOMER
frdC,MONOMER
VC_A0353,MONOMER
VC_t045,tRNA
VC_0859,MONOMER
VC_A0853,MONOMER
VC_t029,tRNA
yccX,MONOMER
cry1,MONOMER
VC_t016,tRNA
purM,MONOMER
VC_t069,tRNA
maf,MONOMER
VC_r005,rRNA
VC_2638,MONOMER
ffs,RNA
VC_A0330,MONOMER
acfC,MONOMER
FY484_RS18095,MONOMER
VC_t042,tRNA
prpB,MONOMER
VC_t090,tRNA
VC_1785,MONOMER
VC_r011,rRNA
flgT,MONOMER
VC_t082,tRNA
mshJ,MONOMER
VC_t013,tRNA
VC_2622,MONOMER
VC_t066,tRNA
parE1,MONOMER
VC_t003,tRNA
tcpI,MONOMER
VC_t053,tRNA
VC_A0809,MONOMER
VC_1317,MONOMER
VC_1766,MONOMER
VC_t039,tRNA
flgK,MONOMER
VC_r020,rRNA
pspG,MONOMER
VC_r010,rRNA
slyD,MONOMER
VC_t079,tRNA
infC,MONOMER
VC_t012,tRNA
citX,MONOMER
asd1,MONOMER
VC_A0788,MONOMER
VC_r002,rRNA
queD,MONOMER
ssrA,RNA
VC_1745,MONOMER
ybaK,MONOMER
tuf,MONOMER
VC_At2,tRNA
rpmC,MONOMER
VC_t036,tRNA
emrD3,MONOMER
VC_t086,tRNA
viuC,MONOMER
VC_t023,tRNA
VC_A0768,MONOMER
VC_t076,tRNA
VC_1281,MONOMER
VC_t010,tRNA
tfoY,MONOMER
nspC,MONOMER
dapE,MONOMER
amiB,MONOMER
VC_r013,rRNA
rpsD,MONOMER
VC_t094,tRNA
VC_A0241,MONOMER
VC_t033,tRNA
der,MONOMER
VC_t084,tRNA
glpC,MONOMER
VC_t020,tRNA
irpA,MONOMER
VC_t073,tRNA
metE,MONOMER
VC_t007,tRNA
fliE,MONOMER
VC_t059,tRNA
rplL,MONOMER
VC_2555,MONOMER
VC_t046,tRNA
VC_A0220,MONOMER
VC_r023,rRNA
iscR,MONOMER
VC_t030,tRNA
modA,MONOMER
VC_t083,tRNA
btuD,MONOMER
VC_t017,tRNA
VC_1685,MONOMER
VC_t070,tRNA
prmB,MONOMER
trxA,MONOMER
VC_t056,tRNA
thiQ,MONOMER
VC_A0197,MONOMER
pstB1,MONOMER
VC_t043,tRNA
VC_A0705,MONOMER
VC_t091,tRNA
relV,MONOMER
VC_1669,MONOMER
rnpB,RNA
VC_2098,MONOMER
VC_t014,tRNA
VC_0287,MONOMER
VC_t067,tRNA
mlaE,MONOMER
VC_r004,rRNA
VC_A0176,MONOMER
VC_t054,tRNA
VC_0708,MONOMER
VC_A0685,MONOMER
VC_1205,MONOMER
VC_t040,tRNA
FY484_RS08275,MONOMER
VC_t088,tRNA
VC_2078,MONOMER
VC_t026,tRNA
VC_0265,MONOMER
VC_t080,tRNA
lptG,MONOMER
VC_r008,rRNA
mrpE,MONOMER
VC_t064,tRNA
ispH,MONOMER
VC_A0659,MONOMER
VC_t051,tRNA
trxB,MONOMER
VC_1628,MONOMER
VC_At3,tRNA
parC,MONOMER
VC_t037,tRNA
manB,MONOMER
VC_t087,tRNA
rpiA,MONOMER
VC_t024,tRNA
VC_A0134,MONOMER
VC_t077,tRNA
VC_0667,MONOMER
VC_r007,rRNA
VC_A0641,MONOMER
VC_t062,tRNA
cmoA,MONOMER
VC_r001,rRNA
VC_A1111,MONOMER
VC_1607,MONOMER
VC_t049,tRNA
VC_2044,MONOMER
VC_r024,rRNA
rnc,MONOMER
VC_t034,tRNA
kdkA,MONOMER
VC_t085,tRNA
tssL,MONOMER
VC_t021,tRNA
VC_0649,MONOMER
VC_t074,tRNA
tkt,MONOMER
VC_t008,tRNA
clpA,MONOMER
VC_t060,tRNA
cheD,MONOMER
VC_1587,MONOMER
VC_t047,tRNA
rpmF,MONOMER
VC_t092,tRNA
VC_2442,MONOMER
VC_t031,tRNA
VC_0209,MONOMER
pncB,MONOMER
VC_t018,tRNA
ompU,MONOMER
VC_t071,tRNA
phnW,MONOMER
VC_t005,tRNA
mnmA,MONOMER
VC_t057,tRNA
arsR,MONOMER
VC_A1072,MONOMER
varF,MONOMER
cydH,MONOMER
pilD,MONOMER
uvrD,MONOMER
VC_A0075,MONOMER
VC_0615,MONOMER
VC_A0585,MONOMER
bioA,MONOMER
aphB,MONOMER
VC_A1052,MONOMER
VC_1550,MONOMER
purU,MONOMER
ftsL,MONOMER
VC_0170,MONOMER
VC_A0055,MONOMER
sfsA,MONOMER
vxrD,MONOMER
VC_1094,MONOMER
VC_1031,MONOMER
VC_A1034,MONOMER
VC_1533,MONOMER
menC,MONOMER
dapB,MONOMER
rpoH,MONOMER
VC_A0030,MONOMER
VC_0578,MONOMER
VC_A0545,MONOMER
nth,MONOMER
nhaD,MONOMER
VC_1515,MONOMER
chiA1,MONOMER
gltB1,MONOMER
cdpA,MONOMER
VC_A0007,MONOMER
ffh,MONOMER
VC_A0524,MONOMER
VC_0992,MONOMER
VC_A0994,MONOMER
prc,MONOMER
VC_1936,MONOMER
VC_2356,MONOMER
VC_0112,MONOMER
atpC,MONOMER
pncC,MONOMER
VC_A0504,MONOMER
chiP,MONOMER
VC_A0977,MONOMER
VC_1476,MONOMER
rpsA,MONOMER
FY484_RS11630,MONOMER
VC_0089,MONOMER
folK,MONOMER
VC_2747,MONOMER
VC_A0479,MONOMER
VC_0954,MONOMER
VC_1452,MONOMER
hinT,MONOMER
mltA,MONOMER
asnC,MONOMER
VC_0506,MONOMER
gspH,MONOMER
VC_A0455,MONOMER
vpsN,MONOMER
VC_A0939,MONOMER
uspE,MONOMER
msbA,MONOMER
nqrE,MONOMER
purE,MONOMER
VC_0483,MONOMER
recG,MONOMER
VC_A0425,MONOMER
vpsU,MONOMER
hutD,MONOMER
hcp-1,MONOMER
VC_1862,MONOMER
proB,MONOMER
VC_0035,MONOMER
ruvX,MONOMER
cpxA,MONOMER
VC_A0401,MONOMER
xni,MONOMER
pgl,MONOMER
VC_1394,MONOMER
ruvA,MONOMER
frr,MONOMER
dnaN,MONOMER
mltC,MONOMER
hslU,MONOMER
VC_A0374,MONOMER
rpmJ,MONOMER
cydB,MONOMER
VC_1370,MONOMER
VC_1828,MONOMER
VC_2240,MONOMER
VC_0433,MONOMER
epmA,MONOMER
relE2,MONOMER
dnaJ,MONOMER
VC_A0848,MONOMER
VC_1350,MONOMER
VC_1810,MONOMER
rluF,MONOMER
mreB,MONOMER
mrcA,MONOMER
VC_A0329,MONOMER
toxT,MONOMER
ectA,MONOMER
VC_1333,MONOMER
nanK,MONOMER
flgM,MONOMER
ssb,MONOMER
pabA,MONOMER
VC_A0307,MONOMER
aldA,MONOMER
VC_A0806,MONOMER
VC_1313,MONOMER
motB,MONOMER
flaC,MONOMER
VC_0377,MONOMER
VC_2601,MONOMER
VC_A0282,MONOMER
citD,MONOMER
VC_A0784,MONOMER
thiD,MONOMER
VC_1741,MONOMER
VC_2167,MONOMER
rpsL,MONOMER
rplX,MONOMER
VC_A0258,MONOMER
viuP,MONOMER
ltaE,MONOMER
cosR,MONOMER
torR,MONOMER
VC_2147,MONOMER
orn,MONOMER
VC_2569,MONOMER
VC_A0237,MONOMER
hisS,MONOMER
FY484_RS17705,MONOMER
VC_1260,MONOMER
yciA,MONOMER
fliH,MONOMER
rplK,MONOMER
VC_2552,MONOMER
VC_A0217,MONOMER
secF,MONOMER
VC_A0723,MONOMER
cobC,MONOMER
sapC,MONOMER
VC_2113,MONOMER
VC_0303,MONOMER
mgtE,MONOMER
nhaC,MONOMER
ppk1,MONOMER
VC_A0702,MONOMER
pheS,MONOMER
VC_1666,MONOMER
pgm,MONOMER
vciB,MONOMER
VC_2516,MONOMER
VC_A0173,MONOMER
nspS,MONOMER
VC_A0681,MONOMER
hutH,MONOMER
napB,MONOMER
VC_1199,MONOMER
VC_1642,MONOMER
VC_2075,MONOMER
VC_0262,MONOMER
VC_2494,MONOMER
VC_A0151,MONOMER
ileS,MONOMER
VC_A0656,MONOMER
rluB,MONOMER
FY484_RS19600,MONOMER
flrD,MONOMER
wavL,MONOMER
FY484_RS12310,MONOMER
rbsK,MONOMER
prfB,MONOMER
VC_A0638,MONOMER
VC_1161,MONOMER
VC_A1108,MONOMER
cheV1,MONOMER
VC_2041,MONOMER
pdxJ,MONOMER
wavA,MONOMER
tagH,MONOMER
rpsO,MONOMER
sseA,MONOMER
icd,MONOMER
VC_A1087,MONOMER
VC_1583,MONOMER
fabD,MONOMER
VC_2439,MONOMER
murQ1,MONOMER
VC_A0094,MONOMER
shyC,MONOMER
VC_A0601,MONOMER
VC_1125,MONOMER
VC_1064,MONOMER
VC_A1068,MONOMER
varC,MONOMER
VC_2007,MONOMER
pilA,MONOMER
gorA,MONOMER
pstA2,MONOMER
chbP,MONOMER
VC_A0582,MONOMER
lolA,MONOMER
fadI,MONOMER
VC_A1048,MONOMER
ttpC,MONOMER
VC_1987,MONOMER
murF,MONOMER
VC_0166,MONOMER
VC_A0048,MONOMER
pcnB,MONOMER
pntB,MONOMER
VC_1091,MONOMER
moaD,MONOMER
VC_A1030,MONOMER
VC_1528,MONOMER
VC_1968,MONOMER
VC_2387,MONOMER
ftsY,MONOMER
VC_A0026,MONOMER
petC,MONOMER
VC_A0542,MONOMER
VC_1008,MONOMER
VC_A1011,MONOMER
VC_1512,MONOMER
VC_1949,MONOMER
arcB,MONOMER
VC_0127,MONOMER
rctB,MONOMER
luxS,MONOMER
sbcD,MONOMER
dtpA,MONOMER
VC_A0991,MONOMER
VC_1492,MONOMER
VC_1931,MONOMER
VC_2352,MONOMER
VC_0106,MONOMER
VC_2760,MONOMER
cysT,MONOMER
VC_A0498,MONOMER
cysZ,MONOMER
VC_A0971,MONOMER
VC_1470,MONOMER
lapB,MONOMER
VC_2334,MONOMER
tatA,MONOMER
tsaD,MONOMER
VC_2743,MONOMER
VC_A0476,MONOMER
rlmH,MONOMER
cheV4,MONOMER
rtxB,MONOMER
lpoB,MONOMER
csdA,MONOMER
VC_0067,MONOMER
VC_0502,MONOMER
gspK,MONOMER
relB3,MONOMER
VC_0931,MONOMER
VC_A0936,MONOMER
VC_1430,MONOMER
kdsB,MONOMER
nqrM,MONOMER
FY484_RS00250,MONOMER
mscS,MONOMER
gmk,MONOMER
VC_A0420,MONOMER
treC,MONOMER
exbD1,MONOMER
vceB,MONOMER
VC_1859,MONOMER
ribD,MONOMER
VC_0031,MONOMER
pilU,MONOMER
pfkA,MONOMER
VC_A0395,MONOMER
thiI,MONOMER
VC_A0893,MONOMER
VC_1390,MONOMER
ispC,MONOMER
VC_0009,MONOMER
lptD,MONOMER
VC_2671,MONOMER
VC_A0366,MONOMER
VC_0875,MONOMER
pbpG,MONOMER
queC,MONOMER
VC_1825,MONOMER
VC_2237,MONOMER
VC_0430,MONOMER
gpsA,MONOMER
VC_A0345,MONOMER
bamE,MONOMER
VC_A0843,MONOMER
VC_1346,MONOMER
VC_1805,MONOMER
VC_2220,MONOMER
mshC,MONOMER
pilO,MONOMER
relB1,MONOMER
tcpT,MONOMER
ask,MONOMER
VC_1329,MONOMER
siaQ,MONOMER
cheR2,MONOMER
uvrA,MONOMER
astD,MONOMER
VC_A0302,MONOMER
VC_0814,MONOMER
vesA,MONOMER
VC_1310,MONOMER
VC_1758,MONOMER
prs,MONOMER
yjbQ,MONOMER
rlmB,MONOMER
VC_A0279,MONOMER
oadG-2,MONOMER
VC_A0781,MONOMER
VC_1291,MONOMER
infA,MONOMER
VC_2164,MONOMER
tusD,MONOMER
rpsH,MONOMER
VC_A0253,MONOMER
vibC,MONOMER
viaA,MONOMER
VC_1275,MONOMER
mukF,MONOMER
flaE,MONOMER
VC_0338,MONOMER
VC_2566,MONOMER
vctA,MONOMER
trmG/rlmN,MONOMER
VC_A0741,MONOMER
ubiG,MONOMER
VC_1697,MONOMER
fliK,MONOMER
msrA,MONOMER
VC_A0210,MONOMER
tgt,MONOMER
helD,MONOMER
cobT,MONOMER
pspF,MONOMER
mnmC,MONOMER
VC_0299,MONOMER
ptsN,MONOMER
VC_A0190,MONOMER
phoR,MONOMER
cdgD,MONOMER
pgsA,MONOMER
VC_1663,MONOMER
gltA,MONOMER
cadB,MONOMER
plsC3,MONOMER
FY484_RS14625,MONOMER
trpR,MONOMER
VC_A0165,MONOMER
plzA,MONOMER
napF,MONOMER
VC_1196,MONOMER
VC_1638,MONOMER
VC_2072,MONOMER
VC_0257,MONOMER
leuB,MONOMER
lhgO,MONOMER
rpsT,MONOMER
FY484_RS17275,MONOMER
trpE,MONOMER
VC_A0486,MONOMER
VC_1619,MONOMER
ccmC,MONOMER
wavJ,MONOMER
VC_2473,MONOMER
rbsA,MONOMER
srmB,MONOMER
VC_A0635,MONOMER
VC_1158,MONOMER
nikDE,MONOMER
VC_1598,MONOMER
VC_2038,MONOMER
varS,MONOMER
rpmG,MONOMER
tssE,MONOMER
infB,MONOMER
moeA,MONOMER
hisF,MONOMER
VC_A1084,MONOMER
VC_1580,MONOMER
fabF,MONOMER
tolC,MONOMER
fhuD,MONOMER
VC_A0090,MONOMER
erpA,MONOMER
FY484_RS17010,MONOMER
VC_1122,MONOMER
VC_1061,MONOMER
speF,MONOMER
varR,MONOMER
rlmA,MONOMER
fldB,MONOMER
cap2,MONOMER
VC_A0068,MONOMER
VC_0609,MONOMER
VC_A0579,MONOMER
cdgK,MONOMER
fadL-2,MONOMER
mtlA,MONOMER
tonB2,MONOMER
VC_1983,MONOMER
ftsW,MONOMER
VC_0163,MONOMER
plzD,MONOMER
panC,MONOMER
VC_A0560,MONOMER
VC_1087,MONOMER
moaA,MONOMER
VC_A1027,MONOMER
VC_1525,MONOMER
VC_1964,MONOMER
VC_2384,MONOMER
VC_0144,MONOMER
VC_A0022,MONOMER
rpsI,MONOMER
VC_A0538,MONOMER
purF,MONOMER
VC_A1006,MONOMER
VC_1508,MONOMER
VC_1944,MONOMER
VC_2366,MONOMER
cyaY,MONOMER
parA1,MONOMER
VC_0553,MONOMER
pfkB,MONOMER
htpG,MONOMER
VC_A0988,MONOMER
rlmKL,MONOMER
VC_1927,MONOMER
deoB,MONOMER
glpE,MONOMER
mutS,MONOMER
VC_A0495,MONOMER
ptsI,MONOMER
VC_A0965,MONOMER
VC_1464,MONOMER
cysB,MONOMER
nnrS,MONOMER
ubiE,MONOMER
dnaG,MONOMER
VC_2740,MONOMER
phd,MONOMER
rlpA,MONOMER
VC__A0951,MONOMER
VC_1444,MONOMER
VC_1889,MONOMER
VC_2303,MONOMER
thiS,MONOMER
VC_0496,MONOMER
gspN,MONOMER
VC_A0442,MONOMER
vpsJ,MONOMER
VC_A0930,MONOMER
potC,MONOMER
VC_1872,MONOMER
cdgL,MONOMER
def,MONOMER
epd,MONOMER
VC_2704,MONOMER
VC_A0416,MONOMER
gmhB,MONOMER
hutW,MONOMER
vceR,MONOMER
VC_1856,MONOMER
VC_2268,MONOMER
ilvD,MONOMER
proC,MONOMER
metF,MONOMER
higB1,MONOMER
xseB,MONOMER
VC_A0889,MONOMER
yegD,MONOMER
ybgC,MONOMER
VC_2251,MONOMER
rnpA,MONOMER
rsmA,MONOMER
VC_2668,MONOMER
parE2,MONOMER
VC_0871,MONOMER
VC_A0864,MONOMER
VC_1363,MONOMER
VC_1822,MONOMER
rnhA,MONOMER
VC_0426,MONOMER
ppc,MONOMER
VC_A0341,MONOMER
smpB,MONOMER
VC_A0837,MONOMER
VC_1343,MONOMER
VC_1799,MONOMER
copA,MONOMER
mshF,MONOMER
aroK,MONOMER
VC_A0319,MONOMER
tcpR,MONOMER
FY484_RS18045,MONOMER
mglB,MONOMER
VC_1775,MONOMER
flgD,MONOMER
lysC,MONOMER
VC_2613,MONOMER
FY484_RS15255,MONOMER
VC_0811,MONOMER
VC_A0800,MONOMER
FY484_RS06610,MONOMER
VC_1755,MONOMER
hemA,MONOMER
VC_0370,MONOMER
rplD,MONOMER
gcvP,MONOMER
ygiD,MONOMER
pxpC,MONOMER
mdoG,MONOMER
aroA,MONOMER
mlp24,MONOMER
VC_0351,MONOMER
rpsE,MONOMER
ulaG,MONOMER
VC_0770,MONOMER
artQ,MONOMER
VC_1271,MONOMER
VC_1713,MONOMER
flaG,MONOMER
envC,MONOMER
VC_2563,MONOMER
VC_A0229,MONOMER
iscX,MONOMER
VC_A0738,MONOMER
VC_1254,MONOMER
torE,MONOMER
fliN,MONOMER
murB,MONOMER
VC_2546,MONOMER
VC_A0205,MONOMER
aceA,MONOMER
VC_A0714,MONOMER
sbcB,MONOMER
pspC,MONOMER
asd2,MONOMER
accB,MONOMER
lptB,MONOMER
hmpA,MONOMER
VC_0717,MONOMER
secF2,MONOMER
VC_1212,MONOMER
VC_1660a,MONOMER
sdhA,MONOMER
purH,MONOMER
pyrB,MONOMER
rapA,MONOMER
tnaC,MONOMER
yehT,MONOMER
VC_A0671,MONOMER
purC,MONOMER
rsuA,MONOMER
flhF,MONOMER
wbeL,MONOMER
VC_2488,MONOMER
dctD-2,MONOMER
VC_0676,MONOMER
VC_A0648,MONOMER
trpCF,MONOMER
FY484_RS19515,MONOMER
VC_1615,MONOMER
ccmF,MONOMER
wavH,MONOMER
nadB,MONOMER
vgrG3,MONOMER
rimI,MONOMER
VC_A0632,MONOMER
VC_1152,MONOMER
nikA,MONOMER
galM,MONOMER
adhE,MONOMER
mazG,MONOMER
VC_0216,MONOMER
VC_A0106,MONOMER
secG,MONOMER
fhs,MONOMER
hisB,MONOMER
VC_A1080,MONOMER
almG,MONOMER
tmk,MONOMER
cpdA,MONOMER
VC_0199,MONOMER
VC_A0083,MONOMER
rsmC,MONOMER
VC_A0593,MONOMER
VC_1119,MONOMER
VC_1058,MONOMER
trmY,MONOMER
VC_1557,MONOMER
gap,MONOMER
recJ,MONOMER
vspR,MONOMER
VC_A0065,MONOMER
glnK,MONOMER
VC_A0575,MONOMER
VC_1101,MONOMER
cobO,MONOMER
VC_A1041,MONOMER
vcmA,MONOMER
VC_1979,MONOMER
ftsQ,MONOMER
murI,MONOMER
VC_A0038,MONOMER
VC_0587,MONOMER
VC_A0557,MONOMER
VC_1083,MONOMER
uvrB,MONOMER
VC_A1024,MONOMER
VC_1522,MONOMER
minE,MONOMER
btuF,MONOMER
VC_0139,MONOMER
hcp-2,MONOMER
VC_0567,MONOMER
VC_A0533,MONOMER
folC,MONOMER
VC_A1003,MONOMER
VC_1503,MONOMER
thrB,MONOMER
VC_0119,MONOMER
atpB,MONOMER
oadA-1,MONOMER
VC_A0513,MONOMER
yfcE,MONOMER
VC_A0985,MONOMER
VC_1485,MONOMER
clpP,MONOMER
serB,MONOMER
fliL,MONOMER
VC_0532,MONOMER
VC_2757,MONOMER
VC_A0489,MONOMER
miaB,MONOMER
VC_A0962,MONOMER
VC_1460,MONOMER
lrp,MONOMER
VC_2324,MONOMER
VC_0080,MONOMER
VC_0515,MONOMER
hslO,MONOMER
higB2,MONOMER
lipB,MONOMER
speG,MONOMER
ccoQ,MONOMER
mfd,MONOMER
VC_2299,MONOMER
thiC,MONOMER
VC_0493,MONOMER
nfuA,MONOMER
VC_A0436,MONOMER
vpsG,MONOMER
VC_A0926,MONOMER
vigA,MONOMER
pflA,MONOMER
rimK,MONOMER
trkA,MONOMER
dsbD,MONOMER
VC_A0412,MONOMER
metQ,MONOMER
VC_A0906,MONOMER
VC_1405,MONOMER
VC_1853,MONOMER
pgpA,MONOMER
VC_0022,MONOMER
VC_0457,MONOMER
metJ,MONOMER
FY484_RS15840,MONOMER
truC,MONOMER
tdh,MONOMER
VC_1379,MONOMER
tolA,MONOMER
lpxA,MONOMER
mnmE,MONOMER
folA,MONOMER
groL-1,MONOMER
FY484_RS15645,MONOMER
mltF,MONOMER
VC_A0860,MONOMER
VC_1360,MONOMER
VC_1819,MONOMER
fadE,MONOMER
tldD,MONOMER
argB,MONOMER
VC_A0337,MONOMER
acfD,MONOMER
VC_A0834,MONOMER
VC_1340,MONOMER
VC_1792,MONOMER
VC_2212,MONOMER
mshN,MONOMER
VC_2626,MONOMER
VC_A0316,MONOMER
tcpB,MONOMER
speB,MONOMER
VC_1321,MONOMER
VC_1772,MONOMER
flgG,MONOMER
cysH,MONOMER
VC_2608,MONOMER
FY484_RS15220,MONOMER
VC_0804,MONOMER
VC_A0795,MONOMER
pabB,MONOMER
VC_1751,MONOMER
VC_2177,MONOMER
priB,MONOMER
rpsS,MONOMER
VC_A0271,MONOMER
VC_0784,MONOMER
galE,MONOMER
chbG,MONOMER
glgC1,MONOMER
dapA,MONOMER
hflX,MONOMER
secY,MONOMER
VC_A0245,MONOMER
guaB,MONOMER
VC_A0754a,MONOMER
ldtA,MONOMER
pdeS,MONOMER
fliS,MONOMER
nudC,MONOMER
cysD,MONOMER
VC_A0225,MONOMER
hscB,MONOMER
VC_A0732,MONOMER
VC_1249,MONOMER
melA,MONOMER
fliQ,MONOMER
fre,MONOMER
mpl,MONOMER
tnpA,MONOMER
ahpC,MONOMER
torT,MONOMER
cdd,MONOMER
vexK,MONOMER
VC_2103,MONOMER
dusB,MONOMER
kdsC,MONOMER
pepT,MONOMER
VC_0714,MONOMER
VC_A0689,MONOMER
yeiP,MONOMER
VC_1656,MONOMER
sucB,MONOMER
hupA,MONOMER
znuB,MONOMER
manA1,MONOMER
VC_2503,MONOMER
VC_A0159,MONOMER
murQ2,MONOMER
dcuC,MONOMER
VC_1186,MONOMER
VC_1632,MONOMER
cheY3,MONOMER
wzm,MONOMER
VC_2484,MONOMER
VC_A0139,MONOMER
VC_0673,MONOMER
VC_A0645,MONOMER
VC_1168,MONOMER
parA2,MONOMER
metA,MONOMER
ccmI,MONOMER
rseB,MONOMER
FY484_RS14395,MONOMER
rocS,MONOMER
FY484_RS17150,MONOMER
VC_1148,MONOMER
cheW3,MONOMER
alsO,MONOMER
rne,MONOMER
VC_2446,MONOMER
lpxL,MONOMER
VC_A0103,MONOMER
ftsH,MONOMER
yjjG,MONOMER
hisG,MONOMER
VC_1073,MONOMER
crvB,MONOMER
VC_1574,MONOMER
ptsG,MONOMER
rarD,MONOMER
shyA,MONOMER
VC_0619,MONOMER
VC_A0590,MONOMER
bioD,MONOMER
VC_1055,MONOMER
VC_A1056,MONOMER
VC_1554,MONOMER
VC_1996,MONOMER
aceE,MONOMER
VC_0174,MONOMER
VC_A0061,MONOMER
VC_0603,MONOMER
ddl,MONOMER
ackA1,MONOMER
apbC,MONOMER
VC_A1038,MONOMER
VC_1538,MONOMER
menF,MONOMER
lpxC,MONOMER
trmA,MONOMER
VC_A0035,MONOMER
rsmI,MONOMER
VC_A0552,MONOMER
VC_1079,MONOMER
rsxC,MONOMER
VC_A1020,MONOMER
fdhD,MONOMER
VC_1957,MONOMER
VC_2378,MONOMER
VC_0135,MONOMER
glgP,MONOMER
rplS,MONOMER
VC_A0529,MONOMER
glnS,MONOMER
VC_A1000,MONOMER
VC_1500,MONOMER
VC_1940,MONOMER
nfo,MONOMER
hemN,MONOMER
atpH,MONOMER
VC_0547,MONOMER
VC_A0510,MONOMER
VC_0977,MONOMER
VC_A0982,MONOMER
FY484_RS07465,MONOMER
VC_1919,MONOMER
FY484_RS11650,MONOMER
plsB,MONOMER
ispF,MONOMER
add,MONOMER
VC_A0485,MONOMER
corC,MONOMER
VC_A0958,MONOMER
ctxA,MONOMER
nhaB,MONOMER
recB,MONOMER
uspA,MONOMER
VC_0512,MONOMER
gspD,MONOMER
VC_A0463,MONOMER
VC_0940,MONOMER
malF,MONOMER
cadA,MONOMER
lolD,MONOMER
nqrA,MONOMER
VC_0057,MONOMER
VC_0488,MONOMER
greB,MONOMER
VC_A0432,MONOMER
vpsD,MONOMER
mlp37,MONOMER
VC_1420,MONOMER
pflB,MONOMER
VC_2278,MONOMER
VC_0040,MONOMER
