,value
FY484_RS16265,TU2G6Z-1681
VC_1963,TU2G6Z-3467
nhaD,TU2G6Z-2055
VC_1212,TU2G6Z-4032
VC_0471,TU2G6Z-2714
VC_1197,TU2G6Z-3081
VC_A0436,TU2G6Z-1665
VC_1934,TU2G6Z-3451
VC_A1111,TU2G6Z-2039
VC_A1110,TU2G6Z-2039
VC_1350,TU2G6Z-4016
VC_t037,TU2G6Z-2698
VC_t036,TU2G6Z-2698
VC_t035,TU2G6Z-2698
VC_t034,TU2G6Z-2698
FY484_RS05970,TU2G6Z-3065
VC_A0416,TU2G6Z-1649
VC_1913,TU2G6Z-3435
lapB,TU2G6Z-3435
VC_A1070,TU2G6Z-2023
FY484_RS07570,TU2G6Z-4000
VC_0425,TU2G6Z-2682
VC_1146,TU2G6Z-3049
VC_A0397,TU2G6Z-1633
VC_1889,TU2G6Z-3419
mtlR,TU2G6Z-2005
mtlD,TU2G6Z-2005
mtlA,TU2G6Z-2005
VC_1610,TU2G6Z-3984
pspG,TU2G6Z-2665
ackA1,TU2G6Z-3033
pta,TU2G6Z-3033
VC_A0380,TU2G6Z-1617
VC_1862,TU2G6Z-3403
VC_1861,TU2G6Z-3403
FY484_RS19000,TU2G6Z-1992
VC_1709,TU2G6Z-3968
hflC,TU2G6Z-2649
hflK,TU2G6Z-2649
hflX,TU2G6Z-2649
hfq,TU2G6Z-2649
ffs,TU2G6Z-3020
FY484_RS15645,TU2G6Z-1601
VC_A0356,TU2G6Z-1601
VC_1824,TU2G6Z-3387
VC_1823,TU2G6Z-3387
VC_A0988,TU2G6Z-1974
VC_1810,TU2G6Z-3952
nusG,TU2G6Z-2633
secE,TU2G6Z-2633
VC_1035,TU2G6Z-3004
VC_A0339,TU2G6Z-1585
VC_1792,TU2G6Z-3371
VC_A0961,TU2G6Z-1958
VC_2551,TU2G6Z-3742
rssP,TU2G6Z-3936
VC_0300,TU2G6Z-2617
VC_0299,TU2G6Z-2617
hubP,TU2G6Z-2988
VC_1750,TU2G6Z-3355
VC_1749,TU2G6Z-3355
VC_1748,TU2G6Z-3355
rlmC,TU2G6Z-1942
argF,TU2G6Z-3726
VC_2093,TU2G6Z-3920
hupA,TU2G6Z-2600
chiP,TU2G6Z-2972
VC_A0304,TU2G6Z-1553
torD,TU2G6Z-3339
VC_A0894,TU2G6Z-1926
VC_2488,TU2G6Z-3710
VC_2487,TU2G6Z-3710
VC_2220,TU2G6Z-3904
rfaD,TU2G6Z-2583
VC_0942,TU2G6Z-2956
tseH,TU2G6Z-1537
VC_A0284,TU2G6Z-1537
pspF,TU2G6Z-3323
pbpG,TU2G6Z-1909
rlmD,TU2G6Z-3693
VC_2384,TU2G6Z-3888
fhuA,TU2G6Z-2567
VC_0899,TU2G6Z-2939
VC_A0257,TU2G6Z-1521
VC_A0256,TU2G6Z-1521
VC_A0255,TU2G6Z-1521
VC_1644,TU2G6Z-3307
yddG,TU2G6Z-1893
