reaction	keff
14GLUCANabcpp	65
2AGPA120tipp	65
2AGPA140tipp	65
2AGPA141tipp	65
2AGPA160tipp	65
2AGPA161tipp	65
2AGPA180tipp	65
2AGPA181tipp	65
2AGPE120tipp	65
2AGPE140tipp	65
2AGPE141tipp	65
2AGPE160tipp	65
2AGPE161tipp	65
2AGPE180tipp	65
2AGPE181tipp	65
2AGPEAT120	65
2AGPEAT140	65
2AGPEAT141	65
2AGPEAT160	65
2AGPEAT161	65
2AGPEAT180	65
2AGPEAT181	65
2AGPG120tipp	65
2AGPG140tipp	65
2AGPG141tipp	65
2AGPG160tipp	65
2AGPG161tipp	65
2AGPG180tipp	65
2AGPG181tipp	65
2AGPGAT120	65
2AGPGAT140	65
2AGPGAT141	65
2AGPGAT160	65
2AGPGAT161	65
2AGPGAT180	65
2AGPGAT181	65
3HAD100	65
3HAD120	65
3HAD121	65
3HAD140	65
3HAD141	65
3HAD160	65
3HAD161	65
3HAD180	65
3HAD181	65
3HAD40	65
3HAD60	65
3HAD80	65
3HBZCT	65
3OAR100	65
3OAR120	65
3OAR121	65
3OAR140	65
3OAR141	65
3OAR160	65
3OAR161	65
3OAR180	65
3OAR181	65
3OAR40	65
3OAR60	65
3OAR80	65
3OAS100	65
3OAS120	65
3OAS121	65
3OAS140	65
3OAS141	65
3OAS160	65
3OAS161	65
3OAS180	65
3OAS181	65
3OAS60	65
3OAS80	65
3OXCOAT	65
3PEPTabcpp	65
4HTHRS	65
4PCPpp	65
4PEPTabcpp	65
AACPS1	65
AACPS2	65
AACPS3	65
AACPS4	65
AACPS5	65
AACPS6	65
AACPS7	65
AACPS8	65
AACPS9	65
ABTA	65
ACACT1r	65
ACACT2r	65
ACACT3r	65
ACACT4r	65
ACACT5r	65
ACACT6r	65
ACACT7r	65
ACACT8r	65
ACCOAC	65
ACCOAL	65
ACGK	65
ACGS	65
ACHBS	65
ACKr	65
ACLS	65
ACOAD1f	65
ACOAD2f	65
ACOAD3f	65
ACOAD4f	65
ACOAD5f	65
ACOAD6f	65
ACOAD7f	65
ACOAD8f	65
ACOATA	65
ACONT	65
ACOTA	65
ACPPAT120	65
ACPPAT140	65
ACPPAT141	65
ACPPAT160	65
ACPPAT161	65
ACPPAT180	65
ACPPAT181	65
ACPS1	65
ACS	65
ACt2rpp	65
ACtex	65
ADCL	65
ADCS	65
ADENOSINEase	65
ADK1	65
ADK2	65
ADK3	65
ADK4	65
ADNK1	65
ADOCBLabcpp	65
ADPRDP	65
ADPT	65
ADSL1r	65
ADSL2r	65
ADSS	65
AGM3PA	65
AGM3PApp	65
AGM3PH	65
AGM3Pt2pp	65
AGM4PA	65
AGM4PApp	65
AGM4PCPpp	65
AGM4PH	65
AGM4Pt2pp	65
AGMH	65
AGMT	65
AGMt2pp	65
AGPAT140	65
AGPAT160	65
AGPAT161	65
AGPAT181	65
AGPR	65
AGTi	65
AHCYSNS	65
AHSERL2	65
AI2abcpp	65
AICART	65
AIRC3	65
AIRCr	65
AKGDH	65
AKGt2rpp	65
ALAALAabcpp	65
ALAALAr	65
ALAR	65
ALATA_D2	65
ALATA_L	65
ALATA_L2	65
ALATRS	65
ALAabcpp	65
ALCD19	65
ALCD2x	65
ALDD2y	65
ALLTN	65
AM3PA	65
AM4PA	65
AMAOTr	65
AMMQLT8	65
AMO	65
AMPMS2	65
AMPTASECG	65
AMPTASEPG	65
ANHMK	65
ANPRT	65
ANS	65
ANS2	65
AOXSr	65
AOXSr2	65
AP4AH	65
AP4AS	65
AP5AH	65
APRAUR	65
APSR	65
ARBabcpp	65
ARGSL	65
ARGSS	65
ARGabcpp	65
ASAD	65
ASNS1	65
ASPCT	65
ASPK	65
ASPO2	65
ASPO2y	65
ASPO3	65
ASPO4	65
ASPO5	65
ASPO6	65
ASPT	65
ASPTA	65
ASPTRS	65
ASPabcpp	65
ASPt2_2pp	65
ASPt2pp	65
ATPPRT	65
ATPS4rpp	65
BENZOXI2	65
BTDD_RR	65
BTS4	65
BTS5	65
BUTSO3abcpp	65
BUTSO3tex	65
BUTtex	65
BZALDHMono	65
BZALtex	65
CA2tex	65
CAT	65
CBIAT	65
CBIuabcpp	65
CBL1abcpp	65
CBLAT	65
CBPS	65
CD2abcpp	65
CD2t3pp	65
CD2tex	65
CDPMEK	65
CGLYabcpp	65
CHLabcpp	65
CHORM	65
CHORS	65
CITL	65
CLPNS120	65
CLPNS140	65
CLPNS160	65
CLPNS161	65
CLPNS180	65
CLPNS181	65
CLtex	65
CO2tex	65
COBALT2abcpp	65
COBALT2t3pp	65
COBALT2tex	65
CODH4	65
COLIPAabcpp	65
CPC4MT	65
CPK1	65
CPPPGO	65
CPPPGO2	65
CPPPGOAN2	65
CRNDabcpp	65
CRNDt2rpp	65
CRNabcpp	65
CRNt2rpp	65
CS	65
CTBTabcpp	65
CTBTt2rpp	65
CTPS1	65
CTPS2	65
CU1abcpp	65
CU2abcpp	65
CU2tex	65
CUtex	65
CYRDAAT	65
CYRDAR	65
CYSDS	65
CYSS	65
CYSSADS	65
CYSTGL	65
CYSTL	65
CYSTRS	65
CYSTS	65
CYSabc2pp	65
CYSabcpp	65
CYT552OXI	65
CYTBD2pp	65
CYTK1	65
CYTK2	65
CYTK2_1	65
CYTbc1	65
DADK	65
DAPDC	65
DAPE	65
DASYN140	65
DASYN160	65
DASYN161	65
DASYN181	65
DB4PS	65
DBTS	65
DDPA	65
DGK1	65
DHAD1	65
DHAD2	65
DHDPRy	65
DHDPS	65
DHFR	65
DHFS	65
DHNCOAT	65
DHNPA2r	65
DHNPA_1	65
DHORD2	65
DHORD5	65
DHORTS	65
DHPPDA	65
DHPPDA2	65
DHPS	65
DHPS2	65
DHQS	65
DHQTi	65
DMATT	65
DMPPS	65
DMQMT	65
DNMPPA	65
DNTPPA	65
DPCOAK	65
DPR	65
DSBDR	65
DTMPK	65
DUTPDP	65
DXPRIi	65
DXPS	65
DYTK2	65
E4PD	65
EAR100x	65
EAR100y	65
EAR120x	65
EAR120y	65
EAR121x	65
EAR121y	65
EAR140x	65
EAR140y	65
EAR141x	65
EAR141y	65
EAR160x	65
EAR160y	65
EAR161x	65
EAR161y	65
EAR180x	65
EAR180y	65
EAR181x	65
EAR181y	65
EAR40x	65
EAR40y	65
EAR60x	65
EAR60y	65
EAR80x	65
EAR80y	65
EGMEACPR	65
ENO	65
EPMEACPR	65
ETHSO3abcpp	65
ETHSO3tex	65
ETOHtex	65
FACOAL100t2pp	65
FACOAL120t2pp	65
FACOAL140	65
FACOAL140t2pp	65
FACOAL160	65
FACOAL160t2pp	65
FACOAL180	65
FACOAL180t2pp	65
FACOAL80t2pp	65
FADRx2	65
FALDH2	65
FBA	65
FBA2	65
FBA3	65
FBP	65
FCLT	65
FE2abcpp	65
FE2tex	65
FE3abcpp	65
FE3tex	65
FEROpp	65
FEex	65
FEpp	65
FLVR	65
FMETTRS	65
FMNAT	65
FMNRx2	65
FOLR2	65
FORt2pp	65
FORtex	65
FORtppi	65
FRD2	65
FRD7	65
FRTT	65
FRUpts2pp	65
FTHFLi	65
FUM	65
FUMt2_2pp	65
G1PACT	65
G1PTT	65
G2PP	65
G3PAT120	65
G3PAT140	65
G3PAT160	65
G3PAT161	65
G3PAT180	65
G3PAT181	65
G3PCabcpp	65
G3PD2	65
G3PEabcpp	65
G3PGabcpp	65
G3PIabcpp	65
G3PSabcpp	65
G5SD	65
G6PDH2r	65
GALURtex	65
GALabcpp	65
GAPD	65
GARFT	65
GCALDD	65
GCCa	65
GCCb	65
GCCc	65
GDPDPK	65
GDPTPDP	65
GF6PTA	65
GHMT2r	65
GK1	65
GK2	65
GLBRAN2	65
GLCDpp	65
GLCS1	65
GLCURtex	65
GLCabcpp	65
GLCptspp	65
GLGC	65
GLNS	65
GLNTRS	65
GLNabcpp	65
GLU5K	65
GLUDy	65
GLUPRT	65
GLUR	65
GLUSy	65
GLUTRR	65
GLUTRS	65
GLUabcpp	65
GLUt2rpp	65
GLYBabcpp	65
GLYBt2pp	65
GLYC2Pabcpp	65
GLYC3Pabcpp	65
GLYCL	65
GLYCTO1	65
GLYCTO3	65
GLYCTO4	65
GLYCtex	65
GLYK	65
GLYOX	65
GLYOX_1	65
GLYTRS	65
GMPS	65
