complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,ALW85_RS06155(2) AND ALW85_RS06160(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,ALW85_RS04985(2) AND ALW85_RS04990(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,ALW85_RS03415(2) AND ALW85_RS03630(2) AND ALW85_RS05325(2) AND ALW85_RS03420(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,ALW85_RS06895(2) AND ALW85_RS06900(2),,
CPLX_ADCS-0,4-amino-4-deoxychorismate synthase,ALW85_RS00085() AND ALW85_RS11225(),,
CPLX_ASNS1-0,Asparagine synthase (glutamine-hydrolysing),ALW85_RS09355() AND ALW85_RS05850(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,ALW85_RS04555() AND ALW85_RS06675(),,
CPLX_CBPS-0,Carbamoyl-phosphate synthase (glutamine-hydrolysing),ALW85_RS08670(2) AND ALW85_RS08665(2),,
CPLX_CDPMEK-0,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,ALW85_RS01035() AND ALW85_RS01040() AND ALW85_RS01045() AND ALW85_RS01050() AND ALW85_RS01055() AND ALW85_RS01060() AND ALW85_RS01065() AND ALW85_RS01070() AND ALW85_RS01075(),,
CPLX_DHORD5-0,Dihydroorotic acid (menaquinone-8),ALW85_RS03570() AND ALW85_RS03575(),,
CPLX_DHORD5-1,Dihydroorotic acid (menaquinone-8),ALW85_RS05280() AND ALW85_RS05295() AND ALW85_RS05300(),,
CPLX_DHORTS-0,Dihydroorotase,ALW85_RS03805() AND ALW85_RS08680(),,
CPLX_GCCa-0,Glycine-cleavage complex,ALW85_RS03200() AND ALW85_RS03205(),,
CPLX_GF6PTA-0,Glutamine-fructose-6-phosphate transaminase,ALW85_RS01085() AND ALW85_RS08175() AND ALW85_RS08180(),,
CPLX_HCO3E-0,HCO3 equilibration reaction,ALW85_RS03185() AND ALW85_RS10025(),,
CPLX_HYDFDN-0,Ferredoxin NADH linked hydrogenase,ALW85_RS11230() AND ALW85_RS12015(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,ALW85_RS03370(1) AND ALW85_RS03380(1),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,ALW85_RS03590(1) AND ALW85_RS03580(1),,
CPLX_RNDR4-0,Ribonucleoside-diphosphate reductase (UDP),ALW85_RS12625(2) AND ALW85_RS12620(2),,
CPLX_SADT2-0,Sulfate adenyltransferase,ALW85_RS04485(4) AND ALW85_RS04480(4),,
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),ALW85_RS03625(2) AND ALW85_RS03620(2),,
CPLX_UDPG4E-0,UDPglucose 4-epimerase,ALW85_RS02645() AND ALW85_RS03550(),,
CPLX_14GLUCANabcpp-0,"1,4-alpha-D-glucan transport via ABC system (periplasm)",ALW85_RS03045() AND ALW85_RS05375(),,
CPLX_AKGDH-0,2-Oxogluterate dehydrogenase,ALW85_RS12375() AND ALW85_RS12380(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),ALW85_RS05975() AND ALW85_RS12930(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),ALW85_RS01040() AND ALW85_RS01045() AND ALW85_RS01050() AND ALW85_RS01055() AND ALW85_RS01060() AND ALW85_RS01065() AND ALW85_RS01070() AND ALW85_RS01075(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),ALW85_RS07605() AND ALW85_RS06210(),,
CPLX_CGLYabcpp-0,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),ALW85_RS05975() AND ALW85_RS12935(),,
CPLX_CYSabc2pp-0,L-cysteine export via ABC system (cytoplasm to periplasm),ALW85_RS00585() AND ALW85_RS00830(),,
CPLX_DSBDR-0,DsbD reductase,ALW85_RS12450() AND ALW85_RS05390(),,
CPLX_FADRx2-0,FAD reductase,ALW85_RS04465(8) AND ALW85_RS04460(4),,
CPLX_GLYCTO3-0,Glycolate oxidase,ALW85_RS03520() AND ALW85_RS03525() AND ALW85_RS03530(),,
CPLX_GTHRDabcpp-0,Reduced glutathione via ABC system (periplasm),ALW85_RS12935() AND ALW85_RS12930(),,
CPLX_I2FE2ST-0,ISC [2Fe-2S] Transfer,ALW85_RS07590() AND ALW85_RS07565(),,
CPLX_INDOLEt2pp-0,"Indole transport via proton symport, irreversible (periplasm)",ALW85_RS05780() AND ALW85_RS05775(),,
CPLX_Kt2pp-0,Potassium transport in via proton symport (periplasm),ALW85_RS09560() AND ALW85_RS09565(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,ALW85_RS05390() AND ALW85_RS08855(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),ALW85_RS03065(1) AND ALW85_RS03035(2) AND ALW85_RS03040(1) AND ALW85_RS03045(1),,
CPLX_NADH17pp-0,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),ALW85_RS09185() AND ALW85_RS09190() AND ALW85_RS09195() AND ALW85_RS09200() AND ALW85_RS09205() AND ALW85_RS09210() AND ALW85_RS09215() AND ALW85_RS09220() AND ALW85_RS09225() AND ALW85_RS09230() AND ALW85_RS09235() AND ALW85_RS09240() AND ALW85_RS09245() AND ALW85_RS09250(),,
CPLX_NADHPO-0,NADH peroxidase,ALW85_RS12860() AND ALW85_RS10045(),,
CPLX_NTP1-0,Nucleoside-triphosphatase (ATP),ALW85_RS01010() AND ALW85_RS01100() AND ALW85_RS01105() AND ALW85_RS07705() AND ALW85_RS09640(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),ALW85_RS04475() AND ALW85_RS05390(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),ALW85_RS04475() AND ALW85_RS11555(),,
CPLX_PDH-0,Pyruvate dehydrogenase,ALW85_RS04040() AND ALW85_RS11260() AND ALW85_RS12095(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,ALW85_RS12110() AND ALW85_RS04615(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),ALW85_RS03990() AND ALW85_RS03985() AND ALW85_RS03995(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",ALW85_RS05215() AND ALW85_RS05220() AND ALW85_RS05210() AND ALW85_RS02805(),,
CPLX_PROabcpp-0,L-proline transport via ABC system (periplasm),ALW85_RS12400() AND ALW85_RS09410(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),ALW85_RS03035() AND ALW85_RS09745() AND ALW85_RS09750() AND ALW85_RS09755(),,
CPLX_RNDR1b-0,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),ALW85_RS11555() AND ALW85_RS12625(),,
CPLX_RNDR1b-1,Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),ALW85_RS09950() AND ALW85_RS12625(),,
CPLX_S2FE2SR-0,SUF [2Fe-2S] regeneration,ALW85_RS07585() AND ALW85_RS07580() AND ALW85_RS07575() AND ALW85_RS03020(),,
CPLX_S2FE2ST-0,SUF [2Fe-2S] Transfer,ALW85_RS07590() AND ALW85_RS07585() AND ALW85_RS07580() AND ALW85_RS07575(),,
CPLX_S4FE4SR-0,SUF [4Fe-4S] Reduction,ALW85_RS07575(1) AND ALW85_RS07585(1) AND ALW85_RS07580(2),,
CPLX_SCYSDS-0,SUF Cysteine desulfuration,ALW85_RS07570() AND ALW85_RS07565(),,
CPLX_SUCDi-0,Succinate dehydrogenase (irreversible),ALW85_RS05445() AND ALW85_RS05450() AND ALW85_RS05455() AND ALW85_RS12360(),,
CPLX_SUCOAS-0,Succinyl-CoA synthetase (ADP-forming),ALW85_RS00270() AND ALW85_RS00275(),,
CPLX_TAURabcpp-0,Taurine transport via ABC system (periplasm),ALW85_RS09040() AND ALW85_RS09035(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),ALW85_RS04505() AND ALW85_RS04500(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),ALW85_RS04030() AND ALW85_RS06260() AND ALW85_RS12860(),,
CPLX_THZPSN3-0,Thiazole phosphate synthesis,ALW85_RS00905() AND ALW85_RS07455() AND ALW85_RS12270(),,
CPLX_NADTRHD-0,NAD transhydrogenase,ALW85_RS04495() AND ALW85_RS04500() AND ALW85_RS04505(),,
CPLX_THZPSN-0,Thiazole phosphate synthesis,ALW85_RS07570() AND ALW85_RS12270(),,
CPLX_THZPSN-1,Thiazole phosphate synthesis,ALW85_RS00905() AND ALW85_RS12270(),,
CPLX_AMO-0,rxn14010,ALW85_RS04935() AND ALW85_RS04940() AND ALW85_RS04945() AND ALW85_RS07390() AND ALW85_RS10745() AND ALW85_RS10750() AND ALW85_RS10755(),,
CPLX_HAO-0,Hidroxilamine oxidase,ALW85_RS05030() AND ALW85_RS10645() AND ALW85_RS12195(),,
CPLX_rxn14202d-0,rxn14202d,ALW85_RS05030() AND ALW85_RS05790() AND ALW85_RS10645() AND ALW85_RS12195(),,
CPLX_PMDPHT-0,Pyrimidine phosphatase,ALW85_RS13325() AND ALW85_RS13335(),,
CPLX_THRabcpp-0,L-threonine transport via ABC system (periplasm),ALW85_RS00365() AND ALW85_RS09885(),,
CPLX_CYTBD2pp-0,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),ALW85_RS01985() AND ALW85_RS00830(),,
CPLX_MANptspp-0,D-mannose transport via PEP:Pyr PTS (periplasm),ALW85_RS11400() AND ALW85_RS11405(),,
CPLX_Kt3pp-0,Potassium transport out via proton antiport (periplasm),ALW85_RS09900() AND ALW85_RS09905() AND ALW85_RS09910() AND ALW85_RS09915() AND ALW85_RS09920() AND ALW85_RS09925(),,
CPLX_H2tpp-0,Hydrogen transport diffusion (periplasm),ALW85_RS09230() AND ALW85_RS09225() AND ALW85_RS09220(),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),ALW85_RS05365() AND ALW85_RS05370() AND ALW85_RS03035(),,
CPLX_METAOXIGENASE-0,Methane oxidation,ALW85_RS04935() AND ALW85_RS04940() AND ALW85_RS04945() AND ALW85_RS10745() AND ALW85_RS10750() AND ALW85_RS10755(),,
CPLX_CYT552OXI-0,Cytochrome c552 oxidase,ALW85_RS05295() AND ALW85_RS05300(),,
CPLX_NORED2-0,Nitric Oxide Reductase,ALW85_RS10425() AND ALW85_RS10430(),,
