Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
JCVISYN3A_0001-MONOMER,Plasma_Membrane,JCVISYN3A_0001(),Plasma_Membrane,s
JCVISYN3A_0039-MONOMER,Plasma_Membrane,JCVISYN3A_0039(),Plasma_Membrane,s
JCVISYN3A_0652-MONOMER,Plasma_Membrane,JCVISYN3A_0652(),Plasma_Membrane,s
JCVISYN3A_0643-MONOMER,Plasma_Membrane,JCVISYN3A_0643(),Plasma_Membrane,s
CPLX_RIBFLVabc-0,Plasma_Membrane,JCVISYN3A_0643(),Plasma_Membrane,s
CPLX_P5Pabc-0,Plasma_Membrane,JCVISYN3A_0643(),Plasma_Membrane,s
CPLX_5FTHFabc-0,Plasma_Membrane,JCVISYN3A_0643(),Plasma_Membrane,s
CPLX_NACabc-0,Plasma_Membrane,JCVISYN3A_0643(),Plasma_Membrane,s
CPLX_COAabc-0,Plasma_Membrane,JCVISYN3A_0643(),Plasma_Membrane,s
JCVISYN3A_0642-MONOMER,Plasma_Membrane,JCVISYN3A_0642(),Plasma_Membrane,s
CPLX_RIBFLVabc-0,Plasma_Membrane,JCVISYN3A_0642(),Plasma_Membrane,s
CPLX_P5Pabc-0,Plasma_Membrane,JCVISYN3A_0642(),Plasma_Membrane,s
CPLX_5FTHFabc-0,Plasma_Membrane,JCVISYN3A_0642(),Plasma_Membrane,s
CPLX_NACabc-0,Plasma_Membrane,JCVISYN3A_0642(),Plasma_Membrane,s
CPLX_COAabc-0,Plasma_Membrane,JCVISYN3A_0642(),Plasma_Membrane,s
JCVISYN3A_0641-MONOMER,Plasma_Membrane,JCVISYN3A_0641(),Plasma_Membrane,s
CPLX_RIBFLVabc-0,Plasma_Membrane,JCVISYN3A_0641(),Plasma_Membrane,s
CPLX_P5Pabc-0,Plasma_Membrane,JCVISYN3A_0641(),Plasma_Membrane,s
CPLX_5FTHFabc-0,Plasma_Membrane,JCVISYN3A_0641(),Plasma_Membrane,s
CPLX_NACabc-0,Plasma_Membrane,JCVISYN3A_0641(),Plasma_Membrane,s
CPLX_COAabc-0,Plasma_Membrane,JCVISYN3A_0641(),Plasma_Membrane,s
JCVISYN3A_0870-MONOMER,Plasma_Membrane,JCVISYN3A_0870(),Plasma_Membrane,s
JCVISYN3A_0113-MONOMER,Plasma_Membrane,JCVISYN3A_0113(),Plasma_Membrane,s
JCVISYN3A_0886-MONOMER,Plasma_Membrane,JCVISYN3A_0886(),Plasma_Membrane,s
JCVISYN3A_0512-MONOMER,Plasma_Membrane,JCVISYN3A_0512(),Plasma_Membrane,s
JCVISYN3A_0166-MONOMER,Plasma_Membrane,JCVISYN3A_0166(),Plasma_Membrane,s
CPLX_ARG4abc-0,Plasma_Membrane,JCVISYN3A_0166(),Plasma_Membrane,s
JCVISYN3A_0167-MONOMER,Plasma_Membrane,JCVISYN3A_0167(),Plasma_Membrane,s
