,value
JCVISYN3A_0001,MONOMER
JCVISYN3A_0002,MONOMER
JCVISYN3A_0003,MONOMER
JCVISYN3A_0004,MONOMER
JCVISYN3A_0005,MONOMER
JCVISYN3A_0006,MONOMER
JCVISYN3A_0007,MONOMER
JCVISYN3A_0008,MONOMER
JCVISYN3A_0009,MONOMER
JCVISYN3A_0010,MONOMER
JCVISYN3A_0011,MONOMER
JCVISYN3A_0012,MONOMER
JCVISYN3A_0025,MONOMER
JCVISYN3A_0026,MONOMER
JCVISYN3A_0027,MONOMER
JCVISYN3A_0029,MONOMER
JCVISYN3A_0030,MONOMER
JCVISYN3A_0033,MONOMER
JCVISYN3A_0034,MONOMER
JCVISYN3A_0039,MONOMER
JCVISYN3A_0040,MONOMER
JCVISYN3A_0042,MONOMER
JCVISYN3A_0043,MONOMER
JCVISYN3A_0044,MONOMER
JCVISYN3A_0045,MONOMER
JCVISYN3A_0046,MONOMER
JCVISYN3A_0047,MONOMER
JCVISYN3A_0049,ncRNA
JCVISYN3A_0051,MONOMER
JCVISYN3A_0054,MONOMER
JCVISYN3A_0060,MONOMER
JCVISYN3A_0061,MONOMER
JCVISYN3A_0063,MONOMER
JCVISYN3A_0064,MONOMER
JCVISYN3A_0065,MONOMER
JCVISYN3A_0066,MONOMER
JCVISYN3A_0067,rRNA
JCVISYN3A_0068,rRNA
JCVISYN3A_0069,rRNA
JCVISYN3A_0070,tRNA
JCVISYN3A_0071,tRNA
JCVISYN3A_0076,MONOMER
JCVISYN3A_0077,MONOMER
JCVISYN3A_0079,MONOMER
JCVISYN3A_0080,MONOMER
JCVISYN3A_0081,MONOMER
JCVISYN3A_0082,MONOMER
JCVISYN3A_0094,MONOMER
JCVISYN3A_0095,MONOMER
JCVISYN3A_0097,MONOMER
JCVISYN3A_0105,MONOMER
JCVISYN3A_0106,MONOMER
JCVISYN3A_0107,MONOMER
JCVISYN3A_0108,MONOMER
JCVISYN3A_0109,MONOMER
JCVISYN3A_0113,MONOMER
JCVISYN3A_0114,MONOMER
JCVISYN3A_0115,MONOMER
JCVISYN3A_0116,MONOMER
JCVISYN3A_0117,MONOMER
JCVISYN3A_0126,MONOMER
JCVISYN3A_0127,MONOMER
JCVISYN3A_0128,MONOMER
JCVISYN3A_0129,MONOMER
JCVISYN3A_0131,MONOMER
JCVISYN3A_0132,MONOMER
JCVISYN3A_0133,MONOMER
JCVISYN3A_0137,MONOMER
JCVISYN3A_0138,MONOMER
JCVISYN3A_0139,MONOMER
JCVISYN3A_0140,MONOMER
JCVISYN3A_0141,MONOMER
JCVISYN3A_0142,MONOMER
JCVISYN3A_0143,MONOMER
JCVISYN3A_0144,MONOMER
JCVISYN3A_0145,MONOMER
JCVISYN3A_0146,MONOMER
JCVISYN3A_0147,MONOMER
JCVISYN3A_0148,MONOMER
JCVISYN3A_0149,MONOMER
JCVISYN3A_0150,MONOMER
