,value
CLJU_RS00335,TU271D-42
CLJU_RS01580,TU271D-201
CLJU_RS02895,TU271D-349
CLJU_RS03455,TU271D-413
CLJU_RS03970,TU271D-473
CLJU_RS04110,TU271D-493
CLJU_RS04760,TU271D-567
CLJU_RS04855,TU271D-579
CLJU_RS04860,TU271D-580
CLJU_RS05515,TU271D-650
CLJU_RS06365,TU271D-736
CLJU_RS06635,TU271D-768
CLJU_RS06750,TU271D-784
CLJU_RS06880,TU271D-797
CLJU_RS07235,TU271D-838
CLJU_RS07330,TU271D-855
CLJU_RS07545,TU271D-880
CLJU_RS07845,TU271D-2791
CLJU_RS08215,TU271D-952
CLJU_RS08340,TU271D-971
CLJU_RS08440,TU271D-981
CLJU_RS09025,TU271D-1053
CLJU_RS10085,TU271D-1187
CLJU_RS10275,TU271D-1210
CLJU_RS11490,TU271D-1353
CLJU_RS12080,TU271D-1418
CLJU_RS12095,TU271D-2701
CLJU_RS13370,TU271D-1565
CLJU_RS13430,TU271D-2655
CLJU_RS13515,TU271D-1581
CLJU_RS13520,TU271D-1582
CLJU_RS13865,TU271D-1635
CLJU_RS13900,TU271D-1640
CLJU_RS14075,TU271D-1663
CLJU_RS14275,TU271D-1690
CLJU_RS14615,TU271D-2629
CLJU_RS15005,TU271D-2616
CLJU_RS15200,TU271D-1800
CLJU_RS15400,TU271D-1817
CLJU_RS17865,TU271D-2543
CLJU_RS17975,TU271D-2132
CLJU_RS18025,TU271D-2135
CLJU_RS20870,TU271D-2461
CLJU_RS21520,TU271D-488
CLJU_RS21525,TU271D-49
CLJU_RS21535,TU271D-410
CLJU_RS21540,TU271D-448
CLJU_RS21545,TU271D-544
CLJU_RS21550,TU271D-576
CLJU_RS21555,TU271D-586
CLJU_RS21560,TU271D-627
CLJU_RS21570,TU271D-802
CLJU_RS21590,TU271D-893
CLJU_RS21600,TU271D-969
CLJU_RS21620,TU271D-1105
CLJU_RS21625,TU271D-1136
CLJU_RS21640,TU271D-1271
CLJU_RS21645,TU271D-1275
CLJU_RS21660,TU271D-2689
CLJU_RS21665,TU271D-2687
CLJU_RS21675,TU271D-1566
CLJU_RS21685,TU271D-1588
CLJU_RS21690,TU271D-1589
CLJU_RS21695,TU271D-2652
CLJU_RS21700,TU271D-1595
CLJU_RS21705,TU271D-1596
CLJU_RS21710,TU271D-1597
CLJU_RS21720,TU271D-1602
CLJU_RS21750,TU271D-2644
CLJU_RS21760,TU271D-2628
CLJU_RS21780,TU271D-1771
CLJU_RS21790,TU271D-1788
CLJU_RS21825,TU271D-1879
CLJU_RS21835,TU271D-1922
CLJU_RS21840,TU271D-1951
CLJU_RS21845,TU271D-1960
CLJU_RS21860,TU271D-2035
CLJU_RS21880,TU271D-2106
CLJU_RS21885,TU271D-2544
CLJU_RS21905,TU271D-2158
CLJU_RS21915,TU271D-2533
CLJU_RS21920,TU271D-2243
CLJU_RS21925,TU271D-2262
CLJU_RS21930,TU271D-2263
CLJU_RS21935,TU271D-2296
CLJU_RS21940,TU271D-2301
CLJU_RS21950,TU271D-2395
CLJU_RS21965,TU271D-2454
CLJU_RS21970,TU271D-2478
CLJU_RS21975,TU271D-2481
CLJU_RS22000,TU271D-730
CLJU_RS22020,TU271D-1088
CLJU_RS22025,TU271D-1089
CLJU_RS22035,TU271D-1107
CLJU_RS22040,TU271D-1416
CLJU_RS22055,TU271D-1690
CLJU_RS22070,TU271D-1841
CLJU_RS22075,TU271D-1955
CLJU_RS22090,TU271D-2438
CLJU_RS22095,TU271D-2502
CLJU_RS22100,TU271D-17
CLJU_RS22105,TU271D-68
CLJU_RS22110,TU271D-2897
CLJU_RS22115,TU271D-83
CLJU_RS22125,TU271D-311
CLJU_RS22130,TU271D-2866
CLJU_RS22135,TU271D-378
CLJU_RS22140,TU271D-2857
CLJU_RS22145,TU271D-438
CLJU_RS22150,TU271D-483
CLJU_RS22165,TU271D-807
CLJU_RS22170,TU271D-813
CLJU_RS22180,TU271D-865
CLJU_RS22185,TU271D-2792
