Modified_enzyme,Core_enzyme,Modifications,Source
CPLX271D-23_mod_zn2(1)_mod_mg2(2),CPLX271D-23,zn2(1) AND mg2(2),RNA_Polymerase
CLJU_RS05735-MONOMER_mod_mg2(1),CLJU_RS05735-MONOMER,mg2(1),Homology
CLJU_RS05735-MONOMER_mod_mn2(1),CLJU_RS05735-MONOMER,mn2(1),Homology
CLJU_RS11995-MONOMER_mod_pydx5p(1),CLJU_RS11995-MONOMER,pydx5p(1),Homology
CLJU_RS06265-MONOMER_mod_mg2(1),CLJU_RS06265-MONOMER,mg2(1),Homology
CLJU_RS06415-MONOMER_mod_mg2(1)_mod_k(1),CLJU_RS06415-MONOMER,mg2(1) AND k(1),Homology
CLJU_RS03270-MONOMER_mod_zn2(1)_mod_cbl1(1),CLJU_RS03270-MONOMER,zn2(1) AND cbl1(1),Homology
CLJU_RS06420-MONOMER_mod_mn2(1),CLJU_RS06420-MONOMER,mn2(1),Homology
CLJU_RS06420-MONOMER_mod_cobalt2(1),CLJU_RS06420-MONOMER,cobalt2(1),Homology
CLJU_RS06420-MONOMER_mod_mg2(1),CLJU_RS06420-MONOMER,mg2(1),Homology
CLJU_RS08920-MONOMER_mod_mn2(1),CLJU_RS08920-MONOMER,mn2(1),Homology
CLJU_RS01470-MONOMER_mod_mg2(1),CLJU_RS01470-MONOMER,mg2(1),Homology
CLJU_RS01470-MONOMER_mod_mn2(1),CLJU_RS01470-MONOMER,mn2(1),Homology
CLJU_RS20580-MONOMER_mod_mg2(1)_mod_pi(1),CLJU_RS20580-MONOMER,mg2(1) AND pi(1),Homology
CLJU_RS20580-MONOMER_mod_mn2(1)_mod_pi(1),CLJU_RS20580-MONOMER,mn2(1) AND pi(1),Homology
CLJU_RS07490-MONOMER_mod_mn2(1),CLJU_RS07490-MONOMER,mn2(1),Homology
CLJU_RS07490-MONOMER_mod_2fe2s(1)_mod_mn2(1),CLJU_RS07490-MONOMER,2fe2s(1) AND mn2(1),Homology
CLJU_RS07490-MONOMER_mod_4fe4s(1)_mod_mn2(1),CLJU_RS07490-MONOMER,4fe4s(1) AND mn2(1),Homology
CLJU_RS08960-MONOMER_mod_mn2(1),CLJU_RS08960-MONOMER,mn2(1),Homology
CLJU_RS06155-MONOMER_mod_fmn(1),CLJU_RS06155-MONOMER,fmn(1),Homology
CLJU_RS06155-MONOMER_mod_mg2(1),CLJU_RS06155-MONOMER,mg2(1),Homology
CLJU_RS00365-MONOMER_mod_zn2(2),CLJU_RS00365-MONOMER,zn2(2),Homology
CLJU_RS02035-MONOMER_mod_mg2(1),CLJU_RS02035-MONOMER,mg2(1),Homology
CLJU_RS02035-MONOMER_mod_mn2(1),CLJU_RS02035-MONOMER,mn2(1),Homology
CLJU_RS02035-MONOMER_mod_cobalt2(1),CLJU_RS02035-MONOMER,cobalt2(1),Homology
CLJU_RS06430-MONOMER_mod_mn2(1),CLJU_RS06430-MONOMER,mn2(1),Homology
CLJU_RS01495-MONOMER_mod_thmpp(1),CLJU_RS01495-MONOMER,thmpp(1),Homology
CLJU_RS10650-MONOMER_mod_mg2(1),CLJU_RS10650-MONOMER,mg2(1),Homology
CLJU_RS18140-MONOMER_mod_mg2(1),CLJU_RS18140-MONOMER,mg2(1),Homology
CLJU_RS16525-MONOMER_mod_fad(1),CLJU_RS16525-MONOMER,fad(1),Homology
CLJU_RS10655-MONOMER_mod_nad(1),CLJU_RS10655-MONOMER,nad(1),Homology
CLJU_RS04315-MONOMER_mod_4fe4s(1),CLJU_RS04315-MONOMER,4fe4s(1),Homology
CLJU_RS12010-MONOMER_mod_mg2(1),CLJU_RS12010-MONOMER,mg2(1),Homology
CLJU_RS18145-MONOMER_mod_mg2(1),CLJU_RS18145-MONOMER,mg2(1),Homology
CLJU_RS02700-MONOMER_mod_pydx5p(1),CLJU_RS02700-MONOMER,pydx5p(1),Homology
CLJU_RS20585-MONOMER_mod_mg2(1),CLJU_RS20585-MONOMER,mg2(1),Homology
CLJU_RS08965-MONOMER_mod_mg2(1),CLJU_RS08965-MONOMER,mg2(1),Homology
CLJU_RS02345-MONOMER_mod_4fe4s(1),CLJU_RS02345-MONOMER,4fe4s(1),Homology
CLJU_RS02615-MONOMER_mod_nad(1),CLJU_RS02615-MONOMER,nad(1),Homology
CLJU_RS04475-MONOMER_mod_mg2(1)_mod_mn2(1),CLJU_RS04475-MONOMER,mg2(1) AND mn2(1),Homology
CLJU_RS11775-MONOMER_mod_mn2(1),CLJU_RS11775-MONOMER,mn2(1),Homology
CLJU_RS12015-MONOMER_mod_fad(1),CLJU_RS12015-MONOMER,fad(1),Homology
CLJU_RS00315-MONOMER_mod_mg2(1),CLJU_RS00315-MONOMER,mg2(1),Homology
CLJU_RS20420-MONOMER_mod_k(1)_mod_mg2(1),CLJU_RS20420-MONOMER,k(1) AND mg2(1),Homology
CLJU_RS18860-MONOMER_mod_mg2(1),CLJU_RS18860-MONOMER,mg2(1),Homology
CLJU_RS02620-MONOMER_mod_mg2(1),CLJU_RS02620-MONOMER,mg2(1),Homology
CLJU_RS19000-MONOMER_mod_zn2(1),CLJU_RS19000-MONOMER,zn2(1),Homology
CLJU_RS05470-MONOMER_mod_thmpp(1),CLJU_RS05470-MONOMER,thmpp(1),Homology
