reaction	keff
CSND	65
ADNt2pp	65
GTPDPDP	65
NTD10	65
NTD11	65
NTD12	65
XTSNH	65
DDPA	65
Htex	65
P5CD	65
2DGULRy	65
2DGULRx	65
GAMptspp	65
XANtex	65
GTHOr	65
ULA4Ntppi	65
GLCtexi	65
MSAR	65
AGM4Pt2pp	65
HBZOPT	65
LEUtex	65
ALAALAtex	65
LYStex	65
ORNtex	65
2AGPG141tipp	65
SERtex	65
OMMBLHX	65
OMPHHX	65
PANTS	65
E4PD	65
PLIPA2A180pp	65
TREHpp	65
CTBTCAL2	65
ACOAD1f	65
ACLS	65
IDONt2rpp	65
GLYCTO4	65
LPLIPAL2ATG120	65
GLYCTO3	65
GLYCTO2	65
O2Stex	65
LYXt2pp	65
PUNP1	65
2AGPEAT181	65
2AGPEAT180	65
DAPAL	65
PAPA181pp	65
COBALT2abcpp	65
CYTBO3_4pp	65
UMPtex	65
GALCTt2rpp	65
LPLIPAL2G140	65
LPLIPAL2G141	65
PA160abcpp	65
ADSL2r	65
DSERt2pp	65
UAGPT3	65
ASPTA	65
GART	65
CYSDDS	65
PMPK	65
GAMAN6Ptex	65
DHCIND	65
34dhpactex	65
CTBTt2rpp	65
MDDCP2pp	65
UDPACGALtex	65
INDOLEtex	65
LEUTAi	65
3AMPtex	65
P5CR	65
FCLK	65
MALDDH	65
PLIPA1A181pp	65
2AGPG120tipp	65
KG6PDC	65
CYNTt2pp	65
FACOAL160t2pp	65
MOHMT	65
DHDPS	65
ACtex	65
CFAS180E	65
ALATA_D2	65
CFAS180G	65
G1SAT	65
EDD	65
FRUK	65
GALBDtex	65
GTHRDHpp	65
PRPPS	65
23PDE9pp	65
MALTTTRabcpp	65
SDPDS	65
LPLIPAL1G161pp	65
FTHFD	65
XTSNtex	65
VALabcpp	65
THMtex	65
GLUPRT	65
PGPP180pp	65
DHNPA2r	65
KDOPP	65
2AGPG181tipp	65
OCBT	65
DHORD2	65
DHORD5	65
AGM4PH	65
AGM4PA	65
GMPS2	65
MELIBt3ipp	65
HPYRI	65
ADEt2rpp	65
4PEPTabcpp	65
GALt2pp	65
LPLIPAL1E161pp	65
AGMH	65
AGMT	65
GALabcpp	65
THMDt2pp	65
RHAT1	65
CRNtex	65
HMPK1	65
LPLIPAL1E140pp	65
GLCURt2rpp	65
SO4tex	65
TAUDO	65
IDOND2	65
ACOAD2f	65
FE3Ri	65
DDGLK	65
3AMACHYD	65
ACONTa	65
ACONTb	65
PGLYCP	65
BUTCT	65
PRFGS	65
DADNt2pp	65
ARGtex	65
ETHAtex	65
ASPt2pp	65
ADNK1	65
23CGMPtex	65
CLtex	65
TTDCEAtexi	65
CRNCAR	65
DXPS	65
ACSERtex	65
FORt2pp	65
PLIPA2E120pp	65
42A12BOOXpp	65
DBTS	65
O16A4Lpp	65
UPP3MT	65
METSOX2tex	65
MLTP1	65
MLTP2	65
MLTP3	65
UDPG4E	65
ISETACabcpp	65
TTRCYCtex	65
AM3PA	65
ACMANAtex	65
NOtex	65
LPLIPAL2E160	65
LPLIPAL2E161	65
SHCHF	65
THRt2rpp	65
UM4PCP	65
GTHS	65
PLIPA2A141pp	65
ECAP3pp	65
UPP3S	65
ETHSO3abcpp	65
DGSNtex	65
D__LACtex	65
PSP_L	65
CRNBTCT	65
PYDXK	65
PGPP161pp	65
LDH_D2	65
OXCDC	65
UDPGtex	65
RMK	65
RMI	65
G3PEabcpp	65
MCITL2	65
NO3R2pp	65
TRPAS2	65
UDPGALPpp	65
CYSDS	65
23DAPPAtex	65
GLYCtex	65
PLIPA1G120pp	65
INDOLEt2pp	65
2MAHMP	65
FEENTERtonex	65
MANGLYCtex	65
SO2tex	65
TDPDRE	65
12PPDStex	65
AMAOTr	65
GALURtex	65
PPCSCT	65
LIPATPT	65
ASPt2_2pp	65
23CAMPtex	65
POX	65
MALTTRabcpp	65
PA141abcpp	65
DGMPtex	65
MMCD	65
HPPK2	65
ACACT1r	65
DTMPK	65
PFK_3	65
PFK_2	65
F6Ptex	65
GSNt2pp	65
FACOAL140t2pp	65
THMDtex	65
PSD140	65
PSD141	65
GLYK	65
2AGPE181tipp	65
GUAtex	65
HDCEAtexi	65
PGSA161	65
PGSA160	65
UPPDC1	65
MANptspp	65
DHQTi	65
PERD	65
THRD	65
RBFSb	65
GSNtex	65
RBFSa	65
GLDBRAN2	65
LEUt2rpp	65
THRS	65
DDGLCNt2rpp	65
BALAt2pp	65
QULNS	65
ASNS2	65
ASNS1	65
LPLIPAL1E120pp	65
PSSA120	65
LCTStpp	65
THYMtex	65
GLYBtex	65
FACOAL120t2pp	65
Kt2pp	65
HCINNMt2rpp	65
FECRMabcpp	65
LALADGLUtex	65
SELtex	65
GTHRDabc2pp	65
O16GLCT1	65
DCYTtex	65
PE160abcpp	65
PGSA181	65
PGSA180	65
GLCNtex	65
UDPGALM	65
PGAMT	65
FE2tex	65
MTRPOX	65
2AGPE120tipp	65
TARTRt7pp	65
2AGPA161tipp	65
UAG2E	65
UMPK	65
G1PPpp	65
ICHORSi	65
5MTRtex	65
AMPTASEPG	65
DMPPS	65
GLYBt2pp	65
NTD3pp	65
ACOAD3f	65
12PPDRtex	65
CRNDabcpp	65
LACZpp	65
FRULYSt2pp	65
UAGCVT	65
NTD2pp	65
PYDXNtex	65
GGGABAH	65
GLUNpp	65
DALAtex	65
ALLPI	65
HADPCOADH3	65
CTPS2	65
URIt2pp	65
GTHRDabcpp	65
PGPP181	65
PGPP180	65
GALTptspp	65
PHEt2rpp	65
CPGNtonex	65
FE3tex	65
ACGAptspp	65
CS	65
GLYCtpp	65
SFGTHi	65
ALAtex	65
GP4GH	65
COLIPAPabctex	65
HCINNMtex	65
TDP	65
CPPPGO2	65
TDSK	65
FHL	65
CD2tpp	65
TMPK	65
ACMUMptspp	65
DURIK1	65
ACGAL1Ptex	65
TSULtex	65
3NTD9pp	65
ACACT2r	65
TARTD	65
PYDAMK	65
GLCabcpp	65
FUSAtex	65
PLIPA1G160pp	65
SHCHCS3	65
HKNTDH	65
PTRCt2pp	65
