TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU2LZ9-3220_from_GMET_RS01970-MONOMER	CP000148.1,CP000148.1	Gmet_2119,Gmet_2118	2386317	2388937		+	True	GMET_RS01970-MONOMER
TU2LZ9-2788_from_GMET_RS01970-MONOMER	CP000148.1,CP000148.1	Gmet_1264,Gmet_1263	1423613	1425045		+	True	GMET_RS01970-MONOMER
TU2LZ9-4233_from_GMET_RS01970-MONOMER	CP000148.1	Gmet_0464	511771	512625		-	True	GMET_RS01970-MONOMER
TU2LZ9-2458_from_GMET_RS01970-MONOMER	CP000148.1	Gmet_0683	749552	750370		+	True	GMET_RS01970-MONOMER
TU2LZ9-4138_from_GMET_RS01970-MONOMER	CP000148.1	Gmet_2284	2588201	2589424		+	True	GMET_RS01970-MONOMER
TU2LZ9-3370_from_GMET_RS01970-MONOMER	CP000148.1,CP000148.1	Gmet_2382,Gmet_2381	2690401	2692907		-	True	GMET_RS01970-MONOMER
TU2LZ9-3890_from_GMET_RS01970-MONOMER	CP000148.1,CP000148.1,CP000148.1,CP000148.1	Gmet_3298,Gmet_3297,Gmet_3296,Gmet_3295	3709007	3711545		+	True	GMET_RS01970-MONOMER
TU2LZ9-2375_from_GMET_RS01970-MONOMER	CP000148.1	Gmet_0488	533869	534825		-	True	GMET_RS01970-MONOMER
TU2LZ9-2179_from_GMET_RS01970-MONOMER	CP000148.1	Gmet_0079	97371	98261		-	True	GMET_RS01970-MONOMER
TU2LZ9-2248_from_GMET_RS01970-MONOMER	CP000148.1	Gmet_0218	249921	250811		+	True	GMET_RS01970-MONOMER
TU2LZ9-3294_from_GMET_RS01970-MONOMER	CP000148.1	Gmet_2237	2530162	2530650		-	True	GMET_RS01970-MONOMER
TU2LZ9-2527_from_GMET_RS01970-MONOMER	CP000148.1,CP000148.1,CP000148.1,CP000148.1	Gmet_0807,Gmet_0806,Gmet_0805,Gmet_0804	883667	887312		+	True	GMET_RS01970-MONOMER
