Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CPLX_ARGabc-0	Plasma_Membrane	LLMG_RS09920()	Plasma_Membrane	s
CPLX_ARGabc-0	Plasma_Membrane	LLMG_RS02805()	Plasma_Membrane	s
CPLX_ATPS3r-0	Plasma_Membrane	LLMG_RS09730()	Plasma_Membrane	s
CPLX_ATPS3r-0	Plasma_Membrane	LLMG_RS09735()	Plasma_Membrane	s
CPLX_ATPS3r-0	Plasma_Membrane	LLMG_RS09740()	Plasma_Membrane	s
CPLX_ATPS3r-0	Plasma_Membrane	LLMG_RS09745()	Plasma_Membrane	s
CPLX_ATPS3r-0	Plasma_Membrane	LLMG_RS09755()	Plasma_Membrane	s
CPLX_ATPS3r-0	Plasma_Membrane	LLMG_RS09760()	Plasma_Membrane	s
CPLX_CELBpts-0	Plasma_Membrane	LLMG_RS02240()	Plasma_Membrane	s
CPLX_CHLabc-0	Plasma_Membrane	LLMG_RS08555()	Plasma_Membrane	s
CPLX_CHLabc-0	Plasma_Membrane	LLMG_RS08550()	Plasma_Membrane	s
CPLX_CRPT_25-0	Plasma_Membrane	LLMG_RS08170()	Plasma_Membrane	s
CPLX_CRPT_25-0	Plasma_Membrane	LLMG_RS08165()	Plasma_Membrane	s
CPLX_CRPT_25-0	Plasma_Membrane	LLMG_RS08070()	Plasma_Membrane	s
CPLX_CYTB_B2-0	Plasma_Membrane	LLMG_RS09320()	Plasma_Membrane	s
CPLX_CYTB_B2-0	Plasma_Membrane	LLMG_RS09325()	Plasma_Membrane	s
CPLX_CYTB_B2-0	Plasma_Membrane	LLMG_RS09330()	Plasma_Membrane	s
CPLX_CYTB_B2-0	Plasma_Membrane	LLMG_RS09335()	Plasma_Membrane	s
CPLX_DALTAL_LLA-0	Plasma_Membrane	LLMG_RS06175()	Plasma_Membrane	s
CPLX_DALTAL_LLA-0	Plasma_Membrane	LLMG_RS06165()	Plasma_Membrane	s
CPLX_FE3abc-0	Plasma_Membrane	LLMG_RS01785()	Plasma_Membrane	s
CPLX_FE3abc-0	Plasma_Membrane	LLMG_RS01795()	Plasma_Membrane	s
CPLX_FE3abc-0	Plasma_Membrane	LLMG_RS01790()	Plasma_Membrane	s
CPLX_FE3abc-0	Plasma_Membrane	LLMG_RS01800()	Plasma_Membrane	s
CPLX_FRUpts-0	Plasma_Membrane	LLMG_RS07900()	Plasma_Membrane	s
CPLX_GLCpts-0	Plasma_Membrane	LLMG_RS03760()	Plasma_Membrane	s
CPLX_GLCpts-2	Plasma_Membrane	LLMG_RS03755()	Plasma_Membrane	s
CPLX_GLNabc-0	Plasma_Membrane	LLMG_RS09720()	Plasma_Membrane	s
CPLX_GLUabc-0	Plasma_Membrane	LLMG_RS09920()	Plasma_Membrane	s
CPLX_GLYBabc-0	Plasma_Membrane	LLMG_RS05330()	Plasma_Membrane	s
CPLX_GLYBabc-0	Plasma_Membrane	LLMG_RS05325()	Plasma_Membrane	s
CPLX_MALTabc-0	Plasma_Membrane	LLMG_RS03810()	Plasma_Membrane	s
CPLX_MALTabc-0	Plasma_Membrane	LLMG_RS03815()	Plasma_Membrane	s
CPLX_MALTabc-0	Plasma_Membrane	LLMG_RS03820()	Plasma_Membrane	s
CPLX_METabc-0	Plasma_Membrane	LLMG_RS01755()	Plasma_Membrane	s
CPLX_METabc-0	Plasma_Membrane	LLMG_RS01740()	Plasma_Membrane	s
CPLX_METabc-0	Plasma_Membrane	LLMG_RS01760()	Plasma_Membrane	s
CPLX_METabc-1	Plasma_Membrane	LLMG_RS01760()	Plasma_Membrane	s
CPLX_METabc-1	Plasma_Membrane	LLMG_RS01755()	Plasma_Membrane	s
