Modified_enzyme,Core_enzyme,Modifications,Source
CPLX8J2-30_mod_zn2(1)_mod_mg2(2),CPLX8J2-30,zn2(1) AND mg2(2),RNA_Polymerase
BSU32680-MONOMER_mod_fe2(1),BSU32680-MONOMER,fe2(1),Homology
BSU32680-MONOMER_mod_fe2(2),BSU32680-MONOMER,fe2(2),Homology
BSU30820-MONOMER_mod_mg2(1)_mod_mn2(1)_mod_thmpp(1),BSU30820-MONOMER,mg2(1) AND mn2(1) AND thmpp(1),Homology
BSU00920-MONOMER_mod_mg2(1)_mod_zn2(1),BSU00920-MONOMER,mg2(1) AND zn2(1),Homology
BSU32530-MONOMER_mod_mn2(1),BSU32530-MONOMER,mn2(1),Homology
BSU32530-MONOMER_mod_2fe2s(1)_mod_mn2(1),BSU32530-MONOMER,2fe2s(1) AND mn2(1),Homology
BSU32530-MONOMER_mod_4fe4s(1)_mod_mn2(1),BSU32530-MONOMER,4fe4s(1) AND mn2(1),Homology
BSU00760-MONOMER_mod_pydx5p(1),BSU00760-MONOMER,pydx5p(1),Homology
BSU11210-MONOMER_mod_mg2(1),BSU11210-MONOMER,mg2(1),Homology
BSU06360-MONOMER_mod_mg2(1),BSU06360-MONOMER,mg2(1),Homology
BSU00280-MONOMER_mod_mg2(1),BSU00280-MONOMER,mg2(1),Homology
BSU11610-MONOMER_mod_mg2(1),BSU11610-MONOMER,mg2(1),Homology
BSU14390-MONOMER_mod_mg2(1),BSU14390-MONOMER,mg2(1),Homology
BSU28090-MONOMER_mod_mg2(1),BSU28090-MONOMER,mg2(1),Homology
BSU03640-MONOMER_mod_mn2(1),BSU03640-MONOMER,mn2(1),Homology
BSU33900-MONOMER_mod_mg2(4),BSU33900-MONOMER,mg2(4),Homology
BSU38860-MONOMER_mod_nad(1),BSU38860-MONOMER,nad(1),Homology
BSU32330-MONOMER_mod_4fe4s(2),BSU32330-MONOMER,4fe4s(2),Homology
BSU24120-MONOMER_mod_mg2(1),BSU24120-MONOMER,mg2(1),Homology
BSU35920-MONOMER_mod_k(1)_mod_mg2(1),BSU35920-MONOMER,k(1) AND mg2(1),Homology
BSU04340-MONOMER_mod_mg2(1)_mod_thmpp(1)_mod_fad(1),BSU04340-MONOMER,mg2(1) AND thmpp(1) AND fad(1),Homology
BSU19710-MONOMER_mod_zn2(1),BSU19710-MONOMER,zn2(1),Homology
BSU18830-MONOMER_mod_mg2(1),BSU18830-MONOMER,mg2(1),Homology
BSU14310-MONOMER_mod_amp(1),BSU14310-MONOMER,amp(1),Homology
BSU14310-MONOMER_mod_coo(1),BSU14310-MONOMER,coo(1),Homology
BSU14310-MONOMER_mod_cosh(1),BSU14310-MONOMER,cosh(1),Homology
BSU33910-MONOMER_mod_mn2(1),BSU33910-MONOMER,mn2(1),Homology
BSU27850-MONOMER_mod_4fe4s(1),BSU27850-MONOMER,4fe4s(1),Homology
BSU21870-MONOMER_mod_4fe4s(1),BSU21870-MONOMER,4fe4s(1),Homology
BSU29180-MONOMER_mod_mg2(1)_mod_k(1),BSU29180-MONOMER,mg2(1) AND k(1),Homology
BSU29180-MONOMER_mod_mn2(1)_mod_k(1),BSU29180-MONOMER,mn2(1) AND k(1),Homology
BSU29190-MONOMER_mod_mg2(1),BSU29190-MONOMER,mg2(1),Homology
BSU01050-MONOMER_mod_acetyl(1),BSU01050-MONOMER,acetyl(1),Homology
BSU00730-MONOMER_mod_pydx5p(2),BSU00730-MONOMER,pydx5p(2),Homology
BSU06490-MONOMER_mod_mg2(1),BSU06490-MONOMER,mg2(1),Homology
BSU28370-MONOMER_mod_mg2(1),BSU28370-MONOMER,mg2(1),Homology
BSU03900-MONOMER_mod_pydx5p(1),BSU03900-MONOMER,pydx5p(1),Homology
BSU14520-MONOMER_mod_mn2(1),BSU14520-MONOMER,mn2(1),Homology
BSU06480-MONOMER_mod_mg2(1),BSU06480-MONOMER,mg2(1),Homology
BSU37830-MONOMER_mod_nad(1),BSU37830-MONOMER,nad(1),Homology
BSU28360-MONOMER_mod_mg2(1),BSU28360-MONOMER,mg2(1),Homology
BSU32050-MONOMER_mod_zn2(1),BSU32050-MONOMER,zn2(1),Homology
BSU10020-MONOMER_mod_pydx5p(1),BSU10020-MONOMER,pydx5p(1),Homology
BSU03130-MONOMER_mod_mg2(1),BSU03130-MONOMER,mg2(1),Homology
BSU03130-MONOMER_mod_mn2(1),BSU03130-MONOMER,mn2(1),Homology
BSU23770-MONOMER_mod_pydx5p(1),BSU23770-MONOMER,pydx5p(1),Homology
BSU02130-MONOMER_mod_ca2(1),BSU02130-MONOMER,ca2(1),Homology
BSU38200-MONOMER_mod_mg2(1),BSU38200-MONOMER,mg2(1),Homology
BSU30800-MONOMER_mod_hco3(1),BSU30800-MONOMER,hco3(1),Homology
BSU16920-MONOMER_mod_mg2(1),BSU16920-MONOMER,mg2(1),Homology
BSU19400-MONOMER_mod_cu2(1),BSU19400-MONOMER,cu2(1),Homology
BSU04640-MONOMER_mod_pydx5p(1),BSU04640-MONOMER,pydx5p(1),Homology
BSU37560-MONOMER_mod_zn2(1),BSU37560-MONOMER,zn2(1),Homology
BSU37080-MONOMER_mod_mg2(3),BSU37080-MONOMER,mg2(3),Homology
BSU23760-MONOMER_mod_mg2(1),BSU23760-MONOMER,mg2(1),Homology
BSU15720-MONOMER_mod_fe2(1),BSU15720-MONOMER,fe2(1),Homology
BSU01370-MONOMER_mod_mg2(1),BSU01370-MONOMER,mg2(1),Homology
BSU25160-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1),BSU25160-MONOMER,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),Homology
BSU02490-MONOMER_mod_mg2(1),BSU02490-MONOMER,mg2(1),Homology
BSU00380-MONOMER_mod_zn2(2),BSU00380-MONOMER,zn2(2),Homology
BSU14630-MONOMER_mod_pydx5p(1),BSU14630-MONOMER,pydx5p(1),Homology
BSU28780-MONOMER_mod_zn2(1),BSU28780-MONOMER,zn2(1),Homology
BSU18000-MONOMER_mod_4fe4s(1),BSU18000-MONOMER,4fe4s(1),Homology
BSU14170-MONOMER_mod_Oxidized(1),BSU14170-MONOMER,Oxidized(1),Homology
BSU27870-MONOMER_mod_fad(1),BSU27870-MONOMER,fad(1),Homology
BSU34970-MONOMER_mod_mg2(1)_mod_cl(1),BSU34970-MONOMER,mg2(1) AND cl(1),Homology
BSU27560-MONOMER_mod_mg2(4),BSU27560-MONOMER,mg2(4),Homology
BSU29970-MONOMER_mod_pydx5p(1),BSU29970-MONOMER,pydx5p(1),Homology
BSU28290-MONOMER_mod_mg2(1),BSU28290-MONOMER,mg2(1),Homology
BSU28130-MONOMER_mod_zn2(1),BSU28130-MONOMER,zn2(1),Homology
BSU13120-MONOMER_mod_mg2(1),BSU13120-MONOMER,mg2(1),Homology
BSU04000-MONOMER_mod_k(1)_mod_mg2(1),BSU04000-MONOMER,k(1) AND mg2(1),Homology
BSU15930-MONOMER_mod_mg2(2),BSU15930-MONOMER,mg2(2),Homology
