,query,evalue
BSU00010,STM3838,9.06e-135
BSU00020,STM3837,1.77e-46
BSU00040,STM3836,1.03e-33
BSU00060,STM3835,0.0
BSU00070,STM2272,0.0
BSU00090,STM2511,1.84e-178
BSU00130,STM0963,1.27e-152
BSU00180,STM2568,4.59e-43
BSU00190,STM0484,5.07e-83
BSU00200,STM0485,1.54e-19
BSU00210,STM0486,9.9e-62
BSU00280,STM1200,7.37e-36
BSU00350,STM3271,1.83e-14
BSU00360,STM3263,8.95e-57
BSU00380,STM2155,7.05e-86
BSU00390,STM1202,8.8e-63
BSU00420,STM0090,8.21e-43
BSU00460,STM1779,2.14e-25
BSU00480,STM4458,9.389999999999999e-40
BSU00500,STM3862,3.9200000000000004e-122
BSU00510,STM1780,1.1700000000000001e-110
BSU00530,STM1783,1.2599999999999999e-30
BSU00550,STM1216,0.0
BSU00580,STM2954,2.9999999999999996e-68
BSU00670,STM0236,6.42e-28
BSU00680,STM0170,2.3399999999999998e-60
BSU00690,STM3296,0.0
BSU00710,STM3498,9.26e-17
BSU00720,STM0452,3.22e-12
BSU00730,STM2430,2.9e-93
BSU00740,STM1824,5.85e-78
BSU00750,STM3469,1.65e-87
BSU00770,STM3295,5.65e-65
BSU00790,STM0183,2.07e-33
BSU00810,STM3384,8.89e-74
BSU00820,STM3040,0.0
BSU00860,STM2660,0.0
BSU00870,STM4579,1.59e-147
BSU00900,STM2930,2.9e-37
BSU00910,STM2929,2.16e-62
BSU00920,STM2415,1.78e-116
BSU00930,STM3699,3.27e-46
BSU00940,STM0537,5.1e-134
BSU00960,STM4369,5.6e-58
BSU01010,STM4148,2.1199999999999998e-52
BSU01020,STM4149,1.7800000000000002e-66
BSU01030,STM4150,6.94e-75
BSU01040,STM4151,2.9000000000000004e-27
BSU01050,STM4152,7.55e-27
BSU01060,STM3220,2.51e-18
BSU01070,STM4153,0.0
BSU01080,STM4154,0.0
BSU01100,STM3448,5.73e-61
BSU01110,STM3447,1.26e-67
BSU01120,STM3446,0.0
BSU01130,STM4146,0.0
BSU01150,STM3441,2.26e-47
BSU01160,STM3440,8.01e-62
BSU01170,STM3439,9.4e-51
BSU01190,STM3437,1.02e-113
BSU01200,STM3436,1.56e-41
BSU01210,STM3435,5.24e-37
BSU01220,STM3434,2.7e-90
BSU01230,STM3433,1.1299999999999999e-52
BSU01250,STM3431,7.68e-28
BSU01260,STM3430,2.22e-52
BSU01270,STM3429,7.48e-25
BSU01280,STM3428,4.77e-86
BSU01300,STM3426,1.85e-40
BSU01310,STM3425,1.38e-53
BSU01320,STM3424,2.6999999999999997e-24
BSU01330,STM3423,6.89e-60
BSU01340,STM3422,7.46e-12
BSU01350,STM3421,1.4e-34
BSU01360,STM3420,3.9299999999999995e-90
BSU01370,STM0488,1.1500000000000001e-66
BSU01380,STM0215,2.66e-74
BSU01390,STM0953,2.56e-35
BSU01410,STM3418,3e-48
