,value
YOP2083,MONOMER
YP02742,MONOMER
YPO0001,MONOMER
YPO0002,MONOMER
YPO0003,MONOMER
YPO0004,MONOMER
YPO0005,MONOMER
YPO0006,MONOMER
YPO0007,MONOMER
YPO0008,MONOMER
YPO0009,MONOMER
YPO0010,MONOMER
YPO0011,MONOMER
YPO0012,MONOMER
YPO0013,MONOMER
YPO0013a,MONOMER
YPO0014,MONOMER
YPO0015,MONOMER
YPO0017,MONOMER
YPO0018,MONOMER
YPO0019,MONOMER
YPO0020,MONOMER
YPO0021,MONOMER
YPO0022,MONOMER
YPO0023,MONOMER
YPO0024,MONOMER
YPO0026,MONOMER
YPO0027,MONOMER
YPO0028,MONOMER
YPO0029,MONOMER
YPO0030,MONOMER
YPO0031,MONOMER
YPO0032,MONOMER
YPO0033,MONOMER
YPO0034,MONOMER
YPO0035,MONOMER
YPO0036,MONOMER
YPO0037,MONOMER
YPO0038,MONOMER
YPO0039,MONOMER
YPO0040,MONOMER
YPO0041,MONOMER
YPO0042,MONOMER
YPO0043,MONOMER
YPO0044,MONOMER
YPO0045,MONOMER
YPO0046,MONOMER
YPO0047,MONOMER
YPO0048,MONOMER
YPO0049,MONOMER
YPO0050,MONOMER
YPO0051,MONOMER
YPO0052,MONOMER
YPO0053,MONOMER
YPO0054,MONOMER
YPO0055,MONOMER
YPO0056,MONOMER
YPO0057,MONOMER
YPO0058,MONOMER
YPO0059,MONOMER
YPO0060,MONOMER
YPO0061,MONOMER
YPO0063,MONOMER
YPO0064,MONOMER
YPO0065,MONOMER
YPO0066,MONOMER
YPO0067,MONOMER
YPO0068,MONOMER
YPO0070,MONOMER
YPO0071,MONOMER
YPO0072,MONOMER
YPO0073,MONOMER
YPO0074,MONOMER
YPO0075,MONOMER
YPO0076,MONOMER
YPO0077,MONOMER
YPO0078,MONOMER
YPO0079,MONOMER
YPO0080,MONOMER
YPO0081,MONOMER
YPO0082,MONOMER
YPO0083,MONOMER
YPO0084,MONOMER
YPO0085,MONOMER
YPO0086,MONOMER
YPO0087,MONOMER
YPO0088,MONOMER
YPO0089,MONOMER
YPO0090,MONOMER
YPO0091,MONOMER
YPO0093,MONOMER
YPO0094,MONOMER
YPO0096,MONOMER
YPO0097,MONOMER
YPO0099,MONOMER
YPO0100,MONOMER
YPO0102,MONOMER
YPO0103,MONOMER
YPO0104,MONOMER
YPO0105,MONOMER
YPO0106,MONOMER
YPO0107,MONOMER
YPO0108,MONOMER
YPO0110,MONOMER
YPO0111,MONOMER
YPO0112,MONOMER
YPO0114,MONOMER
YPO0115,MONOMER
YPO0116,MONOMER
YPO0117,MONOMER
YPO0120,MONOMER
YPO0121,MONOMER
YPO0122,MONOMER
YPO0123,MONOMER
YPO0124,MONOMER
YPO0126,MONOMER
YPO0127,MONOMER
YPO0128,MONOMER
YPO0129,MONOMER
YPO0130,MONOMER
YPO0131,MONOMER
YPO0132,MONOMER
YPO0133,MONOMER
YPO0134,MONOMER
YPO0135,MONOMER
YPO0136,MONOMER
YPO0137,MONOMER
YPO0138,MONOMER
YPO0139,MONOMER
YPO0140,MONOMER
YPO0141,MONOMER
YPO0142,MONOMER
YPO0144,MONOMER
YPO0145,MONOMER
YPO0146,MONOMER
YPO0147,MONOMER
YPO0148,MONOMER
YPO0149,MONOMER
YPO0150,MONOMER
YPO0151,MONOMER
YPO0152,MONOMER
YPO0153,MONOMER
YPO0154,MONOMER
YPO0155,MONOMER
YPO0156,MONOMER
YPO0157,MONOMER
YPO0158,MONOMER
YPO0159,MONOMER
