,query,evalue
ABAYE_RS00555,b3702,5.67e-156
ABAYE_RS00560,b3701,2.47e-104
ABAYE_RS00565,b3700,3.1e-63
ABAYE_RS00570,b3699,0.0
ABAYE_RS00585,b3352,0.0
ABAYE_RS00605,b0156,2.03e-44
ABAYE_RS00615,b1640,1.2e-93
ABAYE_RS00620,b1637,1.4100000000000001e-36
ABAYE_RS00670,b3289,6.44e-105
ABAYE_RS00675,b3288,5.4e-116
ABAYE_RS00680,b3771,0.0
ABAYE_RS00700,b1006,0.0
ABAYE_RS00705,b3956,0.0
ABAYE_RS00730,b0015,3.21e-155
ABAYE_RS00740,b0031,4.45e-106
ABAYE_RS00750,b1657,3.0699999999999996e-170
ABAYE_RS00755,b0207,8.25e-130
ABAYE_RS00760,b0208,5.97e-86
ABAYE_RS00775,b4269,2.05e-143
ABAYE_RS00780,b3549,8.480000000000001e-66
ABAYE_RS00795,b2961,2.5e-96
ABAYE_RS00805,b3830,2.95e-17
ABAYE_RS00815,b1181,6.3e-43
ABAYE_RS00820,b0837,3.71e-68
ABAYE_RS00825,b0892,3.05e-117
ABAYE_RS00830,b2347,1.2e-56
ABAYE_RS00840,b2476,9.78e-113
ABAYE_RS00850,b2478,2.2899999999999997e-104
ABAYE_RS00855,b1768,1.43e-44
ABAYE_RS00900,b0112,0.0
ABAYE_RS00910,b4352,3e-26
ABAYE_RS00925,b1742,1.23e-15
ABAYE_RS00940,b0402,0.0
ABAYE_RS00990,b3729,0.0
ABAYE_RS00995,b3730,0.0
ABAYE_RS01000,b0418,1.67e-41
ABAYE_RS01005,b0417,2.39e-84
ABAYE_RS01010,b0416,6.270000000000001e-35
ABAYE_RS01015,b0415,6.74e-59
ABAYE_RS01030,b4388,1.91e-64
ABAYE_RS01045,b3887,4.01e-53
ABAYE_RS01050,b0931,2.71e-110
ABAYE_RS01055,b2521,1.64e-20
ABAYE_RS01060,b4160,2.97e-81
ABAYE_RS01070,b0400,7.6e-87
ABAYE_RS01075,b0399,3.57e-100
ABAYE_RS01095,b0600,1.7800000000000002e-123
ABAYE_RS01100,b4336,9.06e-47
ABAYE_RS01115,b2688,4.63e-116
ABAYE_RS01160,b3031,2.9199999999999998e-30
ABAYE_RS01165,b3030,0.0
ABAYE_RS01170,b0505,3.1300000000000003e-43
ABAYE_RS01190,b2888,1.37e-94
ABAYE_RS01225,b4136,2.07e-92
ABAYE_RS01245,b2471,1.1500000000000002e-27
ABAYE_RS01250,b1749,3.02e-18
ABAYE_RS01255,b3642,1.05e-85
ABAYE_RS01270,b2947,3.44e-126
ABAYE_RS01275,b0090,4.02e-91
ABAYE_RS01280,b0091,0.0
ABAYE_RS01285,b0092,5.39e-105
ABAYE_RS01290,b0093,1.09e-18
ABAYE_RS01295,b0094,3.49e-62
ABAYE_RS01300,b0095,1.2900000000000002e-97
ABAYE_RS01305,b0096,9.94e-118
ABAYE_RS01315,b1856,3.8700000000000004e-27
ABAYE_RS01320,b0114,0.0
ABAYE_RS01325,b0115,5.58e-149
ABAYE_RS01350,b0288,1.63e-31
ABAYE_RS01355,b2508,0.0
ABAYE_RS01360,b3176,2.1199999999999998e-174
ABAYE_RS01365,b1638,2.9399999999999996e-52
ABAYE_RS01370,b2892,4.23e-164
ABAYE_RS01380,b2891,0.0
ABAYE_RS01390,b1650,4.41e-99
ABAYE_RS01395,b3633,1.91e-78
ABAYE_RS01405,b2924,5.22e-29
ABAYE_RS01415,b4069,0.0
ABAYE_RS01435,b0937,9.8e-13
ABAYE_RS01455,b4068,3.3e-22
ABAYE_RS01460,b4067,0.0
ABAYE_RS01495,b4058,0.0
ABAYE_RS01500,b1649,2.59e-48
ABAYE_RS01515,b1607,9.919999999999999e-28
ABAYE_RS01530,b0427,1.18e-111
ABAYE_RS01535,b4059,3.8e-50
ABAYE_RS01550,b1434,3.64e-18
ABAYE_RS01565,b1302,0.0
ABAYE_RS01580,b0897,3.3400000000000003e-133
ABAYE_RS01610,b1596,2.2799999999999998e-98
ABAYE_RS01615,b1595,4.2e-52
ABAYE_RS01635,b0419,2.49e-46
ABAYE_RS01675,b3351,7.249999999999999e-30
ABAYE_RS01695,b3747,0.0
ABAYE_RS01720,b0875,3.59e-96
ABAYE_RS01735,b2025,2.6699999999999997e-68
ABAYE_RS01765,b2024,1.6999999999999998e-42
ABAYE_RS01780,b2023,3.14e-48
ABAYE_RS01785,b2022,2.4599999999999997e-55
ABAYE_RS01805,b2434,1.87e-50
ABAYE_RS01810,b2920,8.46e-150
ABAYE_RS01815,b3404,8.1e-71
ABAYE_RS01820,b3405,1.0099999999999999e-119
ABAYE_RS01825,b3407,0.0
ABAYE_RS01845,b4391,0.0
ABAYE_RS01870,b0574,8.74e-14
ABAYE_RS01875,b0575,0.0
ABAYE_RS01880,b0752,3.65e-48
ABAYE_RS01910,b0260,0.0
ABAYE_RS01925,b2400,2.66e-98
ABAYE_RS01940,b0082,6.189999999999999e-104
ABAYE_RS01950,b0084,1.31e-138
ABAYE_RS01955,b0085,5.32e-81
ABAYE_RS01960,b0086,5.55e-93
ABAYE_RS01965,b0087,2.01e-140
ABAYE_RS01975,b1822,1.72e-63
ABAYE_RS01980,b3396,0.0
ABAYE_RS02005,b3391,4.77e-64
ABAYE_RS02010,b3390,4.27e-60
ABAYE_RS02015,b3389,2.1300000000000002e-123
ABAYE_RS02025,b3212,0.0
ABAYE_RS02030,b3213,0.0
ABAYE_RS02045,b2778,1.4700000000000002e-27
ABAYE_RS02065,b3336,1.25e-56
ABAYE_RS02070,b3337,2.33e-12
ABAYE_RS02075,b4243,7.699999999999999e-30
ABAYE_RS02085,b3649,1.34e-19
ABAYE_RS02090,b3648,6.67e-76
ABAYE_RS02095,b0029,1.9499999999999998e-152
ABAYE_RS02135,b2609,1.2100000000000002e-37
ABAYE_RS02140,b2608,6.07e-42
ABAYE_RS02145,b2607,6.37e-91
ABAYE_RS02150,b2606,5.54e-52
ABAYE_RS02165,b3166,5.0099999999999994e-95
ABAYE_RS02170,b2327,3.45e-26
ABAYE_RS02185,b0813,2.05e-71
ABAYE_RS02190,b2913,0.0
ABAYE_RS02195,b2979,1.15e-46
ABAYE_RS02205,b3029,1.8000000000000002e-47
ABAYE_RS02210,b3028,9.21e-115
ABAYE_RS02220,b0842,1.42e-98
ABAYE_RS02230,b1646,2.74e-55
ABAYE_RS02235,b1688,9.120000000000001e-35
ABAYE_RS02280,b1748,0.0
ABAYE_RS02285,b1747,1.93e-137
ABAYE_RS02290,b1746,0.0
ABAYE_RS02295,b1745,0.0
ABAYE_RS02300,b1744,5.89e-94
ABAYE_RS02330,b1526,1.5e-57
ABAYE_RS02335,b3943,8.36e-11
ABAYE_RS02355,b3559,0.0
ABAYE_RS02360,b3560,8.98e-172
ABAYE_RS02405,b3281,2.61e-70
ABAYE_RS02410,b2436,1.2200000000000001e-133
ABAYE_RS02415,b1277,1.8900000000000001e-75
ABAYE_RS02420,b0420,0.0
ABAYE_RS02425,b2533,4.1800000000000006e-79
ABAYE_RS02430,b3162,4.6499999999999997e-94
ABAYE_RS02440,b3195,1.1e-106
ABAYE_RS02445,b3194,1.31e-94
ABAYE_RS02450,b3193,1.7599999999999997e-23
ABAYE_RS02455,b3192,1.07e-16
ABAYE_RS02465,b3816,2.16e-63
ABAYE_RS02480,b3413,1.07e-11
ABAYE_RS02485,b3652,0.0
ABAYE_RS02500,b4041,1.2e-158
ABAYE_RS02505,b0452,4.98e-79
ABAYE_RS02520,b3865,1.6099999999999999e-68
ABAYE_RS02525,b4178,9.54e-28
ABAYE_RS02530,b2552,8.76e-45
ABAYE_RS02535,b4263,0.0
ABAYE_RS02540,b3008,3.59e-51
ABAYE_RS02550,b3321,2.5599999999999998e-61
ABAYE_RS02555,b3320,7.2e-100
ABAYE_RS02560,b3319,1.39e-95
ABAYE_RS02565,b3318,4.7900000000000005e-27
ABAYE_RS02570,b3317,5.4e-149
ABAYE_RS02575,b3316,5.97e-45
ABAYE_RS02580,b3315,4.48e-52
ABAYE_RS02590,b3313,5.840000000000001e-73
ABAYE_RS02595,b3312,3.41e-13
ABAYE_RS02600,b3311,4.7e-38
ABAYE_RS02605,b3310,1.71e-71
ABAYE_RS02610,b3309,4.77e-33
ABAYE_RS02615,b3308,3.4000000000000003e-88
ABAYE_RS02620,b3307,1.32e-43
ABAYE_RS02625,b3306,1.08e-60
ABAYE_RS02630,b3305,3.1e-80
ABAYE_RS02635,b3304,1.0500000000000001e-32
ABAYE_RS02640,b3303,3.21e-85
ABAYE_RS02645,b3302,5.02e-24
ABAYE_RS02650,b3301,1.15e-61
ABAYE_RS02655,b3300,4.38e-168
ABAYE_RS02660,b3299,1.82e-17
ABAYE_RS02665,b3298,2.44e-63
ABAYE_RS02670,b3297,9.47e-71
ABAYE_RS02675,b3296,2.28e-103
ABAYE_RS02680,b3295,1.18e-155
ABAYE_RS02685,b3294,2.11e-61
ABAYE_RS02735,b3498,0.0
ABAYE_RS02740,b4179,0.0
ABAYE_RS02785,b1180,4.84e-56
ABAYE_RS02800,b3886,8.3400000000000005e-47
ABAYE_RS02805,b1004,3e-35
ABAYE_RS02830,b0659,2.59e-33
ABAYE_RS02835,b0660,7.12e-125
ABAYE_RS02840,b0661,0.0
ABAYE_RS02845,b4392,9.64e-33
ABAYE_RS02875,b3499,5.2300000000000004e-70
ABAYE_RS02925,b1695,2.45e-58
ABAYE_RS02970,b3228,2.97e-44
ABAYE_RS02975,b3229,8.84e-45
ABAYE_RS02980,b3230,7.53e-70
ABAYE_RS02985,b3231,2.78e-75
ABAYE_RS02990,b0052,5.15e-127
ABAYE_RS02995,b0051,2.26e-96
ABAYE_RS03000,b0049,4.4900000000000003e-73
ABAYE_RS03020,b4173,6.600000000000001e-156
ABAYE_RS03030,b1046,4.67e-113
ABAYE_RS03035,b0164,3.35e-20
ABAYE_RS03040,b2605,3.6000000000000003e-22
ABAYE_RS03045,b2604,2.59e-49
ABAYE_RS03050,b2603,2.0900000000000002e-22
ABAYE_RS03110,b2582,5.76e-31
ABAYE_RS03115,b1253,9.22e-41
ABAYE_RS03125,b0426,8.1e-51
ABAYE_RS03135,b2324,2.62e-93
ABAYE_RS03145,b1251,2.65e-32
ABAYE_RS03150,b1254,9.78e-25
ABAYE_RS03155,b1266,2.07e-51
ABAYE_RS03160,b1520,1.09e-62
ABAYE_RS03165,b3638,4.8e-51
ABAYE_RS03170,b3639,4.5199999999999996e-136
ABAYE_RS03175,b0409,6.16e-77
ABAYE_RS03180,b0408,0.0
ABAYE_RS03185,b0407,8.039999999999999e-30
ABAYE_RS03190,b0406,0.0
ABAYE_RS03205,b0405,1.54e-132
ABAYE_RS03230,b1844,3.12e-17
ABAYE_RS03430,b3053,0.0
ABAYE_RS03435,b3770,5.58e-93
ABAYE_RS03450,b0130,2.19e-11
ABAYE_RS03460,b3628,9.69e-12
ABAYE_RS03490,b1866,0.0
ABAYE_RS03520,b4030,1.97e-11
ABAYE_RS03530,b4187,2.3000000000000002e-29
ABAYE_RS03540,b2078,1.07e-63
ABAYE_RS03545,b2079,3.48e-72
ABAYE_RS03550,b1706,4.55e-113
ABAYE_RS03565,b3449,1.96e-18
ABAYE_RS03575,b3966,2.3799999999999996e-42
ABAYE_RS03585,b1261,1.07e-150
ABAYE_RS03610,b1260,2.63e-41
ABAYE_RS03615,b2316,2.67e-105
ABAYE_RS03620,b2315,8.84e-107
ABAYE_RS03645,b0098,0.0
ABAYE_RS03655,b3523,1.52e-149
ABAYE_RS03660,b2899,6.01e-57
ABAYE_RS03670,b2267,2.8e-12
ABAYE_RS03675,b4377,2.58e-49
ABAYE_RS03710,b0124,0.0
ABAYE_RS03715,b2763,4e-17
ABAYE_RS03730,b4107,1.56e-17
ABAYE_RS03755,b3421,3.63e-154
ABAYE_RS03760,b2156,0.0
ABAYE_RS03765,b4371,1.75e-51
ABAYE_RS03770,b3654,6.34e-160
ABAYE_RS03775,b3871,0.0
ABAYE_RS03780,b3291,1.7899999999999998e-38
ABAYE_RS03790,b3775,2.1099999999999998e-30
ABAYE_RS03795,b3635,1.17e-77
ABAYE_RS03805,b1451,0.0
ABAYE_RS03830,b2898,5.25e-16
ABAYE_RS03840,b1792,1.1100000000000001e-32
ABAYE_RS03845,b4108,9.25e-54
ABAYE_RS03850,b2080,1.0599999999999999e-48
ABAYE_RS03855,b0194,0.0
ABAYE_RS03860,b2076,2.6799999999999997e-140
ABAYE_RS03890,b1885,2.52e-28
ABAYE_RS03895,b1888,3.5100000000000004e-59
ABAYE_RS03915,b2472,1.5e-157
ABAYE_RS03930,b0468,3.19e-12
ABAYE_RS03975,b2764,1.46e-32
ABAYE_RS03985,b0960,0.0
ABAYE_RS03990,b2182,2.1399999999999997e-52
ABAYE_RS04005,b0007,1.23e-116
ABAYE_RS04010,b1234,1.5800000000000002e-31
ABAYE_RS04015,b3117,2.0299999999999998e-68
ABAYE_RS04020,b0377,1.15e-170
ABAYE_RS04040,b3153,8.01e-26
ABAYE_RS04060,b3251,1.8100000000000003e-167
ABAYE_RS04065,b3250,4.5299999999999997e-38
ABAYE_RS04075,b3248,4.3899999999999997e-48
ABAYE_RS04080,b3247,0.0
ABAYE_RS04095,b2762,8.32e-24
ABAYE_RS04115,b0564,8.3e-13
ABAYE_RS04130,b3057,7.2e-67
ABAYE_RS04135,b3010,1.7299999999999997e-48
ABAYE_RS04140,b4051,1.28e-31
ABAYE_RS04145,b1967,1.03e-112
ABAYE_RS04160,b0769,1.0199999999999998e-54
ABAYE_RS04165,b0421,3.84e-66
ABAYE_RS04170,b0579,7.22e-43
ABAYE_RS04175,b0489,3e-72
ABAYE_RS04195,b0433,1.05e-33
ABAYE_RS04205,b4114,8.48e-145
ABAYE_RS04210,b3025,1.15e-62
ABAYE_RS04215,b3026,9.640000000000001e-43
ABAYE_RS04250,b4258,0.0
ABAYE_RS04275,b0866,6.13e-13
ABAYE_RS04285,b2470,0.0
ABAYE_RS04290,b0463,7.88e-112
ABAYE_RS04305,b3187,6.36e-98
ABAYE_RS04315,b3186,4.7e-46
ABAYE_RS04320,b3185,1.09e-39
ABAYE_RS04325,b0891,1.37e-20
ABAYE_RS04335,b0893,0.0
ABAYE_RS04340,b3368,1.56e-149
ABAYE_RS04345,b3606,5.05e-56
ABAYE_RS04360,b2014,3.46e-152
ABAYE_RS04375,b0630,3.5100000000000005e-70
ABAYE_RS04385,b3067,0.0
ABAYE_RS04400,b1055,8.599999999999999e-38
ABAYE_RS04410,b0720,0.0
ABAYE_RS04415,b0721,1.59e-30
ABAYE_RS04420,b0722,2.81e-19
ABAYE_RS04425,b0723,0.0
ABAYE_RS04430,b0724,1.06e-116
ABAYE_RS04435,b0726,0.0
ABAYE_RS04440,b0727,1.15e-174
ABAYE_RS04445,b0116,9.95e-98
ABAYE_RS04450,b0728,1.01e-175
ABAYE_RS04455,b0729,4.37e-153
ABAYE_RS04470,b3384,3.5e-35
ABAYE_RS04475,b1958,1.02e-118
ABAYE_RS04480,b2475,3.68e-95
ABAYE_RS04510,b0454,2.88e-20
ABAYE_RS04520,b0459,1.1e-15
ABAYE_RS04525,b3181,1.5e-77
ABAYE_RS04530,b0033,0.0
ABAYE_RS04535,b0032,0.0
ABAYE_RS04550,b3180,7.76e-24
ABAYE_RS04555,b3179,1.7300000000000003e-79
ABAYE_RS04560,b3178,0.0
ABAYE_RS04565,b3177,9.31e-92
ABAYE_RS04600,b0529,1.1499999999999999e-67
ABAYE_RS04615,b2587,3.6599999999999996e-140
ABAYE_RS04620,b3926,0.0
ABAYE_RS04625,b3426,0.0
ABAYE_RS04650,b4142,5.15e-35
ABAYE_RS04655,b4143,0.0
ABAYE_RS04660,b4042,5.41e-30
ABAYE_RS04670,b2239,6.439999999999999e-38
ABAYE_RS04685,b1829,2.22e-89
ABAYE_RS04695,b1344,1.81e-123
ABAYE_RS04705,b2558,1.4e-26
ABAYE_RS04710,b3406,1.67e-74
ABAYE_RS04775,b3124,3.17e-105
ABAYE_RS04780,b1501,0.0
ABAYE_RS04785,b3895,4.44e-69
ABAYE_RS04795,b2320,6.11e-76
ABAYE_RS04800,b4155,1.94e-93
ABAYE_RS04810,b4389,0.0
ABAYE_RS04825,b2838,4.9399999999999995e-42
ABAYE_RS04830,b3809,3.18e-112
ABAYE_RS04845,b3811,1.5399999999999998e-67
ABAYE_RS04850,b0041,8.82e-11
ABAYE_RS04855,b1698,1.93e-26
ABAYE_RS04860,b2231,0.0
ABAYE_RS04865,b2257,1.18e-31
ABAYE_RS04875,b2351,1.0600000000000001e-85
ABAYE_RS04885,b0792,3.05e-11
ABAYE_RS04905,b0907,3.94e-153
ABAYE_RS04915,b0387,2.52e-53
ABAYE_RS04920,b1959,2.96e-15
ABAYE_RS04925,b1118,4.05e-90
ABAYE_RS04930,b1117,2.07e-80
ABAYE_RS04935,b0913,1.05e-36
ABAYE_RS04955,b2500,3.53e-62
ABAYE_RS04960,b2499,1.17e-174
ABAYE_RS04965,b2493,1.86e-25
ABAYE_RS04970,b2496,1.22e-16
